kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultLanguage,snippet.defaultAudioLanguage
youtube#video,nCD9vIhIQ2pQ5dVmpT0l1SLxmoI,CJev8KHMOzY,2021-12-14T00:12:18Z,UC3CxAKZ7UIf4j84uMl4VZdQ,Amber star- From tha gutta rose a star,,https://i.ytimg.com/vi/CJev8KHMOzY/default.jpg,120,90,https://i.ytimg.com/vi/CJev8KHMOzY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CJev8KHMOzY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/CJev8KHMOzY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/CJev8KHMOzY/maxresdefault.jpg,1280.0,720.0,Amber Star,22,none,Amber star- From tha gutta rose a star,,PT2M58S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,114,6,0,2,,,
youtube#video,6s73s1MvEedCuovsTiJAA8DXahM,CkPc0rUIEL4,2020-11-18T23:15:15Z,UCdXS2q7AYCUSdkyMjxGftSQ,NOTICIAS CINE //STARWARS// QUE PASARA CON GRINDELWALD// Y FUERA  AMBER HEARD??,"Hola cinefilos
el dia de hoy les traigo algunas noticias
que se me hicieron interesantes!!!

no olvides suscribirte!!!!",https://i.ytimg.com/vi/CkPc0rUIEL4/default.jpg,120,90,https://i.ytimg.com/vi/CkPc0rUIEL4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CkPc0rUIEL4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/CkPc0rUIEL4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/CkPc0rUIEL4/maxresdefault.jpg,1280.0,720.0,RICKZTONE,1,none,NOTICIAS CINE //STARWARS// QUE PASARA CON GRINDELWALD// Y FUERA  AMBER HEARD??,"Hola cinefilos
el dia de hoy les traigo algunas noticias
que se me hicieron interesantes!!!

no olvides suscribirte!!!!",PT7M6S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,205,103,0,99,"['QUE PASARA CON GRINDELWARD', 'johnny depp amber heard', 'fuera amber heard', 'TIM BURTON', 'BEETLEJUICE 2', 'pelicula completa beetlejuice en español', 'MADS MIKKELSEN', 'QUIEN SERA GRINDELWARD', 'MAD MIKKELSEN NUEVO GRINDELWARD', 'NOTICIAS STARWARS', 'STAR WARS CHRIS EVANS', 'STAR WARS DIEGO LUNA', 'KEANU REEVES', 'constantine 2', 'RICKZTONE']",,
youtube#video,Ox1p26WExWQfSoVB_4bo7q-_cVM,CO-JhdTycsc,2021-07-07T13:17:21Z,UCC4hnr0VpuFg_pUOPR6IejQ,Amber Heard partage la première vidéo de sa fille après son annonce surprise sur son accouchement,"Actu Star 9: Merci beaucoup d'avoir regardé!
Si vous souhaitez plus de nouvelles, abonnez-vous à la chaîne!
CLIQUEZ ICI POUR INSCRIRE: https://goo.gl/qfDm1x

Amber Heard partage la première vidéo de sa fille après son annonce surprise sur son accouchement",https://i.ytimg.com/vi/CO-JhdTycsc/default.jpg,120,90,https://i.ytimg.com/vi/CO-JhdTycsc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CO-JhdTycsc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/CO-JhdTycsc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/CO-JhdTycsc/maxresdefault.jpg,1280.0,720.0,Actu Star 9,24,none,Amber Heard partage la première vidéo de sa fille après son annonce surprise sur son accouchement,"Actu Star 9: Merci beaucoup d'avoir regardé!
Si vous souhaitez plus de nouvelles, abonnez-vous à la chaîne!
CLIQUEZ ICI POUR INSCRIRE: https://goo.gl/qfDm1x

Amber Heard partage la première vidéo de sa fille après son annonce surprise sur son accouchement",PT2M54S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,146,3,0,1,,,fr
youtube#video,NlMGXgM1TRPCBIdlS3F4n1Wyl0Q,cQEFbFvDUwo,2018-11-13T17:01:54Z,UC8nZEEBWm5HU8N1IZdBY0Ug,"PHOTOS. Andie MacDowell, Amber Heard, Karlie Kloss... les stars étincelantes aux Glamour Awards","Lundi 12 novembre, le magazine Glamour invitait les femmes les plus influentes de l'année à se réunir le temps d'une soirée, aux Spring Studios, à New-York.
L'actrice et productrice américaine Viola Davis est r",https://i.ytimg.com/vi/cQEFbFvDUwo/default.jpg,120,90,https://i.ytimg.com/vi/cQEFbFvDUwo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/cQEFbFvDUwo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/cQEFbFvDUwo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/cQEFbFvDUwo/maxresdefault.jpg,1280.0,720.0,Closer,22,none,"PHOTOS. Andie MacDowell, Amber Heard, Karlie Kloss... les stars étincelantes aux Glamour Awards","Lundi 12 novembre, le magazine Glamour invitait les femmes les plus influentes de l'année à se réunir le temps d'une soirée, aux Spring Studios, à New-York.
L'actrice et productrice américaine Viola Davis est r",PT1M9S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,36,0,0,0,"['5966408856001', 'yt', 'teen', 'people', 'tv & télé réalité', 'closer', 'royautés']",,
youtube#video,uYE40qLbKNXKUkuqyBEWI_a_kPU,fBQvPcrZOZ4,2021-12-08T18:30:35Z,UCJ7EzNsSGFBx1w5KQqRzMqA,Perfumer Reviews 'Amber Star' by Xerjoff,"Reviewing one of the Xerjoff 'Shooting Stars' fragrances 'Amber Star'

https://www.aaronterencehughes.co.uk
Instagram - AaronTerenceHughes

Music: Sleepdebt - I C U",https://i.ytimg.com/vi/fBQvPcrZOZ4/default.jpg,120,90,https://i.ytimg.com/vi/fBQvPcrZOZ4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fBQvPcrZOZ4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/fBQvPcrZOZ4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/fBQvPcrZOZ4/maxresdefault.jpg,1280.0,720.0,Aaron Terence Hughes,26,none,Perfumer Reviews 'Amber Star' by Xerjoff,"Reviewing one of the Xerjoff 'Shooting Stars' fragrances 'Amber Star'

https://www.aaronterencehughes.co.uk
Instagram - AaronTerenceHughes

Music: Sleepdebt - I C U",PT7M26S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,8844,496,0,126,"['aaron', 'terence', 'hughes', 'fragrance', 'aaron terence hughes', 'review', 'reviews', 'perfume', 'perfumer', 'ath', 'perfumer reviews', 'asmr', 'relaxing', 'scent', 'parfum', 'eaudeparfum', 'profumo', 'perfumes', 'scentoftheday', 'duft', 'perfumery', 'аромат', 'fragrances', 'духи', 'fragrantica', 'scents', 'парфюм', 'eaudetoilette', 'парфманьяк', 'smellgood', 'parfume', 'smell', 'عطر', 'niche', 'perfumelovers', 'แผ', 'profumi', 'xerjoff', 'amber star', 'amber', 'star', 'shooting stars', 'star musk']",,en
youtube#video,v9sQ7mfLuCkf9mAijHOb1bhynlY,GiMeoGwv1WM,2020-05-17T17:48:35Z,UCMRHLEF-3wrQr5yMEhqcjYw,"Amber Heard fuera de Aquaman? Gárgolas reboot, spinoff de Star Trek Discovery,  Mad Max | Tube Radio","Lo destacado: Star Trek: Discovery’ tendrá un spin-off con Spock y el capitán Pike. La serie animada Gárgolas podría tener reboot, Warner despedio definitivamente a Amber Heard de 'Aquaman 2'” confirma precuela de Mad Max: Fury Road enfocada en Furiosa. Y mucho más. 
#MeQuedoEnCasa llegaron las noticias a domicilio. 
#TubeRadio #Noticias #SomosCulturaPop  #TubeRadioMania Se uno de nosotros sucribete al canal: 
https://www.youtube.com/channel/UCMRH...
Twitter: https://twitter.com/TubeRadio985
Instagram: https://www.instagram.com/tuberadio/
¡No olvides compartir esta publicación en tu muro de Facebook y con tus seguidores de Twitter",https://i.ytimg.com/vi/GiMeoGwv1WM/default.jpg,120,90,https://i.ytimg.com/vi/GiMeoGwv1WM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GiMeoGwv1WM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/GiMeoGwv1WM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/GiMeoGwv1WM/maxresdefault.jpg,1280.0,720.0,TUBE RADIO,1,none,"Amber Heard fuera de Aquaman? Gárgolas reboot, spinoff de Star Trek Discovery,  Mad Max | Tube Radio","Lo destacado: Star Trek: Discovery’ tendrá un spin-off con Spock y el capitán Pike. La serie animada Gárgolas podría tener reboot, Warner despedio definitivamente a Amber Heard de 'Aquaman 2'” confirma precuela de Mad Max: Fury Road enfocada en Furiosa. Y mucho más. 
#MeQuedoEnCasa llegaron las noticias a domicilio. 
#TubeRadio #Noticias #SomosCulturaPop  #TubeRadioMania Se uno de nosotros sucribete al canal: 
https://www.youtube.com/channel/UCMRH...
Twitter: https://twitter.com/TubeRadio985
Instagram: https://www.instagram.com/tuberadio/
¡No olvides compartir esta publicación en tu muro de Facebook y con tus seguidores de Twitter",PT11M32S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,44383,3188,0,236,"['Marvel', 'Dc comics', 'superheroes', 'Tube Radio']",es-419,es
youtube#video,X9L3heMOCWZTU-qct48QaP4jKc4,gJQQbiqgpPA,2021-02-12T01:41:54Z,UCuWeBHxVe6C69JTBpiY-Y8Q,¡ROBERT DOWNEY JR CANCELADO! AMBER HEARD se suma a STAR WARS y WILLYREX destruye a AURONPLAY,"► 90s babies ➥ https://tus10seg.com/1019932
► DarkArcano Gaming ➥ https://tus10seg.com/1019951
► Maniac Tattoo ➥ https://www.instagram.com/maniactattoostudio

00:00 Tattoo
01:21 Adiós Larry Flint
01:37 El himno en la NBA
02:21 Pedro Pascal festeja por su hermana
02:39 Gina Carano cancelada y fuera de The Mandalorian
03:59 ¿Amber Heard se suma a Star Wars?
05:03 Joss Whedon, el director mas toxico
06:41 Javi Oliveira
07:40 La loca del Gorila Glue
08:17 El estudio de los chinos sobre China
08:54 ¿Coronados para siempre?
10:57 Robert Downey Jr y Chris Pratt cancelados
12:13 Willyrex destruye a Auronplay por ARKADIA

► TUS 10 SEGUNDOS ➥ https://tus10segundos.com/products/delcarajotv
► SE PARTE DEL TEAM DELCARAJO:
➥ https://youtube.com/channel/UCuWeBHxVe6C69JTBpiY-Y8Q/join
► TIENDA DELCARAJO ➥ http://delcarajo.net

► Sigueme en:
Twitter ➥ http://twitter.com/juanitosay
Instagram ➥ http://instagram.com/juanitosayoficial

► Contacto: say@delcarajo.net


* Hey, Friki Delcarajo... ¿Que haces tan abajo? El boton de like esta mas arriba ( ͡° ͜ʖ ͡°)",https://i.ytimg.com/vi/gJQQbiqgpPA/default.jpg,120,90,https://i.ytimg.com/vi/gJQQbiqgpPA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gJQQbiqgpPA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gJQQbiqgpPA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gJQQbiqgpPA/maxresdefault.jpg,1280.0,720.0,DELCARAJO TV,24,none,¡ROBERT DOWNEY JR CANCELADO! AMBER HEARD se suma a STAR WARS y WILLYREX destruye a AURONPLAY,"► 90s babies ➥ https://tus10seg.com/1019932
► DarkArcano Gaming ➥ https://tus10seg.com/1019951
► Maniac Tattoo ➥ https://www.instagram.com/maniactattoostudio

00:00 Tattoo
01:21 Adiós Larry Flint
01:37 El himno en la NBA
02:21 Pedro Pascal festeja por su hermana
02:39 Gina Carano cancelada y fuera de The Mandalorian
03:59 ¿Amber Heard se suma a Star Wars?
05:03 Joss Whedon, el director mas toxico
06:41 Javi Oliveira
07:40 La loca del Gorila Glue
08:17 El estudio de los chinos sobre China
08:54 ¿Coronados para siempre?
10:57 Robert Downey Jr y Chris Pratt cancelados
12:13 Willyrex destruye a Auronplay por ARKADIA

► TUS 10 SEGUNDOS ➥ https://tus10segundos.com/products/delcarajotv
► SE PARTE DEL TEAM DELCARAJO:
➥ https://youtube.com/channel/UCuWeBHxVe6C69JTBpiY-Y8Q/join
► TIENDA DELCARAJO ➥ http://delcarajo.net

► Sigueme en:
Twitter ➥ http://twitter.com/juanitosay
Instagram ➥ http://instagram.com/juanitosayoficial

► Contacto: say@delcarajo.net


* Hey, Friki Delcarajo... ¿Que haces tan abajo? El boton de like esta mas arriba ( ͡° ͜ʖ ͡°)",PT13M55S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,97153,7161,0,912,"['juanito say', 'delcarajo', 'delcarajo teve', 'delcarajo tv', 'noticias', 'data suculenta', 'robert downey jr', 'chris pratt', 'amber heard', 'johnny depp', 'arkadia', 'arkadia mejores momentos', 'arkadia trailer', 'arkadia nexxuz', 'arkadia vegetta777', 'arkadia clips', 'arkadia rubius', 'rubius', 'willy', 'clips arkadia', 'willyrex', 'ibai', 'amber heard star wars', 'wandavision explicacion', 'star wars', 'wefere', 'candres peredo', 'maurg1', 'youtubers']",,es
youtube#video,3h_e6dm0rG0lfthS0uoLKwzh5Q4,gRIfPFirLbM,2020-11-19T16:40:16Z,UCNY56JzbiO4mRXwElceyEGQ,¡Sylvester Stallone en The Suicide Squad! ¿Star-Lord en Thor 4? ¡Amber Heard habla de Aquaman 2!,"¡Sylvester Stallone estará en The Suicide Squad de James Gunn! ¿Star-Lord aparecerá en Thor 4? ¡Amber Heard habla detalles de Aquaman 2! y ¡Netflix México va por el Óscar con Ya No Estoy Aquí!
Todo esto y más en Damn!

Escucha nuestro Podcast Go Damn!:
Spotify: https://spoti.fi/3jJ0qZ0
YouTube: https://bit.ly/3iIgE4u
Y muchas más plataformas aquí: https://go.damn.mx

Síguenos en redes sociales:
Facebook: https://bit.ly/3dfMGBl
Instagram: https://bit.ly/3hG3ncE
TikTok: https://bit.ly/2Fy7gC9

#Noticias #AmberHeard #Thor",https://i.ytimg.com/vi/gRIfPFirLbM/default.jpg,120,90,https://i.ytimg.com/vi/gRIfPFirLbM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gRIfPFirLbM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gRIfPFirLbM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gRIfPFirLbM/maxresdefault.jpg,1280.0,720.0,Damn!,24,none,¡Sylvester Stallone en The Suicide Squad! ¿Star-Lord en Thor 4? ¡Amber Heard habla de Aquaman 2!,"¡Sylvester Stallone estará en The Suicide Squad de James Gunn! ¿Star-Lord aparecerá en Thor 4? ¡Amber Heard habla detalles de Aquaman 2! y ¡Netflix México va por el Óscar con Ya No Estoy Aquí!
Todo esto y más en Damn!

Escucha nuestro Podcast Go Damn!:
Spotify: https://spoti.fi/3jJ0qZ0
YouTube: https://bit.ly/3iIgE4u
Y muchas más plataformas aquí: https://go.damn.mx

Síguenos en redes sociales:
Facebook: https://bit.ly/3dfMGBl
Instagram: https://bit.ly/3hG3ncE
TikTok: https://bit.ly/2Fy7gC9

#Noticias #AmberHeard #Thor",PT9M17S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,5355,97,0,9,"['Clara Vadela', 'Malditos Nerds', 'Paola del Castillo', 'Gaby Meza', 'Fuera de Foco', 'Héctor Portillo', 'Caja de Películas', 'Top Comics', 'Noticias', 'Entretenimiento', 'Cultura Pop', 'Thor', 'Star Lord', 'Star-Lord', 'Chris Pratt', 'Chris Hemsworth', 'Amber Heard', 'Aquaman', 'Johnny Depp', 'Animales Fantásticos', 'Jason Momoa', 'DCEU', 'DC Comics', 'DC Cómics', 'WonderWoman', 'Wonder Woman', 'Gal Gador', 'Sylvester Stallone', 'The Suicide Squad', 'James Gunn', 'Zack Snyder', 'Snyder-Cut', 'Thor Love and Thunder', 'HBO MAX', 'Disney+', 'Disney']",,es-419
youtube#video,b_edIKv7Rszsx7R6idDHhdRYUiM,GUiz8lHhnmo,2021-12-08T03:39:21Z,UCDlvZu5AVzfZ8bbZM-o7GiA,❤new Amber heard status video ❤ / song-(  fifth harmony) / status star 🌟,,https://i.ytimg.com/vi/GUiz8lHhnmo/default.jpg,120,90,https://i.ytimg.com/vi/GUiz8lHhnmo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GUiz8lHhnmo/hqdefault.jpg,480,360,,,,,,,STATUS STAR,22,none,❤new Amber heard status video ❤ / song-(  fifth harmony) / status star 🌟,,PT36S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,4,0,0,0,,,
youtube#video,JGjG4n9_b3-YUcJqBnlhvIlVhl8,IkljmfaJeqI,2020-04-08T15:16:09Z,UCeooMl4PFAM9kLPHvavt2KQ,Amber Heard’s Adult Star Friend TRASHES #JusticeForJohnnyDepp!,"Amber Heard’s Adult Star Friend TRASHES #JusticeForJohnnyDepp!


My Patreon! Starting at $1.00! https://www.patreon.com/user?u=11797644

MY TWITTER: @EnterHacker
MAIL ME: campsmithmedia@gmail.com

https://christhead.bandcamp.com/releases Chirst Head Album Here!

Patreon Channels! CHECK THEM OUT!

Adega Outlaw Channel : https://www.youtube.com/channel/UC5U65v5_MmwUuM8tWHzYtqQ

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

TEE SPRING! I have merch. Prices are standard TeeSpring for now.

https://teespring.com/stores/hacker-goods",https://i.ytimg.com/vi/IkljmfaJeqI/default.jpg,120,90,https://i.ytimg.com/vi/IkljmfaJeqI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IkljmfaJeqI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/IkljmfaJeqI/sddefault.jpg,640.0,480.0,,,,eHacker,24,none,Amber Heard’s Adult Star Friend TRASHES #JusticeForJohnnyDepp!,"Amber Heard’s Adult Star Friend TRASHES #JusticeForJohnnyDepp!


My Patreon! Starting at $1.00! https://www.patreon.com/user?u=11797644

MY TWITTER: @EnterHacker
MAIL ME: campsmithmedia@gmail.com

https://christhead.bandcamp.com/releases Chirst Head Album Here!

Patreon Channels! CHECK THEM OUT!

Adega Outlaw Channel : https://www.youtube.com/channel/UC5U65v5_MmwUuM8tWHzYtqQ

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

TEE SPRING! I have merch. Prices are standard TeeSpring for now.

https://teespring.com/stores/hacker-goods",PT8M40S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,7490,337,0,167,"['amber heard', 'amber heard instagram', 'amber heard johnny depp', 'amber heard vs megan fox', '#justiceforjohnnydepp', 'johnny depp', 'amber heard aquaman 2', 'amber heard aquaman']",,
youtube#video,ipb_KdDycQ-9MHI01rcOI6hhli0,Iy9cOZztSCM,2018-12-09T17:03:48Z,UCjwffQZDljsMZBTQbnQo8Ew,Aquaman star Jason Momoa's on set prank war with Amber Heard sounds brutal,"watch the latest entertainment news containing hollywood gossip,hollywood gossip and Sports news.
Click here to subscribe : https://goo.gl/L9w7tL",https://i.ytimg.com/vi/Iy9cOZztSCM/default.jpg,120,90,https://i.ytimg.com/vi/Iy9cOZztSCM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Iy9cOZztSCM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Iy9cOZztSCM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Iy9cOZztSCM/maxresdefault.jpg,1280.0,720.0,Agent X,24,none,Aquaman star Jason Momoa's on set prank war with Amber Heard sounds brutal,"watch the latest entertainment news containing hollywood gossip,hollywood gossip and Sports news.
Click here to subscribe : https://goo.gl/L9w7tL",PT3M25S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,123,2,0,0,"[""Aquaman star Jason Momoa's on set prank war with Amber Heard sounds brutal"", 'Aquaman star', 'Jason Momoa', 'Jason', 'Momoa', 'Amber Heard']",,
youtube#video,_MbRtomPnQPhpysMNzKmk8nGkqk,j5ms3TedeZA,2021-01-05T03:46:47Z,UCyv6FotC9x9MKkekYF4adcw,Restauren el Snyderverso - ¿Amber Heard spin-off? - Star Wars: High Republic Explicado,"- Vandavision inicia el 15 de enero. Fechas para los 8 episodios.
- Jared Leto quiere trabajar con Zack Snyder en el futuro.
- #RestoreTheSnyderverse Se pide que restauren el Snyderverso.
- Según insider, Mera tendría un spin-off en HBO Max.
- Serie de Obi-Wan Kenobi habría iniciado rodaje.
- Star Wars High Republic explicado el nuevo evento de Disney.

Canal de info gamer: https://goo.gl/aS56HA
Canal de Podcast: https://goo.gl/3RGfoP
Twitter: https://twitter.com/elgranqenk﻿
Twitch: https://www.twitch.tv/pseudoanalistas
Facebook: https://www.facebook.com/elgranqenk/

#HighRepublic #elgranqenk",https://i.ytimg.com/vi/j5ms3TedeZA/default.jpg,120,90,https://i.ytimg.com/vi/j5ms3TedeZA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/j5ms3TedeZA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/j5ms3TedeZA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/j5ms3TedeZA/maxresdefault.jpg,1280.0,720.0,elgranqenk,1,none,Restauren el Snyderverso - ¿Amber Heard spin-off? - Star Wars: High Republic Explicado,"- Vandavision inicia el 15 de enero. Fechas para los 8 episodios.
- Jared Leto quiere trabajar con Zack Snyder en el futuro.
- #RestoreTheSnyderverse Se pide que restauren el Snyderverso.
- Según insider, Mera tendría un spin-off en HBO Max.
- Serie de Obi-Wan Kenobi habría iniciado rodaje.
- Star Wars High Republic explicado el nuevo evento de Disney.

Canal de info gamer: https://goo.gl/aS56HA
Canal de Podcast: https://goo.gl/3RGfoP
Twitter: https://twitter.com/elgranqenk﻿
Twitch: https://www.twitch.tv/pseudoanalistas
Facebook: https://www.facebook.com/elgranqenk/

#HighRepublic #elgranqenk",PT10M13S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,30921,2421,0,272,"['Snyder', 'Star Wars', 'DCEU', 'DC Comics', 'Superman', 'Batman', 'Joker', 'Aquaman', 'Amber Heard']",,es
youtube#video,5V7rxz_YwyoZwHmwaM3vfsr7B8k,kL15JppAccc,2021-03-21T22:36:41Z,UC-c99WmfXJNsRz7UJOr_kvw,"Johnny Depp : pourquoi l'acteur accuse son ex, Amber Heard, de mensonges","Actu Star 5: Merci beaucoup d'avoir regardé!
Si vous souhaitez plus de nouvelles, abonnez-vous à la chaîne!
CLIQUEZ ICI POUR INSCRIRE: https://goo.gl/c9M5jU

Johnny Depp : pourquoi l'acteur accuse son ex, Amber Heard, de mensonges",https://i.ytimg.com/vi/kL15JppAccc/default.jpg,120,90,https://i.ytimg.com/vi/kL15JppAccc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kL15JppAccc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/kL15JppAccc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/kL15JppAccc/maxresdefault.jpg,1280.0,720.0,Actu Star 5,22,none,"Johnny Depp : pourquoi l'acteur accuse son ex, Amber Heard, de mensonges","Actu Star 5: Merci beaucoup d'avoir regardé!
Si vous souhaitez plus de nouvelles, abonnez-vous à la chaîne!
CLIQUEZ ICI POUR INSCRIRE: https://goo.gl/c9M5jU

Johnny Depp : pourquoi l'acteur accuse son ex, Amber Heard, de mensonges",PT3M56S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,7,0,0,0,[''],,fr-FR
youtube#video,b8EPPBUohuUfzkUX3EFxjWiNDD0,LkS15KxvDPc,2015-06-23T18:16:16Z,UCEupiGyQl71vzfxFCDElyuQ,Amber Heard spotted in Tribeca,Amber Heard spotted with fans in Tribeca.,https://i.ytimg.com/vi/LkS15KxvDPc/default.jpg,120,90,https://i.ytimg.com/vi/LkS15KxvDPc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LkS15KxvDPc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/LkS15KxvDPc/sddefault.jpg,640.0,480.0,,,,Star Magazine,22,none,Amber Heard spotted in Tribeca,Amber Heard spotted with fans in Tribeca.,PT19S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,299,4,0,2,"['Amber Heard (Celebrity)', 'Star Magazine', 'The Rum Diary', 'Drive Angry', '3 Days to Kill', 'Never Back Down']",,
youtube#video,sHEHj_qfyfSG_SSfFD59Rgy4qh0,MjzP5e1LiOQ,2020-11-19T14:26:42Z,UC88iYYngvMLb_3obJKMCI3w,unboxing MY DREAM FRAGRANCES...,"(details below)



Fragrances Mentioned:


.Xerjoff ""Fars""


.Xerjoff ""Ivory Route"" 


.Xerjoff ""Amber Star & Star Musk"" 


.Xerjoff ""Bouquet Ideale"" 




social media


VLOGGING CHANNEL - Demi Rawling Vlogs

INSTAGRAM - https://www.instagram.com/demi.rawling/

SNAPCHAT - demirawling

EMAIL - demirawling@gmail.com



*this video is NOT sponsored. Some links may be affiliate links (I earn a small commission) 


MUCH LOVE ❤️",https://i.ytimg.com/vi/MjzP5e1LiOQ/default.jpg,120,90,https://i.ytimg.com/vi/MjzP5e1LiOQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/MjzP5e1LiOQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/MjzP5e1LiOQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/MjzP5e1LiOQ/maxresdefault.jpg,1280.0,720.0,Demi Rawling,26,none,unboxing MY DREAM FRAGRANCES...,"(details below)



Fragrances Mentioned:


.Xerjoff ""Fars""


.Xerjoff ""Ivory Route"" 


.Xerjoff ""Amber Star & Star Musk"" 


.Xerjoff ""Bouquet Ideale"" 




social media


VLOGGING CHANNEL - Demi Rawling Vlogs

INSTAGRAM - https://www.instagram.com/demi.rawling/

SNAPCHAT - demirawling

EMAIL - demirawling@gmail.com



*this video is NOT sponsored. Some links may be affiliate links (I earn a small commission) 


MUCH LOVE ❤️",PT15M1S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,48280,1415,0,206,"['demi rawling', 'Jeremy fragrance', 'perfume collection', 'perfume collection 2020', 'designer perfume collection', 'perfume haul', 'luxury Haul', 'Demi Rawling mens', 'perfume haul 2020', 'designer fragrances', 'designer perfumes 2020', 'best designer perfumes', 'sexy colognes for men', 'sexiest date night colognes', 'Jeremy fragrance womens', 'date night perfumes', 'fall perfumes', 'winter perfumes', 'summer perfumes', 'spring perfumes', 'christmas perfumes']",,
