kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultLanguage,snippet.defaultAudioLanguage,contentDetails.regionRestriction.blocked,contentDetails.contentRating.ytRating
youtube#video,LaaMHlz_b7jJN_uH-bUd1wUkdPE,bpziW7ztPnw,2014-05-11T21:22:02Z,UCi3A92HsGQ0kQurwLDU1reQ,Джонни Депп(Johnny Depp) и Эмбер Херд(Amber Heard),"Спасибо за лайк&репост&подписку! 
Подпишись на мой канал,если твое сердце всколыхнулось,а твои чувства заиграли новыми красками!",https://i.ytimg.com/vi/bpziW7ztPnw/default.jpg,120,90,https://i.ytimg.com/vi/bpziW7ztPnw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bpziW7ztPnw/hqdefault.jpg,480,360,,,,,,,Julianna Юлианна,"['Amber Heard (TV Actor)', 'Johnny Depp (Record Producer)', 'Amber Heard (Celebrity)', 'Johnny Depp (Celebrity)']",1,none,Джонни Депп(Johnny Depp) и Эмбер Херд(Amber Heard),"Спасибо за лайк&репост&подписку! 
Подпишись на мой канал,если твое сердце всколыхнулось,а твои чувства заиграли новыми красками!",PT4M12S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,5726747,,0,58,,,"['BR', 'DE']",ytAgeRestricted
youtube#video,VSqOI6ciHfQVbVB6sPoWusvNqcY,BzEqqTFxjLQ,2020-04-03T10:00:09Z,UCzrSwL9GU6ppHNlWTtqjXWg,Amber Van Day - Kids In The Corner (Official Video),"Amber Van Day “Kids In The Corner” available now: 
https://umg.lnk.to/KidsInTheCorner


Follow Amber Van Day on: 
Instagram: https://www.instagram.com/ambervanday/?hl=de 
Facebook: https://www.facebook.com/ambervandaymusic/ 
Universal Artist Page: https://www.universal-music.de/amber-van-day
Spotify: https://open.spotify.com/artist/6NFRBhq9SmNn1FAiRs9AEf
YouTube: https://www.youtube.com/channel/UCUJKv7wZFWC3Sg3QOmZlO8Q/
TikTok: https://www.tiktok.com/@ambervandizzle

‘Kids In The Corner’ is the confident and defiant debut single from new London based singer and songwriter Amber Van Day. A self-assured anthem about embracing difference and vulnerability and not adhering to labels, the track is out now on Better Now Records and Island Records.

Music video by Amber Van Day performing Kids In The Corner. © 2020 Amber van Day, under exclusive license to Universal Music GmbH

http://vevo.ly/v3PK28",https://i.ytimg.com/vi/BzEqqTFxjLQ/default.jpg,120,90,https://i.ytimg.com/vi/BzEqqTFxjLQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BzEqqTFxjLQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/BzEqqTFxjLQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/BzEqqTFxjLQ/maxresdefault.jpg,1280.0,720.0,AmberVanDayVEVO,"['Amber', 'Van', 'Day', 'Kids', 'The', 'Corner', 'Better', 'Now', 'Records', 'Pop', 'Amber Van Day', 'Singer/Songwriterin Amber van Day', 'Kids in the Corner', 'Amber van Day neue Single', 'Official Video', 'Offizielles Musikvideo', 'VEVO', 'Better Now Records', 'Island Records', 'WTF', 'Amber Van Day WTF', 'Great Escape', 'Live At Leeds']",10,none,Amber Van Day - Kids In The Corner (Official Video),"Amber Van Day “Kids In The Corner” available now: 
https://umg.lnk.to/KidsInTheCorner


Follow Amber Van Day on: 
Instagram: https://www.instagram.com/ambervanday/?hl=de 
Facebook: https://www.facebook.com/ambervandaymusic/ 
Universal Artist Page: https://www.universal-music.de/amber-van-day
Spotify: https://open.spotify.com/artist/6NFRBhq9SmNn1FAiRs9AEf
YouTube: https://www.youtube.com/channel/UCUJKv7wZFWC3Sg3QOmZlO8Q/
TikTok: https://www.tiktok.com/@ambervandizzle

‘Kids In The Corner’ is the confident and defiant debut single from new London based singer and songwriter Amber Van Day. A self-assured anthem about embracing difference and vulnerability and not adhering to labels, the track is out now on Better Now Records and Island Records.

Music video by Amber Van Day performing Kids In The Corner. © 2020 Amber van Day, under exclusive license to Universal Music GmbH

http://vevo.ly/v3PK28",PT3M30S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,983106,15676,0,595,,,"['IO', 'KP', 'SS']",
youtube#video,ItZ_9Y9definUmDXWFNDpzjtwjU,fFFfCB47Ezc,2021-10-07T07:29:21Z,UCQyXG6v5jWfLyaFrV_Sjyug,Amber Heard - Mera 4k.  whatsapp status.#amberheard #aquaman #mera,"© If any producer or label has an isshu with this song or picture.please get in contact with us and we will delete it immediately.


           ©PLEASE READ 

The don't own the audio and the picture.The credits go to the respective owners.this video is purely fan~made and will not be used for profit or elligal shearing.


_________________________

                        ©️

❌ Don't Re-upload this video❌

_________________________
#amberheard 
#aquaman 
#mera 
#aquamanmera
#amberheardwhtsappstatus",https://i.ytimg.com/vi/fFFfCB47Ezc/default.jpg,120,90,https://i.ytimg.com/vi/fFFfCB47Ezc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fFFfCB47Ezc/hqdefault.jpg,480,360,,,,,,,ANONYMOUS X,,2,none,Amber Heard - Mera 4k.  whatsapp status.#amberheard #aquaman #mera,"© If any producer or label has an isshu with this song or picture.please get in contact with us and we will delete it immediately.


           ©PLEASE READ 

The don't own the audio and the picture.The credits go to the respective owners.this video is purely fan~made and will not be used for profit or elligal shearing.


_________________________

                        ©️

❌ Don't Re-upload this video❌

_________________________
#amberheard 
#aquaman 
#mera 
#aquamanmera
#amberheardwhtsappstatus",PT15S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,71,3,0,0,,en-IN,,
youtube#video,LSpMZAukR-AsW1HYcIDUfHCdFyk,HnsJaVnCLes,2018-06-15T05:54:25Z,UCRmI0Gf2fh-nmNkVqUSwDFw,Jason Momoa and Amber Heard show off their bodies in new Aquaman pics,"He's played the role twice before, in supporting roles for Justice League and Batman V Superman: Dawn Of Justice.And Jason Momoa is getting close to his first starring turn as Aquaman, when the movie hits theaters on December 21.The 38-year-old actor showed off his impressive physique on the cover of this month's Entertainment Weekly, along with co-stars Amber Heard, 32, and Nicole Kidman, 50.In the brand new stills, the Game Of Thrones star showcased his bulging biceps and chiseled chest as he struts around shirtless.New ink had been added to the actor's existing tattoos and his wavy long tresses were damp.  Also pictured in form-fitting attire was Amber Heard, who wore a green bodysuit that showed off the starlet's enviable curves.The low-cut garment also showed off the impressive assets of Johnny Depp's ex wife.   The new EW issue features interviews with cast and crew from the DC superhero film, including director James Wan.The Australian filmmaker said: 'The water world my movie takes place in is so separate and so far apart from previous DC movies it’s like I’m making my own sci-fi fantasy film.''This is a whole new underwater world nobody has seen before in live action.'   Executive producer Peter Safran also spoke to the publication.He added: 'Rarely has a superhero character been married to the real-life actor as much as Aquaman and Jason Momoa.' 'He’s authentically from two worlds, he’s this real physical specimen, he’s got this humor which he’s never been allowed to play before — in every regard he is Aquaman.'In the Warner Bros. film, Heard will play Mera, while Academy Award winning actress Kidman plays Queen Atlanna.",https://i.ytimg.com/vi/HnsJaVnCLes/default.jpg,120,90,https://i.ytimg.com/vi/HnsJaVnCLes/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HnsJaVnCLes/hqdefault.jpg,480,360,,,,,,,Breaking News 24H,"['Jason', 'Momoa', 'Amber', 'Heard', 'sculpted', 'bodies', 'new', 'Aquaman', 'pics']",22,none,Jason Momoa and Amber Heard show off their bodies in new Aquaman pics,"He's played the role twice before, in supporting roles for Justice League and Batman V Superman: Dawn Of Justice.And Jason Momoa is getting close to his first starring turn as Aquaman, when the movie hits theaters on December 21.The 38-year-old actor showed off his impressive physique on the cover of this month's Entertainment Weekly, along with co-stars Amber Heard, 32, and Nicole Kidman, 50.In the brand new stills, the Game Of Thrones star showcased his bulging biceps and chiseled chest as he struts around shirtless.New ink had been added to the actor's existing tattoos and his wavy long tresses were damp.  Also pictured in form-fitting attire was Amber Heard, who wore a green bodysuit that showed off the starlet's enviable curves.The low-cut garment also showed off the impressive assets of Johnny Depp's ex wife.   The new EW issue features interviews with cast and crew from the DC superhero film, including director James Wan.The Australian filmmaker said: 'The water world my movie takes place in is so separate and so far apart from previous DC movies it’s like I’m making my own sci-fi fantasy film.''This is a whole new underwater world nobody has seen before in live action.'   Executive producer Peter Safran also spoke to the publication.He added: 'Rarely has a superhero character been married to the real-life actor as much as Aquaman and Jason Momoa.' 'He’s authentically from two worlds, he’s this real physical specimen, he’s got this humor which he’s never been allowed to play before — in every regard he is Aquaman.'In the Warner Bros. film, Heard will play Mera, while Academy Award winning actress Kidman plays Queen Atlanna.",PT3M49S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,44,0,0,0,en,en,,
youtube#video,rOKp8mTneoWr4AGB_92hUcWyfj4,hYeji936MTg,2021-08-06T15:15:01Z,UC-lZTlG05ETwyjDS1JQCv3w,"""AMBER'S CAREER IS NOT OVER"" Aquaman 2 Producer Says He WON'T FIRE Amber Heard | Celebrity Craze","""AMBER'S CAREER IS NOT OVER"" Aquaman 2 Producer Says He WON'T FIRE Amber Heard | Celebrity Craze

Did Amber Heard just get booted for Aquaman 2? This would be great news to Johnny Depp and Aquaman fans around the world. The #FireAmberHeard movement is going strong. It seems the Aquaman 2 director, James Wan, does not even want Amber Heard in the movie. 

It seems like everyone is turning against Amber Heard. The Johnny Depp Amber Heard legal battle is still at the forefront of celebrity news. 

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#AmberHeard #JohnnyDepp #JusticeForJohnny

------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",https://i.ytimg.com/vi/hYeji936MTg/default.jpg,120,90,https://i.ytimg.com/vi/hYeji936MTg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hYeji936MTg/hqdefault.jpg,480,360,,,,,,,Celebrity Craze,"['celebrity craze', 'celebrity', 'amber heard interview', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'viral vision', 'celebrity news', 'clevver news', 'this happened', 'informoverload', 'inform overload', 'information overload', 'entertainment news', 'crazed culture', 'that umbrella guy', 'thatumbrellaguy', 'hollywood life', ""AMBER'S CAREER IS NOT OVER Aquaman 2 Producer Says He WON'T FIRE Amber Heard"", 'amber heard fired from aquaman 2', 'amber heard fired from aquaman']",24,none,"""AMBER'S CAREER IS NOT OVER"" Aquaman 2 Producer Says He WON'T FIRE Amber Heard | Celebrity Craze","""AMBER'S CAREER IS NOT OVER"" Aquaman 2 Producer Says He WON'T FIRE Amber Heard | Celebrity Craze

Did Amber Heard just get booted for Aquaman 2? This would be great news to Johnny Depp and Aquaman fans around the world. The #FireAmberHeard movement is going strong. It seems the Aquaman 2 director, James Wan, does not even want Amber Heard in the movie. 

It seems like everyone is turning against Amber Heard. The Johnny Depp Amber Heard legal battle is still at the forefront of celebrity news. 

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#AmberHeard #JohnnyDepp #JusticeForJohnny

------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",PT8M20S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,335,8,0,5,en-US,en-US,,
youtube#video,fYajQbQd1PP8eQWc64Sxcu2P1vk,IuD1LEK1oHY,2021-06-21T01:20:36Z,UCY1KxWlGrXk6EJk1Mjnq4cA,James Wan Welcomes Amber Heard Back For AQUAMAN 2,"James Wan Welcomes Amber Heard Back For AQUAMAN 2

Welcome back to the Ping Pong Flix Clip Highlights from the Ping Pong Flix Show for all up to date Entertainment topics in popular genre films such as DC, Marvel, Star Wars, Godzilla, Power Rangers, and more!  

My name is Chris Wong-Swenson and I'm a YouTube Journalist discussing, reporting, and speculating on all genre films and shows in the entertainment industry! Also an Associate Producer for Zack Snyder's Justice League!

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing.",https://i.ytimg.com/vi/IuD1LEK1oHY/default.jpg,120,90,https://i.ytimg.com/vi/IuD1LEK1oHY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IuD1LEK1oHY/hqdefault.jpg,480,360,,,,,,,Ping Pong Flix Clips,"['James Wan Welcomes Amber Heard Back For AQUAMAN 2', 'james wan', 'amber heard', 'aquaman 2', 'aquaman and the lost kingdom', 'amber heard mera', 'amber heard aquaman']",24,none,James Wan Welcomes Amber Heard Back For AQUAMAN 2,"James Wan Welcomes Amber Heard Back For AQUAMAN 2

Welcome back to the Ping Pong Flix Clip Highlights from the Ping Pong Flix Show for all up to date Entertainment topics in popular genre films such as DC, Marvel, Star Wars, Godzilla, Power Rangers, and more!  

My name is Chris Wong-Swenson and I'm a YouTube Journalist discussing, reporting, and speculating on all genre films and shows in the entertainment industry! Also an Associate Producer for Zack Snyder's Justice League!

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing.",PT39S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,98,5,0,3,en-US,en-US,,
youtube#video,DMXjy51049y07PQ-UPs3w3UWqRI,kEMBIRKjzvU,2020-05-12T00:00:13Z,UChs7lcuw4qOCxl3SJRPuidQ,Amber Heard felt a strong slap from Johnny Depp as he sang to thank the fans,,https://i.ytimg.com/vi/kEMBIRKjzvU/default.jpg,120,90,https://i.ytimg.com/vi/kEMBIRKjzvU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kEMBIRKjzvU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/kEMBIRKjzvU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/kEMBIRKjzvU/maxresdefault.jpg,1280.0,720.0,DT Media,"['DT Media', 'news', 'Amber Heard', 'strong slap', 'Johnny Depp', 'sang', 'thank', 'fans']",24,none,Amber Heard felt a strong slap from Johnny Depp as he sang to thank the fans,,PT4M9S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,2211,57,0,7,,,,
youtube#video,QHfuCxWnlzqBDJp_GdJzypRxwuk,LkS9olK4Wq8,2020-08-08T12:35:11Z,UCoErLfyn5owEpWr2Bg9fAHA,Amber The Producer- I Like My Shit From The Back X (EXTENDED VERSION + SLOWED AND REVERB,,https://i.ytimg.com/vi/LkS9olK4Wq8/default.jpg,120,90,https://i.ytimg.com/vi/LkS9olK4Wq8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LkS9olK4Wq8/hqdefault.jpg,480,360,,,,,,,礼JXHET,,20,none,Amber The Producer- I Like My Shit From The Back X (EXTENDED VERSION + SLOWED AND REVERB,,PT2M48S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,5456,250,0,9,,,,
youtube#video,EYiDZl2CqvtU7t7PUpzO_-XqZuw,lnnOkfE8w7I,2021-08-06T18:13:21Z,UCsxq5C3Sa2jfAzy7xX492tQ,Aquaman 2 PRODUCER opens about NOT REMOVING Amber Heard from FILM! HOLLYWOOD Loves TOXICITY #Shorts,#Aquaman2 #DC #Amberheard,https://i.ytimg.com/vi/lnnOkfE8w7I/default.jpg,120,90,https://i.ytimg.com/vi/lnnOkfE8w7I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/lnnOkfE8w7I/hqdefault.jpg,480,360,https://i.ytimg.com/vi/lnnOkfE8w7I/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/lnnOkfE8w7I/maxresdefault.jpg,1280.0,720.0,Good News Media,,24,none,Aquaman 2 PRODUCER opens about NOT REMOVING Amber Heard from FILM! HOLLYWOOD Loves TOXICITY #Shorts,#Aquaman2 #DC #Amberheard,PT57S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,176,13,0,0,,,,
youtube#video,xKiSlTme0MnHyU-UZHRRIi6VUQE,m5OGoADq3zA,2020-08-02T23:37:07Z,UCUD4-ngT1Gj-dkluNFO5Nzg,Johnny Depp Art Instagram Isolation and getting over Amber Heard,,https://i.ytimg.com/vi/m5OGoADq3zA/default.jpg,120,90,https://i.ytimg.com/vi/m5OGoADq3zA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/m5OGoADq3zA/hqdefault.jpg,480,360,,,,,,,Pro Arts,"['Johnny depp', 'Amber heard', 'hollywood vampires', 'instagram', 'isolation', 'covid', 'johnnydepp', 'depp']",22,none,Johnny Depp Art Instagram Isolation and getting over Amber Heard,,PT2M53S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,337,13,0,1,,,,
youtube#video,j_j_41yyagP7ycZ_6AWkVwxNvKc,sVGt68oe-GU,2021-06-09T03:57:21Z,UCk5xMmtGYnEj7e4rd4Dz-ig,Johnny Depp Birthday Special Johnny Depp and His Wife Amber Heard  _ Johnny Depp Mass Entry _Full-HD,"Legendary actor Johnny Depp

John Christopher Depp II (born June 9, 1963) is an American actor, producer, and musician. He has been nominated for ten Golden Globe Awards, winning one for Best Actor for his performance of the title role in Sweeney Todd: The Demon Barber of Fleet Street 007), and has been nominated for three Academy Awards for Best Actor, among other accolades. He is regarded as one of the world's biggest film stars. Depp made his film debut in the 1984 film A Nightmare on Elm Street, before rising to prominence as a teen idol on the television series 21 Jump Street (1987-1990). He had a supporting role in Oliver Stone's 1986 war film Platoon and played the title character in the 1990 romantic fantasy Edward Scissorhands.
#happy_birthday_johnny_depp_whatsapp_status

#jack_sparrow_birthday_whatsapp_status_tamil

#johnny_depp_birthday_whatsapp_status

#jack_sparrow_birthday_whatsapp_status

#johnny_depp_whatsapp_status

#jack_sparrow_whatsapp_status
#Singapore Johnny depp fans
#johnnydepp_birthday_whatsapp_status

#jacksparrow_birthday_whatsapp_status

#jack_sparrow_whatsapp_status

#pirates_of_the_carrebian

#parotta_mashup

#Tnlockdown

#lockdown_whatsapp_status_tamil

#ashwin_shivangi_whatsapp_status_2021 #shivangi_birthday_status_2021

#Missing_Cook_with_comali_whatsapp_status_tami

#missing_CWC_whatsapp_status

#Cook_with_comali_whatsapp_status

#pugazh
#sivangi_whatsapp_status

#shivangi_cute_whatsapp_status

#cwc_pugazh_whatsapp_status

#cook_with_comali_season_2

#cwc_whatsapp_status_tamil

#pugazh_pavithra_status

#ashwin_shivangi_status

#sk_mass_whatsapp_status

#cwc_love_whatsapp_status

#cwc_whatsapp_status

#sultan

#kirthi_shetty_love

#sultan_love_whatsapp_status

#rashmika_whatsapp_status

#krithi_shetty_special_whatsapp_status

#magalir_dhinam_whatsapp_status

#love_whatsapp_status_tamil

#one_side_love_tamil #love_status_tamil
#Ennaku_Breakup_whatsapp_status

#Breakup_whatsapp_status_tamil

#Dhom_Dhomstatus_tamil

#motivational_status

#Motivational_status_tamil

#tamil_motivational_status

#naalai_endrum_nam_kaiyil_illai
#johnnydepp #johnnydeppbirthday #johnnydeppphotos #johnnydeppvideos #johnnydeppage #javedhashmi
#Johny DeppBGM

#johnny Depp status

#Jack Sparrow ringtone

# Johnny Depp ringtone

# BGM ringtone
#ringtones #PiratesOfCaribbean #JackSparrow
#jacksparrow #jacksparrowbgm #jacksparrowsong #jacksparrowmovie #blackscreen
#jacksparrow, #jacksparrowbgm, #jacksparrowsong, #jacksparrowmovie,
#johnnydepp, #johnnydeppbirthday, #johnnydeppphotos, #johnnydeppvideos, #johnnydeppage, #javedhashmi,
#trending_whatsapp_status, #love_whatsapp_status, #love_failure_whatsapp_status, #friendship_whatsapp_status,
#Ennaku_Breakup_whatsapp_status,
#Breakup_whatsapp_status_tamil,
#Dhom_Dhomstatus_tamil,
#motivational_status,
#Motivational_status_tamil,
#tamil_motivational_status,
#naalai_endrum_nam_kaiyil_illai,
#happy_birthday_johnny_depp_whatsapp_status,
#jack_sparrow_birthday_whatsapp_status_tamil,
#johnny_depp_birthday_whatsapp_status,
#jack_sparrow_birthday_whatsapp_status,
#johnny_depp_whatsapp_status,
#jack_sparrow_whatsapp_status,
#johnnydepp_birthday_whatsapp_status,
#jacksparrow_birthday_whatsapp_status,
#jack_sparrow_whatsapp_status,
#pirates_of_the_carrebian,",https://i.ytimg.com/vi/sVGt68oe-GU/default.jpg,120,90,https://i.ytimg.com/vi/sVGt68oe-GU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/sVGt68oe-GU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/sVGt68oe-GU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/sVGt68oe-GU/maxresdefault.jpg,1280.0,720.0,Utopian Entertainer,"['#jacksparrow', '#jacksparrowbgm', '#jacksparrowsong', '#jacksparrowmovie', '#johnnydepp', '#johnnydeppbirthday', '#johnnydeppphotos', '#johnnydeppvideos', '#Ennaku_Breakup_whatsapp_status', '#Motivational_status_tamil', '#tamil_motivational_status', '#jack_sparrow_birthday_whatsapp_status_tamil', '#jack_sparrow_birthday_whatsapp_status', '#johnny_depp_whatsapp_status', '#jack_sparrow_whatsapp_status', '#johnnydepp_birthday_whatsapp_status', '#jacksparrow_birthday_whatsapp_status', '#pirates_of_the_carrebian', '#Singapore Johnny depp fans']",24,none,Johnny Depp Birthday Special Johnny Depp and His Wife Amber Heard  _ Johnny Depp Mass Entry _Full-HD,"Legendary actor Johnny Depp

John Christopher Depp II (born June 9, 1963) is an American actor, producer, and musician. He has been nominated for ten Golden Globe Awards, winning one for Best Actor for his performance of the title role in Sweeney Todd: The Demon Barber of Fleet Street 007), and has been nominated for three Academy Awards for Best Actor, among other accolades. He is regarded as one of the world's biggest film stars. Depp made his film debut in the 1984 film A Nightmare on Elm Street, before rising to prominence as a teen idol on the television series 21 Jump Street (1987-1990). He had a supporting role in Oliver Stone's 1986 war film Platoon and played the title character in the 1990 romantic fantasy Edward Scissorhands.
#happy_birthday_johnny_depp_whatsapp_status

#jack_sparrow_birthday_whatsapp_status_tamil

#johnny_depp_birthday_whatsapp_status

#jack_sparrow_birthday_whatsapp_status

#johnny_depp_whatsapp_status

#jack_sparrow_whatsapp_status
#Singapore Johnny depp fans
#johnnydepp_birthday_whatsapp_status

#jacksparrow_birthday_whatsapp_status

#jack_sparrow_whatsapp_status

#pirates_of_the_carrebian

#parotta_mashup

#Tnlockdown

#lockdown_whatsapp_status_tamil

#ashwin_shivangi_whatsapp_status_2021 #shivangi_birthday_status_2021

#Missing_Cook_with_comali_whatsapp_status_tami

#missing_CWC_whatsapp_status

#Cook_with_comali_whatsapp_status

#pugazh
#sivangi_whatsapp_status

#shivangi_cute_whatsapp_status

#cwc_pugazh_whatsapp_status

#cook_with_comali_season_2

#cwc_whatsapp_status_tamil

#pugazh_pavithra_status

#ashwin_shivangi_status

#sk_mass_whatsapp_status

#cwc_love_whatsapp_status

#cwc_whatsapp_status

#sultan

#kirthi_shetty_love

#sultan_love_whatsapp_status

#rashmika_whatsapp_status

#krithi_shetty_special_whatsapp_status

#magalir_dhinam_whatsapp_status

#love_whatsapp_status_tamil

#one_side_love_tamil #love_status_tamil
#Ennaku_Breakup_whatsapp_status

#Breakup_whatsapp_status_tamil

#Dhom_Dhomstatus_tamil

#motivational_status

#Motivational_status_tamil

#tamil_motivational_status

#naalai_endrum_nam_kaiyil_illai
#johnnydepp #johnnydeppbirthday #johnnydeppphotos #johnnydeppvideos #johnnydeppage #javedhashmi
#Johny DeppBGM

#johnny Depp status

#Jack Sparrow ringtone

# Johnny Depp ringtone

# BGM ringtone
#ringtones #PiratesOfCaribbean #JackSparrow
#jacksparrow #jacksparrowbgm #jacksparrowsong #jacksparrowmovie #blackscreen
#jacksparrow, #jacksparrowbgm, #jacksparrowsong, #jacksparrowmovie,
#johnnydepp, #johnnydeppbirthday, #johnnydeppphotos, #johnnydeppvideos, #johnnydeppage, #javedhashmi,
#trending_whatsapp_status, #love_whatsapp_status, #love_failure_whatsapp_status, #friendship_whatsapp_status,
#Ennaku_Breakup_whatsapp_status,
#Breakup_whatsapp_status_tamil,
#Dhom_Dhomstatus_tamil,
#motivational_status,
#Motivational_status_tamil,
#tamil_motivational_status,
#naalai_endrum_nam_kaiyil_illai,
#happy_birthday_johnny_depp_whatsapp_status,
#jack_sparrow_birthday_whatsapp_status_tamil,
#johnny_depp_birthday_whatsapp_status,
#jack_sparrow_birthday_whatsapp_status,
#johnny_depp_whatsapp_status,
#jack_sparrow_whatsapp_status,
#johnnydepp_birthday_whatsapp_status,
#jacksparrow_birthday_whatsapp_status,
#jack_sparrow_whatsapp_status,
#pirates_of_the_carrebian,",PT1M13S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,8,2,0,0,,,,
