kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultLanguage,contentDetails.contentRating.ytRating
youtube#video,evctEiyda45b2jOJXad_MBpjIYQ,dTNeAFyYItk,2018-12-11T22:00:01Z,UCq-O4Sq5kfgFgJN2jcgo8hw,Aquaman Review: What CinemaBlend Thought Of DC's New Movie,"Check out Sean O'Connell's Aquaman Review (starring Jason Momoa, Amber Heard and Patrick Wilson).

SUBSCRIBE to CinemaBlend's channel HERE - 
https://www.youtube.com/cinemablend

For the latest entertainment news and analysis go here:
Movie News:  http://www.cinemablend.com/news.php/
Movie Reviews: http://www.cinemablend.com/reviews/
TV News: http://www.cinemablend.com/television/
Celebrity News: http://www.cinemablend.com/pop/
Superheroes: http://www.cinemablend.com/superheroes/
Celebrity News: http://www.cinemablend.com/pop/
Video Games: http://www.cinemablend.com/games/
Movie Trailers & Film Clips:  http://www.cinemablend.com/trailers/",https://i.ytimg.com/vi/dTNeAFyYItk/default.jpg,120,90,https://i.ytimg.com/vi/dTNeAFyYItk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dTNeAFyYItk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/dTNeAFyYItk/sddefault.jpg,640.0,480.0,CinemaBlend,"['Aquaman', 'Aquaman review', 'Jason Momoa', 'Amber Heard', 'Patrick Wilson', 'james wan', 'dc comics', 'cinemablend', 'cinemablend review', 'cinema blend review', 'aqua man', 'aqua man review', 'arthur curry', 'aquaman movie review', 'black manta', 'justice league', 'willem dafoe', 'aquaman 2018', 'warner brothers', 'wb pictures', 'cinema blend', 'aquaman review spoilers', 'aquaman review no spoilers', 'movie reviews', 'movie review', 'dc movie', 'dc movies review']",1,none,Aquaman Review: What CinemaBlend Thought Of DC's New Movie,"Check out Sean O'Connell's Aquaman Review (starring Jason Momoa, Amber Heard and Patrick Wilson).

SUBSCRIBE to CinemaBlend's channel HERE - 
https://www.youtube.com/cinemablend

For the latest entertainment news and analysis go here:
Movie News:  http://www.cinemablend.com/news.php/
Movie Reviews: http://www.cinemablend.com/reviews/
TV News: http://www.cinemablend.com/television/
Celebrity News: http://www.cinemablend.com/pop/
Superheroes: http://www.cinemablend.com/superheroes/
Celebrity News: http://www.cinemablend.com/pop/
Video Games: http://www.cinemablend.com/games/
Movie Trailers & Film Clips:  http://www.cinemablend.com/trailers/",en,PT6M30S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,13798,260,0,113,https://i.ytimg.com/vi/dTNeAFyYItk/maxresdefault.jpg,1280.0,720.0,,
youtube#video,tTHAsP3VJszK010GYuhfBM0MhIk,eHCi1Avwgzo,2020-02-06T10:02:18Z,UCiSI7aZi4LliBp3vWTQR3UQ,the dceu daily birds of prey reviews are in amber heard rant,#releasethesnydercut #releasetheayrecut,https://i.ytimg.com/vi/eHCi1Avwgzo/default.jpg,120,90,https://i.ytimg.com/vi/eHCi1Avwgzo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/eHCi1Avwgzo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/eHCi1Avwgzo/sddefault.jpg,640.0,480.0,MOVIES TV MAD 😱,,22,none,the dceu daily birds of prey reviews are in amber heard rant,#releasethesnydercut #releasetheayrecut,,PT23M29S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,119,12,0,0,https://i.ytimg.com/vi/eHCi1Avwgzo/maxresdefault.jpg,1280.0,720.0,,
youtube#video,YkQuRdOd9JcYtNtlPMSb8euBNVU,eILiVitAi-o,2021-05-27T15:20:15Z,UCuzhitCE9VT6uzKGXHWQmug,The Chronicles of Amber by Roger Zelazny (Fantasy Masterworks #6): Book Review,"https://joelswagman.blogspot.com/2021/05/the-chronicles-of-amber-by-roger.html

For the individual book reviews, see:
Nine Princes in Amber: http://joelswagman.blogspot.com/2020/04/nine-princes-in-amber-by-roger-zelazny.html

The Guns of Avalon: http://joelswagman.blogspot.com/2020/07/the-guns-of-avalon-chronicles-of-amber.html

Sign of the Unicorn: http://joelswagman.blogspot.com/2021/03/sign-of-unicorn-chronicles-of-amber-3.html

The Hand of Oberon http://joelswagman.blogspot.com/2021/04/the-hand-of-oberon-by-roger-zelazny.html

The Courts of Chaos: http://joelswagman.blogspot.com/2021/05/the-courts-of-chaos-by-roger-zelazny.html

Book Review Playlist:
https://www.youtube.com/playlist?list=PLOY-0V_l_9x7dao6py7ODX_PkUvrAEch7",https://i.ytimg.com/vi/eILiVitAi-o/default.jpg,120,90,https://i.ytimg.com/vi/eILiVitAi-o/mqdefault.jpg,320,180,https://i.ytimg.com/vi/eILiVitAi-o/hqdefault.jpg,480,360,https://i.ytimg.com/vi/eILiVitAi-o/sddefault.jpg,640.0,480.0,Joel Swagman,,22,none,The Chronicles of Amber by Roger Zelazny (Fantasy Masterworks #6): Book Review,"https://joelswagman.blogspot.com/2021/05/the-chronicles-of-amber-by-roger.html

For the individual book reviews, see:
Nine Princes in Amber: http://joelswagman.blogspot.com/2020/04/nine-princes-in-amber-by-roger-zelazny.html

The Guns of Avalon: http://joelswagman.blogspot.com/2020/07/the-guns-of-avalon-chronicles-of-amber.html

Sign of the Unicorn: http://joelswagman.blogspot.com/2021/03/sign-of-unicorn-chronicles-of-amber-3.html

The Hand of Oberon http://joelswagman.blogspot.com/2021/04/the-hand-of-oberon-by-roger-zelazny.html

The Courts of Chaos: http://joelswagman.blogspot.com/2021/05/the-courts-of-chaos-by-roger-zelazny.html

Book Review Playlist:
https://www.youtube.com/playlist?list=PLOY-0V_l_9x7dao6py7ODX_PkUvrAEch7",en,PT21M32S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,50,2,0,0,https://i.ytimg.com/vi/eILiVitAi-o/maxresdefault.jpg,1280.0,720.0,,
youtube#video,vaHnO_g6Rz5EJHSY6Ue5YhFlyGQ,emGd8OvvfxY,2020-11-29T12:00:27Z,UCxWmvbkGw3FEalH4WlwQh9w,Michael Kors “Sexy Amber” Fragrance-Perfume Review/What’s SexyTo You🤔Cassandra Jones😀😀,"Hello everyone and thank you for stopping by. I hope you enjoy this video. This is a review video of Michael Kors “Sexy Amber” Fragrance. So, if you are new to my channel, please subscribe. Don’t forget to like, comment, share, and subscribe to my channel ❤️ Please give this video a thumbs up 👍🏾 if you enjoyed it..👍🏾👍🏾

          👍🏾👍🏾Fragrance Mention👍🏾👍🏾

-(1) Michael Kors “Sexy Amber”


You can find these fragrances at: 
                       
                       https://www.fragrancenet.com
                       https://www.fragrancex.com
                       https://www.amazon.com
      
Contact Me For Collaborations & Sponsorship:
               casyork@gmail.com

Links: 
*Erin Condren* https://www.erincondren.com/referral/invite/cassandrajones0826
*Boxycharm* https://www.boxycharm.com/refer/cassa-RXRMNTKB
*Poshmark* https://poshmark.com/closer/cassandraj8478
*JustFab* https://www.justfab.com/invite/171838601


Follow Me:
**FB** https://www.facebook.com/Casyork
**YT** https://www.youtube.com/CassandraJones  
**IG** https://www.instagram.com/cassandraj8478

*** DONATIONS***
Cash App: https://cash.app/Cassandraj8478
Cash App: $Cassandraj8478



Disclaimer:
  This video is not sponsored. All opinions are my own.",https://i.ytimg.com/vi/emGd8OvvfxY/default.jpg,120,90,https://i.ytimg.com/vi/emGd8OvvfxY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/emGd8OvvfxY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/emGd8OvvfxY/sddefault.jpg,640.0,480.0,Cassandra Jones,"['MichaelKors', 'Sexyamber', 'michaelkorssexyamber', 'fragrancereview', 'perfumereview', 'addingtomycollection', 'CassandraJones', 'Cassandraj8478', 'fragrancenet']",24,none,Michael Kors “Sexy Amber” Fragrance-Perfume Review/What’s SexyTo You🤔Cassandra Jones😀😀,"Hello everyone and thank you for stopping by. I hope you enjoy this video. This is a review video of Michael Kors “Sexy Amber” Fragrance. So, if you are new to my channel, please subscribe. Don’t forget to like, comment, share, and subscribe to my channel ❤️ Please give this video a thumbs up 👍🏾 if you enjoyed it..👍🏾👍🏾

          👍🏾👍🏾Fragrance Mention👍🏾👍🏾

-(1) Michael Kors “Sexy Amber”


You can find these fragrances at: 
                       
                       https://www.fragrancenet.com
                       https://www.fragrancex.com
                       https://www.amazon.com
      
Contact Me For Collaborations & Sponsorship:
               casyork@gmail.com

Links: 
*Erin Condren* https://www.erincondren.com/referral/invite/cassandrajones0826
*Boxycharm* https://www.boxycharm.com/refer/cassa-RXRMNTKB
*Poshmark* https://poshmark.com/closer/cassandraj8478
*JustFab* https://www.justfab.com/invite/171838601


Follow Me:
**FB** https://www.facebook.com/Casyork
**YT** https://www.youtube.com/CassandraJones  
**IG** https://www.instagram.com/cassandraj8478

*** DONATIONS***
Cash App: https://cash.app/Cassandraj8478
Cash App: $Cassandraj8478



Disclaimer:
  This video is not sponsored. All opinions are my own.",en-US,PT6M56S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2328,68,0,15,,,,,
youtube#video,XWa40DiPsiEhxUdL-YQ05CalkbQ,evxjzB8Kkkc,2017-07-28T17:17:14Z,UCwYz76T90r0lG7Gy-ZP4D_Q,Amber Heard: Preview,"► Vote for your next full review!
Amber Heard!
Like this video, if you want this, to be our next full review, of Amber Heard, a girl we love!",https://i.ytimg.com/vi/evxjzB8Kkkc/default.jpg,120,90,https://i.ytimg.com/vi/evxjzB8Kkkc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/evxjzB8Kkkc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/evxjzB8Kkkc/sddefault.jpg,640.0,480.0,ka 91969,"['amber', 'heard', 'Johnny Depp', 'life', 'pics', 'video', 'sexy', 'hot', 'blonde', 'photo', 'slideshow', 'cover', 'model']",22,none,Amber Heard: Preview,"► Vote for your next full review!
Amber Heard!
Like this video, if you want this, to be our next full review, of Amber Heard, a girl we love!",en,PT1M21S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,11,0,0,0,https://i.ytimg.com/vi/evxjzB8Kkkc/maxresdefault.jpg,1280.0,720.0,en,
youtube#video,kTd2i4NdPw1gahZQJHR7MTADQ4c,EXFEvVKNbgw,2021-05-24T21:56:57Z,UCcX4JC7qHLv0-wm6FkumXpQ,"Mattel Amber Collection Tiger Raptor, Pteranodon and Denis Nedry Unboxing  Review","goodness I love the details on these figures!

.
.
*Key Words*
dino rivals Herrerasaurus
dino rivals Proceratosaurus
dino rivals monolophosaurus 
dino rivals battle damage monolophosaurus
dino rivals battle damage proceratosaurus 
dino rivals battle damage monolophosaurus
dino rivals battle damage gallimimus
dinosaur toy unboxing 
dinosaur toy review 
new jurassic world toys
new dino rivals jurassic world toys
dinorivals 
new dino rivals codes
dino rivals codes
battle damage spinosaurus 
dino rivals spinosaurus
dino rivals plesiosaurs 
dino rivals battle damage plesiosaurus
battle damage plesiosaurus
legacy collection brachiosaurus 
battle damage albertosaurus
dino rivals indominus rex
Walmart exclusive jurassic world
rare jurassic world toys
exclusive jurassic world
battle damage baryonyx
baryonyx break out set
Pteranodon destructasaurs
destruct-a-saur
dinosaurs 
microceratus
Jurassic world evolution 
mattel 2020
tarbosaurus 
dimetrodon 
cryolophosaurus
Jurassic park 3
jurassic park ///
Tyrannosaurus rex vs spinosaurus
jp 3
jurassic park three fight scene
velociraptor
pteranodon 
toy fair
dinosaur movie 
baryonyx
suchomimus
triceratops
theropod
dinosaur battle
dinosaur fight
John hammond 
billy Brennan 
dr alan grant 
electronic spinosaurus toy review 
kenner jurassic park
kenner
hasbro spinosaurus
Terra by battat dinosaur toys
papo dinosaurs
collecta
dinosaur model review 
albertosurus
acrocanthosaurs 
gorgosaurus
pnso
pnso dinosaur
trex toy
tyrannosaurus rex toy
new schleich dinosaurs
2020 schleich dinosaurs 
sarcosuchus toy 
spinosaurus toy
walking with dinosaurs waling with dinosaurs toys
toy way allosaurus
Allosaurus a walking with dinosaurs special 
prehistoric park
chased by dinosaurs 
toy unboxing
dinosaur toy box
dinosaur collection
jurassic park collection
primal attack 
parasaurolophus toy
camp cretaceous toys
dino toy box 
old dinosaur toys 
classic dinosaur toys
new papo 2020 dinosaurs 
classic jurassic park figures
kenner Tyrannosaurus rex
kenner trex
bull rex
thrasher trex
kenner jurassic park review 
kenner 1993 jurassic park toy review 
kenner dilophosaurus 
kenner command center
kenner command compound 
jurassic park toy movie 
jurassic park 1994 toys
demon the carnotaurus 
jurassic world dominion
1993 toys
classic toys
kenner toys
jurassic park jeep
jurassic park landrover 
jurassic park jeep toy
kenner jeep toy
jurassic park unboxing
kenner dimetrodon 
kenner 
mobile command unit 
Jurassic park full movie 
kenner aliens
Classic jurassic park jeep
jurassic park jeep review
remote controlled jeep
royal Tyrell museum gallery
royal Tyrrell museum gallery
dinosaur museum
The lost world video game
jurassic park warpath 
jurassic park operation genesis 
jurassic park SNES
jurassic park tresspasser 
the lost world toys 
ingens list
New 2020 primal attack
primal attack edmontosaurus 
primal attack minmi 
camp cretaceous toro
super colossal indominus rex
2020 primal attack codes
mini dinosaur toys
dinosaur blind bag toys
mystery dinosaur toy
Jurassic park cards
jurassic park comics
jurassic park books
camp cretaceous spinosaurus
camp cretaceous troodon
camp cretaceous season 2
camp cretaceous gallimimus
Camp Cretaceous spinosaurus
Mattel Apatosaurus
Legacy Collection apatosaurus
Mattel escape set",https://i.ytimg.com/vi/EXFEvVKNbgw/default.jpg,120,90,https://i.ytimg.com/vi/EXFEvVKNbgw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EXFEvVKNbgw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/EXFEvVKNbgw/sddefault.jpg,640.0,480.0,Brennan The Paleo Dude,,28,none,"Mattel Amber Collection Tiger Raptor, Pteranodon and Denis Nedry Unboxing  Review","goodness I love the details on these figures!

.
.
*Key Words*
dino rivals Herrerasaurus
dino rivals Proceratosaurus
dino rivals monolophosaurus 
dino rivals battle damage monolophosaurus
dino rivals battle damage proceratosaurus 
dino rivals battle damage monolophosaurus
dino rivals battle damage gallimimus
dinosaur toy unboxing 
dinosaur toy review 
new jurassic world toys
new dino rivals jurassic world toys
dinorivals 
new dino rivals codes
dino rivals codes
battle damage spinosaurus 
dino rivals spinosaurus
dino rivals plesiosaurs 
dino rivals battle damage plesiosaurus
battle damage plesiosaurus
legacy collection brachiosaurus 
battle damage albertosaurus
dino rivals indominus rex
Walmart exclusive jurassic world
rare jurassic world toys
exclusive jurassic world
battle damage baryonyx
baryonyx break out set
Pteranodon destructasaurs
destruct-a-saur
dinosaurs 
microceratus
Jurassic world evolution 
mattel 2020
tarbosaurus 
dimetrodon 
cryolophosaurus
Jurassic park 3
jurassic park ///
Tyrannosaurus rex vs spinosaurus
jp 3
jurassic park three fight scene
velociraptor
pteranodon 
toy fair
dinosaur movie 
baryonyx
suchomimus
triceratops
theropod
dinosaur battle
dinosaur fight
John hammond 
billy Brennan 
dr alan grant 
electronic spinosaurus toy review 
kenner jurassic park
kenner
hasbro spinosaurus
Terra by battat dinosaur toys
papo dinosaurs
collecta
dinosaur model review 
albertosurus
acrocanthosaurs 
gorgosaurus
pnso
pnso dinosaur
trex toy
tyrannosaurus rex toy
new schleich dinosaurs
2020 schleich dinosaurs 
sarcosuchus toy 
spinosaurus toy
walking with dinosaurs waling with dinosaurs toys
toy way allosaurus
Allosaurus a walking with dinosaurs special 
prehistoric park
chased by dinosaurs 
toy unboxing
dinosaur toy box
dinosaur collection
jurassic park collection
primal attack 
parasaurolophus toy
camp cretaceous toys
dino toy box 
old dinosaur toys 
classic dinosaur toys
new papo 2020 dinosaurs 
classic jurassic park figures
kenner Tyrannosaurus rex
kenner trex
bull rex
thrasher trex
kenner jurassic park review 
kenner 1993 jurassic park toy review 
kenner dilophosaurus 
kenner command center
kenner command compound 
jurassic park toy movie 
jurassic park 1994 toys
demon the carnotaurus 
jurassic world dominion
1993 toys
classic toys
kenner toys
jurassic park jeep
jurassic park landrover 
jurassic park jeep toy
kenner jeep toy
jurassic park unboxing
kenner dimetrodon 
kenner 
mobile command unit 
Jurassic park full movie 
kenner aliens
Classic jurassic park jeep
jurassic park jeep review
remote controlled jeep
royal Tyrell museum gallery
royal Tyrrell museum gallery
dinosaur museum
The lost world video game
jurassic park warpath 
jurassic park operation genesis 
jurassic park SNES
jurassic park tresspasser 
the lost world toys 
ingens list
New 2020 primal attack
primal attack edmontosaurus 
primal attack minmi 
camp cretaceous toro
super colossal indominus rex
2020 primal attack codes
mini dinosaur toys
dinosaur blind bag toys
mystery dinosaur toy
Jurassic park cards
jurassic park comics
jurassic park books
camp cretaceous spinosaurus
camp cretaceous troodon
camp cretaceous season 2
camp cretaceous gallimimus
Camp Cretaceous spinosaurus
Mattel Apatosaurus
Legacy Collection apatosaurus
Mattel escape set",,PT22M24S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,577,14,0,5,https://i.ytimg.com/vi/EXFEvVKNbgw/maxresdefault.jpg,1280.0,720.0,,
youtube#video,3xkDI8XjYrvIFqRDOsjsovvOZUU,EXw6-5Y49Gk,2010-12-10T04:08:17Z,UCTUsItL6TWyVEHhYiTMaunw,PRADA AMBER REVIEW !!!!!,MY TAKE ON PRADA AMBER..........,https://i.ytimg.com/vi/EXw6-5Y49Gk/default.jpg,120,90,https://i.ytimg.com/vi/EXw6-5Y49Gk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EXw6-5Y49Gk/hqdefault.jpg,480,360,,,,mgellie1,"['PRADA AMBER POUR HOMME', 'PRADA SHOES', ""PRADA AMBREE'"", 'MGELLIE1', 'SUBSCRIBERS REQUEST', 'WHO DAT NATION', 'DREW BREES', 'CHRIS IVORY', 'NEW ORLEANS SAINTS', 'may', 'cry', 'football', 'comment', 'nfl', 'somalia', 'defense', 'albanian', 'palestine']",26,none,PRADA AMBER REVIEW !!!!!,MY TAKE ON PRADA AMBER..........,,PT8M5S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,3036,61,0,45,,,,,
youtube#video,wL_OQCIGw2jusc5Ev1jTinUnOOI,F0SivQuURCk,2019-04-17T11:36:51Z,UCot-UEmdPWfqqb4y7JaWMqQ,Wish Spy Gadget Review - Jenn & Amber Show - Episode 16,"We take a quick look at a fun spy gadget we found on Wish and see how it compares to the Magic Ear.  

Click Subscribe and be sure to share with your friends!

Thanks for watching!",https://i.ytimg.com/vi/F0SivQuURCk/default.jpg,120,90,https://i.ytimg.com/vi/F0SivQuURCk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/F0SivQuURCk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/F0SivQuURCk/sddefault.jpg,640.0,480.0,The Jenn & Amber Show,"['the jen and amber show', 'the Jenn and amber show', 'funny', 'comedy', 'wish', 'magic ear', 'gadgets', 'spy', 'useful', 'review', 'hunter ellis']",23,none,Wish Spy Gadget Review - Jenn & Amber Show - Episode 16,"We take a quick look at a fun spy gadget we found on Wish and see how it compares to the Magic Ear.  

Click Subscribe and be sure to share with your friends!

Thanks for watching!",en,PT8M45S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,30,5,0,0,https://i.ytimg.com/vi/F0SivQuURCk/maxresdefault.jpg,1280.0,720.0,en,
youtube#video,XGL4JzTUpHgkHYbOmlTj-z3m1lQ,F4vyCollPnc,2020-10-03T08:00:03Z,UCrW2eoKdOlpFSlKHm98s8UQ,Louisiana Beer Reviews: Abita Amber (duo review),"4.5% alcohol. 17 IBU. Introduced in 1986. Brewed in Louisiana by Abita Brewing. 

""Amber Lager is a Munich style lager brewed with pale and caramel malts and German Perle hops. It has a smooth, malty, slightly caramel flavor and a rich amber color. Abita Amber was the first beer offered by the brewery and continues to be our leading seller. Amber Lager is Abita’s most versatile beer for pairing with food. It has been voted ""best beer"" in numerous New Orleans reader polls and is used frequently in recipes of great Louisiana chefs.""

https://abita.com/brews/abita-amber#",https://i.ytimg.com/vi/F4vyCollPnc/default.jpg,120,90,https://i.ytimg.com/vi/F4vyCollPnc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/F4vyCollPnc/hqdefault.jpg,480,360,,,,Ronald Theriot,,22,none,Louisiana Beer Reviews: Abita Amber (duo review),"4.5% alcohol. 17 IBU. Introduced in 1986. Brewed in Louisiana by Abita Brewing. 

""Amber Lager is a Munich style lager brewed with pale and caramel malts and German Perle hops. It has a smooth, malty, slightly caramel flavor and a rich amber color. Abita Amber was the first beer offered by the brewery and continues to be our leading seller. Amber Lager is Abita’s most versatile beer for pairing with food. It has been voted ""best beer"" in numerous New Orleans reader polls and is used frequently in recipes of great Louisiana chefs.""

https://abita.com/brews/abita-amber#",,PT9M53S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,390,31,0,19,,,,,
youtube#video,reryOo4hRtuJSqr5Ri6RDXHSqx4,fIyKzXgUZVA,2020-11-14T00:00:04Z,UC7v3cdpLf0v1Ap_65qAjCOA,Johnny Depp vs Amber Heard | The Mandalorian | Reel Talk - Ep. 12!,,https://i.ytimg.com/vi/fIyKzXgUZVA/default.jpg,120,90,https://i.ytimg.com/vi/fIyKzXgUZVA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fIyKzXgUZVA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/fIyKzXgUZVA/sddefault.jpg,640.0,480.0,On The Fence Movie Reviews,"['johnny depp lawsuit against the sun', 'johnny depp vs amber heard update', 'johnny depp amber heard trial verdict', 'johnny depp amber heard trial update', 'johnny depp lawsuit', 'johnny depp amber heard trial outcome', 'johnny depp trial 2020', 'johnny depp amber heard explained', 'johnny depp loses case', 'johnny depp vs amber heard verdict', 'the mandalorian', 'the mandalorian season 2', 'the mandalorian season 2 review']",24,none,Johnny Depp vs Amber Heard | The Mandalorian | Reel Talk - Ep. 12!,,,PT45M50S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,30,4,0,0,https://i.ytimg.com/vi/fIyKzXgUZVA/maxresdefault.jpg,1280.0,720.0,,
youtube#video,grmk0HzVd56GICmNfNcTN5Kpu2U,FlpDCkh7ZaI,2020-06-09T07:31:29Z,UC7r0mq4NgRiu_n1Ge5l_Fmg,Baltic Amber teething necklaces Baltic Proud Review,"Baltic Amber teething necklaces Baltic Proud Review
Get yours www.balticproud.com",https://i.ytimg.com/vi/FlpDCkh7ZaI/default.jpg,120,90,https://i.ytimg.com/vi/FlpDCkh7ZaI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FlpDCkh7ZaI/hqdefault.jpg,480,360,,,,Baltic Proud,,22,none,Baltic Amber teething necklaces Baltic Proud Review,"Baltic Amber teething necklaces Baltic Proud Review
Get yours www.balticproud.com",,PT1M9S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,286,1,0,1,,,,,
