kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultAudioLanguage,snippet.defaultLanguage,contentDetails.regionRestriction.blocked
youtube#video,ftVyo6nbDDNGDFzlDEkQt5sYNDI,Ezv34Dso_sY,2020-11-14T17:03:19Z,UCqgd7Y9gW2i1RJnGZFUOFKQ,"spiderman 3 (spiderverse) Constantine 2, Amber heard en Aquaman 2, precio Disney plus México","los cuatro fantásticos ya están en preparación, eternals nuevas imágenes, Amber heard no se va de DC regresa en aquaman 2, Keanu Reeves regresa en Constantine 2, spiderman adaptará one more day el multiverso se abre, wandavision y precio disney plus México

link teoría wandavision:
https://youtu.be/mA5UdtO0Fi8

#keanureeves
#amberheard
#spiderman3
#superheroes
#marvelousgeek",https://i.ytimg.com/vi/Ezv34Dso_sY/default.jpg,120,90,https://i.ytimg.com/vi/Ezv34Dso_sY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Ezv34Dso_sY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Ezv34Dso_sY/sddefault.jpg,640.0,480.0,Marvelous GEEK,"['Spiderman 3 one more day', 'Keanu Reeves Constantine 2', 'Amber heard aquaman 2', 'wandavision', 'fantastic four', 'cuatro fantásticos', 'eternals', 'eternos', 'noticias Marvel', 'noticias DC', 'Marvel', 'superhéroe', 'superhéroes', 'marvelous GEEK', 'marvelous geek', 'costo Disney plus México', 'precio Disney plus México']",22,none,"spiderman 3 (spiderverse) Constantine 2, Amber heard en Aquaman 2, precio Disney plus México","los cuatro fantásticos ya están en preparación, eternals nuevas imágenes, Amber heard no se va de DC regresa en aquaman 2, Keanu Reeves regresa en Constantine 2, spiderman adaptará one more day el multiverso se abre, wandavision y precio disney plus México

link teoría wandavision:
https://youtu.be/mA5UdtO0Fi8

#keanureeves
#amberheard
#spiderman3
#superheroes
#marvelousgeek",PT4M54S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,38,3,0,0,,,,,,
youtube#video,4JLxr7-PTrs0K0VbeY2rbCIDx-k,FeiJ1IazHas,2016-11-28T21:36:49Z,UC1iaIriHsb2IM6uJKyThIyA,Amber Heard aun no dona nada de los US$7 millones que prometió ✔,"pagina : http://goo.gl/PmZzZq Mas noticias de hoy
Siguenos en: Facebook : https://goo.gl/fNZFYP
twitter : https://goo.gl/eIKtk4
GRUPO de whatsapp UNETE !! ""UNA ZONA A TU ESTILO"" AMIG@S http://goo.gl/RreqmC 
no te olvides darle me gusta , comenta , comparte , suscripbete para mas videos Sigueme en mis redes sociales .
Si deseas que te mandemos un saludo en las siguientes noticias comparte los videos y los 5 primero saldran en el proximo video
Fuentes de informacion:
espectaculos.televisa,
tvnotas,
telemundo,
noticias terra,
labotana,
larazon,
hoynoticias,
kiosko,
Noticias de Hoy,
noticias de ultimo minuto,
noticias Mexico,
----------------------
noticias de hoy
noticias de ultimo minuto
noticias Mexico
noticias de hoy 2016
noticias de ayer
noticias del mundo
noticias de ultimo minuto de hoy en Mexico
noticias de mexico television de hoy 2016
noticias de hoy telemundo
noticias asombrosas
noticias atv
noticias espectaculos
noticias anime",https://i.ytimg.com/vi/FeiJ1IazHas/default.jpg,120,90,https://i.ytimg.com/vi/FeiJ1IazHas/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FeiJ1IazHas/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FeiJ1IazHas/sddefault.jpg,640.0,480.0,Noticias De Hoy MEXICO,"['noticias de hoy', 'noticias de hoy en mexico', 'noticias de telemundo']",25,none,Amber Heard aun no dona nada de los US$7 millones que prometió ✔,"pagina : http://goo.gl/PmZzZq Mas noticias de hoy
Siguenos en: Facebook : https://goo.gl/fNZFYP
twitter : https://goo.gl/eIKtk4
GRUPO de whatsapp UNETE !! ""UNA ZONA A TU ESTILO"" AMIG@S http://goo.gl/RreqmC 
no te olvides darle me gusta , comenta , comparte , suscripbete para mas videos Sigueme en mis redes sociales .
Si deseas que te mandemos un saludo en las siguientes noticias comparte los videos y los 5 primero saldran en el proximo video
Fuentes de informacion:
espectaculos.televisa,
tvnotas,
telemundo,
noticias terra,
labotana,
larazon,
hoynoticias,
kiosko,
Noticias de Hoy,
noticias de ultimo minuto,
noticias Mexico,
----------------------
noticias de hoy
noticias de ultimo minuto
noticias Mexico
noticias de hoy 2016
noticias de ayer
noticias del mundo
noticias de ultimo minuto de hoy en Mexico
noticias de mexico television de hoy 2016
noticias de hoy telemundo
noticias asombrosas
noticias atv
noticias espectaculos
noticias anime",PT1M17S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,62,1,0,0,https://i.ytimg.com/vi/FeiJ1IazHas/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,70LHbgDUNNW_4xC7AKGy0JJlZk4,FtqMtWUCEQg,2017-11-20T04:44:32Z,UCkLnI_r8RTnQx9K2sJzbvUw,RENDIRSE JAMAS - Peleas de Tyler y Rayan hasta llegar a su Combate Final,"En un intento por encajar en la nueva ciudad, Jack Tyler (Sean Faris) acepta la invitación de su compañera Baja (Amber Heard) para acudir a una fiesta, en la que acaba inmerso en una dura pelea. Después de ser vencido y humillado por Ryan McCarthy  (Cam Gigandet), un compañero le habla de un deporte conocido como Mixed Martial Arts (MMA) y le presenta a su mentor, Jean Roque (Djimon Hounsou) que lo acoge bajo su tutela. Con Jean aprenderá a ser disciplinado y paciente, claves que quizá le servirán para llegar a lo más alto y definirse a sí mismo.",https://i.ytimg.com/vi/FtqMtWUCEQg/default.jpg,120,90,https://i.ytimg.com/vi/FtqMtWUCEQg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FtqMtWUCEQg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FtqMtWUCEQg/sddefault.jpg,640.0,480.0,FABER ALEXANDER MOLINA BOLAÑOS,"['RENDIRSE JAMAS - Peleas de Tyler y Rayan hasta llegar a su Combate Final', 'RENDIRSE JAMAS', 'never back down', 'la mejor pelea del mundo', 'ufc', 'mma', 'peleas de ufc', 'peleas de mma', 'las mejores peleas', 'artes marciales', 'artes marciales mixtas', 'tyler y rayan', 'la mejor pelicula del mundo', 'lo mejor en lucha libre', 'lo mejor en peleas', 'el mejor peleador del mundo']",24,none,RENDIRSE JAMAS - Peleas de Tyler y Rayan hasta llegar a su Combate Final,"En un intento por encajar en la nueva ciudad, Jack Tyler (Sean Faris) acepta la invitación de su compañera Baja (Amber Heard) para acudir a una fiesta, en la que acaba inmerso en una dura pelea. Después de ser vencido y humillado por Ryan McCarthy  (Cam Gigandet), un compañero le habla de un deporte conocido como Mixed Martial Arts (MMA) y le presenta a su mentor, Jean Roque (Djimon Hounsou) que lo acoge bajo su tutela. Con Jean aprenderá a ser disciplinado y paciente, claves que quizá le servirán para llegar a lo más alto y definirse a sí mismo.",PT8M10S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,1845564,13673,0,292,,,,,,"['AD', 'AT', 'BE', 'BF', 'BJ', 'BL', 'CA', 'CD', 'CF', 'CH', 'CI', 'CM', 'DE', 'DJ', 'DZ', 'FR', 'GN', 'GP', 'GQ', 'GY', 'KM', 'LU', 'MA', 'MC', 'MF', 'MG', 'ML', 'MQ', 'MU', 'NC', 'NE', 'PF', 'PM', 'RE', 'SC', 'SN', 'TD', 'TG', 'TN', 'WF', 'YT']"
youtube#video,7NVMbj3q_9TXv5YISlGm_qet1t8,G4vmLFT6H4U,2020-11-13T04:40:33Z,UCRCENRlLP4nB49QNnwsjnZA,Un millón de firmas exigen despedir a Amber Heard de Aquaman 2,"#NOTICIAS #DEL #MUNDO

Propiedad de: NOTICIAS DEL MUNDO.

🆂🆄🆂🅲🆁🅸🅱🅴🆃🅴 🅰🅻  🅲🅰🅽🅰🅻",https://i.ytimg.com/vi/G4vmLFT6H4U/default.jpg,120,90,https://i.ytimg.com/vi/G4vmLFT6H4U/mqdefault.jpg,320,180,https://i.ytimg.com/vi/G4vmLFT6H4U/hqdefault.jpg,480,360,https://i.ytimg.com/vi/G4vmLFT6H4U/sddefault.jpg,640.0,480.0,NOTICIAS DEL MUNDO,"['NOTICIAS INTERNACIONALES', 'NOTICIAS NACIONALES', 'ENTRETENIMIENTO', 'FARANDULA TV', 'TV Y NOVELAS', 'ESTADOS UNIDOS', 'COLOR VISION', 'NOTICIAS DE ULTIMAS HORA', 'LO MAS VIRALES', 'MEXICO UNIVISION', 'TV NOTAS', 'UNION LATINA', 'POPULARE EN YOUTUBE']",24,none,Un millón de firmas exigen despedir a Amber Heard de Aquaman 2,"#NOTICIAS #DEL #MUNDO

Propiedad de: NOTICIAS DEL MUNDO.

🆂🆄🆂🅲🆁🅸🅱🅴🆃🅴 🅰🅻  🅲🅰🅽🅰🅻",PT3M2S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,9,,0,,,,,es,,
youtube#video,i30sBz_8ey2YYnq9cD_z6EdnTL0,GYCExa7gV70,2019-09-09T04:59:50Z,UCRUuxXK4xEgkj-X-3K5Wdbg,New Mexico EAS Amber Alert 09/08/2019,"A CAP alert. Alert heard here was decoded by one of the sources I monitor. You can see the expanded text on the DASDEC's screen.

UPDATE: Three days after this alert was originally broadcast, the girl was found dead.

© Mr. Nick. All Rights Reserved. This video and its contents are property of Mr. Nick. This video or its content may not be copied in whole or part by any means without express written permission by the content owner.
Some music and equipment featured may be the copyrighted material of others; acknowledgement of those copyrights is hereby given.",https://i.ytimg.com/vi/GYCExa7gV70/default.jpg,120,90,https://i.ytimg.com/vi/GYCExa7gV70/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GYCExa7gV70/hqdefault.jpg,480,360,https://i.ytimg.com/vi/GYCExa7gV70/sddefault.jpg,640.0,480.0,Mr. Nick,,27,none,New Mexico EAS Amber Alert 09/08/2019,"A CAP alert. Alert heard here was decoded by one of the sources I monitor. You can see the expanded text on the DASDEC's screen.

UPDATE: Three days after this alert was originally broadcast, the girl was found dead.

© Mr. Nick. All Rights Reserved. This video and its contents are property of Mr. Nick. This video or its content may not be copied in whole or part by any means without express written permission by the content owner.
Some music and equipment featured may be the copyrighted material of others; acknowledgement of those copyrights is hereby given.",PT1M40S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,775,13,0,8,https://i.ytimg.com/vi/GYCExa7gV70/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,ezcsOvrLaRn_hipQzYYJ7K7tqMA,ibrwI8_8lKc,2016-06-09T19:21:50Z,UC1iaIriHsb2IM6uJKyThIyA,Benicio del Toro no le cree a Amber Heard ✔,"Benicio del Toro no le cree a Amber Heard, de que sufrió abuso físico y psicológico de Johnny Depp. Siguenos en: Facebook : https://goo.gl/fNZFYP
twitter : https://goo.gl/eIKtk4
pagina : http://goo.gl/PmZzZq Mas noticias de hoy
no te olvides darle me gusta , comenta , comparte , suscripbete para mas videos Sigueme en mis redes sociales .
Si deseas que te mandemos un saludo en las siguientes noticias comparte los videos y los 5 primero saldran en el proximo video
Fuentes de informacion:
espectaculos.televisa,
tvnotas,
telemundo,
noticias terra,
labotana,
larazon,
hoynoticias,
kiosko,
Noticias de Hoy,
noticias de ultimo minuto,
noticias Mexico,
----------------------
noticias de hoy
noticias de ultimo minuto
noticias Mexico
noticias de hoy 2016
noticias de ayer
noticias del mundo
noticias de ultimo minuto de hoy en Mexico
noticias de mexico television de hoy 2016
noticias de hoy telemundo
noticias asombrosas
noticias atv
noticias espectaculos
noticias anime",https://i.ytimg.com/vi/ibrwI8_8lKc/default.jpg,120,90,https://i.ytimg.com/vi/ibrwI8_8lKc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ibrwI8_8lKc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ibrwI8_8lKc/sddefault.jpg,640.0,480.0,Noticias De Hoy MEXICO,"['noticias de hoy', 'noticias de hoy en mexico', 'noticias de telemundo']",25,none,Benicio del Toro no le cree a Amber Heard ✔,"Benicio del Toro no le cree a Amber Heard, de que sufrió abuso físico y psicológico de Johnny Depp. Siguenos en: Facebook : https://goo.gl/fNZFYP
twitter : https://goo.gl/eIKtk4
pagina : http://goo.gl/PmZzZq Mas noticias de hoy
no te olvides darle me gusta , comenta , comparte , suscripbete para mas videos Sigueme en mis redes sociales .
Si deseas que te mandemos un saludo en las siguientes noticias comparte los videos y los 5 primero saldran en el proximo video
Fuentes de informacion:
espectaculos.televisa,
tvnotas,
telemundo,
noticias terra,
labotana,
larazon,
hoynoticias,
kiosko,
Noticias de Hoy,
noticias de ultimo minuto,
noticias Mexico,
----------------------
noticias de hoy
noticias de ultimo minuto
noticias Mexico
noticias de hoy 2016
noticias de ayer
noticias del mundo
noticias de ultimo minuto de hoy en Mexico
noticias de mexico television de hoy 2016
noticias de hoy telemundo
noticias asombrosas
noticias atv
noticias espectaculos
noticias anime",PT1M4S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,87,0,0,0,https://i.ytimg.com/vi/ibrwI8_8lKc/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,Bd1Lv8MBuz8rd5FM0pOzLXnJAPM,KRboL71emnY,2019-04-24T16:58:15Z,UCemqPX9tmaVUs0g4HYm0B2Q,"'Aquaman' Official Extended Trailer 2018   Jason Momoa, Amber Heard","Selamat datang di channel youtube Layarkaca21. Ini adalah channel youtube satu-satunya yang kami buat dengan sengaja.
    Tentang channel youtube ini
    Nama :  Zieb
    Isi dari channel youtube :  akan berisi video-video motovlog musik dan video lain sebagainya yang mungkin akan menghibur
    Selain mendokumentasikan dalam bentuk video kami juga mempunyai catatan-catatan di blog yang mempunyai alamat url Layarkaca21
    Walaupun dari isi video-video Trailer kurang menghibur Anda tapi kami minta tolong pura-pura terhibur aja lah.... Karena pura-pura terhibur akan menjadi keadaan lebih baik wkwkwk, please
    Subscribe
    Like  Dan Koment
    TERIMAKASIH HE HE HE",https://i.ytimg.com/vi/KRboL71emnY/default.jpg,120,90,https://i.ytimg.com/vi/KRboL71emnY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KRboL71emnY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/KRboL71emnY/sddefault.jpg,640.0,480.0,Layar Kaca,['Layarkaca21'],22,none,"'Aquaman' Official Extended Trailer 2018   Jason Momoa, Amber Heard","Selamat datang di channel youtube Layarkaca21. Ini adalah channel youtube satu-satunya yang kami buat dengan sengaja.
    Tentang channel youtube ini
    Nama :  Zieb
    Isi dari channel youtube :  akan berisi video-video motovlog musik dan video lain sebagainya yang mungkin akan menghibur
    Selain mendokumentasikan dalam bentuk video kami juga mempunyai catatan-catatan di blog yang mempunyai alamat url Layarkaca21
    Walaupun dari isi video-video Trailer kurang menghibur Anda tapi kami minta tolong pura-pura terhibur aja lah.... Karena pura-pura terhibur akan menjadi keadaan lebih baik wkwkwk, please
    Subscribe
    Like  Dan Koment
    TERIMAKASIH HE HE HE",PT5M18S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,10,1,0,0,https://i.ytimg.com/vi/KRboL71emnY/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,viJz9_NUQUXeXG9_0g3a_gcloYM,LV7Rs2BwqhU,2016-08-24T01:22:08Z,UC1iaIriHsb2IM6uJKyThIyA,Amber Heard y Cara Delevingne fueron baneadas de club en Londres ✔,"Amber Heard, Margot Robbie y Cara Delevingne salieron de fiesta en Londres, pero el ser famosas no les sirvió de nada y les negaron la entrada a un famoso night club de la capital británica. Siguenos en: Facebook : https://goo.gl/fNZFYP
twitter : https://goo.gl/eIKtk4
pagina : http://goo.gl/PmZzZq Mas noticias de hoy
no te olvides darle me gusta , comenta , comparte , suscripbete para mas videos Sigueme en mis redes sociales .
Si deseas que te mandemos un saludo en las siguientes noticias comparte los videos y los 5 primero saldran en el proximo video
Fuentes de informacion:
espectaculos.televisa,
tvnotas,
telemundo,
noticias terra,
labotana,
larazon,
hoynoticias,
kiosko,
Noticias de Hoy,
noticias de ultimo minuto,
noticias Mexico,
----------------------
noticias de hoy
noticias de ultimo minuto
noticias Mexico
noticias de hoy 2016
noticias de ayer
noticias del mundo
noticias de ultimo minuto de hoy en Mexico
noticias de mexico television de hoy 2016
noticias de hoy telemundo
noticias asombrosas
noticias atv
noticias espectaculos
noticias anime",https://i.ytimg.com/vi/LV7Rs2BwqhU/default.jpg,120,90,https://i.ytimg.com/vi/LV7Rs2BwqhU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LV7Rs2BwqhU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/LV7Rs2BwqhU/sddefault.jpg,640.0,480.0,Noticias De Hoy MEXICO,"['noticias de hoy', 'noticias de hoy en mexico', 'noticias de telemundo']",25,none,Amber Heard y Cara Delevingne fueron baneadas de club en Londres ✔,"Amber Heard, Margot Robbie y Cara Delevingne salieron de fiesta en Londres, pero el ser famosas no les sirvió de nada y les negaron la entrada a un famoso night club de la capital británica. Siguenos en: Facebook : https://goo.gl/fNZFYP
twitter : https://goo.gl/eIKtk4
pagina : http://goo.gl/PmZzZq Mas noticias de hoy
no te olvides darle me gusta , comenta , comparte , suscripbete para mas videos Sigueme en mis redes sociales .
Si deseas que te mandemos un saludo en las siguientes noticias comparte los videos y los 5 primero saldran en el proximo video
Fuentes de informacion:
espectaculos.televisa,
tvnotas,
telemundo,
noticias terra,
labotana,
larazon,
hoynoticias,
kiosko,
Noticias de Hoy,
noticias de ultimo minuto,
noticias Mexico,
----------------------
noticias de hoy
noticias de ultimo minuto
noticias Mexico
noticias de hoy 2016
noticias de ayer
noticias del mundo
noticias de ultimo minuto de hoy en Mexico
noticias de mexico television de hoy 2016
noticias de hoy telemundo
noticias asombrosas
noticias atv
noticias espectaculos
noticias anime",PT1M13S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,786,1,0,0,https://i.ytimg.com/vi/LV7Rs2BwqhU/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,BH2YKtunauL29QDyWmGmNq7e9AY,Ly3dSw07kcQ,2018-06-27T10:37:26Z,UCKz0J3d5neVmhJHwpS_c4vg,Amber Heard la reina de Atlántida en Mexico,,https://i.ytimg.com/vi/Ly3dSw07kcQ/default.jpg,120,90,https://i.ytimg.com/vi/Ly3dSw07kcQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Ly3dSw07kcQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Ly3dSw07kcQ/sddefault.jpg,640.0,480.0,universo Cine,,24,none,Amber Heard la reina de Atlántida en Mexico,,PT16S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,650,18,0,4,https://i.ytimg.com/vi/Ly3dSw07kcQ/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,lb1c9hf9dH3cibuCez0iyDvsCpo,Ma9VGLGaQLU,2020-01-07T23:29:06Z,UCRUuxXK4xEgkj-X-3K5Wdbg,New Mexico EAS Amber Alert 01/07/2020,"The longest header tones I ever heard! It was coded for many individual counties instead of ""All of New Mexico"". This alert got played on air twice.

Here is what was initially decoded:

A civil authority has issued A CHILD ABDUCTION EMERGENCY for the following counties or areas:
Bernalillo;
Catron;
Chaves;
Cibola;
Colfax;
Curry;
DeBaca;
Dona Ana;
Eddy;
Grant;
Guadalupe;
Harding;
Hidalgo;
Lea;
Lincoln;
Los Alamos;
Luna;
McKinley;
Mora;
Otero;
Quay;
Rio Arriba;
Roosevelt;
San Juan;
Sandoval;
Santa Fe;
Sierra;
Socorro;
Taos;
Torrance;
Union, NM;
at 1:57 PM
on JAN 7, 2020
Effective until 2:12 PM.
Message from KLAQKROD.

© Mr. Nick. All Rights Reserved. This video and its contents are property of Mr. Nick. This video or its content may not be copied in whole or part by any means without express written permission by the content owner.
Some music and equipment featured may be the copyrighted material of others; acknowledgement of those copyrights is hereby given.",https://i.ytimg.com/vi/Ma9VGLGaQLU/default.jpg,120,90,https://i.ytimg.com/vi/Ma9VGLGaQLU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Ma9VGLGaQLU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Ma9VGLGaQLU/sddefault.jpg,640.0,480.0,Mr. Nick,,27,none,New Mexico EAS Amber Alert 01/07/2020,"The longest header tones I ever heard! It was coded for many individual counties instead of ""All of New Mexico"". This alert got played on air twice.

Here is what was initially decoded:

A civil authority has issued A CHILD ABDUCTION EMERGENCY for the following counties or areas:
Bernalillo;
Catron;
Chaves;
Cibola;
Colfax;
Curry;
DeBaca;
Dona Ana;
Eddy;
Grant;
Guadalupe;
Harding;
Hidalgo;
Lea;
Lincoln;
Los Alamos;
Luna;
McKinley;
Mora;
Otero;
Quay;
Rio Arriba;
Roosevelt;
San Juan;
Sandoval;
Santa Fe;
Sierra;
Socorro;
Taos;
Torrance;
Union, NM;
at 1:57 PM
on JAN 7, 2020
Effective until 2:12 PM.
Message from KLAQKROD.

© Mr. Nick. All Rights Reserved. This video and its contents are property of Mr. Nick. This video or its content may not be copied in whole or part by any means without express written permission by the content owner.
Some music and equipment featured may be the copyrighted material of others; acknowledgement of those copyrights is hereby given.",PT2M21S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1378,15,0,9,https://i.ytimg.com/vi/Ma9VGLGaQLU/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,FBHARWUXRmZjra5hgr1GNO2QfIk,mjithfaDJKI,2010-05-28T18:52:26Z,UCHugE6eRhqB9_AZQh4DDbIw,Dos Equis Amber Review | Beer is Tasty,"Beer is Tasty: Bryan and Chris kick off a mexican themes batch of episodes with Dos Equis Amber ale! 

We enjoy a retrospective look at American classics such as Shirley Temple the actress and the beverage, and of course a quick shootout to The Sound of Music.

Find out if Dos Equis Amber goes amazing with chips'n salsa, or if it's like being kicked in the face during a punch fight.",https://i.ytimg.com/vi/mjithfaDJKI/default.jpg,120,90,https://i.ytimg.com/vi/mjithfaDJKI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mjithfaDJKI/hqdefault.jpg,480,360,,,,Jupiter Broadcasting,"['Dos Equis Amber Review', 'Dos Equis', 'Beer', 'Beer is Tasty', 'Jupiter Broadcasting', 'mexican themed beer']",24,none,Dos Equis Amber Review | Beer is Tasty,"Beer is Tasty: Bryan and Chris kick off a mexican themes batch of episodes with Dos Equis Amber ale! 

We enjoy a retrospective look at American classics such as Shirley Temple the actress and the beverage, and of course a quick shootout to The Sound of Music.

Find out if Dos Equis Amber goes amazing with chips'n salsa, or if it's like being kicked in the face during a punch fight.",PT9M21S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,2039,35,0,18,,,,,,
youtube#video,kxefLVRozBbLPuD_eAo5EMQUVXo,N55Jtl3QLmw,2018-07-07T22:01:00Z,UCaSYvS2wtA3TNk6YMe3oc-A,"Nicky Hilton y Amber Heard, con la casa Valentino","Grandes estrellas y socialités han querido dar su apoyo a Pierpaolo Piccioli, en su desfile para la casa Valentino con motivo de la Semana de la Alta Costura de París.
 
Nicky Hilton sería una de las primeras en llegar al Hotel Salomon de Rothschild. La hermanísima aparecía acompañada de su madre y luciendo un vestido fucsia con el que sería complicado pasar desapercibida en el photo-call. 

Mucho más sencilla y de rojo, Olivia Palermo volvía a despertar la admiración de todos por su buen gusto, no en vano es una de las mujeres más influyentes en el universo de la moda  

Amber Heard tardaría en llegar. A la salida del glamuroso Hotel Costes, en el que se está alojando estos días, un grupo de fans la esperaba para pedirle autógrafos. También de rojo, con un maxi-vestido estampado, firmaba rápidamente, posaba para los selfies y se encaminaba al show. Para la simpatía, siempre hay tiempo.
-----------------------------------
Visítenos en www.celebmas.com",https://i.ytimg.com/vi/N55Jtl3QLmw/default.jpg,120,90,https://i.ytimg.com/vi/N55Jtl3QLmw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/N55Jtl3QLmw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/N55Jtl3QLmw/sddefault.jpg,640.0,480.0,Celeb Mas,"['Nicky Hilton', 'Amber Heard', 'Olivia Palermo', 'fashion', 'moda', 'Valentino', 'Paris', 'portada']",24,none,"Nicky Hilton y Amber Heard, con la casa Valentino","Grandes estrellas y socialités han querido dar su apoyo a Pierpaolo Piccioli, en su desfile para la casa Valentino con motivo de la Semana de la Alta Costura de París.
 
Nicky Hilton sería una de las primeras en llegar al Hotel Salomon de Rothschild. La hermanísima aparecía acompañada de su madre y luciendo un vestido fucsia con el que sería complicado pasar desapercibida en el photo-call. 

Mucho más sencilla y de rojo, Olivia Palermo volvía a despertar la admiración de todos por su buen gusto, no en vano es una de las mujeres más influyentes en el universo de la moda  

Amber Heard tardaría en llegar. A la salida del glamuroso Hotel Costes, en el que se está alojando estos días, un grupo de fans la esperaba para pedirle autógrafos. También de rojo, con un maxi-vestido estampado, firmaba rápidamente, posaba para los selfies y se encaminaba al show. Para la simpatía, siempre hay tiempo.
-----------------------------------
Visítenos en www.celebmas.com",PT57S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,38,0,0,0,,,,,,
