kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,contentDetails.contentRating.ytRating,snippet.defaultLanguage,snippet.defaultAudioLanguage
youtube#video,CY4AVJmwxeU232jNS2W7ee34Vfg,6j5DNq-l9BI,2016-04-18T16:43:52Z,UCNLIKdPIN0csLq3n4ZVe7UQ,Las disculpas de Johnny Depp y Amber Heard para evitar la cárcel,"Los reconocidos actores norteamericanos, Johnny Depp y Amber Heard, publicaron en YouTube un video donde ofrecieron unas disculpas públicas hacia las autoridades australianas por ingresar de manera ilegal dos perros terrier a dicho país.

Ambos personajes famosos trataron de justificar su violación a los códigos de bioseguridad de Australia con unas imágenes de 40 segundos compartidas en YouTube. Los dos quieren evitar cualquier juicio o acción legal en su contra.
 
La primera en hablar fue la esposa de Depp, que podría pagar 10 años de cárcel y una multa de 265 mil dólares. ""Australia es una isla maravillosa, con un tesoro único en plantas, animales y personas"", dijo Heard. A lo que el protagonista de ""Piratas del Caribe"" agregó ""tiene que ser protegido"".
 
Estas disculpas generaron una serie de burlas en las redes sociales de parte de los cibernautas, que indicaron que esta era la mejor actuación del actor nacido en Estados Unidos. Asimismo, muchos se ridiculizaron a su mujer por manifestar que Australia es una isla.",https://i.ytimg.com/vi/6j5DNq-l9BI/default.jpg,120,90,https://i.ytimg.com/vi/6j5DNq-l9BI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6j5DNq-l9BI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6j5DNq-l9BI/sddefault.jpg,640.0,480.0,Rincón Del Top,"['Las disculpas de Johnny Depp y Amber Heard', 'Las disculpas de Johnny Depp y Amber Heard video', 'Las disculpas de Johnny Depp y Amber Heard imagenes', 'Las disculpas de Johnny Depp y Amber Heard fotos', 'Johnny Depp and Amber Heard: Australian biosecurity']",24,none,Las disculpas de Johnny Depp y Amber Heard para evitar la cárcel,"Los reconocidos actores norteamericanos, Johnny Depp y Amber Heard, publicaron en YouTube un video donde ofrecieron unas disculpas públicas hacia las autoridades australianas por ingresar de manera ilegal dos perros terrier a dicho país.

Ambos personajes famosos trataron de justificar su violación a los códigos de bioseguridad de Australia con unas imágenes de 40 segundos compartidas en YouTube. Los dos quieren evitar cualquier juicio o acción legal en su contra.
 
La primera en hablar fue la esposa de Depp, que podría pagar 10 años de cárcel y una multa de 265 mil dólares. ""Australia es una isla maravillosa, con un tesoro único en plantas, animales y personas"", dijo Heard. A lo que el protagonista de ""Piratas del Caribe"" agregó ""tiene que ser protegido"".
 
Estas disculpas generaron una serie de burlas en las redes sociales de parte de los cibernautas, que indicaron que esta era la mejor actuación del actor nacido en Estados Unidos. Asimismo, muchos se ridiculizaron a su mujer por manifestar que Australia es una isla.",PT1M9S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,3503,13,0,1,https://i.ytimg.com/vi/6j5DNq-l9BI/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,vLsjQ3_MWic8RHzzRzlP7orC6BE,8nCi6CisICs,2016-05-27T21:59:07Z,UC8qLCvE3ejeGNQ6dRru8ZNw,Amber Heard esposa de Johnny Depp quiere el divorcio porque está viejo.,"En una semana terrible para Johnny Depp por la muerte de su madre a la que estaba especialmente unido y por la demanda de divorcio presentada por su mujer Amber Heard tras solo 15 meses de matrimonio, se une ahora que fuentes próximas a la pareja están desvelando los motivos que les han llevado a tomar la decisión de separarse. Según estas versiones, han sido los celos y la diferencia de edad entre los actores.
http://tonymiskatonic.blogspot.mx/2016/05/las-causas-de-la-separacion-de-johnny.html",https://i.ytimg.com/vi/8nCi6CisICs/default.jpg,120,90,https://i.ytimg.com/vi/8nCi6CisICs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8nCi6CisICs/hqdefault.jpg,480,360,,,,Tony Miskatonic,"['Johnny Depp', 'Divorcio', 'boda', 'Hollywood', 'Amber Heard', 'Piratas del Caribe']",24,none,Amber Heard esposa de Johnny Depp quiere el divorcio porque está viejo.,"En una semana terrible para Johnny Depp por la muerte de su madre a la que estaba especialmente unido y por la demanda de divorcio presentada por su mujer Amber Heard tras solo 15 meses de matrimonio, se une ahora que fuentes próximas a la pareja están desvelando los motivos que les han llevado a tomar la decisión de separarse. Según estas versiones, han sido los celos y la diferencia de edad entre los actores.
http://tonymiskatonic.blogspot.mx/2016/05/las-causas-de-la-separacion-de-johnny.html",PT3M50S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,32684,156,0,58,,,,,,
youtube#video,uP33Tog1PaRgQIZcyLqLZH1Boxo,AFoATNPYQQw,2021-07-17T02:02:28Z,UCl0AQ_rswqHya5l4fKIWzFQ,amber Heard❤️best WhatsApp status amber Heard full screen HD V2KAHMAD statusvideo amber Heard #short,,https://i.ytimg.com/vi/AFoATNPYQQw/default.jpg,120,90,https://i.ytimg.com/vi/AFoATNPYQQw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AFoATNPYQQw/hqdefault.jpg,480,360,,,,V2K AHMAD,,22,none,amber Heard❤️best WhatsApp status amber Heard full screen HD V2KAHMAD statusvideo amber Heard #short,,PT10S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,236,14,0,1,,,,,,
youtube#video,U_Xp-BEJS5c7hwWQME6W2SbbUhI,C946quxhBFo,2020-07-01T20:30:01Z,UCpc9YphcwZ1dFKq2OUkEWvw,"Pruebas de que Amber Heard le fue infiel a Johnny Depp, filtran fotografías","Suscríbete a nuestro canal:
https://www.youtube.com/channel/UCpc9YphcwZ1dFKq2OUkEWvw
Sitio: https://www.show.news/
Facebook: https://www.facebook.com/ShowNewsz/
Instagram: @show__news
Sandra Bullock no paró en el intento por ser madre:
https://www.youtube.com/watch?v=j8pxf2-ojZY

#ShowNews    #Famosos    #Farándula",https://i.ytimg.com/vi/C946quxhBFo/default.jpg,120,90,https://i.ytimg.com/vi/C946quxhBFo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/C946quxhBFo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/C946quxhBFo/sddefault.jpg,640.0,480.0,Show News,"['show news', 'famosos', 'farándula', 'johnny depp', 'johnny depp amber heard', 'amber heard', 'amber heard y johnny depp', 'amber heard 2020']",24,none,"Pruebas de que Amber Heard le fue infiel a Johnny Depp, filtran fotografías","Suscríbete a nuestro canal:
https://www.youtube.com/channel/UCpc9YphcwZ1dFKq2OUkEWvw
Sitio: https://www.show.news/
Facebook: https://www.facebook.com/ShowNewsz/
Instagram: @show__news
Sandra Bullock no paró en el intento por ser madre:
https://www.youtube.com/watch?v=j8pxf2-ojZY

#ShowNews    #Famosos    #Farándula",PT3M2S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,765,8,0,0,https://i.ytimg.com/vi/C946quxhBFo/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,kr7T6ShuZMIFhBwNWx02p-7UR9c,EmPRlbMxvBI,2017-11-25T01:30:00Z,UCLCT_HYIidc2YnsItttWcGg,"AMBER HEARD (Actor, actress) | Motivational Quotes for Success | Daily Motivation","AMBER HEARD (Actor, actress) | Motivational Quotes for Success | Daily Motivation. I hope this quotes will motivate to yourself.

Success ◂ Motivation ◂ Luxury 👻 Success quotes - Inspirational video - Self motivation quotes - Morning motivation 👻 Daily motivation

Song: Happiness - Bensound (No Copyright Music)
Music by BENSOUND https://www.youtube.com/redirect?redir_token=EPHXPJRMF4IX7ty1MO1sgH2oh3R8MTUxMTYyMDU4NkAxNTExNTM0MTg2&q=http%3A%2F%2Fwww.bensound.com%2Froyalty-free-music&v=64cvDqZPkos&event=video_description
Creative Commons — Attribution 3.0 Unported— CC BY 3.0 
http://creativecommons.org/licenses/b...
Music promoted by Audio Library https://youtu.be/64cvDqZPkos


My Playlist: 
Daily motivation: https://goo.gl/uoecvb
Life motivation quotes: https://goo.gl/kxZwo2
Motivational quotes: https://goo.gl/apDL6b
Success quotes: https://goo.gl/CpNkg4

Follow us on:
Twitter: https://twitter.com/dmdailymotivate
G+: https://plus.google.com/+DailyMotivation
Fanpage: https://goo.gl/ktbiVH
Blogspot: https://dmdailymotivate.blogspot.com/
Instagram: https://www.instagram.com/dmdailymotivate/
Linkedin: www.linkedin.com/in/dailymotivation
Tumblr: https://www.tumblr.com/blog/dailymotivationdm
Pinterest: https://www.pinterest.com/dailymotivationdm/
Vimeo: https://vimeo.com/dailymotivate

----------------------------------------★★★★★-----------------------------------------
Licensed under Creative Commons Attribution 3.0
https://creativecommons.org/licenses/by/3.0/
-------------------------------------------------------------------------------------------------------------
Copyright Notice:

We make these videos with the intention of educating others in a motivational/inspirational form. We do not own the clips and music we use in most cases. Our understanding is that it is in correlation to Fair Right Use, however given that it is open to interpretation, if any owners of the content clips would like us to remove the video, we have no problem with that and will do so as fast as possible. Please email us if you have any concerns at lifehackpro2@gmail.com@gmail.com

FAIR-USE COPYRIGHT DISCLAIMER

* Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, commenting, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.

1)This video has no negative impact on the original works (It would actually be positive for them)
2)This video is also for teaching purposes.
3)It is positively transformative in nature.
4)I only used bits and pieces of videos to get the point across where necessary.

#dailymotivation #success #quotes #motivate",https://i.ytimg.com/vi/EmPRlbMxvBI/default.jpg,120,90,https://i.ytimg.com/vi/EmPRlbMxvBI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EmPRlbMxvBI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/EmPRlbMxvBI/sddefault.jpg,640.0,480.0,Daily Motivation,"['daily motivation', '#dailymotivation', 'Motivational Quotes for Success', 'life motivation quotes', 'AMBER HEARD inspirational quotes', 'AMBER HEARD quotes about life', 'AMBER HEARD quotes', 'AMBER HEARD', 'motivational quotes', 'motivation quotes', 'success motivation', 'inspirational video', 'morning motivation', 'self motivation quotes', 'success quotes', 'success', 'quotes', 'Actor', 'actress']",27,none,"AMBER HEARD (Actor, actress) | Motivational Quotes for Success | Daily Motivation","AMBER HEARD (Actor, actress) | Motivational Quotes for Success | Daily Motivation. I hope this quotes will motivate to yourself.

Success ◂ Motivation ◂ Luxury 👻 Success quotes - Inspirational video - Self motivation quotes - Morning motivation 👻 Daily motivation

Song: Happiness - Bensound (No Copyright Music)
Music by BENSOUND https://www.youtube.com/redirect?redir_token=EPHXPJRMF4IX7ty1MO1sgH2oh3R8MTUxMTYyMDU4NkAxNTExNTM0MTg2&q=http%3A%2F%2Fwww.bensound.com%2Froyalty-free-music&v=64cvDqZPkos&event=video_description
Creative Commons — Attribution 3.0 Unported— CC BY 3.0 
http://creativecommons.org/licenses/b...
Music promoted by Audio Library https://youtu.be/64cvDqZPkos


My Playlist: 
Daily motivation: https://goo.gl/uoecvb
Life motivation quotes: https://goo.gl/kxZwo2
Motivational quotes: https://goo.gl/apDL6b
Success quotes: https://goo.gl/CpNkg4

Follow us on:
Twitter: https://twitter.com/dmdailymotivate
G+: https://plus.google.com/+DailyMotivation
Fanpage: https://goo.gl/ktbiVH
Blogspot: https://dmdailymotivate.blogspot.com/
Instagram: https://www.instagram.com/dmdailymotivate/
Linkedin: www.linkedin.com/in/dailymotivation
Tumblr: https://www.tumblr.com/blog/dailymotivationdm
Pinterest: https://www.pinterest.com/dailymotivationdm/
Vimeo: https://vimeo.com/dailymotivate

----------------------------------------★★★★★-----------------------------------------
Licensed under Creative Commons Attribution 3.0
https://creativecommons.org/licenses/by/3.0/
-------------------------------------------------------------------------------------------------------------
Copyright Notice:

We make these videos with the intention of educating others in a motivational/inspirational form. We do not own the clips and music we use in most cases. Our understanding is that it is in correlation to Fair Right Use, however given that it is open to interpretation, if any owners of the content clips would like us to remove the video, we have no problem with that and will do so as fast as possible. Please email us if you have any concerns at lifehackpro2@gmail.com@gmail.com

FAIR-USE COPYRIGHT DISCLAIMER

* Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, commenting, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.

1)This video has no negative impact on the original works (It would actually be positive for them)
2)This video is also for teaching purposes.
3)It is positively transformative in nature.
4)I only used bits and pieces of videos to get the point across where necessary.

#dailymotivation #success #quotes #motivate",PT6M17S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,42,0,0,0,https://i.ytimg.com/vi/EmPRlbMxvBI/maxresdefault.jpg,1280.0,720.0,,,en-US
youtube#video,RlzNC295-c473Ynqzm0MSzWTfUI,EotFmX17BHA,2016-06-20T13:42:13Z,UCs6Zw2fi6QFB7o2JWBUJjNg,DIVORCIO JOHNNY DEPP Y AMBER HEARD,,https://i.ytimg.com/vi/EotFmX17BHA/default.jpg,120,90,https://i.ytimg.com/vi/EotFmX17BHA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EotFmX17BHA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/EotFmX17BHA/sddefault.jpg,640.0,480.0,De Película ATV,"['JOHNNY DEPP', 'AMBER HEARD', 'TÓXICO DIVORCIO DE JOHNNY DEPP Y AMBER HEARD', 'JOHNNY DEPP ACUSADO DE MALTRATOS FÍSICOS POR SU EX ESPOSA', 'JOHNNY DEPP ACUSADO', 'MALTRATOS FÍSICOS', 'FOTOGRAFIAS DE A AGRESION ESCANCALIZAN HOLLYWOOD', 'FOTOGRAFIAS DE A AGRESION', 'AGRESION', 'HOLLYWOOD', 'PATRICK GOMEZ']",22,none,DIVORCIO JOHNNY DEPP Y AMBER HEARD,,PT6M55S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,5960,43,0,6,https://i.ytimg.com/vi/EotFmX17BHA/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,RN6i0j8GygyG0l8izCtVOB1Tdm0,EovG91JeUGM,2020-06-18T14:06:03Z,UCxnQRFoNbzvbYbnnweyn1tA,"ACTOR DEL SHOW DE LOS 70´S A LA CARCEL,AMBER HEARD SE QUEDA SIN ABOGADOS,COMO SE UNE VENOM 2  AL MCU","En este especial recopilo las noticias del cine geek internacional mas recientes, como los detalles de que un actor del show de los 70´s podria ir a la carcel, como Amber Heard se quedo sin sus abogados y algunos nuevos detalles de la secuela de venom.

Puedes Suscribirte como miembro del canal por solo 49 pesos: https://www.youtube.com/channel/UCxnQRFoNbzvbYbnnweyn1tA/join

Apoya al canal compartiendo el video eso ayuda a que pueda continuar con mas contenidos, gracias por visitar el canal!

Gracias por dar like en:  www.facebook.com/criticsight  https://www.twitch.tv/criticsight 

Ya puedes tambien donar mediante PayPal:   paypal.me/criticsight

Ya puedes apoyar tambien mediante Patreon: https://www.patreon.com/criticsight

Puedes Suscribirte como miembro del canal por solo 49 pesos: https://www.youtube.com/channel/UCxnQRFoNbzvbYbnnweyn1tA/join

Sigan al canal tambien en Instagram:  https://www.instagram.com/criticsightoficial/",https://i.ytimg.com/vi/EovG91JeUGM/default.jpg,120,90,https://i.ytimg.com/vi/EovG91JeUGM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EovG91JeUGM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/EovG91JeUGM/sddefault.jpg,640.0,480.0,CriticSight Oficial,"['noticias', 'noticioso', 'reportaje', 'informativo', 'chismes', 'chismoson', 'docu', 'super', 'heroes', 'MCU', 'universo', 'cinematografico', 'marvel', 'dc', 'comics', 'mejores tops', 'listados', 'avengers', 'batman', 'snyder cut', 'justice league', 'remake', 'spiderman', 'tobey', 'maguire', 'spiderverse', 'morbius', 'cameos', 'como se conecta', 'explicacion', 'johnny depp', 'detalles', 'historia', 'christopher', 'danny', 'masterson', 'mera', 'aquaman 2', 'joker', 'cosas que tienes que ver', 'te perdiste', 'no notaste', 'conoce mas', 'enterate primero', 'antes', 'que nadie', 'novedad', 'trailer', 'post creditos']",24,none,"ACTOR DEL SHOW DE LOS 70´S A LA CARCEL,AMBER HEARD SE QUEDA SIN ABOGADOS,COMO SE UNE VENOM 2  AL MCU","En este especial recopilo las noticias del cine geek internacional mas recientes, como los detalles de que un actor del show de los 70´s podria ir a la carcel, como Amber Heard se quedo sin sus abogados y algunos nuevos detalles de la secuela de venom.

Puedes Suscribirte como miembro del canal por solo 49 pesos: https://www.youtube.com/channel/UCxnQRFoNbzvbYbnnweyn1tA/join

Apoya al canal compartiendo el video eso ayuda a que pueda continuar con mas contenidos, gracias por visitar el canal!

Gracias por dar like en:  www.facebook.com/criticsight  https://www.twitch.tv/criticsight 

Ya puedes tambien donar mediante PayPal:   paypal.me/criticsight

Ya puedes apoyar tambien mediante Patreon: https://www.patreon.com/criticsight

Puedes Suscribirte como miembro del canal por solo 49 pesos: https://www.youtube.com/channel/UCxnQRFoNbzvbYbnnweyn1tA/join

Sigan al canal tambien en Instagram:  https://www.instagram.com/criticsightoficial/",PT45M37S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,34673,2297,0,235,https://i.ytimg.com/vi/EovG91JeUGM/maxresdefault.jpg,1280.0,720.0,,es-419,es-419
youtube#video,UYvn_sFOeClC7nsbgutjlaaCp7s,EwZkBMMXIaQ,2017-09-09T04:43:19Z,UCQWtYhOJxAcBieKg6giOW9g,Amber Heard 1 (GIF),,https://i.ytimg.com/vi/EwZkBMMXIaQ/default.jpg,120,90,https://i.ytimg.com/vi/EwZkBMMXIaQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EwZkBMMXIaQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/EwZkBMMXIaQ/sddefault.jpg,640.0,480.0,Captain Evans Rachel Wood,,22,none,Amber Heard 1 (GIF),,PT1M36S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,133,4,0,0,,,,,,
youtube#video,tBAvbVrhom13KNGQCpHVig0agoc,fB9P02tj7oo,2016-05-30T15:01:43Z,UC-NINtNMPM75eaqh07RCy_Q,Johnny Depp Abused His Wife Amber Heard While He Was High & Drunk,"It appears that Johnny Depp may not be the nice guy many assumed him to be as his wife Amber Heard is filing not only for divorce but has filed a restraining order. 

Subscribe To Inform Overload:
https://www.youtube.com/user/InformOverload
------------------------------------
STORY LINK:http://dailym.ai/25tJJnK
------------------------------------

MAIL US SOMETHING:

P.O BOX # 14015
2408 Lakeshore Blvd W. 
Etobicoke, On M8V4A2
------------------------------------

CONNECT WITH US:

Instagram: http://instagram.com/informoverload
Twitter: https://twitter.com/InformOverload
Facebook: https://www.facebook.com/InformOverload
Website: http://www.informoverload.com
iO T-Shirts: http://iostore.spreadshirt.com
------------------------------------

IN THIS VIDEO:
Charlotte Dobre: http://instagram.com/charlaychaplin
------------------------------------

VIDEO EDITED BY:
Sasha Wood: http://instagram.com/sasha.a.wood",https://i.ytimg.com/vi/fB9P02tj7oo/default.jpg,120,90,https://i.ytimg.com/vi/fB9P02tj7oo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fB9P02tj7oo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/fB9P02tj7oo/sddefault.jpg,640.0,480.0,InformOverload,"['InformOverload', 'iO', 'iOTrendz', 'News', 'Entertainment', 'johnny depp abuse', 'amber heard', 'amber heard abused by johnny depp', 'johnny depp domestic virus', 'johnny depp and amber heard', 'johnny depp amber heard apology', 'johnny depp', 'johnny depp apology', 'johnny depp interview', 'johnny depp donald trump', 'johnny depp australia', 'amber heard interview', 'amber heard johnny depp', 'amber heard movies', 'amber heard apology']",27,none,Johnny Depp Abused His Wife Amber Heard While He Was High & Drunk,"It appears that Johnny Depp may not be the nice guy many assumed him to be as his wife Amber Heard is filing not only for divorce but has filed a restraining order. 

Subscribe To Inform Overload:
https://www.youtube.com/user/InformOverload
------------------------------------
STORY LINK:http://dailym.ai/25tJJnK
------------------------------------

MAIL US SOMETHING:

P.O BOX # 14015
2408 Lakeshore Blvd W. 
Etobicoke, On M8V4A2
------------------------------------

CONNECT WITH US:

Instagram: http://instagram.com/informoverload
Twitter: https://twitter.com/InformOverload
Facebook: https://www.facebook.com/InformOverload
Website: http://www.informoverload.com
iO T-Shirts: http://iostore.spreadshirt.com
------------------------------------

IN THIS VIDEO:
Charlotte Dobre: http://instagram.com/charlaychaplin
------------------------------------

VIDEO EDITED BY:
Sasha Wood: http://instagram.com/sasha.a.wood",PT1M53S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,15881,327,0,133,https://i.ytimg.com/vi/fB9P02tj7oo/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,8ncgthL8YyyrsNaCLHCZwocb5Qg,FwrgEOitkOY,2021-08-16T18:19:29Z,UCZ0qTmUB4NgYqHDB58fM3Lg,johnny depp And Amber Heard ❤️,,https://i.ytimg.com/vi/FwrgEOitkOY/default.jpg,120,90,https://i.ytimg.com/vi/FwrgEOitkOY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FwrgEOitkOY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FwrgEOitkOY/sddefault.jpg,640.0,480.0,Pankaj 47,,22,none,johnny depp And Amber Heard ❤️,,PT12S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1199,38,0,5,https://i.ytimg.com/vi/FwrgEOitkOY/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,rBDrAXqVERPeh3r5ni1yJ3fTOkY,g_ntdmeuOJQ,2011-10-14T07:01:06Z,UCybF_bgvjVTAPIm8HT-TNdQ,"""The Rum Diary"" Premiere Johnny Depp & Amber Heard","Subscribe http://bit.ly/mrSda2

Johnny Depp, Amber Heard, Giovanni Ribisi, Karimah Westbrook, Hugh Hefner, Anna Sophia Berglund, Cooper Hefner, Aaron Eckhart and Writer/Director Bruce Robinson at ""The Rum Diary"" premiere red carpet arrivals at LACMA in Los Angeles, Ca USA October 13, 2011 

 ©Ricomix Productions",https://i.ytimg.com/vi/g_ntdmeuOJQ/default.jpg,120,90,https://i.ytimg.com/vi/g_ntdmeuOJQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/g_ntdmeuOJQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/g_ntdmeuOJQ/sddefault.jpg,640.0,480.0,MaximoTV,"['Johnny Depp', 'Amber Heard', 'Giovanni Ribisi', 'Karimah Westbrook', 'Hugh Hefner', 'Anna Sophia Berglund', 'Cooper Hefner', 'Aaron Eckhart', 'the rum diary premiere', 'maximotv', 'movie premiere']",24,none,"""The Rum Diary"" Premiere Johnny Depp & Amber Heard","Subscribe http://bit.ly/mrSda2

Johnny Depp, Amber Heard, Giovanni Ribisi, Karimah Westbrook, Hugh Hefner, Anna Sophia Berglund, Cooper Hefner, Aaron Eckhart and Writer/Director Bruce Robinson at ""The Rum Diary"" premiere red carpet arrivals at LACMA in Los Angeles, Ca USA October 13, 2011 

 ©Ricomix Productions",PT1M37S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,6052,26,0,4,,,,,,
youtube#video,PekfyafddLRexKd-4ldivQsTCOg,H-fLxpBlmaE,2021-06-25T17:59:22Z,UCD9mhWv66iXbjAPfcdpRETA,✨Amber Heard new hd full screen status✨ #Amberheard #Shorts,,https://i.ytimg.com/vi/H-fLxpBlmaE/default.jpg,120,90,https://i.ytimg.com/vi/H-fLxpBlmaE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/H-fLxpBlmaE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/H-fLxpBlmaE/sddefault.jpg,640.0,480.0,WOMEN IN BLACK🍁(W_I_B)🍁,,22,none,✨Amber Heard new hd full screen status✨ #Amberheard #Shorts,,PT13S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,984,25,0,23,https://i.ytimg.com/vi/H-fLxpBlmaE/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,WxibGz5UQ044x23SbymkX6GKwkA,HH2pr4iEuEo,2019-01-21T16:43:01Z,UCYTz9R35wIHxD_v0JloEXmQ,Worst actors? Johnny Depp and Amber Heard among Razzie Award nominees,"A day before the Oscar nominations, Hollywood stars have learned who is in the running for the awards no-one wants - the Golden Raspberries.",https://i.ytimg.com/vi/HH2pr4iEuEo/default.jpg,120,90,https://i.ytimg.com/vi/HH2pr4iEuEo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HH2pr4iEuEo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/HH2pr4iEuEo/sddefault.jpg,640.0,480.0,Manga Buddepu,"['Worst picture', 'Worst actress', 'Worst actor', 'Worst supporting actor', 'Worst supporting actress', 'Worst screen combo', 'Worst remake', 'rip-off or sequel', 'Death of a Nation', 'Death Wish', 'Holmes & Watson', 'The Meg', 'Robin Hood', 'Etan Cohen', 'Kevin Connolly', 'Gotti', 'James Foley', 'Fifty Shades Freed', 'Brian Henson', 'The Happytime Murders', 'The Spierig Brothers', 'Winchester', 'hot', 'latest', 'best', 'old', 'new', 'entertainment', 'news', 'songa', 'movies', 'odd Berger', 'Tom Vaughan', 'usa']",24,none,Worst actors? Johnny Depp and Amber Heard among Razzie Award nominees,"A day before the Oscar nominations, Hollywood stars have learned who is in the running for the awards no-one wants - the Golden Raspberries.",PT2M3S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,38,0,0,0,https://i.ytimg.com/vi/HH2pr4iEuEo/maxresdefault.jpg,1280.0,720.0,,,
