kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultLanguage,snippet.defaultAudioLanguage,contentDetails.contentRating.ytRating
youtube#video,1ZSylEwrrhG9enpPfCTDHX_SsX0,A_mAYg_fZCw,2020-04-22T07:11:45Z,UCvf-fRnB5YBq4Wa2rj1PCTw,"Amber Heard, Biography,  Birthday","Please subscribe the channel 
Music imarkvard spring 
Music is no copy right",https://i.ytimg.com/vi/A_mAYg_fZCw/default.jpg,120,90,https://i.ytimg.com/vi/A_mAYg_fZCw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/A_mAYg_fZCw/hqdefault.jpg,480,360,Famous Persons,,22,none,"Amber Heard, Biography,  Birthday","Please subscribe the channel 
Music imarkvard spring 
Music is no copy right",PT3M16S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,58,1,0,3,https://i.ytimg.com/vi/A_mAYg_fZCw/sddefault.jpg,640.0,480.0,,,,,,
youtube#video,BuDhOrGvx5D_LpxTIYsevCS8Gzw,BLUAMbgJh-c,2014-05-06T10:14:28Z,UCXM_e6csB_0LWNLhRqrhAxg,"Met Gala 2014 Power Couples: Beyonce & Jay Z, Kim & Kanye, Johnny Depp & Amber Heard","Subscribe to TheShowbiz411! http://bit.ly/1dXOPuV
Some of Hollywood's hot couples hit the red carpet at the Metropolitan Museum of Art Costume Institute annual gala in New York on Monday. Regulars Beyonce and Jay Z, both dressed in Givenchy Haute Couture, proved they're still crazy in love when the rapper slipped a ring back on his wife's finger after it fell off while posing for pictures. David and Victoria Beckham looked dressed to impress with matching monochrome outfits. Vogue magazine's recent cover models, Kim Kardashian and Kanye West also turned the evening into date night. Report by Sarah Kerr.

Like us on Facebook: http://on.fb.me/1euUsl2
Follow us on Twitter: http://bit.ly/1jEfdlE
Add us Google+: http://bit.ly/1chfpUa

More entertainment news from TheShowbiz411-
Tom Daley talks about his boyfriend: http://bit.ly/1ue5eqZ
Peaches Geldof: Heroin 'likely contributed' to death: http://bit.ly/Q9hk4r
Gemma Arterton swears out of nowhere in interview: http://bit.ly/QYupyf
Tulisa in court over drugs charge: http://bit.ly/1prh29x
Jodie Foster marries girlfriend Alexandra Hedison: http://bit.ly/1nJujWc
Andrew Derbyshire on The Queen and One Direction: http://bit.ly/1pJo8Gq
Awkward: Andrew Garfield refuses to talk about girlfriend: http://bit.ly/1kk49cF
Sam Claflin drops Hunger Games hints: http://bit.ly/1eeBp5c
Shailene and Theo get flirty in Divergent outtakes: http://bit.ly/1hgqZRQ
Is Emma Watson the next Little Mermaid? http://bit.ly/1gkdvzk
Peaches Geldof dies at just 25: http://bit.ly/1jXSL67
The interview that made us fall in love with Anne Hathaway: http://bit.ly/1dQk9m6
Our very strange interview with an evil bird: http://bit.ly/OaG8rN
Reporter tries to get selfie with Tom Cruise: http://bit.ly/Pcpjh4
Margot Robbie on snogging Leonardo DiCaprio: http://bit.ly/1hqRvau

See 2013's Most Watched Videos: http://bit.ly/17rgzdG

See our Top 20 Most Watched videos: http://bit.ly/ZRW5bz

See 2012's Most Watched Videos: http://bit.ly/ZfoO8A Test",https://i.ytimg.com/vi/BLUAMbgJh-c/default.jpg,120,90,https://i.ytimg.com/vi/BLUAMbgJh-c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BLUAMbgJh-c/hqdefault.jpg,480,360,On Demand Entertainment,"['met gala', 'met gala 2014', 'met gala New York', 'met gala red carpet', 'met gala fashion', 'Kim and Kanye', 'met gala red carpet highlights', 'Sean Penn', 'Charlize Theron', 'Johnny Depp', 'Amber Heard', 'David Beckham', 'Victoria Beckham', 'Beyonce', 'Jay Z', 'met gala 2014 red carpet', 'beyonce and jay z', 'met gala beyonce and jay z', 'kimye', 'kim kardashian and kanye west', 'kim kardashian kanye west video', 'johnny depp and amber heard', 'rihanna met gala', '2014 met gala red carpet']",24,none,"Met Gala 2014 Power Couples: Beyonce & Jay Z, Kim & Kanye, Johnny Depp & Amber Heard","Subscribe to TheShowbiz411! http://bit.ly/1dXOPuV
Some of Hollywood's hot couples hit the red carpet at the Metropolitan Museum of Art Costume Institute annual gala in New York on Monday. Regulars Beyonce and Jay Z, both dressed in Givenchy Haute Couture, proved they're still crazy in love when the rapper slipped a ring back on his wife's finger after it fell off while posing for pictures. David and Victoria Beckham looked dressed to impress with matching monochrome outfits. Vogue magazine's recent cover models, Kim Kardashian and Kanye West also turned the evening into date night. Report by Sarah Kerr.

Like us on Facebook: http://on.fb.me/1euUsl2
Follow us on Twitter: http://bit.ly/1jEfdlE
Add us Google+: http://bit.ly/1chfpUa

More entertainment news from TheShowbiz411-
Tom Daley talks about his boyfriend: http://bit.ly/1ue5eqZ
Peaches Geldof: Heroin 'likely contributed' to death: http://bit.ly/Q9hk4r
Gemma Arterton swears out of nowhere in interview: http://bit.ly/QYupyf
Tulisa in court over drugs charge: http://bit.ly/1prh29x
Jodie Foster marries girlfriend Alexandra Hedison: http://bit.ly/1nJujWc
Andrew Derbyshire on The Queen and One Direction: http://bit.ly/1pJo8Gq
Awkward: Andrew Garfield refuses to talk about girlfriend: http://bit.ly/1kk49cF
Sam Claflin drops Hunger Games hints: http://bit.ly/1eeBp5c
Shailene and Theo get flirty in Divergent outtakes: http://bit.ly/1hgqZRQ
Is Emma Watson the next Little Mermaid? http://bit.ly/1gkdvzk
Peaches Geldof dies at just 25: http://bit.ly/1jXSL67
The interview that made us fall in love with Anne Hathaway: http://bit.ly/1dQk9m6
Our very strange interview with an evil bird: http://bit.ly/OaG8rN
Reporter tries to get selfie with Tom Cruise: http://bit.ly/Pcpjh4
Margot Robbie on snogging Leonardo DiCaprio: http://bit.ly/1hqRvau

See 2013's Most Watched Videos: http://bit.ly/17rgzdG

See our Top 20 Most Watched videos: http://bit.ly/ZRW5bz

See 2012's Most Watched Videos: http://bit.ly/ZfoO8A Test",PT1M14S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,37732,64,0,7,https://i.ytimg.com/vi/BLUAMbgJh-c/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/BLUAMbgJh-c/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,_D87KqlNPzZAnH6J9QBsT7gombA,BMBP-0ne3wQ,2020-05-11T15:00:10Z,UCxeNJdOLFPqIHjuZRpEgfTQ,"A Revisiting Of A Sort, Of the Johnny Depp, Amber Heard Saga","Let's make this about you instead of them.

Please subscribe and consider becoming a Patreon supporter!  Patreon is the primary, and most stable, source of revenue for this channel. 
 https://www.patreon.com/lianak

If you're mad at Patreon or want to just make a one time donation, send via paypal: funetworktv@gmail.com

Live gameplay happens most Tuesdays at 6pm and most Thursdays at 1pm Eastern time.  Join me on Twitch!  https://www.twitch.tv/redlianak",https://i.ytimg.com/vi/BMBP-0ne3wQ/default.jpg,120,90,https://i.ytimg.com/vi/BMBP-0ne3wQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BMBP-0ne3wQ/hqdefault.jpg,480,360,Liana K,,20,none,"A Revisiting Of A Sort, Of the Johnny Depp, Amber Heard Saga","Let's make this about you instead of them.

Please subscribe and consider becoming a Patreon supporter!  Patreon is the primary, and most stable, source of revenue for this channel. 
 https://www.patreon.com/lianak

If you're mad at Patreon or want to just make a one time donation, send via paypal: funetworktv@gmail.com

Live gameplay happens most Tuesdays at 6pm and most Thursdays at 1pm Eastern time.  Join me on Twitch!  https://www.twitch.tv/redlianak",PT27M4S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,3104,174,0,74,https://i.ytimg.com/vi/BMBP-0ne3wQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/BMBP-0ne3wQ/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,aHG8zcKcpwRii1v8tkz-2jq1_nM,cdWvQtei9Mc,2020-05-27T02:30:04Z,UCSBaWXIheorzOCl_5u9LGaw,Amber Heard's Last Message Leaves Me Confused,"Honestly, what the heck did she think was going to happen?

Follow Me Here:
https://twitter.com/HeberthHernand1
&
https://t.me/foreberandaday",https://i.ytimg.com/vi/cdWvQtei9Mc/default.jpg,120,90,https://i.ytimg.com/vi/cdWvQtei9Mc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/cdWvQtei9Mc/hqdefault.jpg,480,360,Chudman Rising,,24,none,Amber Heard's Last Message Leaves Me Confused,"Honestly, what the heck did she think was going to happen?

Follow Me Here:
https://twitter.com/HeberthHernand1
&
https://t.me/foreberandaday",PT6M3S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,281,3,0,0,https://i.ytimg.com/vi/cdWvQtei9Mc/sddefault.jpg,640.0,480.0,,,,,,
youtube#video,Kz-WZhqk8-XoxvreZlDQWudZcwI,CU_sx_61QCI,2020-06-22T13:02:52Z,UCNLuPt-XFH8vu4W5P7VnXkQ,Look What You Made Me Do Ft. Johhny Depp And Amber Heard #JusticeForJohnnyDepp,"Disclaimer : I do not own the audio or video content present in this AV. This clip is just for entertainment purpose and will never be used commercially 
Song :
Look What You Made Me Do (Karaoke Version)
Artist :
Taylor Swift and Just Rebecca 
Licensed to YouTube by
UMG (on behalf of Big Machine); LatinAutor, LatinAutor - SonyATV, SOLAR Music Rights Management, Spirit Music Publishing, CMRRA, BMI - Broadcast Music Inc., AMRA, Sony ATV Publishing, UNIAO BRASILEIRA DE EDITORAS DE MUSICA - UBEM, and 14 music rights societies",https://i.ytimg.com/vi/CU_sx_61QCI/default.jpg,120,90,https://i.ytimg.com/vi/CU_sx_61QCI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CU_sx_61QCI/hqdefault.jpg,480,360,Luxdarlz,,22,none,Look What You Made Me Do Ft. Johhny Depp And Amber Heard #JusticeForJohnnyDepp,"Disclaimer : I do not own the audio or video content present in this AV. This clip is just for entertainment purpose and will never be used commercially 
Song :
Look What You Made Me Do (Karaoke Version)
Artist :
Taylor Swift and Just Rebecca 
Licensed to YouTube by
UMG (on behalf of Big Machine); LatinAutor, LatinAutor - SonyATV, SOLAR Music Rights Management, Spirit Music Publishing, CMRRA, BMI - Broadcast Music Inc., AMRA, Sony ATV Publishing, UNIAO BRASILEIRA DE EDITORAS DE MUSICA - UBEM, and 14 music rights societies",PT1M1S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,156,13,0,7,https://i.ytimg.com/vi/CU_sx_61QCI/sddefault.jpg,640.0,480.0,,,,,,
youtube#video,08CqmOcoCWZpLUBmP_Jpi06P_yo,DKfQ7KlHBIg,2018-01-07T06:40:47Z,UC0eeeOTSTAKgWFKvNjqNaYQ,"Amber Heard, Shailene Woodley & Rooney Mara at The Art of Elysium Charity Gala 2018","Coverage of The Art of Elysium Charity Gala 2018 with Amber Heard, Shailene Woodley, Rooney Mara, Victoria Justice, Joaquin Phoenix, River Phoenix, Rain Phoenix, Vanessa Hudgens, John Legend, Chrissy Teigen, Nikki Reed, Kristin Cavallari, Emmanuelle Chriqui, Dita Von Teese, Jordana Brewster, Rumer Willis, Mena Suvari, Ali Larter, Abigail Spencer, Cara Santana, & Madelaine Petsch,  on January 6, 2018.

http://www.celebrityfootage.com/
Twitter: http://www.twitter.com/Celebfootage
Facebook: http://www.facebook.com/CelebrityFootage",https://i.ytimg.com/vi/DKfQ7KlHBIg/default.jpg,120,90,https://i.ytimg.com/vi/DKfQ7KlHBIg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/DKfQ7KlHBIg/hqdefault.jpg,480,360,CelebrityFootage,"['Red Carpet', 'Fashion', 'Photographers', 'Celebrities', 'license footage', 'celebrities on the red carpet', 'showbiz', 'entertainment news', 'The Art of Elysium Charity Gala 2018', 'fashion cam', 'golden globes party', 'Amber Heard', 'Shailene Woodley', 'Rooney Mara', 'Victoria Justice', 'Joaquin Phoenix', 'River Phoenix', 'Rain Phoenix', 'Vanessa Hudgens', 'John Legend', 'Chrissy Teigen', 'Nikki Reed', 'Kristin Cavallari', 'Emmanuelle Chriqui', 'Dita Von Teese']",24,none,"Amber Heard, Shailene Woodley & Rooney Mara at The Art of Elysium Charity Gala 2018","Coverage of The Art of Elysium Charity Gala 2018 with Amber Heard, Shailene Woodley, Rooney Mara, Victoria Justice, Joaquin Phoenix, River Phoenix, Rain Phoenix, Vanessa Hudgens, John Legend, Chrissy Teigen, Nikki Reed, Kristin Cavallari, Emmanuelle Chriqui, Dita Von Teese, Jordana Brewster, Rumer Willis, Mena Suvari, Ali Larter, Abigail Spencer, Cara Santana, & Madelaine Petsch,  on January 6, 2018.

http://www.celebrityfootage.com/
Twitter: http://www.twitter.com/Celebfootage
Facebook: http://www.facebook.com/CelebrityFootage",PT2M17S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1268,13,0,2,,,,,,,,,
youtube#video,Hjv1MHR0fj5gjxrgvGFSkCEu8Yo,eFY2MvFobVk,2021-02-22T21:21:00Z,UCLJb5eQdhvHpz-ubhzs2kVw,AMBER HEARD RUMORED TO BE RAPUNZEL???,"Totally don't think a live action remake for Tangled is necessary. Especially if you're gonna be bringing in a problematic actress like Amber Heard. I guess Disney enjoys remaking movies that did great the first time, they've truly lost their touch with originality. 

Please follow me on my social media~
My twitter: https://twitter.com/KateDazzling 
My deviantart: https://www.deviantart.com/dazzlingkate 
My Facebook: https://www.facebook.com/DazzlingKate22",https://i.ytimg.com/vi/eFY2MvFobVk/default.jpg,120,90,https://i.ytimg.com/vi/eFY2MvFobVk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/eFY2MvFobVk/hqdefault.jpg,480,360,DazzlingKate22,"['Amber Heard', 'Aquaman Amber heard', 'amber heard', 'johnny depp', 'johnny depp and amber heard', 'Disney Amber Heard', 'Amber Heard Rumors', 'rumors Amber Heard', 'Amber Heard Fired?']",24,none,AMBER HEARD RUMORED TO BE RAPUNZEL???,"Totally don't think a live action remake for Tangled is necessary. Especially if you're gonna be bringing in a problematic actress like Amber Heard. I guess Disney enjoys remaking movies that did great the first time, they've truly lost their touch with originality. 

Please follow me on my social media~
My twitter: https://twitter.com/KateDazzling 
My deviantart: https://www.deviantart.com/dazzlingkate 
My Facebook: https://www.facebook.com/DazzlingKate22",PT15M45S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,68,1,0,1,https://i.ytimg.com/vi/eFY2MvFobVk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/eFY2MvFobVk/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,l6y0kT1K2qqKKR0zHCh4AiClvKM,eGIULKFfgYo,2020-12-09T22:50:09Z,UCklGBONSXsd2PCqI0Ay-eWQ,Johnny Depp Tried to Have Amber Heard Replaced on AquamanAfter They Split: Report [News],"Johnny Depp Tried to Have Amber Heard Replaced on Aquaman  After They Split: Report  Johnny Depp lost his U.K. libel suit in November when a judge ruled The Sun's ""wife-beater"" article was ""substantially true""  By   ...
-------------------------------------------------------------------------
Please Click Subscribe
TV News, Previews, Spoilers, Casting Scoop, Interviews, Television News, Ratings, TV Show Reviews, TV - News, Pictures, Videos, Entertainment, 

#JohnnyDeppTried, #HaveAmberHeardReplaced, #AquamanAfterTheySplitReport
#AmberHeard, #JohnnyDepp, #MovieCelebrities, #MovieNews, #News",https://i.ytimg.com/vi/eGIULKFfgYo/default.jpg,120,90,https://i.ytimg.com/vi/eGIULKFfgYo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/eGIULKFfgYo/hqdefault.jpg,480,360,Movie news,"['Amber Heard', 'Johnny Depp', 'Movie Celebrities', 'Movie News', 'News Television News', 'Ratings', 'TV Show Reviews', 'TV - News', 'Pictures', 'Videos', 'Entertainment', '']",1,none,Johnny Depp Tried to Have Amber Heard Replaced on AquamanAfter They Split: Report [News],"Johnny Depp Tried to Have Amber Heard Replaced on Aquaman  After They Split: Report  Johnny Depp lost his U.K. libel suit in November when a judge ruled The Sun's ""wife-beater"" article was ""substantially true""  By   ...
-------------------------------------------------------------------------
Please Click Subscribe
TV News, Previews, Spoilers, Casting Scoop, Interviews, Television News, Ratings, TV Show Reviews, TV - News, Pictures, Videos, Entertainment, 

#JohnnyDeppTried, #HaveAmberHeardReplaced, #AquamanAfterTheySplitReport
#AmberHeard, #JohnnyDepp, #MovieCelebrities, #MovieNews, #News",PT5M36S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,8,0,0,1,https://i.ytimg.com/vi/eGIULKFfgYo/sddefault.jpg,640.0,480.0,,,,,en,
youtube#video,RRvzQmwQLNLe7Nb-maLTU5Xtkhc,FGeKPH1g5Jg,2020-09-03T22:58:47Z,UCXOjmW3MObEYjAzCf7-cF8w,My thoughts on the Amber Heard and Johnny Depp case,It's just all around a bad situation.,https://i.ytimg.com/vi/FGeKPH1g5Jg/default.jpg,120,90,https://i.ytimg.com/vi/FGeKPH1g5Jg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FGeKPH1g5Jg/hqdefault.jpg,480,360,Elana Vital,"['my thoughts on the Amber Heard and Johnny Depp case', 'my thoughts on the Johnny Depp and amber heard case', 'johnny depp and amber Heard my thoughts']",22,none,My thoughts on the Amber Heard and Johnny Depp case,It's just all around a bad situation.,PT8M41S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,229,25,0,1,https://i.ytimg.com/vi/FGeKPH1g5Jg/sddefault.jpg,640.0,480.0,,,,,,
youtube#video,qrsFGiTmyUXqNcPKWPZOgVSfk1k,fKgMiLTfZ3U,2015-02-05T16:53:34Z,UCI4s4Ue7YUZUa-RPI7IkDmw,Παντρεύτηκε ο Johnny Depp με την Amber Heard!,Διαβάστε όλα τα τελευταία νέα στο http://www.athenstimeout.gr/!,https://i.ytimg.com/vi/fKgMiLTfZ3U/default.jpg,120,90,https://i.ytimg.com/vi/fKgMiLTfZ3U/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fKgMiLTfZ3U/hqdefault.jpg,480,360,Athens Timeout,"['Johnny Depp (Celebrity)', 'Amber Heard (Celebrity)', 'Drama (TV Genre)', 'Marriage (Religious Practice)']",24,none,Παντρεύτηκε ο Johnny Depp με την Amber Heard!,Διαβάστε όλα τα τελευταία νέα στο http://www.athenstimeout.gr/!,PT1M2S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,100,2,0,0,https://i.ytimg.com/vi/fKgMiLTfZ3U/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/fKgMiLTfZ3U/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,HdfPIqv96I3Phr6z6hXIWyOtrF8,FyKhcEhJEZM,2021-05-31T12:19:55Z,UChf7FozJEATwSt-tIiFFMtw,"#status Johnny Depp and Amber Heard Status || Captain Jack Sparrow




Share

Save","#status Johnny Depp and Amber Heard Status || Captain Jack Sparrow

61K views

1.6K

26

Share

Save

Report",https://i.ytimg.com/vi/FyKhcEhJEZM/default.jpg,120,90,https://i.ytimg.com/vi/FyKhcEhJEZM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FyKhcEhJEZM/hqdefault.jpg,480,360,super status fans..,,22,none,"#status Johnny Depp and Amber Heard Status || Captain Jack Sparrow




Share

Save","#status Johnny Depp and Amber Heard Status || Captain Jack Sparrow

61K views

1.6K

26

Share

Save

Report",PT22S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,52,5,0,0,https://i.ytimg.com/vi/FyKhcEhJEZM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/FyKhcEhJEZM/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,_c8HWnlCx-OvJz5to0fSo2ZlFFw,f_AqgPxHyRc,2017-01-12T09:41:54Z,UCkFjC4YBaaHJBCMXeGIY34A,Amber Sherlock | julie snook | mumbrella | amber heard | channel 9,"Amber Sherlock | julie snook | mumbrella | amber heard | channel 9
‘Go and grab a jacket!’: Nine newsreader Amber Sherlock blasts colleague for wearing similar outfit
Nine suffered a fashion emergency when newsreader Amber Sherlock realised she was wearing a similar outfit to the guests she was about to talk to just moments before going to air.
And, in off-air footage published by Mumbrella, Sherlock can be seen letting rip at her colleague Julie Snook for daring to wear a white top like hers.
For the segment, which aired Wednesday, Sherlock was in a different studio to her guests Snook and psychologist Sandy Rea. Minutes before going to air, Sherlock looked at the video feed in the studio monitor and realised they all looked like Goldie Hawn, Diane Keaton and Bette Midler in that final scene of The First Wives Club where they all wear white and sing.“I need Julie to put a jacket on because we’re all in white. I asked her before we came on — Julie, you need to put a jacket on,” a perturbed Sherlock demanded.
As Snook began to explain she just hadn’t had time to source a jacket before going into the studio, Sherlock cut her off: “Come on, I told you two hours ago.”
Sherlock then pulled her iPhone out and informed Snook she’d personally call the Nine wardrobe department to “get something”.
Fellow guest, psychologist Sandy Rea, could hear all this going down from her studio and looked appropriately uncomfortable with the exchange.
Rea tried to defuse the problem by suggesting she’d get a jacket herself.
“You’re fine Sandy but there can’t be three of us. And I made this clear two and a half hours ago,” Sherlock shot back while angrily thumbing at her iPhone, perhaps scrolling through Portmans’ online store to buy Snook a new outfit herself.

Remaining calm, Snook tried to reason with her flustered colleague.
“Amber, if it’s an issue I can get on out of here (the studio),” she said.
“It is an issue. Go and grab a jacket,” Sherlock demanded. Snook pointed out she was actually wearing light blue and not white but this was all swings and roundabouts for Sherlock and the technicality annoyed her more.
She called out for a producer to find Snook a jacket. Any jacket. Even if they had to just rip one off Tracy Grimshaw.
The passive aggressive back-and-forth continued.
Snook: “If there’s an issue I can just head on out and get back to work because I’m flat chat, I genuinely forgot.”
Sherlock: “Fine, jump on out, if that’s what you’d like to do.”
Snook: “Amber, please, this is not the only thing I’m doing today.”
At this point, the footage cuts to black.
The next time we see Snook, she’s been strapped into a jacket.",https://i.ytimg.com/vi/f_AqgPxHyRc/default.jpg,120,90,https://i.ytimg.com/vi/f_AqgPxHyRc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/f_AqgPxHyRc/hqdefault.jpg,480,360,HotNEWS24h,"['julie snook', 'Amber Sherlock', 'mumbrella', 'amber heard', 'channel 9', 'nine news', 'headlines', 'hotnews24h']",25,none,Amber Sherlock | julie snook | mumbrella | amber heard | channel 9,"Amber Sherlock | julie snook | mumbrella | amber heard | channel 9
‘Go and grab a jacket!’: Nine newsreader Amber Sherlock blasts colleague for wearing similar outfit
Nine suffered a fashion emergency when newsreader Amber Sherlock realised she was wearing a similar outfit to the guests she was about to talk to just moments before going to air.
And, in off-air footage published by Mumbrella, Sherlock can be seen letting rip at her colleague Julie Snook for daring to wear a white top like hers.
For the segment, which aired Wednesday, Sherlock was in a different studio to her guests Snook and psychologist Sandy Rea. Minutes before going to air, Sherlock looked at the video feed in the studio monitor and realised they all looked like Goldie Hawn, Diane Keaton and Bette Midler in that final scene of The First Wives Club where they all wear white and sing.“I need Julie to put a jacket on because we’re all in white. I asked her before we came on — Julie, you need to put a jacket on,” a perturbed Sherlock demanded.
As Snook began to explain she just hadn’t had time to source a jacket before going into the studio, Sherlock cut her off: “Come on, I told you two hours ago.”
Sherlock then pulled her iPhone out and informed Snook she’d personally call the Nine wardrobe department to “get something”.
Fellow guest, psychologist Sandy Rea, could hear all this going down from her studio and looked appropriately uncomfortable with the exchange.
Rea tried to defuse the problem by suggesting she’d get a jacket herself.
“You’re fine Sandy but there can’t be three of us. And I made this clear two and a half hours ago,” Sherlock shot back while angrily thumbing at her iPhone, perhaps scrolling through Portmans’ online store to buy Snook a new outfit herself.

Remaining calm, Snook tried to reason with her flustered colleague.
“Amber, if it’s an issue I can get on out of here (the studio),” she said.
“It is an issue. Go and grab a jacket,” Sherlock demanded. Snook pointed out she was actually wearing light blue and not white but this was all swings and roundabouts for Sherlock and the technicality annoyed her more.
She called out for a producer to find Snook a jacket. Any jacket. Even if they had to just rip one off Tracy Grimshaw.
The passive aggressive back-and-forth continued.
Snook: “If there’s an issue I can just head on out and get back to work because I’m flat chat, I genuinely forgot.”
Sherlock: “Fine, jump on out, if that’s what you’d like to do.”
Snook: “Amber, please, this is not the only thing I’m doing today.”
At this point, the footage cuts to black.
The next time we see Snook, she’s been strapped into a jacket.",PT32S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2851,1,0,0,https://i.ytimg.com/vi/f_AqgPxHyRc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/f_AqgPxHyRc/maxresdefault.jpg,1280.0,720.0,,en-CA,
youtube#video,l0TjwWYJs809Y6du7Irx7TII-_0,gCNvjTxkf8c,2011-10-13T11:00:50Z,UCXM_e6csB_0LWNLhRqrhAxg,Johnny Depp and Amber Heard surrounded,Johnny Depp and Amber Heard tell us about working on The Rum Diary and keeping in touch with Hunter S. Thompson. . Report by Sam Homewood. Like us on Facebook at http://www.facebook.com/itn and follow us on Twitter at http://twitter.com/theshowbiz411 Test,https://i.ytimg.com/vi/gCNvjTxkf8c/default.jpg,120,90,https://i.ytimg.com/vi/gCNvjTxkf8c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gCNvjTxkf8c/hqdefault.jpg,480,360,On Demand Entertainment,"['johnny depp', 'amber heard', 'the rum diary', 'rum diary movie', 'rum diary trailer', 'film news', 'hunter s thompson', 'hunter thompson', 'hunter s', 'thompson']",24,none,Johnny Depp and Amber Heard surrounded,Johnny Depp and Amber Heard tell us about working on The Rum Diary and keeping in touch with Hunter S. Thompson. . Report by Sam Homewood. Like us on Facebook at http://www.facebook.com/itn and follow us on Twitter at http://twitter.com/theshowbiz411 Test,PT1M16S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,13086,21,0,6,https://i.ytimg.com/vi/gCNvjTxkf8c/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gCNvjTxkf8c/maxresdefault.jpg,1280.0,720.0,,,
