kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.contentRating.ytRating,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultAudioLanguage,snippet.defaultLanguage
youtube#video,dV5ZrNYIkhZxx25lYxLotWoXQ6M,FRrfAo0IWvk,2020-12-28T07:17:40Z,UCEoc4r2pnKIDcc5ptHe8T6A,"AQUAMAN 2 (2022) Teaser Trailer - Jason Momoa, Amber Heard (Fan Made).mp4","AQUAMAN 2 (2022) Teaser Trailer - Jason Momoa, Amber Heard (Fan Made).mp4",https://i.ytimg.com/vi/FRrfAo0IWvk/default.jpg,120,90,https://i.ytimg.com/vi/FRrfAo0IWvk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FRrfAo0IWvk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FRrfAo0IWvk/sddefault.jpg,640.0,480.0,,,,Movie trailer,22,none,"AQUAMAN 2 (2022) Teaser Trailer - Jason Momoa, Amber Heard (Fan Made).mp4","AQUAMAN 2 (2022) Teaser Trailer - Jason Momoa, Amber Heard (Fan Made).mp4",PT4M18S,2d,sd,false,False,,rectangular,processed,public,youtube,True,True,False,5,0,0,0,,,
youtube#video,GSkkwcJbkItffJyjTGtzXhn9Ud0,HcNf62rwYZY,2021-02-11T02:53:18Z,UCG2QYlhnYYxksvv6ve11ijw,The Sun EXPOSED ! Changes Amber Heard’s Photos !!,"The Sun, The Newspaper That Johnny Depp Sued In The UK Libel Case, Has Changed The Original Photos of Amber Heard to make it look worse then what she made it out to be. The Sun Will Be Exposed today !!

Hope you enjoyed this video. If you did please consider to become a member of the channel and join our community. 

Don’t forget to Like, Subscribe, Share and hit the Notification Bell.

Thank you for your support, it means more then you could imagine.

Please check out :

Tammy Tips and Tricks : https://instagram.com/tammy.tipsandtrips?igshid=sk5olemcpdhp

Rob’s Rebellion Star Wars Channel : 

https://youtube.com/channel/UCneEOMqlDbQxHDPdMxaq1Pg

Rob’s Rules Discord :

https://discord.gg/B2R5aubJ

Twitter : @wars_everything

Email : estarwars1977@gmail.com

#JusticeforJohnnyDepp
#JusticeforDepp",https://i.ytimg.com/vi/HcNf62rwYZY/default.jpg,120,90,https://i.ytimg.com/vi/HcNf62rwYZY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HcNf62rwYZY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/HcNf62rwYZY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/HcNf62rwYZY/maxresdefault.jpg,1280.0,720.0,Rob's Rules,24,none,The Sun EXPOSED ! Changes Amber Heard’s Photos !!,"The Sun, The Newspaper That Johnny Depp Sued In The UK Libel Case, Has Changed The Original Photos of Amber Heard to make it look worse then what she made it out to be. The Sun Will Be Exposed today !!

Hope you enjoyed this video. If you did please consider to become a member of the channel and join our community. 

Don’t forget to Like, Subscribe, Share and hit the Notification Bell.

Thank you for your support, it means more then you could imagine.

Please check out :

Tammy Tips and Tricks : https://instagram.com/tammy.tipsandtrips?igshid=sk5olemcpdhp

Rob’s Rebellion Star Wars Channel : 

https://youtube.com/channel/UCneEOMqlDbQxHDPdMxaq1Pg

Rob’s Rules Discord :

https://discord.gg/B2R5aubJ

Twitter : @wars_everything

Email : estarwars1977@gmail.com

#JusticeforJohnnyDepp
#JusticeforDepp",PT6M58S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,780,206,0,74,"['amber heard', 'amber heard johnny depp', 'amber heard johnny depp court', 'amber heard johnny depp fight', 'amber heard johnny depp trial', ""amber heard they won't believe you"", 'johnny depp', 'johnny depp abuse', 'johnny depp amber heard', 'johnny depp amber heard abuse', 'johnny depp amber heard case', 'johnny depp amber heard court', 'johnny depp amber heard fight', 'johnny depp vs amber heard', 'johnny depp vs amber heard case', 'johnny depp vs amber heard court', 'justice for johnny depp', 'the sun']",en,
youtube#video,6boQb6lIEyANixKv0u-JULZ_YLw,jNp-9RUVhMg,2021-09-17T23:30:10Z,UCewayCXyIfgrraIi2AGwJZQ,Amber Heard Being Hilarious!! Part 1,"Welcome to Popping Celeb!

In today's video you will see Amber Heard Being Hilarious!! Part 1

Watch until the end, you won't believe what Amber Heard did!

Make sure to LIKE and SUBSCRIBE if you enjoyed today's video!
ALSO, make sure to turn our post notifications on so you NEVER miss an upload from us!

Don't forget to watch Part 2!

COMMENT down below what videos you would like to see next!

#celebrities #amberheard #funnymoments #poppingceleb",https://i.ytimg.com/vi/jNp-9RUVhMg/default.jpg,120,90,https://i.ytimg.com/vi/jNp-9RUVhMg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jNp-9RUVhMg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/jNp-9RUVhMg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/jNp-9RUVhMg/maxresdefault.jpg,1280.0,720.0,Popping Celeb,24,none,Amber Heard Being Hilarious!! Part 1,"Welcome to Popping Celeb!

In today's video you will see Amber Heard Being Hilarious!! Part 1

Watch until the end, you won't believe what Amber Heard did!

Make sure to LIKE and SUBSCRIBE if you enjoyed today's video!
ALSO, make sure to turn our post notifications on so you NEVER miss an upload from us!

Don't forget to watch Part 2!

COMMENT down below what videos you would like to see next!

#celebrities #amberheard #funnymoments #poppingceleb",PT4M51S,2d,hd,false,False,,rectangular,processed,public,youtube,True,True,False,5,0,0,0,"['amber heard', 'johnny depp amber heard', 'johnny depp amber heard audio', 'amber heard johnny depp', 'amber heard aquaman 2', 'amber heard audio', 'johnny depp amber heard court', 'amber heard aquaman', 'johnny depp and amber heard', 'emilia clarke amber heard', 'amber heard abuser', 'amber heard petition', 'amber heard audio tmz', 'amber heard interview', 'elon musk on amber heard', 'amber heard fired', 'amber heard loses', 'heard', 'amber', 'amber heard abused johnny depp', 'celebrity news', 'entertainment tonight']",en,
youtube#video,BvvgX8J_6xWD6uQWUYz0qApAsGQ,KtqbrcoYLDQ,2013-05-02T10:39:24Z,UCOOpYwIBHqPxXQZ2TSXMrrg,Johnny Depp and Amber Heard's Date Night in Los Angeles,"You Won't Believe This: http://goo.gl/1Sm3d

Johnny Depp and Amber Heard are spotted holding hands while out in Los Angeles.",https://i.ytimg.com/vi/KtqbrcoYLDQ/default.jpg,120,90,https://i.ytimg.com/vi/KtqbrcoYLDQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KtqbrcoYLDQ/hqdefault.jpg,480,360,,,,,,,Anne Lee News Daily,24,none,Johnny Depp and Amber Heard's Date Night in Los Angeles,"You Won't Believe This: http://goo.gl/1Sm3d

Johnny Depp and Amber Heard are spotted holding hands while out in Los Angeles.",PT57S,2d,sd,false,False,,rectangular,processed,public,youtube,True,True,False,116,1,0,1,"['Johnny Depp (Actor)', 'Amber Heard', 'Johnny and Amber dating', 'Depp and Heard dating', 'Johnny Depp and Amber Heard', 'Los Angeles', 'Dating in los angeles', 'date', 'dating', 'Actor', 'actress', 'hollywood', 'johnny and Amber holding hands', 'holding hands', 'johnny and amber dating', 'spotted holding hands']",,
youtube#video,qEDw6Kgp55jz-_8McQv1fErRHmE,PPovdNMppVk,2021-05-24T21:45:03Z,UCAmaiEYnoTgj-dmjp8DpepQ,Johnny Depp LOST $650 MILLION Due To Amber Heard's Lies | The Gossipy,"Johnny Depp LOST $650 MILLION Due To Amber Heard's Lies | The Gossipy

Welcome toThe Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

In 2021, Depp publicly revealed that he suffered from financial troubles after his former business managers took the money.

“I was in the early stages of learning from my recently acquired new business manager that the former business managers had taken quite a lot of my money. They stole my money,” he said, as quoted by Express UK.

He added that he initially did not know how much exactly they took away from him. However, Depp safely estimated that it might be around $650 million since it happened while filming the second and third Pirates movie.

Unfortunately, he lost another $100 million since his managers did not pay his taxes for 17 years
#AmberHeardJail​ #AmberHeard​ #AmberHeardCourt​ #JusticeForJohnny #JusticeforJohnnyDepp

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",https://i.ytimg.com/vi/PPovdNMppVk/default.jpg,120,90,https://i.ytimg.com/vi/PPovdNMppVk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/PPovdNMppVk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/PPovdNMppVk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/PPovdNMppVk/maxresdefault.jpg,1280.0,720.0,The Gossipy,24,none,Johnny Depp LOST $650 MILLION Due To Amber Heard's Lies | The Gossipy,"Johnny Depp LOST $650 MILLION Due To Amber Heard's Lies | The Gossipy

Welcome toThe Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

In 2021, Depp publicly revealed that he suffered from financial troubles after his former business managers took the money.

“I was in the early stages of learning from my recently acquired new business manager that the former business managers had taken quite a lot of my money. They stole my money,” he said, as quoted by Express UK.

He added that he initially did not know how much exactly they took away from him. However, Depp safely estimated that it might be around $650 million since it happened while filming the second and third Pirates movie.

Unfortunately, he lost another $100 million since his managers did not pay his taxes for 17 years
#AmberHeardJail​ #AmberHeard​ #AmberHeardCourt​ #JusticeForJohnny #JusticeforJohnnyDepp

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",PT8M6S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,82,8,0,1,"[""Johnny Depp LOST $650 MILLION Due To Amber Heard's Lies"", 'amber heard', 'amber heard judge', 'johnny depp trial', 'johnny depp', 'johnny depp lawsuit', 'johnny depp news', 'justice for johnny depp', 'johnny depp vs amber heard', 'johnny depp amber heard court', 'johnny depp wins', 'celebrity', 'hollywood', 'list videos', 'royal family', 'hollywood celebs', 'tv shows', 'hollywood stars', 'reality drama', 'celebrity gossip', 'celeb gossips', 'celebrity news', 'celeb news', 'hollywood gossip', 'hollywood news', 'The Gossipy']",en-US,en-US
youtube#video,jxeTRZYero1Tzml6XRt_XJObi84,T-vorUQ3QgM,2021-12-14T16:15:01Z,UC-lZTlG05ETwyjDS1JQCv3w,Celebrities Who Believe AMBER HEARD LIED & Johnny Depp Will WIN After RECENT News | Celebrity Craze,"Celebrities Who Believe AMBER HEARD LIED & Johnny Depp Will WIN After RECENT News | Celebrity Craze

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",https://i.ytimg.com/vi/T-vorUQ3QgM/default.jpg,120,90,https://i.ytimg.com/vi/T-vorUQ3QgM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/T-vorUQ3QgM/hqdefault.jpg,480,360,,,,,,,Celebrity Craze,24,none,Celebrities Who Believe AMBER HEARD LIED & Johnny Depp Will WIN After RECENT News | Celebrity Craze,"Celebrities Who Believe AMBER HEARD LIED & Johnny Depp Will WIN After RECENT News | Celebrity Craze

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",PT8M36S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,489,22,0,5,"['celebrity craze', 'celebrity', 'amber heard interview', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'viral vision', 'celebrity news', 'clevver news', 'this happened', 'informoverload', 'inform overload', 'information overload', 'entertainment news', 'crazed culture', 'that umbrella guy', 'umbrella guy', 'thatumbrellaguy', 'hollywood life', 'Celebrities Who Believe AMBER HEARD LIED & Johnny Depp Will WIN After RECENT News', 'justice for johnny depp', 'aquaman']",en-US,en-US
youtube#video,C67nDMSaW3aV2LCgTETnDYXIAxI,Xy0cHBDfwf4,2020-12-26T17:00:10Z,UCMsWGSi9umtYQoUI3kwJJmA,Johnny Depp & Amber Heard Talk On The Phone About Getting Violent,"#JohnnyDepp #AmberHeard #lawsuit

Two of the beautiful people have it out as actor Johnny Depp and his wife, actress Amber Heard, try to talk through their marriage problems in this audio snippet allegedly recorded on Heard’s cellphone in 2015. Heard apparently talked about her violent tantrums in a series of taped conversations that this audio was clipped from. “I can't promise I won't get physical again; I get so mad I lose it,” Heard seems to say as she appears to admit to hitting Depp and pelting him with pots, pans, and vases. Depp and Heard have been in and out of court because of their stormy relationship and the press accounts about it.

Citizen Abels – a production of Four Strong Media™ LLC and The Citizen™ Media Group – is a YouTube show and channel produced and directed by David Abels. You can follow Citizen Abels on Facebook, Twitter, and Instagram, or visit The Citizen on his website at www.citizenabels.com. Citizen Abels. ""He’s a got a million stories. And they’re all true.™"" Four Strong Media™ LLC. ""High art of the lowest order.™""

https://www.facebook.com/citizenabels/
https://www.twitter.com/citizenabels/
https://www.instagram.com/citizenabels/
https://www.youtube.com/c/citizenabels/
https://www.citizenabels.com/",https://i.ytimg.com/vi/Xy0cHBDfwf4/default.jpg,120,90,https://i.ytimg.com/vi/Xy0cHBDfwf4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Xy0cHBDfwf4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Xy0cHBDfwf4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Xy0cHBDfwf4/maxresdefault.jpg,1280.0,720.0,Citizen Abels,24,none,Johnny Depp & Amber Heard Talk On The Phone About Getting Violent,"#JohnnyDepp #AmberHeard #lawsuit

Two of the beautiful people have it out as actor Johnny Depp and his wife, actress Amber Heard, try to talk through their marriage problems in this audio snippet allegedly recorded on Heard’s cellphone in 2015. Heard apparently talked about her violent tantrums in a series of taped conversations that this audio was clipped from. “I can't promise I won't get physical again; I get so mad I lose it,” Heard seems to say as she appears to admit to hitting Depp and pelting him with pots, pans, and vases. Depp and Heard have been in and out of court because of their stormy relationship and the press accounts about it.

Citizen Abels – a production of Four Strong Media™ LLC and The Citizen™ Media Group – is a YouTube show and channel produced and directed by David Abels. You can follow Citizen Abels on Facebook, Twitter, and Instagram, or visit The Citizen on his website at www.citizenabels.com. Citizen Abels. ""He’s a got a million stories. And they’re all true.™"" Four Strong Media™ LLC. ""High art of the lowest order.™""

https://www.facebook.com/citizenabels/
https://www.twitter.com/citizenabels/
https://www.instagram.com/citizenabels/
https://www.youtube.com/c/citizenabels/
https://www.citizenabels.com/",PT2M58S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,3658,55,0,44,"['Johnny Depp', 'Amber Heard', 'spousal abuse', 'Johnny Depp fight', 'violence', 'Johnny Depp defamation', 'Johnny Depp libel', 'Johnny Depp divorce', 'Amber Heard divorce', 'Amber Heard hits', 'Johnny Dep lawsuit', 'Amber Heard lawsuit', 'secret phone recording', 'marriage', 'divorce', 'Hollywood couple', 'Hollywood', 'Citizen Abels', 'Citizen Ables', 'The Citizen', 'I Am Citizen Abels', 'I Am Citizen Ables', 'rare footage', 'movies', 'live performance', 'live music', 'in concert', 'live and in concert', 'documentary', 'documentaries']",en,en
youtube#video,F6t5lxQvHO_-nfuqqgX-qzynE9s,YVlXdNhPeWA,2018-10-04T17:48:56Z,UCKY5PiEq8Tl9r7f3qittXng,Tupac Is Alive Claim + ‘Holmes And Holmes’ In Studio | ET Canada LIVE,"The latest claim that Tupac is alive now has video evidence! Plus, Amber Heard responds to Johnny Depp’s GQ interview and the “Lady Marmalade” reunion you don’t want to miss! Mike Holmes and Mike Holmes Jr. join us LIVE in studio.",https://i.ytimg.com/vi/YVlXdNhPeWA/default.jpg,120,90,https://i.ytimg.com/vi/YVlXdNhPeWA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/YVlXdNhPeWA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/YVlXdNhPeWA/sddefault.jpg,640.0,480.0,,,,ET Canada,24,none,Tupac Is Alive Claim + ‘Holmes And Holmes’ In Studio | ET Canada LIVE,"The latest claim that Tupac is alive now has video evidence! Plus, Amber Heard responds to Johnny Depp’s GQ interview and the “Lady Marmalade” reunion you don’t want to miss! Mike Holmes and Mike Holmes Jr. join us LIVE in studio.",PT30M49S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,592039,3551,0,850,"['Live', 'Entertainment', 'Entertainment News', 'Entertainment Tonight', 'Entertainment Tonight Canada', 'ET Canada', 'Xtina', 'Christina Aguliera', 'Lil Kim', 'Amber Heard', 'Johnny Depp', 'GQ', 'Suge Knight', 'Tupac', 'Biggie', 'Damon Wayans', 'Lethal Weapon', 'Mike Holmes', 'HGTV', 'Rami Malek', 'Queen', 'Balvinder', 'Fall', 'balvinder sindhu', 'lady marmalade', 'concert', 'reunion', 'alive', 'son', 'quit', 'behind the scenes', 'interview', 'holmes on holmes', 'batman', 'ben affleck']",,
youtube#video,ex-q52QyKWGNS6ONqr1BVOJfTrU,yyfWFQMIMv8,2021-06-29T22:04:57Z,UCG2QYlhnYYxksvv6ve11ijw,“See If The Jury and Judge Believe You”Amber Heard Said,"Hope you enjoyed this video. If you did please to a of the channel and join our community. 

Don’t forget to Like, Subscribe, Share and hit the Notification Bell.

Thank you for your support, it means more then you could imagine.

Please check out :

Rob's Rules Store : https://my-store-11481277.preview.teespring.com/listing/rob-s-rules-on-the-go#previewData=U2FsdGVkX199RoZW699ZJ3m8XTfYU19xx5uTV9OfRtLTQDKtnYudTBv7HIV6yyJv
NEW VIDEO FOOTAGE From LAPD Body Cam Proves Amber Heard Is nothing but a Liar. This is the second time the LAPD showed up to Johnny Depp’s LA Penthouse. 


Tammy Tips and Tricks : https://instagram.com/tammy.tipsandtrips?igshid=sk5olemcpdhp

Rob’s Rebellion Star Wars Channel : 

https://youtube.com/channel/UCneEOMqlDbQxHDPdMxaq1Pg

Rob’s Rules Discord :

https://discord.gg/B2R5aubJ

Twitter : @wars_everything

Email : estarwars1977@gmail.com

#JusticeForJohnnyDepp 
#JusticeForDepp

Join this channel to get access to perks:
https://www.youtube.com/channel/UCG2QYlhnYYxksvv6ve11ijw/join",https://i.ytimg.com/vi/yyfWFQMIMv8/default.jpg,120,90,https://i.ytimg.com/vi/yyfWFQMIMv8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/yyfWFQMIMv8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/yyfWFQMIMv8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/yyfWFQMIMv8/maxresdefault.jpg,1280.0,720.0,Rob's Rules,24,none,“See If The Jury and Judge Believe You”Amber Heard Said,"Hope you enjoyed this video. If you did please to a of the channel and join our community. 

Don’t forget to Like, Subscribe, Share and hit the Notification Bell.

Thank you for your support, it means more then you could imagine.

Please check out :

Rob's Rules Store : https://my-store-11481277.preview.teespring.com/listing/rob-s-rules-on-the-go#previewData=U2FsdGVkX199RoZW699ZJ3m8XTfYU19xx5uTV9OfRtLTQDKtnYudTBv7HIV6yyJv
NEW VIDEO FOOTAGE From LAPD Body Cam Proves Amber Heard Is nothing but a Liar. This is the second time the LAPD showed up to Johnny Depp’s LA Penthouse. 


Tammy Tips and Tricks : https://instagram.com/tammy.tipsandtrips?igshid=sk5olemcpdhp

Rob’s Rebellion Star Wars Channel : 

https://youtube.com/channel/UCneEOMqlDbQxHDPdMxaq1Pg

Rob’s Rules Discord :

https://discord.gg/B2R5aubJ

Twitter : @wars_everything

Email : estarwars1977@gmail.com

#JusticeForJohnnyDepp 
#JusticeForDepp

Join this channel to get access to perks:
https://www.youtube.com/channel/UCG2QYlhnYYxksvv6ve11ijw/join",PT16S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,1546,145,0,38,"['Amber Heard', 'Amber Heard Johnny Depp', 'Depp', 'Depp Heard', 'Heard', 'Heard Depp', 'Johnny Depp', 'Johnny Depp Amber', 'Johnny Depp Amber Heard', 'amber heard and johnny depp', 'amber heard audio', 'johnny depp and amber heard', 'johnny depp audio', 'johnny depp news', 'johnny depp vs amber heard', 'justice for johnny depp']",en,
youtube#video,L0_pUousOSyN-v-I1s6PFSW1-Mo,zi7X2Ef2HQo,2021-11-07T19:55:09Z,UCKE6nDIL6Anub8LvcijdzwA,amber heard caught in big fat lie about deep.,,https://i.ytimg.com/vi/zi7X2Ef2HQo/default.jpg,120,90,https://i.ytimg.com/vi/zi7X2Ef2HQo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/zi7X2Ef2HQo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/zi7X2Ef2HQo/sddefault.jpg,640.0,480.0,,,,nerdtroytv,20,none,amber heard caught in big fat lie about deep.,,PT8M29S,2d,hd,false,False,,rectangular,processed,public,youtube,True,True,False,12,0,0,0,,,
youtube#video,IRbSjtp2xI2_SCmZUSR9creGS2c,ZvckFpg1lpc,2021-10-28T21:00:10Z,UCumJJcQ295hsr-Ps5UrVWiA,Johnny Depp Breaks Down In Tears After People Still Believe in Amber (VIDEO),"Johnny Depp is retaliating with tears as he reacts to individuals actually trusting in Amber Heard. The video, which was taken as of late, sees Johnny separating on camera as he responds to individuals accepting that Amber was attacked by him. Johnny's hand starts shaking as he understands general society is as yet blaming him for every one of the things that occurred among him and Amber. ""She was at a party the following day,"" Johnny says in dismay as tears stream down his face. ""With her sister and every one of her companions, as nothing occurred."" The video additionally sees Johnny inquiring as to whether what he is saying is valid or not, instead of accepting all that they read via online media.

#maltreatment
#oppressive 
#considering 


I do not take any ownership of the music displayed in this video. Ownership belongs to the respected owner(s). Used under fair use policy.* Music used for entertainment purposes displayed in this video. Ownership belongs to the respected owner(s). Used under fair use policy.* Music used for entertainment purposes only.",https://i.ytimg.com/vi/ZvckFpg1lpc/default.jpg,120,90,https://i.ytimg.com/vi/ZvckFpg1lpc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ZvckFpg1lpc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ZvckFpg1lpc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/ZvckFpg1lpc/maxresdefault.jpg,1280.0,720.0,Tele Time,24,none,Johnny Depp Breaks Down In Tears After People Still Believe in Amber (VIDEO),"Johnny Depp is retaliating with tears as he reacts to individuals actually trusting in Amber Heard. The video, which was taken as of late, sees Johnny separating on camera as he responds to individuals accepting that Amber was attacked by him. Johnny's hand starts shaking as he understands general society is as yet blaming him for every one of the things that occurred among him and Amber. ""She was at a party the following day,"" Johnny says in dismay as tears stream down his face. ""With her sister and every one of her companions, as nothing occurred."" The video additionally sees Johnny inquiring as to whether what he is saying is valid or not, instead of accepting all that they read via online media.

#maltreatment
#oppressive 
#considering 


I do not take any ownership of the music displayed in this video. Ownership belongs to the respected owner(s). Used under fair use policy.* Music used for entertainment purposes displayed in this video. Ownership belongs to the respected owner(s). Used under fair use policy.* Music used for entertainment purposes only.",PT8M50S,2d,hd,false,False,,rectangular,processed,public,youtube,True,True,False,18,1,0,0,"['amber heard', 'johnny depp amber heard', 'amber heard johnny depp', 'amber heard aquaman 2']",en,
