kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultAudioLanguage,snippet.defaultLanguage,contentDetails.regionRestriction.blocked,contentDetails.contentRating.ytRating
youtube#video,fb683pIq5klztNLwvX-Kwv_DRn8,gJKhdOeLMNA,2021-02-23T16:57:50Z,UCgWTDJDXwp3z1EaMTmOOeRw,Bodyguard Gets Hit Hard For Trying To Steal Johnny Depp's Lion,"#shorts #johnnydepp #lion #amber

https://youtu.be/DUB75kjqH7U",https://i.ytimg.com/vi/gJKhdOeLMNA/default.jpg,120,90,https://i.ytimg.com/vi/gJKhdOeLMNA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gJKhdOeLMNA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gJKhdOeLMNA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gJKhdOeLMNA/maxresdefault.jpg,1280.0,720.0,Shorts,"['shorts', 'memes', 'johnnydepp', 'lion']",22,none,Bodyguard Gets Hit Hard For Trying To Steal Johnny Depp's Lion,"#shorts #johnnydepp #lion #amber

https://youtu.be/DUB75kjqH7U",PT30S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,24251,1779,0,174,,,,
youtube#video,tjagPET1GTfoCbIhhVFZp0MP46A,gq5nI4yrGEs,2016-04-18T22:25:26Z,UCtqv5jYLtxg4xaAN-IMnPXQ,*** Apology Video *** Johnny Depp and Amber Heard release apology video,"Johnny Depp and Amber Heard release Pistol and Boo apology video, Barnaby Joyce says it reinforces laws

Deputy Prime Minister Barnaby Joyce says he hopes a video released by Hollywood star Johnny Depp and his wife reinforces that Australia's biosecurity laws are not ""a joke"".

Mr Joyce has shared the pro-quarantine video on his Facebook page, following Amber Heard's court appearance in Queensland.",https://i.ytimg.com/vi/gq5nI4yrGEs/default.jpg,120,90,https://i.ytimg.com/vi/gq5nI4yrGEs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gq5nI4yrGEs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gq5nI4yrGEs/sddefault.jpg,640.0,480.0,,,,Cyber Studio,"['Johnny', 'Depp', 'Amber', 'Heard', 'Austrailia', 'Strange', 'Video', 'Animals', 'Pistol and Boo', 'Barnaby Joyce', 'Prime Minister']",22,none,*** Apology Video *** Johnny Depp and Amber Heard release apology video,"Johnny Depp and Amber Heard release Pistol and Boo apology video, Barnaby Joyce says it reinforces laws

Deputy Prime Minister Barnaby Joyce says he hopes a video released by Hollywood star Johnny Depp and his wife reinforces that Australia's biosecurity laws are not ""a joke"".

Mr Joyce has shared the pro-quarantine video on his Facebook page, following Amber Heard's court appearance in Queensland.",PT43S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,215,0,0,2,,en-GB,,
youtube#video,e7poVBIuq7TM1TZAP3Nnq9e3F34,j4_S1yME6tI,2021-03-23T21:40:01Z,UCAk03rcNVtLK1_LlgRTOh2w,Johnny Depp's SECURITY Guard MALCOLM CONNOLLY Witness Statement,"In this witness statement Johnny Depp's security guard Malcolm Connolly confirms that Amber Heard was the abuser in the relationship and says she lied about the Australia incident in which Johnny Depp had his finger severed.

Join this channel to get access to perks:
https://www.youtube.com/channel/UCAk03rcNVtLK1_LlgRTOh2w/join

TubeBuddy - https://www.tubebuddy.com/StevieJReviews 

Art Of Elysium Donation Page - https://www.pledge.to/the-art-of-elysium

Justice For Johnny Depp T-Shirts (Proceeds Go To Charity):
Design 1 - https://t.co/uYcnDh9eBj?amp=1
Design 2 - https://t.co/hDmQ0wicKE?amp=1
Design 3 - https://t.co/LqMeOIdMJE?amp=1
Design 4 - https://t.co/LKTEqqDxhg?amp=1

Thanks for watching!!

Hit that Subscribe Button for more News & Entertainment.

Website - https://steviejraw.com/ 

Patreon support- https://www.patreon.com/user?u=21166375

Have an awesome day!

Let’s connect:

Instagram – Stevie_j_Raw

Twitter - https://twitter.com/StevieJRaw

Facebook - https://www.facebook.com/steviej.raw.3

Email - contact@steviejraw.com

THANKS FOR WATCHING!!
#JusticeForJohnnyDepp #JohnnyDepp #AmberHeard",https://i.ytimg.com/vi/j4_S1yME6tI/default.jpg,120,90,https://i.ytimg.com/vi/j4_S1yME6tI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/j4_S1yME6tI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/j4_S1yME6tI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/j4_S1yME6tI/maxresdefault.jpg,1280.0,720.0,Stevie J Raw,"['stevie j raw', ""Johnny Depp's SECURITY Guard MALCOLM CONNOLLY Witness Statement"", 'MALCOLM CONNOLLY Witness Statement', ""Johnny Depp's SECURITY Guard MALCOLM CONNOLLY"", ""Johnny Depp's SECURITY Guard"", 'johnny depp amber heard', 'amber heard johnny depp', 'johnny depp malcolm connolly', 'johnny depp', 'malcolm connolly', 'amber heard', 'depp security guard', 'amber heard is a liar', 'amber heard lies', 'johnny depp ngn', 'stevie j raw johnny depp', 'johnny depp news', 'johnny depp uk appeal']",24,none,Johnny Depp's SECURITY Guard MALCOLM CONNOLLY Witness Statement,"In this witness statement Johnny Depp's security guard Malcolm Connolly confirms that Amber Heard was the abuser in the relationship and says she lied about the Australia incident in which Johnny Depp had his finger severed.

Join this channel to get access to perks:
https://www.youtube.com/channel/UCAk03rcNVtLK1_LlgRTOh2w/join

TubeBuddy - https://www.tubebuddy.com/StevieJReviews 

Art Of Elysium Donation Page - https://www.pledge.to/the-art-of-elysium

Justice For Johnny Depp T-Shirts (Proceeds Go To Charity):
Design 1 - https://t.co/uYcnDh9eBj?amp=1
Design 2 - https://t.co/hDmQ0wicKE?amp=1
Design 3 - https://t.co/LqMeOIdMJE?amp=1
Design 4 - https://t.co/LKTEqqDxhg?amp=1

Thanks for watching!!

Hit that Subscribe Button for more News & Entertainment.

Website - https://steviejraw.com/ 

Patreon support- https://www.patreon.com/user?u=21166375

Have an awesome day!

Let’s connect:

Instagram – Stevie_j_Raw

Twitter - https://twitter.com/StevieJRaw

Facebook - https://www.facebook.com/steviej.raw.3

Email - contact@steviejraw.com

THANKS FOR WATCHING!!
#JusticeForJohnnyDepp #JohnnyDepp #AmberHeard",PT5M54S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2466,418,0,69,en,,,
youtube#video,_YkYlldOMcscwmsdiIJpPRYQSR4,KWDxNmaIejg,2020-07-20T14:59:06Z,UCCjkK_Qk9BUytDlAzz0iCZw,"Amber Heard über Johnny Depp: ""Ich hatte Angst, dass er mich umbringt"" | AFP","Schauspielerin Amber Heard hat im Prozess gegen ihren Ex-Mann Johnny Depp ihre Gewaltvorwürfe gegen den Hollywoodstar bestätigt. Sie habe teils Angst gehabt, dass Depp sie umbringen würde, ließ sie zu einem Gerichtstermin in London erklären.

Subscribe to AFP and activate your notifications to get the latest news 🔔
https://www.youtube.com/channel/UCCjkK_Qk9BUytDlAzz0iCZw/?sub_confirmation=1",https://i.ytimg.com/vi/KWDxNmaIejg/default.jpg,120,90,https://i.ytimg.com/vi/KWDxNmaIejg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KWDxNmaIejg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/KWDxNmaIejg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/KWDxNmaIejg/maxresdefault.jpg,1280.0,720.0,AFP Deutschland,"['BERICHT', 'GROSSBRITANNIEN', 'ENGLAND', 'LONDON', 'HOLLYWOOD', 'STAR', 'SCHAUSPIELER', 'SCHAUSPIELERIN', 'JOHNY', 'DEPP', 'AMBER', 'HEARD', 'VORWÜRFE', 'GEWALT', 'DROGEN', 'ALKOHOL', 'PROZESS', 'GERICHT', 'FILM', 'LEUTE', 'AFP', 'NEWS', 'ACTU', 'INFO']",25,none,"Amber Heard über Johnny Depp: ""Ich hatte Angst, dass er mich umbringt"" | AFP","Schauspielerin Amber Heard hat im Prozess gegen ihren Ex-Mann Johnny Depp ihre Gewaltvorwürfe gegen den Hollywoodstar bestätigt. Sie habe teils Angst gehabt, dass Depp sie umbringen würde, ließ sie zu einem Gerichtstermin in London erklären.

Subscribe to AFP and activate your notifications to get the latest news 🔔
https://www.youtube.com/channel/UCCjkK_Qk9BUytDlAzz0iCZw/?sub_confirmation=1",PT1M7S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,94,1,0,,de,,,
youtube#video,lQXlf1R-7rZebii3bZsOlvbgXik,O9yO8ZsNviw,2021-06-20T12:00:07Z,UCDP7FDzkijmGcbGoDdLkm_A,Kollegen verteidigen Johnny Depp gegen Vorwürfe: “Amber Heard wird es bereuen?”,"Kollegen verteidigen Johnny Depp gegen Vorwürfe: “Amber Heard wird es bereuen?”

Bitte klicken Sie auf Abonnieren des Kanals. Ich werde Ihnen berührende und wahre Geschichten über das Leben, die Liebe und mehr bringen.
Vielen Dank, dass Sie sich das Video angesehen haben !",https://i.ytimg.com/vi/O9yO8ZsNviw/default.jpg,120,90,https://i.ytimg.com/vi/O9yO8ZsNviw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/O9yO8ZsNviw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/O9yO8ZsNviw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/O9yO8ZsNviw/maxresdefault.jpg,1280.0,720.0,stacieluvsterrell08,,22,none,Kollegen verteidigen Johnny Depp gegen Vorwürfe: “Amber Heard wird es bereuen?”,"Kollegen verteidigen Johnny Depp gegen Vorwürfe: “Amber Heard wird es bereuen?”

Bitte klicken Sie auf Abonnieren des Kanals. Ich werde Ihnen berührende und wahre Geschichten über das Leben, die Liebe und mehr bringen.
Vielen Dank, dass Sie sich das Video angesehen haben !",PT2M40S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,16,0,0,0,,,,
youtube#video,hGqG3u8GztzY5p4PRX5-jYR_vPA,PeLLrQVk-gE,2013-08-03T05:54:25Z,UCtv5uN0HloDJuFA0xsINryg,JOHNNY DEPP & AMBER HEARD - WITH OR WITHOUT YOU,"I really love this couple!!!!! I wish them the best!!!!
P.S. F**K all the haters!!!!!!",https://i.ytimg.com/vi/PeLLrQVk-gE/default.jpg,120,90,https://i.ytimg.com/vi/PeLLrQVk-gE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/PeLLrQVk-gE/hqdefault.jpg,480,360,,,,,,,Andrea Palacios,"['johnny', 'depp', 'amber', 'heard']",24,none,JOHNNY DEPP & AMBER HEARD - WITH OR WITHOUT YOU,"I really love this couple!!!!! I wish them the best!!!!
P.S. F**K all the haters!!!!!!",PT1M20S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,9498,47,0,4,,,,ytAgeRestricted
youtube#video,JVZrYDC8Ps7Ee6C1dNpEVgkHz24,SQ96iIyNXUo,2020-07-22T16:10:49Z,UCG2QYlhnYYxksvv6ve11ijw,Amber Heard says she was a “HOSTAGE” with Johnny Depp !!,"The Johnny Depp vs Amber Heard case continues. 
Amber Heard claims Johnny Depp had her “Hostage” while on the set of Pirates of the Caribbean.",https://i.ytimg.com/vi/SQ96iIyNXUo/default.jpg,120,90,https://i.ytimg.com/vi/SQ96iIyNXUo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/SQ96iIyNXUo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/SQ96iIyNXUo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/SQ96iIyNXUo/maxresdefault.jpg,1280.0,720.0,Rob's Rules,"['amber heard', 'amber heard court', 'amber heard johnny depp', 'amber heard vs johnny depp', 'court case', 'johnny depp', 'johnny depp amber heard', 'johnny depp amber heard fight', 'johnny depp trial', 'pirates of the caribbean', 'johnny depp amber heard trial', 'johnny depp court case', 'the sun', 'threatened to kill', 'kate moss', 'united kingdom', 'johnny depp and amber heard', 'johnny depp the sun', 'johnny depp amber', 'johnny depp 2020', 'james franco.', 'winona ryder', 'celeb news', 'hollywood couples']",24,none,Amber Heard says she was a “HOSTAGE” with Johnny Depp !!,"The Johnny Depp vs Amber Heard case continues. 
Amber Heard claims Johnny Depp had her “Hostage” while on the set of Pirates of the Caribbean.",PT7M36S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,415,,0,11,en,,,
youtube#video,XdQD7dQZbX647eCLapM4fwfwpxk,SUubEYAWcr4,2016-06-21T20:15:07Z,UCdFlXPpXaptk8zfyfWX_iwg,Amber Heard está animada para completar 30 anos (LEGENDADO PT/BR),"Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/

Confira mais vídeos legendados: https://vimeo.com/amberheardbr",https://i.ytimg.com/vi/SUubEYAWcr4/default.jpg,120,90,https://i.ytimg.com/vi/SUubEYAWcr4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/SUubEYAWcr4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/SUubEYAWcr4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/SUubEYAWcr4/maxresdefault.jpg,1280.0,720.0,Amber Heard Brasil,"['amber heard', 'amber heard legendado', 'amber heard brasil']",22,none,Amber Heard está animada para completar 30 anos (LEGENDADO PT/BR),"Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/

Confira mais vídeos legendados: https://vimeo.com/amberheardbr",PT56S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,304,4,0,0,,,,
youtube#video,pSX0mWCwNuQ1Bmnt0HyHYFhBrac,tw6V23Sb-kw,2016-03-18T05:19:15Z,UCQil59R8hTsiQ5zoII7fnSw,Amber Heard Confirmed For Mera,"Its Comics(Chris2Digit) Is A YouTube Channel That Does Videos About Comics,Movies,And More                                                 

-Instagram-http://instagram.com/chris2digit/

-Twitter-https://twitter.com/chris2digit

-Subscribe-www.youtube.com/chris2digit

-Be Sure To Hit That Like Button

-Comment Below

-Subcribe For More Content

Share To Your Freinds",https://i.ytimg.com/vi/tw6V23Sb-kw/default.jpg,120,90,https://i.ytimg.com/vi/tw6V23Sb-kw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/tw6V23Sb-kw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/tw6V23Sb-kw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/tw6V23Sb-kw/maxresdefault.jpg,1280.0,720.0,Its Comics!,"['mera', 'amber heard', 'johnny depp', 'justice league', 'aquaman', 'amber heard mera', 'jason mamoa', 'superman', 'batman', 'dawn of justice', 'batman v superman', 'batman vs superman', 'wonder woman', 'gal gadot', 'aquaman trailer', 'bvs trailer', 'batman superman', 'wonder woman trailer', 'wonder woman batman', 'wonder woman vs', 'wonder woman movie', 'batman movie', 'batman arkham', 'superman vs', 'superman batman', 'worlds finest', 'batman superman trailer', 'henry cavill', 'ben affleck', 'lex luthor superman', 'dc comics']",24,none,Amber Heard Confirmed For Mera,"Its Comics(Chris2Digit) Is A YouTube Channel That Does Videos About Comics,Movies,And More                                                 

-Instagram-http://instagram.com/chris2digit/

-Twitter-https://twitter.com/chris2digit

-Subscribe-www.youtube.com/chris2digit

-Be Sure To Hit That Like Button

-Comment Below

-Subcribe For More Content

Share To Your Freinds",PT3M2S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,178,,0,0,,,,
youtube#video,fF9VhEIw3_QL6LlFlp-2RsvHdWY,uu6fcIWDEG0,2016-02-23T03:53:41Z,UC4GfN7q1C1m0z6cf2NkMg2w,X17 EXCLUSIVE - Vanessa Paradis Arrives In L.A. Amid Amber Heard Pregnancy Reports,"Monday, February 22, 2016 - Vanessa Paradis is dressed casual for air travel as usual as she arrives in Los Angeles, CA amid reports that ex Johnny Depp and new wife Amber Heard are expecting their first child.

For all the latest Celebrity Gossip, Entertainment News and the best Paparazzi Photos and Video, check us out on http://X17online.com

Get social with X17 Online!:
Follow us on Twitter!: https://twitter.com/x17online
Like us on Facebook!: https://www.facebook.com/x17online

Subscribe to our YouTube channel!:
https://www.youtube.com/user/X17onlineVideo",https://i.ytimg.com/vi/uu6fcIWDEG0/default.jpg,120,90,https://i.ytimg.com/vi/uu6fcIWDEG0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/uu6fcIWDEG0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/uu6fcIWDEG0/sddefault.jpg,640.0,480.0,,,,X17onlineVideo,"['X17online Celebrity X17 X17video Entertainment Gossip', 'Reality TV', 'Vanessa Paradis', 'LA', 'Amber Heard', 'Johnny Depp', 'partner', 'sunglasses']",24,none,X17 EXCLUSIVE - Vanessa Paradis Arrives In L.A. Amid Amber Heard Pregnancy Reports,"Monday, February 22, 2016 - Vanessa Paradis is dressed casual for air travel as usual as she arrives in Los Angeles, CA amid reports that ex Johnny Depp and new wife Amber Heard are expecting their first child.

For all the latest Celebrity Gossip, Entertainment News and the best Paparazzi Photos and Video, check us out on http://X17online.com

Get social with X17 Online!:
Follow us on Twitter!: https://twitter.com/x17online
Like us on Facebook!: https://www.facebook.com/x17online

Subscribe to our YouTube channel!:
https://www.youtube.com/user/X17onlineVideo",PT1M,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,14424,19,0,2,en,en,,
youtube#video,VMQNQLD5LXq11n_7ivdTYzHlGWg,VRr5NIftbXg,2019-04-12T11:17:51Z,UCdSfP_H63IWNJb0TGN4tohw,"Amber Heard Vs Johnny Depp/ ""Ha abusato di me per anni, temevo mi uccidesse""","Amber Heard Vs Johnny Depp/ ""Ha abusato di me per anni, temevo mi uccidesse"" 
12.04.2019 - Hedda Hopper foto Piergiorgio Pirrone - LaPresse 04 09 2015 Lido di Venezia - 72esima mostra d'arte cinematografica di Venezia Premiere del film Black mass Sembra ormai una soap che non avrà mai fine quella che lega Amber Heard e Johnny Depp e più passa il tempo e più la questione diven... 
#Amber #Heard #Vs #Johnny #Depp/ #Ha #abusato #di #me #per #anni #temevo #mi #uccidesse",https://i.ytimg.com/vi/VRr5NIftbXg/default.jpg,120,90,https://i.ytimg.com/vi/VRr5NIftbXg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/VRr5NIftbXg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/VRr5NIftbXg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/VRr5NIftbXg/maxresdefault.jpg,1280.0,720.0,Notizie di intrattenimento italiane,"['noticias', 'Amber', 'Heard', 'Vs', 'Johnny', 'Depp/', 'Ha', 'abusato', 'di', 'me', 'per', 'anni', 'temevo', 'mi', 'uccidesse', 'Amber Heard', 'Heard Vs', 'Vs Johnny', 'Amber Heard Vs Johnny Depp/']",22,none,"Amber Heard Vs Johnny Depp/ ""Ha abusato di me per anni, temevo mi uccidesse""","Amber Heard Vs Johnny Depp/ ""Ha abusato di me per anni, temevo mi uccidesse"" 
12.04.2019 - Hedda Hopper foto Piergiorgio Pirrone - LaPresse 04 09 2015 Lido di Venezia - 72esima mostra d'arte cinematografica di Venezia Premiere del film Black mass Sembra ormai una soap che non avrà mai fine quella che lega Amber Heard e Johnny Depp e più passa il tempo e più la questione diven... 
#Amber #Heard #Vs #Johnny #Depp/ #Ha #abusato #di #me #per #anni #temevo #mi #uccidesse",PT1M51S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,15,0,0,0,,,,
youtube#video,5-x9QHT6QJF0MLsgD2UQ8CKq28E,V_WElTUTPmg,2018-10-19T11:28:14Z,UCvzTwmUZASR83s2jm0VdRRA,"Aquaman Official Extended Trailer (2018) | Jason Momoa, Amber Heard, Willem Dafoe","Aquaman is the king of all things aqua. He can breathe underwater, swim at tremendous speeds, and telepathically communicate with sea life. Being able to withstand ocean depths, he gets bonus points on land with his superhuman strength, enhanced senses, and nearly impenetrable skin.

Aquaman releases in theaters December 21.",https://i.ytimg.com/vi/V_WElTUTPmg/default.jpg,120,90,https://i.ytimg.com/vi/V_WElTUTPmg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/V_WElTUTPmg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/V_WElTUTPmg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/V_WElTUTPmg/maxresdefault.jpg,1280.0,720.0,fight for life,"['aquaman', 'aquaman extended trailer', 'aquaman movie', 'aquaman extended trailer reaction', 'jason momoa', 'justice league', 'trailer', 'aquaman trailer', 'movie', 'aquaman extended video', 'aquaman official trailer', 'aquaman sdcc', 'aquaman dc', 'aquaman death', 'nicole kidman', 'amber heard', 'aquaman powers', 'james wan', 'patrick wilson', 'aquaman explained', 'black manta', 'aquaman jason momoa', 'aquaman review', 'aquaman extended', 'aquaman trailer breakdown', 'atlantis', 'aquaman scene', 'dc comics']",24,none,"Aquaman Official Extended Trailer (2018) | Jason Momoa, Amber Heard, Willem Dafoe","Aquaman is the king of all things aqua. He can breathe underwater, swim at tremendous speeds, and telepathically communicate with sea life. Being able to withstand ocean depths, he gets bonus points on land with his superhuman strength, enhanced senses, and nearly impenetrable skin.

Aquaman releases in theaters December 21.",PT5M18S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,25,1,0,0,,,,
youtube#video,H2dg83HmRWSRwDLrb-Kt8FXaUk4,xuPVhAy13Og,2020-02-11T20:26:18Z,UCWTLmbR7VumgOjTSDgedjwQ,La Taberna Geek 144   La Taberna de Amber Heard,"Patreon:_______ www.patreon.com/latabernageek
Facebook:_____ https://www.facebook.com/TheGeekInsiderMagazine/
Twitter: ________ @TheGeekInsiderM
Instagram: _____ @the_geek_insider
iVoox:__________ http://www.ivoox.com/podcast-taberna-geek_sq_f1279847_1.html

Únete a los grupos que tenemos: en Facebook y Telegram búscanos como La Taberna Geek.

Esta semana en #LaTabernaGeek, hablamos un poco de #BirdsOfPrey y qué nos pareció (hablamos sólo un poco porque la siguiente semana que venga el Perrín no queremos repetir todo otra vez eda…).

También destruimos a Tod@s Caen y hablamos de Cindy la Regia (adivinen quien se animó a verlas pa’ variar).

También Esteban nos platica de la serie #TheOusider de HBO.

La compañía creadora de las #RealDolls ahora nos trae estos muñecotes que cuentan con 30 cm de talento.

Y en #ElTrenDelMame hablamos de la escandala de violencia domestica entre Amber Heard y Jhonny Depp ahora que han salido pruebas en donde se evidencia que Amber también le soltó sus moquetasos al Jhonny. 
Las redes sociales que en un momento defendieron a Amber y condenaron a Jhonny están nuevamente divididas.

Esto y mucho más en su Taberna Geek favorita. Pásele con confianza.

#BirdsOfPrey
#CindyLaRegia
#TheOutsider
#AmberHeard
#JhonnyDepp",https://i.ytimg.com/vi/xuPVhAy13Og/default.jpg,120,90,https://i.ytimg.com/vi/xuPVhAy13Og/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xuPVhAy13Og/hqdefault.jpg,480,360,https://i.ytimg.com/vi/xuPVhAy13Og/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/xuPVhAy13Og/maxresdefault.jpg,1280.0,720.0,The Geek Insider,"['La Taberna Geek', 'The Geek Insider', 'Esteban Gil', 'Perro Eduardog', 'Arturo Arambula', 'Shrektor Krum', 'TheGeek Insider']",1,none,La Taberna Geek 144   La Taberna de Amber Heard,"Patreon:_______ www.patreon.com/latabernageek
Facebook:_____ https://www.facebook.com/TheGeekInsiderMagazine/
Twitter: ________ @TheGeekInsiderM
Instagram: _____ @the_geek_insider
iVoox:__________ http://www.ivoox.com/podcast-taberna-geek_sq_f1279847_1.html

Únete a los grupos que tenemos: en Facebook y Telegram búscanos como La Taberna Geek.

Esta semana en #LaTabernaGeek, hablamos un poco de #BirdsOfPrey y qué nos pareció (hablamos sólo un poco porque la siguiente semana que venga el Perrín no queremos repetir todo otra vez eda…).

También destruimos a Tod@s Caen y hablamos de Cindy la Regia (adivinen quien se animó a verlas pa’ variar).

También Esteban nos platica de la serie #TheOusider de HBO.

La compañía creadora de las #RealDolls ahora nos trae estos muñecotes que cuentan con 30 cm de talento.

Y en #ElTrenDelMame hablamos de la escandala de violencia domestica entre Amber Heard y Jhonny Depp ahora que han salido pruebas en donde se evidencia que Amber también le soltó sus moquetasos al Jhonny. 
Las redes sociales que en un momento defendieron a Amber y condenaron a Jhonny están nuevamente divididas.

Esto y mucho más en su Taberna Geek favorita. Pásele con confianza.

#BirdsOfPrey
#CindyLaRegia
#TheOutsider
#AmberHeard
#JhonnyDepp",PT2H1M10S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,120,9,0,5,es-419,,,
