kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultLanguage,snippet.defaultAudioLanguage,contentDetails.contentRating.ytRating
youtube#video,8gcyL4CFvTsFMjMZT8PdD4xqYms,f-R5p1YVD5A,2021-07-07T12:26:53Z,UCyQl4sP-sxyl6v8vggPOItA,"Hollywood crush list Gal Gadot,Scarlett Johansson,Sophie Turner and Amber Heard etc #shorts",,https://i.ytimg.com/vi/f-R5p1YVD5A/default.jpg,120,90,https://i.ytimg.com/vi/f-R5p1YVD5A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/f-R5p1YVD5A/hqdefault.jpg,480,360,,,,,,,Smart Shorts,22,none,"Hollywood crush list Gal Gadot,Scarlett Johansson,Sophie Turner and Amber Heard etc #shorts",,PT43S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,211,,0,1,,,,
youtube#video,gR3Cf7ZHGA2n-1C97imw405aTjE,FNFrk9ulVLk,2021-12-02T20:26:16Z,UC2b5oo_C9ezUME61t6aGXIQ,I've been thinking about these things for a long time.,"2016
The Adderall Diaries

DIRECTED BY
Pamela Romanowsky

STARRING
James Franco
Amber Heard
Ed Harris
Christian Slater
and Cynthia Nixon

THE TRUTH IS A MOTHERF_CKER
Based on the bestselling memoir by Stephen Elliott, The Adderall Diaries is the gripping and complex story of how an author’s fascination with a high-profile murder case leads him to come to terms with his troubled past while embarking on a potentially life-changing romance in the present.

James Franco plays Stephen Elliot, a once-successful novelist paralyzed by writer's block and an escalating Adderall dependency, who becomes obsessed with a high-profile murder case as a way to escape his personal troubles. His interest leads him to meet Lana Edmond (Amber Heard), a smart, sexy reporter who gives him unique access to the case. As their relationship takes off, Stephen is suddenly thrust back into the past when his father (Ed Harris), a cruel and vindictive man, shows up to challenge the veracity of the memoir Stephen is writing. As Stephen simultaneously delves into the details of the murder case (which turns out to have some unexpected parallels to his own troubled upbringing) and reunites with his estranged father, he is forced to separate truth from lies and fact from fiction—ultimately leading him to finally reconcile his past and confront his future.

I DO NOT OWN THIS VIDEO.
© Rabbit Bandini Productions & Windowseat Films

SUBSCRIBE
https://bit.ly/stagnansi

FOLLOW
https://instagram.com/stagnansi
https://twitter.com/stagnansi
https://facebook.com/stagnansi
https://pinterest.com/stagnansi",https://i.ytimg.com/vi/FNFrk9ulVLk/default.jpg,120,90,https://i.ytimg.com/vi/FNFrk9ulVLk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FNFrk9ulVLk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FNFrk9ulVLk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/FNFrk9ulVLk/maxresdefault.jpg,1280.0,720.0,stagnansi,1,none,I've been thinking about these things for a long time.,"2016
The Adderall Diaries

DIRECTED BY
Pamela Romanowsky

STARRING
James Franco
Amber Heard
Ed Harris
Christian Slater
and Cynthia Nixon

THE TRUTH IS A MOTHERF_CKER
Based on the bestselling memoir by Stephen Elliott, The Adderall Diaries is the gripping and complex story of how an author’s fascination with a high-profile murder case leads him to come to terms with his troubled past while embarking on a potentially life-changing romance in the present.

James Franco plays Stephen Elliot, a once-successful novelist paralyzed by writer's block and an escalating Adderall dependency, who becomes obsessed with a high-profile murder case as a way to escape his personal troubles. His interest leads him to meet Lana Edmond (Amber Heard), a smart, sexy reporter who gives him unique access to the case. As their relationship takes off, Stephen is suddenly thrust back into the past when his father (Ed Harris), a cruel and vindictive man, shows up to challenge the veracity of the memoir Stephen is writing. As Stephen simultaneously delves into the details of the murder case (which turns out to have some unexpected parallels to his own troubled upbringing) and reunites with his estranged father, he is forced to separate truth from lies and fact from fiction—ultimately leading him to finally reconcile his past and confront his future.

I DO NOT OWN THIS VIDEO.
© Rabbit Bandini Productions & Windowseat Films

SUBSCRIBE
https://bit.ly/stagnansi

FOLLOW
https://instagram.com/stagnansi
https://twitter.com/stagnansi
https://facebook.com/stagnansi
https://pinterest.com/stagnansi",PT1M41S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,54,1,0,0,"['the adderall diaries', 'true deception', 'a24', 'james franco']",en,en-US,
youtube#video,0zrWzT_Cx7sVw3Sj6L6tVl8pZt0,g5BdID1TLNs,2021-09-19T17:24:28Z,UCy8YFzbkvYTQOQxjgE3UTBQ,David Anderson Thinks Rape is Rad!! (The Amber Heard Playlist!!),https://www.youtube.com/watch?v=Q_49iWYE37c,https://i.ytimg.com/vi/g5BdID1TLNs/default.jpg,120,90,https://i.ytimg.com/vi/g5BdID1TLNs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/g5BdID1TLNs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/g5BdID1TLNs/sddefault.jpg,640.0,480.0,,,,The Amber Heard Playlist!!,22,none,David Anderson Thinks Rape is Rad!! (The Amber Heard Playlist!!),https://www.youtube.com/watch?v=Q_49iWYE37c,PT7M,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,18,1,0,,,,,
youtube#video,VYE3TTx5a6y0fesEwALV1pvr8vU,gFKcUPPRM8Y,2017-11-22T13:34:24Z,UCwEDGPu-JCXZpOjiuW5bpXg,"Amber heard sai com ex, e a imprensa aposta em reconciliação","Amber heard sai com ex, e a imprensa aposta em reconciliação . Amber Heard foi vista em um restaurante este fim  ana com o ex, Elon Musk, e a imprensa americana começou a suspeitar sobre uma reconciliação. O ex-casal tomou café-da-manhã junto, mas  acordo com fon...

Watch vio good: https://goo.gl/ZEfYuN",https://i.ytimg.com/vi/gFKcUPPRM8Y/default.jpg,120,90,https://i.ytimg.com/vi/gFKcUPPRM8Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gFKcUPPRM8Y/hqdefault.jpg,480,360,,,,,,,BRAZIL HEALTH,25,none,"Amber heard sai com ex, e a imprensa aposta em reconciliação","Amber heard sai com ex, e a imprensa aposta em reconciliação . Amber Heard foi vista em um restaurante este fim  ana com o ex, Elon Musk, e a imprensa americana começou a suspeitar sobre uma reconciliação. O ex-casal tomou café-da-manhã junto, mas  acordo com fon...

Watch vio good: https://goo.gl/ZEfYuN",PT1M33S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,3,0,0,0,"['amber heard', 'elon musk']",,,
youtube#video,q6OjRs1FssfA8eug74EdkNn-qwQ,HCh5lYtbJ8g,2017-09-11T10:42:02Z,UCgEIWHy1ziq-t86r3Pw-8BQ,Webinar :Introduction to Amber Kinetics & world's first long-duration energy storage flywheel,"Webinar on Introduction to Amber Kinetics and the world's first long-duration energy storage flywheel.
 
Presenter :
Dr. William Golove, Vice President, Business Development.

About Amber Kinetics Inc.
Founded in anticipation of the enormous worldwide demand for competitively priced, safe, environmentally sustainable, multi-hour energy storage.",https://i.ytimg.com/vi/HCh5lYtbJ8g/default.jpg,120,90,https://i.ytimg.com/vi/HCh5lYtbJ8g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HCh5lYtbJ8g/hqdefault.jpg,480,360,https://i.ytimg.com/vi/HCh5lYtbJ8g/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/HCh5lYtbJ8g/maxresdefault.jpg,1280.0,720.0,INDIA SMART GRID FORUM,22,none,Webinar :Introduction to Amber Kinetics & world's first long-duration energy storage flywheel,"Webinar on Introduction to Amber Kinetics and the world's first long-duration energy storage flywheel.
 
Presenter :
Dr. William Golove, Vice President, Business Development.

About Amber Kinetics Inc.
Founded in anticipation of the enormous worldwide demand for competitively priced, safe, environmentally sustainable, multi-hour energy storage.",PT41M50S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,True,3200,54,0,0,"['amber kinetics', 'isgf', 'india', 'smart grid', 'smart city', 'isgw', 'reji pillai', 'energy storage', 'flywheel', 'electric vehicle', 'transportation']",,en-GB,
youtube#video,iyb8BXStvj91uGZAAotsizFrndM,HVTCCG4waH4,2016-08-26T02:26:36Z,UCrJ46-wa3N3-levCzF2yjvg,Leaked video of Johnny Depp throwing iPhone,"FOLLOW ME:

twitter.com/YoutuberMissCel


A leaked video from Amber Heard's iPhone shows estranged husband Johnny Depp verbally abusing her and throwing her cellphone.",https://i.ytimg.com/vi/HVTCCG4waH4/default.jpg,120,90,https://i.ytimg.com/vi/HVTCCG4waH4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HVTCCG4waH4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/HVTCCG4waH4/sddefault.jpg,640.0,480.0,,,,Miss Cellaneous's Entertainment,24,none,Leaked video of Johnny Depp throwing iPhone,"FOLLOW ME:

twitter.com/YoutuberMissCel


A leaked video from Amber Heard's iPhone shows estranged husband Johnny Depp verbally abusing her and throwing her cellphone.",PT7M22S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,3951,15,0,6,"['johnny depp', 'amber heard', 'johnny depp throws iphone', 'amber heard abuse', 'johnny depp divorce', 'johnny depp accuses amber heard', 'celebrity divorce', 'TMZ']",,en,
youtube#video,uDH5atwCstzHgCDFh4d3heb5Nh4,ixqdGnmu73g,2021-06-29T12:09:00Z,UCpymIZB-pt_UTYJG4mFNaCg,Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins,"Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp

thanks for watching, Please like, share and Subscribe my channel.

My Vlog Channel :-
https://www.youtube.com/channel/UCSWNR865SwVxRNBQo0AGmrQ

Website:-
https://nepotisminbollywood3.blogspot.com/

Contact info :-
 Instagram : newsbea123
 Youtube : https://www.youtube.com/channel/UCpymIZB-pt_UTYJG4mFNaCg
 Website:  https://nepotisminbollywood3.blogspot.com/


read this news visit site - https://nepotisminbollywood3.blogspot.com/

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for 'Fair Use' 
for purposes such as criticism, csomment, news reporting, teaching, scholarship, and research, 
Fair use is a permitted by copyright statute that might otherwise be infringing, 
Non-profit, educational or personal use tips the balance in favor of fair use


Boya M1 Mic  :- https://amzn.to/35q0ZSh
mobile       :-realme 8 5G (8 GB RAM, 128GB ROM)-https://amzn.to/3vYWEBk
Laptop       :- https://amzn.to/3gCnQiD 
Hand free    :- https://amzn.to/3wuCsqV
Ring Light   :- https://amzn.to/3wzWnF6
R.light Tripod :- https://amzn.to/3wuCTBz
Smart LED Bulb  :- https://amzn.to/3zt9fyL


#newsbea    #hollywood news

Please don’t Forget to Like, Share & Subscribe



#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp

#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp

#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp

#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp",https://i.ytimg.com/vi/ixqdGnmu73g/default.jpg,120,90,https://i.ytimg.com/vi/ixqdGnmu73g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ixqdGnmu73g/hqdefault.jpg,480,360,,,,,,,Newsbea,25,none,Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins,"Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp

thanks for watching, Please like, share and Subscribe my channel.

My Vlog Channel :-
https://www.youtube.com/channel/UCSWNR865SwVxRNBQo0AGmrQ

Website:-
https://nepotisminbollywood3.blogspot.com/

Contact info :-
 Instagram : newsbea123
 Youtube : https://www.youtube.com/channel/UCpymIZB-pt_UTYJG4mFNaCg
 Website:  https://nepotisminbollywood3.blogspot.com/


read this news visit site - https://nepotisminbollywood3.blogspot.com/

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for 'Fair Use' 
for purposes such as criticism, csomment, news reporting, teaching, scholarship, and research, 
Fair use is a permitted by copyright statute that might otherwise be infringing, 
Non-profit, educational or personal use tips the balance in favor of fair use


Boya M1 Mic  :- https://amzn.to/35q0ZSh
mobile       :-realme 8 5G (8 GB RAM, 128GB ROM)-https://amzn.to/3vYWEBk
Laptop       :- https://amzn.to/3gCnQiD 
Hand free    :- https://amzn.to/3wuCsqV
Ring Light   :- https://amzn.to/3wzWnF6
R.light Tripod :- https://amzn.to/3wuCTBz
Smart LED Bulb  :- https://amzn.to/3zt9fyL


#newsbea    #hollywood news

Please don’t Forget to Like, Share & Subscribe



#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp

#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp

#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp

#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp
#Fans trend #JusticeForJohnnyDepp to protest against Amber Heard as Aquaman 2 shooting begins #JusticeForJohnnyDepp",PT1M58S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,5,0,0,0,"['fans trend', 'justice for johnny depp', 'protest against', 'amber', 'heard']",,,
youtube#video,y-UDRgY4VLtu8QSOkuJchaZVUNU,nDy38TD2_TU,2018-09-03T20:00:02Z,UC8El-KamqNxKQg-r15BmIxw,"""Siempre he acudido a la comida por consuelo"" | Kilos Mortales |  TLC Latinoamérica","Para ser considerada para la cirugía que la ayudará a perder peso, Amber tendrá que cambiar su rutina y necesitará volverse pro-activa.
Suscríbete para ver más TLC Latinoamérica: https://www.youtube.com/c/DiscoveryHH
Visita nuestra página oficial: http://bit.ly/HH_Latam
 
Síguenos en Facebook: https://www.facebook.com/TLCTV
Síguenos en Instagram: https://www.instagram.com/tlc_latam/?hl=es-la
 
DISCOVERY LATINOAMÉRICA – TODOS LOS DERECHOS RESERVADOS.",https://i.ytimg.com/vi/nDy38TD2_TU/default.jpg,120,90,https://i.ytimg.com/vi/nDy38TD2_TU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/nDy38TD2_TU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/nDy38TD2_TU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/nDy38TD2_TU/maxresdefault.jpg,1280.0,720.0,Discovery Home & Health,24,none,"""Siempre he acudido a la comida por consuelo"" | Kilos Mortales |  TLC Latinoamérica","Para ser considerada para la cirugía que la ayudará a perder peso, Amber tendrá que cambiar su rutina y necesitará volverse pro-activa.
Suscríbete para ver más TLC Latinoamérica: https://www.youtube.com/c/DiscoveryHH
Visita nuestra página oficial: http://bit.ly/HH_Latam
 
Síguenos en Facebook: https://www.facebook.com/TLCTV
Síguenos en Instagram: https://www.instagram.com/tlc_latam/?hl=es-la
 
DISCOVERY LATINOAMÉRICA – TODOS LOS DERECHOS RESERVADOS.",PT4M21S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,3871513,20602,0,852,"['amber kilos mortales', 'kilos mortales programa de discovery', 'programa de discovery channel kilos mortales', 'amber 300 kilos', 'ver programas de tlc gratis', 'programa sobre obesidad', 'comida por consuelo', 'cirugía para perder peso', 'perder peso', 'programas de tlc latinoamérica', 'ver programas de tlc en español', '600ib', 'amber de kilos mortales', 'tlc en america latina', 'programa kilos mortales ver en youtube', 'bypass gástrico', 'tlc en español ver programas online', 'tlcl']",,en-US,
youtube#video,viiOyOS8penXLdr2n4Dpl60s-ho,nwot1eV4dfs,2020-09-06T13:29:58Z,UCC3E1h_3vZLainIE-cHDw_g,Camiye Sütyensiz Giren Amber Heard,"Amber Heard, İstanbul'da tarihi yarımadayı gezerken cami ziyaretinde sütyen giymemesi ve başörtüsünü sadece aksesuar olarak taktığı iddia edilerek sosyal medya kullanıcıları tarafından linç edilmiş.",https://i.ytimg.com/vi/nwot1eV4dfs/default.jpg,120,90,https://i.ytimg.com/vi/nwot1eV4dfs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/nwot1eV4dfs/hqdefault.jpg,480,360,,,,,,,Aleyna,24,none,Camiye Sütyensiz Giren Amber Heard,"Amber Heard, İstanbul'da tarihi yarımadayı gezerken cami ziyaretinde sütyen giymemesi ve başörtüsünü sadece aksesuar olarak taktığı iddia edilerek sosyal medya kullanıcıları tarafından linç edilmiş.",PT1M1S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,8753,11,0,14,,,,
youtube#video,CMl2mf5huz5dHB5o53DOjIHuQA8,RSWCVWv1zQs,2017-03-20T03:38:14Z,UCYdtO4ldima7twLJFDTPmVQ,rihanna taylor swift violett beane amber heard and melissa benoist with anne hathway,"He creado este vídeo con el Creador de Presentaciones de YouTube (https://www.youtube.com/upload)
this my great footage photo ever with two gif by me
i love this girls are awsome for example
taylor swift and rihanna as sing and acting good
violett beane appear in the flash as jesse qucik is cool
melissa benoist in supergirl she is hot younger awsome smart funny
and anne hathway is the cat in the dark knight rises 
 i hope she can play catwoman in the batman  good luck mr hathway
and amber heard nice acting in action thiller drama 3 days to kill you are sexy
soon im going upoladed about katherine mcnamara or sarah grey or every girl",https://i.ytimg.com/vi/RSWCVWv1zQs/default.jpg,120,90,https://i.ytimg.com/vi/RSWCVWv1zQs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/RSWCVWv1zQs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/RSWCVWv1zQs/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/RSWCVWv1zQs/maxresdefault.jpg,1280.0,720.0,junior dusuchett,22,none,rihanna taylor swift violett beane amber heard and melissa benoist with anne hathway,"He creado este vídeo con el Creador de Presentaciones de YouTube (https://www.youtube.com/upload)
this my great footage photo ever with two gif by me
i love this girls are awsome for example
taylor swift and rihanna as sing and acting good
violett beane appear in the flash as jesse qucik is cool
melissa benoist in supergirl she is hot younger awsome smart funny
and anne hathway is the cat in the dark knight rises 
 i hope she can play catwoman in the batman  good luck mr hathway
and amber heard nice acting in action thiller drama 3 days to kill you are sexy
soon im going upoladed about katherine mcnamara or sarah grey or every girl",PT2M11S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1757,2,0,0,"['supergirl', 'jesse quick']",en,en,
youtube#video,5IEkYH3tHzX0KncTEgfFx-ojGBQ,TDF6eM-Ae1A,2021-03-13T07:03:47Z,UCHaS9-o59dZmgMjy4xQjlPQ,Amber heard 🔥❤#statusvideo #mrtarikbgm,,https://i.ytimg.com/vi/TDF6eM-Ae1A/default.jpg,120,90,https://i.ytimg.com/vi/TDF6eM-Ae1A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/TDF6eM-Ae1A/hqdefault.jpg,480,360,https://i.ytimg.com/vi/TDF6eM-Ae1A/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/TDF6eM-Ae1A/maxresdefault.jpg,1280.0,720.0,Mr Tarik BGM COLLECTION,22,none,Amber heard 🔥❤#statusvideo #mrtarikbgm,,PT7S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,43,8,0,0,,,,
youtube#video,kYSaluT8awTu7LKFcT65w1rSQj4,Tg5JzaeHdXE,2021-03-13T01:34:51Z,UCHEG6fQZtKBf-pzCuzG01Hg,Johnny Depp Has A History Of Paying For Silence!! (Amber Heard Playlist!!),,https://i.ytimg.com/vi/Tg5JzaeHdXE/default.jpg,120,90,https://i.ytimg.com/vi/Tg5JzaeHdXE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Tg5JzaeHdXE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Tg5JzaeHdXE/sddefault.jpg,640.0,480.0,,,,Asshats Love Johnny Depp!! Johnny Depp Es Racista!!,1,none,Johnny Depp Has A History Of Paying For Silence!! (Amber Heard Playlist!!),,PT45S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,30,,0,,,,,
youtube#video,k5lml4oFbonFHLmU3xmds29gNaY,x4eLcm266MM,2021-04-22T10:13:24Z,UCANcI1FGpyzg67dIAR27Mrw,Amber Heard best what's app status,,https://i.ytimg.com/vi/x4eLcm266MM/default.jpg,120,90,https://i.ytimg.com/vi/x4eLcm266MM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/x4eLcm266MM/hqdefault.jpg,480,360,,,,,,,Shaikh Sohel,22,none,Amber Heard best what's app status,,PT26S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,14,3,0,1,,,,ytAgeRestricted
youtube#video,9GO4IOINrHiG_1ZH8ZqdD4tsn54,Xup6JYzne8g,2021-08-16T05:57:57Z,UCZj4WFihP6kS2FwL9aoRvbQ,#status    Johnny Depp and Amber Heard  Status    Captain Jack Sparrow,"#viral 
#newvideo
#youtubechannel
#youtube
#share
#youtubers
#love
#music
#vlog
 #subscribe
#fun
#live
#funny
#comedy
#lol
#fun
#meme
#trending
#memes",https://i.ytimg.com/vi/Xup6JYzne8g/default.jpg,120,90,https://i.ytimg.com/vi/Xup6JYzne8g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Xup6JYzne8g/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Xup6JYzne8g/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Xup6JYzne8g/maxresdefault.jpg,1280.0,720.0,Thug Attitude Rohit,24,none,#status    Johnny Depp and Amber Heard  Status    Captain Jack Sparrow,"#viral 
#newvideo
#youtubechannel
#youtube
#share
#youtubers
#love
#music
#vlog
 #subscribe
#fun
#live
#funny
#comedy
#lol
#fun
#meme
#trending
#memes",PT23S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,154,3,0,0,"['johnny depp', 'carry minati', 'ajay nagar', 'BB Ki Vines', 'Bhuvan Bham', 'Thug Attitude Rohit', 'Thug Attitude', 'latest News', 'Comedy', 'Fun', 'Entertainmaint', 'Enjoy', 'Celebrity', 'Celebrities', '#viral', '#newvideo', '#youtubechannel', '#youtube', '#share', '#youtubers', '#love', '#music', '#vlog', '#subscribe', '#fun', '#live', '#funny', '#comedy', '#lol', '#meme', '#trending', '#memes']",,,
youtube#video,fVkb7cvvHhlLgq7t7mjcjnXmGGI,ZXxQZpHGE9c,2020-07-13T03:17:53Z,UCEOtZuVe8emWLKRzJIkzVow,Sky Williams Lied About Cancer For Money / Amber Heard Releases Staged Photos & Much More!,"7/09/2020

00:00 Depp
11:55 Last of Us
23:02 Sky Williams
32:14 Twitch",https://i.ytimg.com/vi/ZXxQZpHGE9c/default.jpg,120,90,https://i.ytimg.com/vi/ZXxQZpHGE9c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ZXxQZpHGE9c/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ZXxQZpHGE9c/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/ZXxQZpHGE9c/maxresdefault.jpg,1280.0,720.0,QuarterCast,24,none,Sky Williams Lied About Cancer For Money / Amber Heard Releases Staged Photos & Much More!,"7/09/2020

00:00 Depp
11:55 Last of Us
23:02 Sky Williams
32:14 Twitch",PT42M30S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1056,128,0,20,,,,
