kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,contentDetails.regionRestriction.blocked,snippet.defaultAudioLanguage,snippet.defaultLanguage,contentDetails.contentRating.ytRating
youtube#video,GKZnu5zt1Su1P6-4GeDKvAx57No,ARauX-OPjdM,2015-01-20T09:37:33Z,UC51BF1GF4A8rYupf_OzsYsQ,"Johnny Depp and Amber Heard attend the UK premiere of Mortdecai at Empire Leicester Square, London",,https://i.ytimg.com/vi/ARauX-OPjdM/default.jpg,120,90,https://i.ytimg.com/vi/ARauX-OPjdM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ARauX-OPjdM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ARauX-OPjdM/sddefault.jpg,640.0,480.0,JohnnyDeppRussia,"['Mortdecai Johnny Depp (Celebrity) Amber Heard (Celebrity) Empire', 'Leicester Square (Venue)']",22,none,"Johnny Depp and Amber Heard attend the UK premiere of Mortdecai at Empire Leicester Square, London",,PT1M58S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,16740,195,0,20,https://i.ytimg.com/vi/ARauX-OPjdM/maxresdefault.jpg,1280.0,720.0,,,,
youtube#video,MdtSRZoKo0374QRsNn6PPMLBlOA,aY7d5V8GSio,2018-11-26T19:38:34Z,UC1_e6dGlZLAGRjW2Zfq5QkA,Aquaman - World Premiere in London,"Watch the action LIVE from the #Aquaman World Premiere in London, with Jason Momoa, Amber Heard, Patrick Wilson, Dolph Lundgren, and director James Wan.",https://i.ytimg.com/vi/aY7d5V8GSio/default.jpg,120,90,https://i.ytimg.com/vi/aY7d5V8GSio/mqdefault.jpg,320,180,https://i.ytimg.com/vi/aY7d5V8GSio/hqdefault.jpg,480,360,,,,Warner Bros Belgium,"['entertainment', 'film', 'premiere', 'film premiere', 'world premiere', 'Jason Momoa', 'Amber Heard', 'Patrick Wilson', 'Dolph Lundgren', 'James Wan', 'nicole kidman', 'dc', 'aquaman', 'arthur curry']",1,none,Aquaman - World Premiere in London,"Watch the action LIVE from the #Aquaman World Premiere in London, with Jason Momoa, Amber Heard, Patrick Wilson, Dolph Lundgren, and director James Wan.",PT1H4M46S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2205,20,0,0,,,,,,,
youtube#video,uy65YbVnrl37AdxA1P97Asg_BpM,bhGDCMF6xQk,2021-10-09T23:00:18Z,UCTlz4BHE6g6qEVtswlPbsFA,London Fields (Amber Heard & Theo James) - Kissing Scene,"London Fields (Amber Heard & Theo James) - Kissing Scene

Nicola, a clairvoyant femme fatale, lives with a premonition that she will be murdered. However, she begins a love affair with three different men at the same time.

Initial release: September 20, 2018
Director: Mathew Cullen

Amber Heard (Nicola Six)
Theo James (Guy Clinch)

#kissing #love #scene #movie #london #fields #londonfields #amberheard #theojames #romance #makeout #makelove #mystery #thriller",https://i.ytimg.com/vi/bhGDCMF6xQk/default.jpg,120,90,https://i.ytimg.com/vi/bhGDCMF6xQk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bhGDCMF6xQk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/bhGDCMF6xQk/sddefault.jpg,640.0,480.0,FavorScene,"['lovescene', 'makeout', 'makelove', 'kissingscene', 'sexscene', 'kissing', 'scene', 'londonfields', 'london', 'fields', 'amberheard', 'johnnydeep', 'theojames', 'romance', 'romantic', 'mystery', 'thriller']",1,none,London Fields (Amber Heard & Theo James) - Kissing Scene,"London Fields (Amber Heard & Theo James) - Kissing Scene

Nicola, a clairvoyant femme fatale, lives with a premonition that she will be murdered. However, she begins a love affair with three different men at the same time.

Initial release: September 20, 2018
Director: Mathew Cullen

Amber Heard (Nicola Six)
Theo James (Guy Clinch)

#kissing #love #scene #movie #london #fields #londonfields #amberheard #theojames #romance #makeout #makelove #mystery #thriller",PT16S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2954,12,0,0,https://i.ytimg.com/vi/bhGDCMF6xQk/maxresdefault.jpg,1280.0,720.0,,,,
youtube#video,2nmZhsRjngFKV200Gz5QZ6BBgpI,cnyjx6vxxZw,2020-08-18T16:55:05Z,UChdy5576U48jFR_fqy0ib_w,London Fields Bluray Unboxing #londonfields #amberheard #billybobthorton,#londonfields #amberheard #billybobthorton #bluray #seductionfatale #collector 📀📀,https://i.ytimg.com/vi/cnyjx6vxxZw/default.jpg,120,90,https://i.ytimg.com/vi/cnyjx6vxxZw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/cnyjx6vxxZw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/cnyjx6vxxZw/sddefault.jpg,640.0,480.0,Cinema Master 97,,22,none,London Fields Bluray Unboxing #londonfields #amberheard #billybobthorton,#londonfields #amberheard #billybobthorton #bluray #seductionfatale #collector 📀📀,PT1M22S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,43,0,0,0,,,,,,,
youtube#video,Vb3g0LTEg58Z73HHn3rfhIfI8Rc,cyM_z7i0q4M,2013-09-26T23:00:18Z,UCoKO8Jxr48rvBxGvHHd5VNQ,Amber London - Get Respect ft. Slim Guerilla (Official Video),"Artist: Amber London 
Label: Raider Klan Records 
Album: Tru 2 the Phonk (http://www.livemixtapes.com/mixtapes/22739/amber-london-tru-2-tha-phonk.html)
Song: Get Respect (Prod. Eric Dingus)
Directed by: DavidStunts",https://i.ytimg.com/vi/cyM_z7i0q4M/default.jpg,120,90,https://i.ytimg.com/vi/cyM_z7i0q4M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/cyM_z7i0q4M/hqdefault.jpg,480,360,https://i.ytimg.com/vi/cyM_z7i0q4M/sddefault.jpg,640.0,480.0,Amber London,"['Amber', 'amber London', 'BRK', '275', 'space ghost purp', 'Live', 'raider klan', 'slim guerilla', 'True 2 the phonk', 'get respect', 'BLACK MONEY WORLD', 'DAVID STUNTS']",10,none,Amber London - Get Respect ft. Slim Guerilla (Official Video),"Artist: Amber London 
Label: Raider Klan Records 
Album: Tru 2 the Phonk (http://www.livemixtapes.com/mixtapes/22739/amber-london-tru-2-tha-phonk.html)
Song: Get Respect (Prod. Eric Dingus)
Directed by: DavidStunts",PT3M36S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,77440,1643,0,147,https://i.ytimg.com/vi/cyM_z7i0q4M/maxresdefault.jpg,1280.0,720.0,,,,
youtube#video,hi4AV3zN5cuMEjUPmVzy5PHripI,D6daYXcXdCA,2020-07-11T22:55:35Z,UC3XSktaHCv8gqYfEs4FDG6g,All Amber Heard Scenes On London Fields,,https://i.ytimg.com/vi/D6daYXcXdCA/default.jpg,120,90,https://i.ytimg.com/vi/D6daYXcXdCA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/D6daYXcXdCA/hqdefault.jpg,480,360,,,,Q VIDEO,"['sex', 'lesbian', 'hot', 'film', 'erotic', 'london']",1,none,All Amber Heard Scenes On London Fields,,PT6M19S,2d,hd,false,False,rectangular,processed,public,creativeCommon,True,True,True,3600,5,0,0,,,,,en,,
youtube#video,ie_i9XNzho6RI2HIBpXQMlQed9w,DPY2vmzn7Gc,2014-01-20T15:25:15Z,UCgFD1Jf76p9qPvvoac206LA,Amber London - Choppa Got Dat Ass Shakin (Like A Hoe On Da Flo Nigga),"Album: Amber London - Black Money World Presents: Tru 2 Tha Phonk (2013)
Get it here: http://www.datpiff.com/Amber-London-Black-Money-World-Presents-Tru-2-Tha-Phonk-mixtape.502121.html

Promotion: nxrthnxrthphvnk@gmail.com

Facebook: https://www.facebook.com/pages/Nxrth-...
Twitter: https://twitter.com/Nxrth_Nxrth

NxrthNxrth Logo Design By: LYNCH http://www.instagram.com/lebosslynch/

If there is an issue with any of my uploads please get in contact with me (nxrthnxrthphvnk@gmail.com) and i will delete it asap!",https://i.ytimg.com/vi/DPY2vmzn7Gc/default.jpg,120,90,https://i.ytimg.com/vi/DPY2vmzn7Gc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/DPY2vmzn7Gc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/DPY2vmzn7Gc/sddefault.jpg,640.0,480.0,NxrthNxrthPhvnk,"['Amber London', 'Choppa Got', 'Phonk', 'Rap', 'Raider Klan', 'Tru 2 Tha Phonk']",10,none,Amber London - Choppa Got Dat Ass Shakin (Like A Hoe On Da Flo Nigga),"Album: Amber London - Black Money World Presents: Tru 2 Tha Phonk (2013)
Get it here: http://www.datpiff.com/Amber-London-Black-Money-World-Presents-Tru-2-Tha-Phonk-mixtape.502121.html

Promotion: nxrthnxrthphvnk@gmail.com

Facebook: https://www.facebook.com/pages/Nxrth-...
Twitter: https://twitter.com/Nxrth_Nxrth

NxrthNxrth Logo Design By: LYNCH http://www.instagram.com/lebosslynch/

If there is an issue with any of my uploads please get in contact with me (nxrthnxrthphvnk@gmail.com) and i will delete it asap!",PT5M10S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,84196,1688,0,75,https://i.ytimg.com/vi/DPY2vmzn7Gc/maxresdefault.jpg,1280.0,720.0,,,,
youtube#video,ZvlhMw9kqxlWKI0KsT98YWDU_A0,E8pajWp67KQ,2021-06-28T19:41:55Z,UCn6VP_R70SsypfNqnmdkdrQ,Amber Heard in London,,https://i.ytimg.com/vi/E8pajWp67KQ/default.jpg,120,90,https://i.ytimg.com/vi/E8pajWp67KQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/E8pajWp67KQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/E8pajWp67KQ/sddefault.jpg,640.0,480.0,Citizen Resident,['Amber Heard'],22,none,Amber Heard in London,,PT2M4S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,12,0,0,,,,,,,,
youtube#video,sk_l8p8IQjHWewg28l6kaObwLm8,f60zx2NsBQg,2022-01-03T14:30:13Z,UCiDfmESnJyXUDfz35lw_R6A,LONDON FIELDS - ROMANCE FATAL | É UMA BOMBA O PLOT TWIST +18 Romance,"LONDON FIELDS - ROMANCE FATAL | É UMA BOMBA O PLOT TWIST +18 Romance

Nicola Six (Amber Heard) é clarividente e convive diariamente com a vívida premonição de seu próprio assassinato. Na contagem regressiva para a morte, ela se envolve romanticamente com três homens diametralmente distintos, entre seus amantes está o escritor Samson Young (Billy Bob Thornton). Nicola, então, descobre que um desses homens será seu algoz.

Se quiser, contribua para o nosso trabalho continuar seguindo em frente! 
Chave Pix: biologia.psilva@gmail.com 

#londonfields #romancefatal #kinemando",https://i.ytimg.com/vi/f60zx2NsBQg/default.jpg,120,90,https://i.ytimg.com/vi/f60zx2NsBQg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/f60zx2NsBQg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/f60zx2NsBQg/sddefault.jpg,640.0,480.0,Kinemando,"['london fields romance fatal', 'london fields filme', 'filme london fields', 'london fields análise', 'london fields crítica', 'análise filme london fields', 'london fields final explicado', 'final explicado london fields', 'london fields netflix', 'romance fatal filme', 'filme romance fatal', 'filme london fields análise', 'filme london fields netflix', 'london fields', 'london fields 2021', '2021 london fields', 'review london fields', 'london fields quem morre', 'london fields um morre', 'kinemando']",1,none,LONDON FIELDS - ROMANCE FATAL | É UMA BOMBA O PLOT TWIST +18 Romance,"LONDON FIELDS - ROMANCE FATAL | É UMA BOMBA O PLOT TWIST +18 Romance

Nicola Six (Amber Heard) é clarividente e convive diariamente com a vívida premonição de seu próprio assassinato. Na contagem regressiva para a morte, ela se envolve romanticamente com três homens diametralmente distintos, entre seus amantes está o escritor Samson Young (Billy Bob Thornton). Nicola, então, descobre que um desses homens será seu algoz.

Se quiser, contribua para o nosso trabalho continuar seguindo em frente! 
Chave Pix: biologia.psilva@gmail.com 

#londonfields #romancefatal #kinemando",PT5M55S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,31,2,0,1,https://i.ytimg.com/vi/f60zx2NsBQg/maxresdefault.jpg,1280.0,720.0,,,,
youtube#video,plAnQofoqc1OyGYwe3DPstG05Kc,FD0q2Jk4veA,2012-06-12T20:01:03Z,UCXcJGm7BTEFHoavFvThgIBw,Amber London - Willin To Die 1992,Amber London spits over this Lil Prod instrumental. Never heard of Lil Prod before but I checked out some of his songs and his production sounds like some old Three Six Mafia shit. Y'all should definitely check him out as well.,https://i.ytimg.com/vi/FD0q2Jk4veA/default.jpg,120,90,https://i.ytimg.com/vi/FD0q2Jk4veA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FD0q2Jk4veA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FD0q2Jk4veA/sddefault.jpg,640.0,480.0,ce3flow,"['amber london', 'vmbxr lnxdxn', 'raider klan', 'lil prod']",10,none,Amber London - Willin To Die 1992,Amber London spits over this Lil Prod instrumental. Never heard of Lil Prod before but I checked out some of his songs and his production sounds like some old Three Six Mafia shit. Y'all should definitely check him out as well.,PT3M25S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,5075,77,0,5,,,,,,,
youtube#video,bWPRWZ7Fvhb4pxEnUHGWc7y3lHA,fh4rRJIi6c0,2021-12-16T11:43:34Z,UCnwuJA7pkF26biZOR5g24CQ,"LONDON FIELDS Trailer # 2 NEW 2018 Amber Heard, Cara Delevingne Movie HD",https://www.tubebuddy.com/ForAll,https://i.ytimg.com/vi/fh4rRJIi6c0/default.jpg,120,90,https://i.ytimg.com/vi/fh4rRJIi6c0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fh4rRJIi6c0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/fh4rRJIi6c0/sddefault.jpg,640.0,480.0,For All ,,10,none,"LONDON FIELDS Trailer # 2 NEW 2018 Amber Heard, Cara Delevingne Movie HD",https://www.tubebuddy.com/ForAll,PT1M58S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,13,0,0,0,https://i.ytimg.com/vi/fh4rRJIi6c0/maxresdefault.jpg,1280.0,720.0,,,,
youtube#video,XWk4ojBCqO12aYbsRnf_YO-6OGM,FJm5oZqvMrI,2020-02-13T00:29:09Z,UCoKO8Jxr48rvBxGvHHd5VNQ,Amber London - Get Ya Game up (FREE B.G.) *Unreleased***,"$$$$$$$$$$$$$$$$$$$$$$$


Based out of: Houston, TX

Artist Info: 
Twitter @KlvnAmberLondon
IG @amberlondon 

Shot by: @FontaneFilms

Music production by: @SkyLexington

S.o B.Gizzle #FREEBG #UNDA #1000",https://i.ytimg.com/vi/FJm5oZqvMrI/default.jpg,120,90,https://i.ytimg.com/vi/FJm5oZqvMrI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FJm5oZqvMrI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FJm5oZqvMrI/sddefault.jpg,640.0,480.0,Amber London,,10,none,Amber London - Get Ya Game up (FREE B.G.) *Unreleased***,"$$$$$$$$$$$$$$$$$$$$$$$


Based out of: Houston, TX

Artist Info: 
Twitter @KlvnAmberLondon
IG @amberlondon 

Shot by: @FontaneFilms

Music production by: @SkyLexington

S.o B.Gizzle #FREEBG #UNDA #1000",PT2M41S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,11625,683,0,99,https://i.ytimg.com/vi/FJm5oZqvMrI/maxresdefault.jpg,1280.0,720.0,,,,
youtube#video,S1CMCtJyaAi7HERc6MeBAvNcchc,FTcK0a6YN5w,2020-07-28T21:54:04Z,UCQA4kpgwIMMFHeSKe6_FtnQ,✅  Für Amber Heard und Johnny Depp hat der Prozess vorerst ein Ende. Die Schauspielerin beschreibt d,"💖 Please Visit: https://www.facebook.com/Scathc/
💖 Please Subscribe: https://www.youtube.com/channel/UCQA4kpgwIMMFHeSKe6_FtnQ?sub_confirmation=1
✍  Facebook  Pinterest  Twitter  E-Mail   Hinter dem zerstrittenen Ex-Ehepaar Amber Heard (34) und Johnny Depp (57, ""Fluch der Karibik"") liegen 16 Prozesstage. Die gerichtlichen Anhörungen in London haben nun, am 28. Juli, ein Ende. Heard scheint erleichtert zu sein. Bei Instagram meldete sich die US-amerikanische Schauspielerin zu Wort. Obwohl sie es nach eigener Aussage ""bevorzugt"" hätte, ""nicht vor Gericht zu erscheinen"", sei sie in dieser Angelegenheit nach Großbritannien gereist, ""um als Zeugin auszusagen und das Gericht zu unterstützen"". Der Prozess habe sie jedoch einige Kraft gekostet.   ""Es war unglaublich schmerzhaft, den Zerfall meiner Beziehung noch einmal zu erleben, meine Beweggründe und meine Wahrheit infrage gestellt zu bekommen und die traumatischsten Details meines Lebens mit Johnny vor Gericht öffentlich zu machen und diese in der ganzen Welt zu verbreiten"", schrieb Heard zu einem Bild, das sie mit ihrem Team vor dem High Court in London zeigt. Die Schauspielerin stehe ...
💖 #AmberHeard, #JohnnyDepp, #Prozess",https://i.ytimg.com/vi/FTcK0a6YN5w/default.jpg,120,90,https://i.ytimg.com/vi/FTcK0a6YN5w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FTcK0a6YN5w/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FTcK0a6YN5w/sddefault.jpg,640.0,480.0,rudeboys2240,"['Amber Heard', 'Johnny Depp', 'Prozess']",22,none,✅  Für Amber Heard und Johnny Depp hat der Prozess vorerst ein Ende. Die Schauspielerin beschreibt d,"💖 Please Visit: https://www.facebook.com/Scathc/
💖 Please Subscribe: https://www.youtube.com/channel/UCQA4kpgwIMMFHeSKe6_FtnQ?sub_confirmation=1
✍  Facebook  Pinterest  Twitter  E-Mail   Hinter dem zerstrittenen Ex-Ehepaar Amber Heard (34) und Johnny Depp (57, ""Fluch der Karibik"") liegen 16 Prozesstage. Die gerichtlichen Anhörungen in London haben nun, am 28. Juli, ein Ende. Heard scheint erleichtert zu sein. Bei Instagram meldete sich die US-amerikanische Schauspielerin zu Wort. Obwohl sie es nach eigener Aussage ""bevorzugt"" hätte, ""nicht vor Gericht zu erscheinen"", sei sie in dieser Angelegenheit nach Großbritannien gereist, ""um als Zeugin auszusagen und das Gericht zu unterstützen"". Der Prozess habe sie jedoch einige Kraft gekostet.   ""Es war unglaublich schmerzhaft, den Zerfall meiner Beziehung noch einmal zu erleben, meine Beweggründe und meine Wahrheit infrage gestellt zu bekommen und die traumatischsten Details meines Lebens mit Johnny vor Gericht öffentlich zu machen und diese in der ganzen Welt zu verbreiten"", schrieb Heard zu einem Bild, das sie mit ihrem Team vor dem High Court in London zeigt. Die Schauspielerin stehe ...
💖 #AmberHeard, #JohnnyDepp, #Prozess",PT3M35S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1,0,0,0,,,,,,,
youtube#video,c21w2EMMQ3sqoT8UEdv9Nz3Xpyw,FxFkGAXwhyQ,2016-09-18T21:55:56Z,UCbp3fkS6cxI1aekmIPIDCGg,Amber Heard and Billy Bob Thornton on the set of London Fields (2013),http://amberheardbrasil.com – @AmberHeardBRA,https://i.ytimg.com/vi/FxFkGAXwhyQ/default.jpg,120,90,https://i.ytimg.com/vi/FxFkGAXwhyQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FxFkGAXwhyQ/hqdefault.jpg,480,360,,,,Amber Heard,"['Billy Bob Thornton', 'amber heard', 'theo james', 'cara delevingne', 'amber heard london fields', 'london fields', 'london fieds set', 'theo james and amber heard', 'theo james london fields']",22,none,Amber Heard and Billy Bob Thornton on the set of London Fields (2013),http://amberheardbrasil.com – @AmberHeardBRA,PT33S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,3949,17,0,11,,,,,,,
youtube#video,GCJxwFY6ocWFfVahGLpQ5xRm65c,gHjQ3rYxAHg,2018-02-05T04:13:26Z,UC5QrkxKNVsdfvlKbW48Uohg,"Johnny Depp’s Ex, Amber Heard, Forced To Pay Up In Court, Plaintiff Cites Star’s History Based On D","Johnny Depp’s Ex, Amber Heard, Forced To Pay Up In Court, Plaintiff Cites Star’s History Based On Depp Divorce 
February 4, 2018 Alberto E. Rodriguez / Getty Images Jessica Dafoe Amber Heard has had to pay up recently, after a court ruled in favor of the production team of London Fields, a film that has remaine... 
https://www.inquisitr.com/4771091/johnny-depps-ex-amber-heard-forced-to-pay-up-in-court-plaintiff-cites-stars-history-based-on-depp-divorce/",https://i.ytimg.com/vi/gHjQ3rYxAHg/default.jpg,120,90,https://i.ytimg.com/vi/gHjQ3rYxAHg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gHjQ3rYxAHg/hqdefault.jpg,480,360,,,,an air21991,"['yt:cc=on', 'espn', 'first take', 'stephen a smith', 'Amber Heard', 'divorce', 'elon musk', 'johnny depp', 'Legal Battle', 'London Fields', 'Nicola Six', 'Celebrities']",25,none,"Johnny Depp’s Ex, Amber Heard, Forced To Pay Up In Court, Plaintiff Cites Star’s History Based On D","Johnny Depp’s Ex, Amber Heard, Forced To Pay Up In Court, Plaintiff Cites Star’s History Based On Depp Divorce 
February 4, 2018 Alberto E. Rodriguez / Getty Images Jessica Dafoe Amber Heard has had to pay up recently, after a court ruled in favor of the production team of London Fields, a film that has remaine... 
https://www.inquisitr.com/4771091/johnny-depps-ex-amber-heard-forced-to-pay-up-in-court-plaintiff-cites-stars-history-based-on-depp-divorce/",PT3M50S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,15,0,0,0,,,,,,,
youtube#video,ntVH5ohB6KfqtSEuZxr7BRWHzX0,GTSsta4yqsw,2020-07-07T15:36:51Z,UCFJ6uYN--i-X3v01iyNXRQA,Johnny Depp und Amber Heard bei Prozessauftakt in London,"Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.  Johnny Depp und Amber Heard bei Prozessauftakt in London   Wer verklagt wen?   Die Schauspieler Johnny Depp (57, ""Fluch der Karibik"") und Amber Heard (34, ""Aquaman"") sind seit Anfang 2017 offiziell geschieden. Doch ihr Rosenkrieg zieht weiter Kreise. Am Dienstag (7. Juli) startete ein Prozess in London, zu dem beide Stars persönlich erschienen sind. Aufgrund der Coronavirus-Pandemie kamen sie mit Mund-Nasen-Schutz am Gericht (High Court) an. Depp trug eine schwarze Maske mit weißem Muster, während Heard ein rotes Tuch mit weißen Punkt als Schutz verwendete. Doch wer verklagt wen?   Vanessa Paradis und Winona Ryder sollen Depp helfen    Vor Gericht geht es nicht um die Scheidung des einstigen Ehepaares, sondern um ihren gegenseitigen Umgang während ihrer Ehe. Johnny Depp klagt gegen den Verlag der Boulevardzeitung ""The Sun"". Konkret geht es um einen Artikel der ""Sun"" aus dem Jahr 2018. In dem Artikel wurde behauptet, dass der Schauspieler Heard geschlagen habe. Depp bestreitet das.    Drei Wochen soll der Prozess dauern. Ursprünglich war er für März angesetzt, wurde aber aufgrund der Coronavirus-Pandemie verschoben. Depps ehemalige Partnerinnen, die französische Schauspielerin und Sängerin Vanessa Paradis (47) sowie US-Schauspielerin Winona Ryder (48), sollen laut BBC über eine Videoschalte aussagen.    Johnny Depp und Amber Heard hatten sich bei den Dreharbeiten zum Film ""The Rum Diary"" (2011) kennengelernt. Im Jahr 2015 heiratete das Paar. Nach 15 Monaten Ehe reichte Heard im Mai 2016 die Scheidung ein. Es folgte eine monatelange Schlammschlacht mit gegenseitigen, schwerwiegenden Vorwürfen. Anfang 2017 war die Scheidung schließlich durch. Depp geht nun wegen Verleumdung vor Gericht.",https://i.ytimg.com/vi/GTSsta4yqsw/default.jpg,120,90,https://i.ytimg.com/vi/GTSsta4yqsw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GTSsta4yqsw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/GTSsta4yqsw/sddefault.jpg,640.0,480.0,The Daily Best,"['Celebrities', 'Unterhaltung', 'London', 'Johnny Depp', 'Berühmtheiten', 'Entertainment', 'Amber Heard', 'Johnny Depp und Amber Heard', 'Gerichtstermin', 'High Court trump today news', 'today in news', 'fox news today', 'fox news', 'breaking news today', 'breaking news', 'usa today', 'usa today news']",22,none,Johnny Depp und Amber Heard bei Prozessauftakt in London,"Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.  Johnny Depp und Amber Heard bei Prozessauftakt in London   Wer verklagt wen?   Die Schauspieler Johnny Depp (57, ""Fluch der Karibik"") und Amber Heard (34, ""Aquaman"") sind seit Anfang 2017 offiziell geschieden. Doch ihr Rosenkrieg zieht weiter Kreise. Am Dienstag (7. Juli) startete ein Prozess in London, zu dem beide Stars persönlich erschienen sind. Aufgrund der Coronavirus-Pandemie kamen sie mit Mund-Nasen-Schutz am Gericht (High Court) an. Depp trug eine schwarze Maske mit weißem Muster, während Heard ein rotes Tuch mit weißen Punkt als Schutz verwendete. Doch wer verklagt wen?   Vanessa Paradis und Winona Ryder sollen Depp helfen    Vor Gericht geht es nicht um die Scheidung des einstigen Ehepaares, sondern um ihren gegenseitigen Umgang während ihrer Ehe. Johnny Depp klagt gegen den Verlag der Boulevardzeitung ""The Sun"". Konkret geht es um einen Artikel der ""Sun"" aus dem Jahr 2018. In dem Artikel wurde behauptet, dass der Schauspieler Heard geschlagen habe. Depp bestreitet das.    Drei Wochen soll der Prozess dauern. Ursprünglich war er für März angesetzt, wurde aber aufgrund der Coronavirus-Pandemie verschoben. Depps ehemalige Partnerinnen, die französische Schauspielerin und Sängerin Vanessa Paradis (47) sowie US-Schauspielerin Winona Ryder (48), sollen laut BBC über eine Videoschalte aussagen.    Johnny Depp und Amber Heard hatten sich bei den Dreharbeiten zum Film ""The Rum Diary"" (2011) kennengelernt. Im Jahr 2015 heiratete das Paar. Nach 15 Monaten Ehe reichte Heard im Mai 2016 die Scheidung ein. Es folgte eine monatelange Schlammschlacht mit gegenseitigen, schwerwiegenden Vorwürfen. Anfang 2017 war die Scheidung schließlich durch. Depp geht nun wegen Verleumdung vor Gericht.",PT2M,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,24,0,0,0,,,,,,,
