kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.favoriteCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultAudioLanguage,statistics.likeCount,statistics.commentCount,snippet.tags,snippet.defaultLanguage,contentDetails.regionRestriction.blocked
youtube#video,ATxNEsEuaCxQREQX__S0vFe6gKc,JfzRy-6lpQ8,2017-03-06T04:23:05Z,UCfAc2INQcf6QKuXJV9d1H2Q,48 HOURS Documentary Taken: The Amber DuBois Story,A predator kills two girls and admits he would kill again.,https://i.ytimg.com/vi/JfzRy-6lpQ8/default.jpg,120,90,https://i.ytimg.com/vi/JfzRy-6lpQ8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/JfzRy-6lpQ8/hqdefault.jpg,480,360,,,,Hfg Wo,22,none,48 HOURS Documentary Taken: The Amber DuBois Story,A predator kills two girls and admits he would kill again.,PT40M46S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,24392,0,,,,,247,169,"['cbsepisode', '48', 'hours', 'serial', 'killer', 'harold', 'dow', 'murder', 'mystery', 'justice', 'report', 'Dateline', 'Hours', 'Mystery', 'Full', 'Episodes', 'Murder', 'in', 'LA', '2017']",,
youtube#video,zwpBLWOqqoY29SFDYNE01huBgxY,jKaqwlht1Xg,2016-01-14T04:39:38Z,UCBu0KdNokE4MqdkacvH37_A,After Amber: A WFAA documentary,"""After Amber"" chronicles Amber Hagerman's life, details how WFAA got to know the 9-year-old girl months before her kidnapping and revealed the painful and private journey Amber's family experienced after her murder and shows changes lawmakers eventually made including the Amber Alert.

MORE: Former WFAA reporter Pam Curry shares her memories of Amber here- https://on.wfaa.com/2HQWzJ4",https://i.ytimg.com/vi/jKaqwlht1Xg/default.jpg,120,90,https://i.ytimg.com/vi/jKaqwlht1Xg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jKaqwlht1Xg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/jKaqwlht1Xg/sddefault.jpg,640.0,480.0,WFAA,25,none,After Amber: A WFAA documentary,"""After Amber"" chronicles Amber Hagerman's life, details how WFAA got to know the 9-year-old girl months before her kidnapping and revealed the painful and private journey Amber's family experienced after her murder and shows changes lawmakers eventually made including the Amber Alert.

MORE: Former WFAA reporter Pam Curry shares her memories of Amber here- https://on.wfaa.com/2HQWzJ4",PT56M21S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,105560,0,https://i.ytimg.com/vi/jKaqwlht1Xg/maxresdefault.jpg,1280.0,720.0,en,883,375,"['amber hagerman', 'crime', 'kidnapping', 'murder', 'wfaa', 'documentary', 'amber hagerman documentary', 'amber hagerman movie', 'amber hagerman story', 'what happened to amber hagerman', 'amber alert', 'what is an amber alert?', 'why is it called an amber alert', 'amber alert documentary']",,
youtube#video,Vfhp06zlCzTyt9bhliTzP_cfscQ,Jm1bg1UciXA,2021-07-24T14:45:01Z,UC5NjOvdcdM5SPn9DlaCcbaA,Scarlett Johansson vs. Amber Heard WWE 2k20 Title Match,"The greatest to ever step foot in the ring will face perhaps her toughest opponent to date in an attempt to defend her CWWL Title.  Scarlett Johansson's run in the Celebrity Women's Wrestling League is second to none, but there's a significant threat looming in the form of Amber Heard.  Heard has dismantled all 3 of her opponents in Scarlett-like fashion since her arrival.  These two competitors are similar in strength, stamina and athleticism.  Forecasters have this match as dead even. If a menacing challenger isn't enough to deal with, Scarlett is also contending with rumors of consorting with the Provocateurs.  Could the admired Johansson accept a deal with the devil and take a ride on the wild side?  Time will tell, but for now she must summon her focus on a demanding Amber Heard.

Game info:
2K invites players to Step Inside the ring with WWE 2K20. Your favorite WWE Superstars, Legends, Hall of Famers and NXT's best will join the festivities and celebrate the rebirth of the WWE 2K franchise!

2K Showcase: The Women's Evolution
Relive the groundbreaking journey of the Four Horsewomen and the Women's Evolution in 2K Showcase, featuring in-depth documentary-style vignettes, cutscenes and objective-based gameplay! Play through unforgettable moments and matches from the meteoric rise of the Women's Division, as told in the words of Charlotte Flair, Sasha Banks, Bayley and WWE 2K20 Cover Superstar Becky Lynch!

MyCAREER – Featuring both Male & Female MyPLAYERS!
For the first time ever in WWE 2K, play as both a male and female MyPLAYER in MyCAREER as you journey through the twists, turns and storylines on the path to WWE excellence - featuring cutscenes and voiceovers from your favorite Superstars.

New Game Modes and Streamlined Controls
Controls will be streamlined to allow new players to jump into the game more easily, while experienced players will still enjoy a challenge. In addition, WWE 2K20 players will be able to compete as both male and female Superstars in MyCAREER and Mixed Tag matches, while last year's popular 2K Towers returns with exciting new challenges, including a story-driven Tower centered around the career of Roman Reigns.
#celebrity wwe #scarlett johansson #amber heard #amber heard wwe2k #scarlett johansson wwe #diva wrestling #women wrestling league",https://i.ytimg.com/vi/Jm1bg1UciXA/default.jpg,120,90,https://i.ytimg.com/vi/Jm1bg1UciXA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Jm1bg1UciXA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Jm1bg1UciXA/sddefault.jpg,640.0,480.0,Celebrity Women’s Wrestling League,24,none,Scarlett Johansson vs. Amber Heard WWE 2k20 Title Match,"The greatest to ever step foot in the ring will face perhaps her toughest opponent to date in an attempt to defend her CWWL Title.  Scarlett Johansson's run in the Celebrity Women's Wrestling League is second to none, but there's a significant threat looming in the form of Amber Heard.  Heard has dismantled all 3 of her opponents in Scarlett-like fashion since her arrival.  These two competitors are similar in strength, stamina and athleticism.  Forecasters have this match as dead even. If a menacing challenger isn't enough to deal with, Scarlett is also contending with rumors of consorting with the Provocateurs.  Could the admired Johansson accept a deal with the devil and take a ride on the wild side?  Time will tell, but for now she must summon her focus on a demanding Amber Heard.

Game info:
2K invites players to Step Inside the ring with WWE 2K20. Your favorite WWE Superstars, Legends, Hall of Famers and NXT's best will join the festivities and celebrate the rebirth of the WWE 2K franchise!

2K Showcase: The Women's Evolution
Relive the groundbreaking journey of the Four Horsewomen and the Women's Evolution in 2K Showcase, featuring in-depth documentary-style vignettes, cutscenes and objective-based gameplay! Play through unforgettable moments and matches from the meteoric rise of the Women's Division, as told in the words of Charlotte Flair, Sasha Banks, Bayley and WWE 2K20 Cover Superstar Becky Lynch!

MyCAREER – Featuring both Male & Female MyPLAYERS!
For the first time ever in WWE 2K, play as both a male and female MyPLAYER in MyCAREER as you journey through the twists, turns and storylines on the path to WWE excellence - featuring cutscenes and voiceovers from your favorite Superstars.

New Game Modes and Streamlined Controls
Controls will be streamlined to allow new players to jump into the game more easily, while experienced players will still enjoy a challenge. In addition, WWE 2K20 players will be able to compete as both male and female Superstars in MyCAREER and Mixed Tag matches, while last year's popular 2K Towers returns with exciting new challenges, including a story-driven Tower centered around the career of Roman Reigns.
#celebrity wwe #scarlett johansson #amber heard #amber heard wwe2k #scarlett johansson wwe #diva wrestling #women wrestling league",PT12M16S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,307,0,https://i.ytimg.com/vi/Jm1bg1UciXA/maxresdefault.jpg,1280.0,720.0,en-US,6,1,"['PlayStation 4', 'WWE 2K20', 'wwe2k20 ps4', 'wwe 2k19', 'wwe 2k20 gameplay', 'wwe 2k20 review', 'wwe 2k20', 'cwwl', 'wwe 2k20 rival', 'wwe 2k celebrity', 'celebrity rivals wwe', 'cwwl wrestling', 'cwwl rivals', 'girls wrestling', 'women wrestling', ""women's wrestling"", 'celebrity wwe', ""women's wrestling match"", 'women wrestling league', 'cwwl league', 'hot girl wrestling', 'diva wrestling', 'scarlett johansson', 'scarlett johansson wwe', 'wrestling girls', 'amber heard', 'amber heard wwe', 'amber heard wwe2k', 'celebrity']",,
youtube#video,-8vD0GUi5nNIhlD7OccmeDur8Hk,k679dFVhMl0,2014-03-15T19:53:29Z,UCAWhumHdUGFQU5p8EHQUqkw,Johnny Depp Amber Heard's Slightly Medieval Engagement Party,Johnny Depp Amber Heard's Slightly Medieval Engagement Party,https://i.ytimg.com/vi/k679dFVhMl0/default.jpg,120,90,https://i.ytimg.com/vi/k679dFVhMl0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/k679dFVhMl0/hqdefault.jpg,480,360,,,,Nataly Slo,1,none,Johnny Depp Amber Heard's Slightly Medieval Engagement Party,Johnny Depp Amber Heard's Slightly Medieval Engagement Party,PT26S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,1891,0,,,,,3,0,"[""Johnny Depp Amber Heard's Slightly Medieval Engagement Party""]",,
youtube#video,SqIcIxIFaVj3XpfWYXZozMvnKe0,lSDKNa3Cmnk,2016-08-17T16:40:20Z,UCQaEL2cqvySMoNT7223LXrg,"Johnny Depp e Amber Heard, accordo milionario per il divorzio","Los Angeles (askanews) - Dopo le accuse e i veleni, un divorzio col lieto fine per Johnny Depp e Amber Heard. Le due star di Hollywood hanno finalmente trovato un accordo per dirsi addio dopo mesi di una battaglia legale a base di colpi bassi che hanno riempito le pagione dei giornali scandalisitici. Depp verserà sul conto dell'attrice statunitense sette milioni di dollari. Dal canto suo Heard ritirerà la richiesta di un ordine restrittivo per violenza domestica nei confronti dell""ormai ex marito. L'accordo extragiudiziale raggiunto in extremis è stato annunciato attraverso un comunicato congiunto:
""La nostra relazione è stata molto intensa, passionale, e talvolta instabile, ma sempre entro i confini dell amore. Nessuna delle due parti ha mentito o mosso false accuse per guadagnare denaro. Non c è mai stata intenzione di ferire fisicamente o psicologicamente l altro. Amber augura il meglio per il futuro di Johnny. Lei donerà i soldi che ha ottenuto dal divorzio a un organizzazione di beneficenza"".
I due si erano conosciuti sul set del film ""The Rum Diary"" nel 2011. Tre anni più tardi il fidanzamento e poi il fatidico ""si"" nel 2015. Dopo 15 mesi di un matrimonio burrascoso, fra accuse di violenze domestiche e di tradimenti, era partita la battaglia legale, altrettanto burrascosa.",https://i.ytimg.com/vi/lSDKNa3Cmnk/default.jpg,120,90,https://i.ytimg.com/vi/lSDKNa3Cmnk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/lSDKNa3Cmnk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/lSDKNa3Cmnk/sddefault.jpg,640.0,480.0,askanews,25,none,"Johnny Depp e Amber Heard, accordo milionario per il divorzio","Los Angeles (askanews) - Dopo le accuse e i veleni, un divorzio col lieto fine per Johnny Depp e Amber Heard. Le due star di Hollywood hanno finalmente trovato un accordo per dirsi addio dopo mesi di una battaglia legale a base di colpi bassi che hanno riempito le pagione dei giornali scandalisitici. Depp verserà sul conto dell'attrice statunitense sette milioni di dollari. Dal canto suo Heard ritirerà la richiesta di un ordine restrittivo per violenza domestica nei confronti dell""ormai ex marito. L'accordo extragiudiziale raggiunto in extremis è stato annunciato attraverso un comunicato congiunto:
""La nostra relazione è stata molto intensa, passionale, e talvolta instabile, ma sempre entro i confini dell amore. Nessuna delle due parti ha mentito o mosso false accuse per guadagnare denaro. Non c è mai stata intenzione di ferire fisicamente o psicologicamente l altro. Amber augura il meglio per il futuro di Johnny. Lei donerà i soldi che ha ottenuto dal divorzio a un organizzazione di beneficenza"".
I due si erano conosciuti sul set del film ""The Rum Diary"" nel 2011. Tre anni più tardi il fidanzamento e poi il fatidico ""si"" nel 2015. Dopo 15 mesi di un matrimonio burrascoso, fra accuse di violenze domestiche e di tradimenti, era partita la battaglia legale, altrettanto burrascosa.",PT1M19S,2d,sd,false,True,rectangular,processed,public,youtube,False,True,False,7032,0,,,,,49,7,"['MULTIMEDIA', 'news', 'Notizie', 'ultime notizie', 'notizie del giorno', 'notizie di oggi', 'cronaca', 'mondo', 'flash', 'oggi', 'ansa', ""ultim'ora"", 'buone', 'cattive', 'tg', 'ultima ora', 'prima pagina', 'cronaca nera', 'cronaca quotidiana']",,
youtube#video,3C7b9NdClunOrjTXbKAChZDzzcM,MR5xPIZli_U,2021-11-22T00:43:36Z,UCIY0L9Dz4VpfHSyXVPZJTYQ,Johnny Depp and Amber Heard's relationship breakdown to be focus of new documentary,"A new documentary from Discovery+ is set to air, telling the story of Johnny Depp and Amber Heard's relationship and subsequent breakdown, according to Deadline. 
Entitled Johnny vs. Amber, each actor will provide their own viewpoints and individual perspectives in the two-part documentary produced",https://i.ytimg.com/vi/MR5xPIZli_U/default.jpg,120,90,https://i.ytimg.com/vi/MR5xPIZli_U/mqdefault.jpg,320,180,https://i.ytimg.com/vi/MR5xPIZli_U/hqdefault.jpg,480,360,https://i.ytimg.com/vi/MR5xPIZli_U/sddefault.jpg,640.0,480.0,NGUYEN VLOG,24,none,Johnny Depp and Amber Heard's relationship breakdown to be focus of new documentary,"A new documentary from Discovery+ is set to air, telling the story of Johnny Depp and Amber Heard's relationship and subsequent breakdown, according to Deadline. 
Entitled Johnny vs. Amber, each actor will provide their own viewpoints and individual perspectives in the two-part documentary produced",PT3M,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,10,0,https://i.ytimg.com/vi/MR5xPIZli_U/maxresdefault.jpg,1280.0,720.0,,0,0,"['US TV', 'TV', 'Johnny Depp reunites with Amber Heard?', 'Johnny Depp offers relationship advice', 'Johnny Depp buys Amber Heard a horse?', 'Johnny Depp', ""Amber Heard '100% dating'"", 'Johnny Depp to front Sky documentary', 'Johnny Depp and Amber Heard are divorcing']",,
youtube#video,82jj0KLF31e_UK0nv9KSZyXJ-Xc,N8yjUA8pIi8,2019-11-25T18:00:07Z,UCUVa51UA_690sEKyRbHb-5A,5 Surprising Discoveries Found In Amber!,"Whether you’re eight or eighty, fossils are fun to look at and inspire our curiosity. Amber is a fossil prized for its use in jewelry, but sometimes special pieces contain rare samples we can study to learn more about how the world was long before humans walked it. From a bird with exceptional grabbing ability to a dinosaur with surprising covering, here are five surprising discoveries found in amber!

► For copyright matters please contact us: top5sfinest@gmail.com

Background Music By:  Kevin MacLeod:
https://goo.gl/gWj3Zo",https://i.ytimg.com/vi/N8yjUA8pIi8/default.jpg,120,90,https://i.ytimg.com/vi/N8yjUA8pIi8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/N8yjUA8pIi8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/N8yjUA8pIi8/sddefault.jpg,640.0,480.0,The Finest,27,none,5 Surprising Discoveries Found In Amber!,"Whether you’re eight or eighty, fossils are fun to look at and inspire our curiosity. Amber is a fossil prized for its use in jewelry, but sometimes special pieces contain rare samples we can study to learn more about how the world was long before humans walked it. From a bird with exceptional grabbing ability to a dinosaur with surprising covering, here are five surprising discoveries found in amber!

► For copyright matters please contact us: top5sfinest@gmail.com

Background Music By:  Kevin MacLeod:
https://goo.gl/gWj3Zo",PT7M48S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,69605,0,https://i.ytimg.com/vi/N8yjUA8pIi8/maxresdefault.jpg,1280.0,720.0,en,1607,120,"['Amazing Discoveries', 'Recent Discoveries', 'Strange Discoveries', 'Surprising Discoveries', 'Amber Fossils', 'New Species', 'Prehistoric Creatures', 'Incredible Discoveries', 'Incredible Finds', 'Amber Fossil', 'Mysterious Discoveries', 'Recent Discoveries in Space', 'Dinosaur Fossils', 'Dinosaur Facts', 'Millions of Years', 'Found in Amber', 'Discoveries', 'Recent Discoveries in the Ocean', 'Amber!', 'You Wont Believe', 'Dinosaur Tail Found in Amber', 'New Species Discovered', 'Special Pieces']",en,
youtube#video,dJx1UuFWK7bi0Q0Bmx1wNcb2i8k,ou_NwbA-ntA,2020-03-02T14:54:19Z,UCQxuJrx0JLSrptLIlcSkPqQ,Always Amber (Alltid Amber)  (Documentary) 2020 Trailer,"Amber is a 17 year old teen. Together with best friend Sebastian, they share a world far away from the judging eyes of the society as two queer youngsters. But when Sebastian falls in love with... 



Please support by donating to:
https://streamlabs.com/ledinisledukas 

And also subscribe for more. Thanks :)",https://i.ytimg.com/vi/ou_NwbA-ntA/default.jpg,120,90,https://i.ytimg.com/vi/ou_NwbA-ntA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ou_NwbA-ntA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ou_NwbA-ntA/sddefault.jpg,640.0,480.0,IceFilm Teaser,1,none,Always Amber (Alltid Amber)  (Documentary) 2020 Trailer,"Amber is a 17 year old teen. Together with best friend Sebastian, they share a world far away from the judging eyes of the society as two queer youngsters. But when Sebastian falls in love with... 



Please support by donating to:
https://streamlabs.com/ledinisledukas 

And also subscribe for more. Thanks :)",PT1M22S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,5938,0,https://i.ytimg.com/vi/ou_NwbA-ntA/maxresdefault.jpg,1280.0,720.0,,54,2,"['Documentary', 'Trailer', 'european', 'Alltid', 'Always', 'Amber', 'Sweden', '2020']",,
youtube#video,YlkdppY3-iX4TWMdUebfm5PxEV0,qcvh2wJ1YMA,2021-12-23T11:02:25Z,UCvIKYlQku7G7iWpl4L5Tabg,Johnny Depp's friend's REVELATION: Amber Heard ruined his career and brought him to alcoholism,"The scandal surrounding the divorce of Johnny Depp and Amber Heard has not subsided since 2017. The ex-wife of the actor accuses him of domestic violence, after which Depp lost multimillion contacts and movie roles. The trials of former spouses do not stop to this day. Not so long ago it became known that a series of two episodes will be filmed about their divorce. The series will reveal a look at the problem from two sides - Amber Heard and Johnny Depp. The premiere is planned for the summer of 2022.

Johnny Depp's former colleague revealed some details of the upcoming documentary. According to him, it was Amber Heard who caused his addiction to psychoactive substances.

Musician Bill Hunty played with Johnny Depp in the 80s in the band The Kids. He claims that he tried to warn Depp against marrying Heard. It seemed to him that the actress was pursuing selfish goals in her relationship with Depp.

""She completely destroyed his career and his life. She got into his head and drove him crazy, in connection with this Johnny Depp began to use psychoactive substances, "" says Depp's former colleague.",https://i.ytimg.com/vi/qcvh2wJ1YMA/default.jpg,120,90,https://i.ytimg.com/vi/qcvh2wJ1YMA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/qcvh2wJ1YMA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/qcvh2wJ1YMA/sddefault.jpg,640.0,480.0,StarBox,22,none,Johnny Depp's friend's REVELATION: Amber Heard ruined his career and brought him to alcoholism,"The scandal surrounding the divorce of Johnny Depp and Amber Heard has not subsided since 2017. The ex-wife of the actor accuses him of domestic violence, after which Depp lost multimillion contacts and movie roles. The trials of former spouses do not stop to this day. Not so long ago it became known that a series of two episodes will be filmed about their divorce. The series will reveal a look at the problem from two sides - Amber Heard and Johnny Depp. The premiere is planned for the summer of 2022.

Johnny Depp's former colleague revealed some details of the upcoming documentary. According to him, it was Amber Heard who caused his addiction to psychoactive substances.

Musician Bill Hunty played with Johnny Depp in the 80s in the band The Kids. He claims that he tried to warn Depp against marrying Heard. It seemed to him that the actress was pursuing selfish goals in her relationship with Depp.

""She completely destroyed his career and his life. She got into his head and drove him crazy, in connection with this Johnny Depp began to use psychoactive substances, "" says Depp's former colleague.",PT1M14S,2d,hd,true,False,rectangular,processed,public,youtube,True,True,False,88,0,https://i.ytimg.com/vi/qcvh2wJ1YMA/maxresdefault.jpg,1280.0,720.0,en-US,1,0,"['Johnny Depp', 'Amber Laura Heard', 'Depp and Heard made a scandal', 'depp heard']",en-US,
youtube#video,IawCvVyMl43YzhqkC0FdoEEAJ4U,ut6vosxD_lM,2019-11-10T22:00:04Z,UCZYTClx2T1of7BRZ86-8fow,6 of the Coolest Things We've Found in Amber,"Amber is amazing stuff! It can preserve organisms whole, and essentially freeze them in time, and the specimens we’ve found in it so far range from amazing to downright bizarre. Here are six of the coolest things we’ve found trapped in amber.

Hosted by: Hank Green

SciShow has a spinoff podcast! It's called SciShow Tangents. Check it out at http://www.scishowtangents.org
----------
Support SciShow by becoming a patron on Patreon: https://www.patreon.com/scishow
----------
Huge thanks go to the following Patreon supporters for helping us keep SciShow free for everyone forever:

Eric Jensen, Matt Curls, Sam Buck, Christopher R Boucher, Avi Yashchin, Adam Brainard, Greg, Alex Hackman, Sam Lutfi, D.A. Noe, Piya Shedden, Scott Satovsky Jr, Charles Southerland, Patrick D. Ashmore, charles george, Kevin Bealer, Chris Peters
----------
Looking for SciShow elsewhere on the internet?
Facebook: http://www.facebook.com/scishow
Twitter: http://www.twitter.com/scishow
Tumblr: http://scishow.tumblr.com
Instagram: http://instagram.com/thescishow
----------
Sources:
https://ucmp.berkeley.edu/paleo/fossils/amber.html
https://repository.si.edu/bitstream/handle/10088/24696/paleo_Labandeira_Paleont._Soc._Pap._2014.pdf

Carnivorous plant:
https://www.pnas.org/content/112/1/190.abstract
https://jeb.biologists.org/content/212/19/3184

Dino feathers:
https://science.sciencemag.org/content/333/6049/1619.full

Flea:
https://today.oregonstate.edu/archives/2015/sep/bacteria-ancient-flea-may-be-ancestor-black-death
https://academic.oup.com/jme/article/52/6/1234/869360
https://www.sciencedaily.com/releases/2015/09/150915141145.htm

Salamander:
http://www.palaeodiversity.org/pdf/08/03Palaeodiversity_8-15_Poinar-Wake_4.pdf
https://today.oregonstate.edu/archives/2015/aug/first-ever-discovery-salamander-amber-sheds-light-evolution-caribbean-islands
https://www.cnet.com/news/ancient-salamander-in-amber-is-a-scientific-surprise/

Bat flies:
https://today.oregonstate.edu/archives/2012/feb/battle-vampires-20-million-years-ago
https://parasitesandvectors.biomedcentral.com/articles/10.1186/1756-3305-4-229
http://www.nbcnews.com/id/46256764/ns/technology_and_science-science/t/first-fossil-vampire-bat-fly-discovered/#.XYvTledKjOQ

IMAGE SOURCES:
https://commons.wikimedia.org/wiki/File:Gouttes-drops-resine-2.jpg
https://commons.wikimedia.org/wiki/File:Baltic_amber_inclusions_-_Ant_(Hymenoptera,_Formicidae)8.JPG
https://www.pnas.org/content/pnas/112/1/190/F3.large.jpg
https://www.pnas.org/content/pnas/112/1/190/F2.large.jpg
https://commons.wikimedia.org/wiki/File:Pameridea_marlothi_Rebelo_1.jpg
https://commons.wikimedia.org/wiki/File:Drosera_capensis_bend.JPG
https://commons.wikimedia.org/wiki/File:Pameridea.jpg
https://science.sciencemag.org/content/333/6049/1619
https://en.wikipedia.org/wiki/File:Sinosauropteryx_with_Dalinghosaurus.jpg
https://en.wikipedia.org/wiki/File:Sinornithosaurus.jpg
https://academic.oup.com/view-large/figure/27495606/tjv134f1p.tiff
https://static-content.springer.com/esm/art%3A10.1186%2F1756-3305-4-229/MediaObjects/13071_2011_474_MOESM1_ESM.jpeg
https://static-content.springer.com/esm/art%3A10.1186%2F1756-3305-4-229/MediaObjects/13071_2011_474_MOESM2_ESM.jpeg
https://static-content.springer.com/esm/art%3A10.1186%2F1756-3305-4-229/MediaObjects/13071_2011_474_MOESM3_ESM.jpeg
https://www.flickr.com/photos/oregonstateuniversity/20036776643/in/photostream/
https://media.eurekalert.org/multimedia_prod/pub/web/205295_web.jpg
https://www.eurekalert.org/multimedia/pub/205294.php?from=434638
https://www.eurekalert.org/multimedia/pub/205293.php?from=434638",https://i.ytimg.com/vi/ut6vosxD_lM/default.jpg,120,90,https://i.ytimg.com/vi/ut6vosxD_lM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ut6vosxD_lM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ut6vosxD_lM/sddefault.jpg,640.0,480.0,SciShow,27,none,6 of the Coolest Things We've Found in Amber,"Amber is amazing stuff! It can preserve organisms whole, and essentially freeze them in time, and the specimens we’ve found in it so far range from amazing to downright bizarre. Here are six of the coolest things we’ve found trapped in amber.

Hosted by: Hank Green

SciShow has a spinoff podcast! It's called SciShow Tangents. Check it out at http://www.scishowtangents.org
----------
Support SciShow by becoming a patron on Patreon: https://www.patreon.com/scishow
----------
Huge thanks go to the following Patreon supporters for helping us keep SciShow free for everyone forever:

Eric Jensen, Matt Curls, Sam Buck, Christopher R Boucher, Avi Yashchin, Adam Brainard, Greg, Alex Hackman, Sam Lutfi, D.A. Noe, Piya Shedden, Scott Satovsky Jr, Charles Southerland, Patrick D. Ashmore, charles george, Kevin Bealer, Chris Peters
----------
Looking for SciShow elsewhere on the internet?
Facebook: http://www.facebook.com/scishow
Twitter: http://www.twitter.com/scishow
Tumblr: http://scishow.tumblr.com
Instagram: http://instagram.com/thescishow
----------
Sources:
https://ucmp.berkeley.edu/paleo/fossils/amber.html
https://repository.si.edu/bitstream/handle/10088/24696/paleo_Labandeira_Paleont._Soc._Pap._2014.pdf

Carnivorous plant:
https://www.pnas.org/content/112/1/190.abstract
https://jeb.biologists.org/content/212/19/3184

Dino feathers:
https://science.sciencemag.org/content/333/6049/1619.full

Flea:
https://today.oregonstate.edu/archives/2015/sep/bacteria-ancient-flea-may-be-ancestor-black-death
https://academic.oup.com/jme/article/52/6/1234/869360
https://www.sciencedaily.com/releases/2015/09/150915141145.htm

Salamander:
http://www.palaeodiversity.org/pdf/08/03Palaeodiversity_8-15_Poinar-Wake_4.pdf
https://today.oregonstate.edu/archives/2015/aug/first-ever-discovery-salamander-amber-sheds-light-evolution-caribbean-islands
https://www.cnet.com/news/ancient-salamander-in-amber-is-a-scientific-surprise/

Bat flies:
https://today.oregonstate.edu/archives/2012/feb/battle-vampires-20-million-years-ago
https://parasitesandvectors.biomedcentral.com/articles/10.1186/1756-3305-4-229
http://www.nbcnews.com/id/46256764/ns/technology_and_science-science/t/first-fossil-vampire-bat-fly-discovered/#.XYvTledKjOQ

IMAGE SOURCES:
https://commons.wikimedia.org/wiki/File:Gouttes-drops-resine-2.jpg
https://commons.wikimedia.org/wiki/File:Baltic_amber_inclusions_-_Ant_(Hymenoptera,_Formicidae)8.JPG
https://www.pnas.org/content/pnas/112/1/190/F3.large.jpg
https://www.pnas.org/content/pnas/112/1/190/F2.large.jpg
https://commons.wikimedia.org/wiki/File:Pameridea_marlothi_Rebelo_1.jpg
https://commons.wikimedia.org/wiki/File:Drosera_capensis_bend.JPG
https://commons.wikimedia.org/wiki/File:Pameridea.jpg
https://science.sciencemag.org/content/333/6049/1619
https://en.wikipedia.org/wiki/File:Sinosauropteryx_with_Dalinghosaurus.jpg
https://en.wikipedia.org/wiki/File:Sinornithosaurus.jpg
https://academic.oup.com/view-large/figure/27495606/tjv134f1p.tiff
https://static-content.springer.com/esm/art%3A10.1186%2F1756-3305-4-229/MediaObjects/13071_2011_474_MOESM1_ESM.jpeg
https://static-content.springer.com/esm/art%3A10.1186%2F1756-3305-4-229/MediaObjects/13071_2011_474_MOESM2_ESM.jpeg
https://static-content.springer.com/esm/art%3A10.1186%2F1756-3305-4-229/MediaObjects/13071_2011_474_MOESM3_ESM.jpeg
https://www.flickr.com/photos/oregonstateuniversity/20036776643/in/photostream/
https://media.eurekalert.org/multimedia_prod/pub/web/205295_web.jpg
https://www.eurekalert.org/multimedia/pub/205294.php?from=434638
https://www.eurekalert.org/multimedia/pub/205293.php?from=434638",PT13M15S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,1460979,0,https://i.ytimg.com/vi/ut6vosxD_lM/maxresdefault.jpg,1280.0,720.0,en,33046,1440,"['SciShow', 'science', 'Hank', 'Green', 'education', 'learn', 'amber', 'bat flies', 'protofeathers', 'black death', 'bubonic plague', 'roridulid', 'carnivorous plant', 'gondwana', 'plethodons', 'salamanders', ""6 of the Coolest Things We've Found in Amber"", 'Hank Green', 'funny', 'quirky', 'knowledge', 'microscopic']",,
