kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,snippet.defaultAudioLanguage,statistics.commentCount,snippet.defaultLanguage
youtube#video,QaGwKIaIWE-ipQ7s4nL6gV3X1ag,Iztkoq8NFkY,2016-04-20T14:00:09Z,UCGKL1Vvkogp4_ehi62nYs0g,Amber Heard And Johnny Depp Apology,Videos of Trending Stories From Around The World. Subscribe for more clips.,https://i.ytimg.com/vi/Iztkoq8NFkY/default.jpg,120,90,https://i.ytimg.com/vi/Iztkoq8NFkY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Iztkoq8NFkY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Iztkoq8NFkY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Iztkoq8NFkY/maxresdefault.jpg,1280.0,720.0,Viral Forge,"['Amber Heard', 'Johnny Depp', 'apology', 'australia', 'dogs', 'pistol', 'boo', 'illegal', 'plead', 'guilty', 'fine', 'animals', 'video', 'sarcastic', 'bored']",22,none,Amber Heard And Johnny Depp Apology,Videos of Trending Stories From Around The World. Subscribe for more clips.,PT41S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,14,0,0,,0,
youtube#video,LQ6L5DUYXUDSAwC_p3aVrDP4en4,lo77jhHMPbE,2020-09-03T15:14:03Z,UCcBh0oNiIkTowzCWNb0-c3A,JOHNNY DEPP AND AMBER HEARD'S STAGED APOLOGY,"ALSO, I think his accent is Serbian or Romanian.",https://i.ytimg.com/vi/lo77jhHMPbE/default.jpg,120,90,https://i.ytimg.com/vi/lo77jhHMPbE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/lo77jhHMPbE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/lo77jhHMPbE/sddefault.jpg,640.0,480.0,,,,Hidden History of Earth,,22,none,JOHNNY DEPP AND AMBER HEARD'S STAGED APOLOGY,"ALSO, I think his accent is Serbian or Romanian.",PT15M2S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,109,11,0,,2,
youtube#video,NO2JxIen6aRN0xZRW53gxOaTWBE,NiHejsv-BH4,2021-05-09T18:30:10Z,UCAmaiEYnoTgj-dmjp8DpepQ,Johnny Depp Responds To Amber Heard's Apology Video | The Gossipy,"Johnny Depp Responds To Amber Heard's Apology Video | The Gossipy

Welcome toThe Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

The Amber Heard and Johnny Depp situation has painted a very sad tale for millions Johnny Depp and his fans. As time rolls on we hoped there would be some good news, but it appears that is not the case. 

Throughout the this court case, things have only gotten worse for Johnny Depp. But  these bad times finally be coming to an end. First be sure to like the video and subscribe to the channel below. 

#AmberHeardApology​ #JohnnyDeppReaction​ #JohnnyAndAmber

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",https://i.ytimg.com/vi/NiHejsv-BH4/default.jpg,120,90,https://i.ytimg.com/vi/NiHejsv-BH4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/NiHejsv-BH4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/NiHejsv-BH4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/NiHejsv-BH4/maxresdefault.jpg,1280.0,720.0,The Gossipy,"['amber heard', 'justice for johnny depp', 'johnny depp lawsuit', ""Johnny Depp Responds To Amber Heard's Apology Video"", 'amber heard johnny depp', 'johnny depp and amber heard', 'amber heard apology', 'amber heard and johnny depp', 'johnny depp amber heard court', 'johnny depp', 'celebrity', 'hollywood', 'list videos', 'royal family', 'hollywood celebs', 'tv shows', 'hollywood stars', 'reality drama', 'celebrity gossip', 'celeb gossips', 'celebrity news', 'celeb news', 'hollywood gossip', 'hollywood news', 'The Gossipy']",24,none,Johnny Depp Responds To Amber Heard's Apology Video | The Gossipy,"Johnny Depp Responds To Amber Heard's Apology Video | The Gossipy

Welcome toThe Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

The Amber Heard and Johnny Depp situation has painted a very sad tale for millions Johnny Depp and his fans. As time rolls on we hoped there would be some good news, but it appears that is not the case. 

Throughout the this court case, things have only gotten worse for Johnny Depp. But  these bad times finally be coming to an end. First be sure to like the video and subscribe to the channel below. 

#AmberHeardApology​ #JohnnyDeppReaction​ #JohnnyAndAmber

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",PT8M46S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,39,0,0,en-US,1,en-US
youtube#video,CLPMg5ya33PkhgK2k1DoMadu0h8,O5jYZF7c2qM,2020-09-06T17:14:48Z,UClKeQSI1rvP5JkW5c4BZw2g,An angry Amber Heard responds to Johnny Depp’s ‘apology’ to the world.... 💩😩😩😭😭😭😬😬😬,"Watch 'An apology from Johnny Depp' here... 😓😩😩😭💩💩💩💩🤔🙄😰😱
https://www.youtube.com/watch?v=bSthLrETpms

http://www.instagram.com/brainofboon
http://www.facebook.com/brainofboon",https://i.ytimg.com/vi/O5jYZF7c2qM/default.jpg,120,90,https://i.ytimg.com/vi/O5jYZF7c2qM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/O5jYZF7c2qM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/O5jYZF7c2qM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/O5jYZF7c2qM/maxresdefault.jpg,1280.0,720.0,BraiN of BooN,,23,none,An angry Amber Heard responds to Johnny Depp’s ‘apology’ to the world.... 💩😩😩😭😭😭😬😬😬,"Watch 'An apology from Johnny Depp' here... 😓😩😩😭💩💩💩💩🤔🙄😰😱
https://www.youtube.com/watch?v=bSthLrETpms

http://www.instagram.com/brainofboon
http://www.facebook.com/brainofboon",PT56S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,7968,132,0,,51,
youtube#video,z8S2AZqEfx1gHGcEBr0IrAwCpQg,PEHZ5ewZrgs,2016-04-20T13:38:44Z,UCqQZGDBB2Jjc5ugpN2tT4mw,Johnny Depp & Amber Heard Apology,"Each week Tim & Stacey go head to head with a new country....?
This week we try to answer the age old question, Who let the dogs out?",https://i.ytimg.com/vi/PEHZ5ewZrgs/default.jpg,120,90,https://i.ytimg.com/vi/PEHZ5ewZrgs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/PEHZ5ewZrgs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/PEHZ5ewZrgs/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/PEHZ5ewZrgs/maxresdefault.jpg,1280.0,720.0,Gay Vs Girl,"['johnny depp', 'amber heard', 'apology', 'video', 'parody', 'instagram', 'australia', 'pistol', 'boo', 'dogs']",22,none,Johnny Depp & Amber Heard Apology,"Each week Tim & Stacey go head to head with a new country....?
This week we try to answer the age old question, Who let the dogs out?",PT1M4S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,499,7,0,en,0,
youtube#video,yPFHCiE5W7_GtwcfTEuYNdFcqLI,q57CrNy-1Zk,2016-04-18T23:38:13Z,UCrj0ly1K8rEccMx-M1XS9XA,"50,000 Subscribers Special!!! - Johnny Depp and Amber Heard's Apology Video PARODY",,https://i.ytimg.com/vi/q57CrNy-1Zk/default.jpg,120,90,https://i.ytimg.com/vi/q57CrNy-1Zk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/q57CrNy-1Zk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/q57CrNy-1Zk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/q57CrNy-1Zk/maxresdefault.jpg,1280.0,720.0,SoggyCow,"['caylerose', 'cayle', 'rose', 'gulfport', 'true', 'stories', 'vlog', 'subglobal', 'subg', 'cute', 'review', 'stream', 'gameplay', 'online', 'soggycow']",23,none,"50,000 Subscribers Special!!! - Johnny Depp and Amber Heard's Apology Video PARODY",,PT48S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,8662,,0,en,3,
youtube#video,TYlfy_6k1EEB6zuf5VrfYL3hKNw,qU_mottXETI,2016-04-24T17:30:07Z,UC_UzRP_jmQazQJn7EEGY9DA,Omar Chaparro and Joey Morgan apologies like Johnny Depp and Amber Heard,"Omar Chaparro y Joey Morgan se disculpan con México por entrar ilegalmente al personaje “Vic” de la película “Compadres”
SUSCRÍBETE A UNIMÁS
http://bit.ly/1NQLbFc
Ve más de los recientes estrenos en Unimás.com
http://www.univision.com/unimas

Síguenos
Facebook
https://www.facebook.com/UniMas/
Twitter
https://twitter.com/UniMas

En Unimás encuentra lo mejor de tus series favoritas, detrás de cámaras, los chismes más picantes de Sal y Pimienta y mucho más.",https://i.ytimg.com/vi/qU_mottXETI/default.jpg,120,90,https://i.ytimg.com/vi/qU_mottXETI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/qU_mottXETI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/qU_mottXETI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/qU_mottXETI/maxresdefault.jpg,1280.0,720.0,UniMás,"['Omar Chaparro', 'Joey Morgan', 'Compadres Movie', 'compadres', 'cine', 'johnny Depp', 'amber Heard', 'Aislinn Derbez', 'Erick Elías', 'pelicula compadres', 'nueva pelicula compadres', 'entrevista omar chaparro', 'entrevista joey morgan', 'joey morgan compadres', 'omar chaparro compadres', 'compadres univision', 'vic compadres', 'univision', 'peliculas univision']",24,none,Omar Chaparro and Joey Morgan apologies like Johnny Depp and Amber Heard,"Omar Chaparro y Joey Morgan se disculpan con México por entrar ilegalmente al personaje “Vic” de la película “Compadres”
SUSCRÍBETE A UNIMÁS
http://bit.ly/1NQLbFc
Ve más de los recientes estrenos en Unimás.com
http://www.univision.com/unimas

Síguenos
Facebook
https://www.facebook.com/UniMas/
Twitter
https://twitter.com/UniMas

En Unimás encuentra lo mejor de tus series favoritas, detrás de cámaras, los chismes más picantes de Sal y Pimienta y mucho más.",PT1M51S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,823,8,0,es-MX,1,
youtube#video,MZNaK07ND6jMOf3Zy3QICPqNaTQ,TKLP4zt2-1s,2016-04-18T21:38:48Z,UCIEYSEvjmRi-ENNw_vPlJgA,Johnny Depp and Amber Heard Forced to Apologize!,Satirize the world! #satirizetheworld,https://i.ytimg.com/vi/TKLP4zt2-1s/default.jpg,120,90,https://i.ytimg.com/vi/TKLP4zt2-1s/mqdefault.jpg,320,180,https://i.ytimg.com/vi/TKLP4zt2-1s/hqdefault.jpg,480,360,https://i.ytimg.com/vi/TKLP4zt2-1s/sddefault.jpg,640.0,480.0,,,,theviralizer,"['johnny depp', 'amber heard', 'confession', 'apology']",22,none,Johnny Depp and Amber Heard Forced to Apologize!,Satirize the world! #satirizetheworld,PT37S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,157,1,0,,0,
youtube#video,oAZsCqm-Q2I062DC9fZrE3ELFV8,UcN4_FNU3Z8,2022-01-02T19:02:36Z,UClaQE8C440xa46Jc5p0iL8g,🐟Amber Lake - New Year Bash lets look for some carp.... - Russian Fishing 4 - RF4,"🔔 Please Subscribe ❤️ Please Like 👍 Please Comment

🛡️ Join this channel to get access to perks: https://www.youtube.com/channel/UClaQE8C440xa46Jc5p0iL8g/join

💲 If you wish to Donate - https://streamelements.com/bavinokgaming/tip

📱 Join us on Discord - https://discord.gg/B6ccGX7Wdg

Amber Lake - New Year Bash lets look for some carp.... - Russian Fishing 4 - RF4

I'm a small youtube streamer, and would like to thank everyone for their support as we hit 1k Subscribers, and made Youtube partner!!!


About RF4/PP4


Russian Fishing 4 is a long-awaited game that continues the well known series of fishing simulators developed by our company. Russian Fishing 4 is much more dynamic and engaging thаn anything else that was previously released to the market and features a unique natural physics simulations. The complete player freedom in game world is the core feature of Russian Fishing 4. 

Take your time to discover many stunning locations and find your very own perfect fishing spots. Gain your knowledge and develop your skills to apply them in setting up any kind of fishing rig and catching that special trophy you’ve been searching for. A tremendous amount of fishing gear, equipment and fish species awaits you in your journey into the world of Russian Fishing 4. Above all, the world of Russian Fishing 4 constantly evolves, so there will always be a place for the unknown.


Please like and Subscribe!

 

#RF4, #russianfishing4, #smallyoutubestreamer",https://i.ytimg.com/vi/UcN4_FNU3Z8/default.jpg,120,90,https://i.ytimg.com/vi/UcN4_FNU3Z8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UcN4_FNU3Z8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/UcN4_FNU3Z8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/UcN4_FNU3Z8/maxresdefault.jpg,1280.0,720.0,Bavinok Gaming,"['russian fishing 4', 'fishing game', 'carp fishing', 'russian fishing 4 gameplay', 'Russian fishing 4 carp', 'russian fishing 4 live stream', 'russian fishing 4 2021', 'rf4', 'mirror carp', 'leather carp', 'wild carp', 'frame sided carp', 'linear carp', 'stream', 'russian fishing 4 beginners guide', 'rusiian fishing 4 hot spot', 'common carp', 'artic char', 'nelma', 'pink salmon', 'tunguska', 'trolling', 'bighead carp', 'sterlet', 'sturgeon', 'yama', 'zander', 'catfish']",20,none,🐟Amber Lake - New Year Bash lets look for some carp.... - Russian Fishing 4 - RF4,"🔔 Please Subscribe ❤️ Please Like 👍 Please Comment

🛡️ Join this channel to get access to perks: https://www.youtube.com/channel/UClaQE8C440xa46Jc5p0iL8g/join

💲 If you wish to Donate - https://streamelements.com/bavinokgaming/tip

📱 Join us on Discord - https://discord.gg/B6ccGX7Wdg

Amber Lake - New Year Bash lets look for some carp.... - Russian Fishing 4 - RF4

I'm a small youtube streamer, and would like to thank everyone for their support as we hit 1k Subscribers, and made Youtube partner!!!


About RF4/PP4


Russian Fishing 4 is a long-awaited game that continues the well known series of fishing simulators developed by our company. Russian Fishing 4 is much more dynamic and engaging thаn anything else that was previously released to the market and features a unique natural physics simulations. The complete player freedom in game world is the core feature of Russian Fishing 4. 

Take your time to discover many stunning locations and find your very own perfect fishing spots. Gain your knowledge and develop your skills to apply them in setting up any kind of fishing rig and catching that special trophy you’ve been searching for. A tremendous amount of fishing gear, equipment and fish species awaits you in your journey into the world of Russian Fishing 4. Above all, the world of Russian Fishing 4 constantly evolves, so there will always be a place for the unknown.


Please like and Subscribe!

 

#RF4, #russianfishing4, #smallyoutubestreamer",PT3H9M5S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,326,40,0,en-US,0,en-US
youtube#video,kSpdrhuiN8DPOQy0xfrevaPYxXs,vhyZCVEk1A4,2016-04-21T01:07:38Z,UCmAWv0ZC-OjzDQ2WRIPYf5A,Johnny Depp-Amber Heard's apology video criticised by OZ Deputy PM,Johnny Depp-Amber Heard's apology video criticised by OZ Deputy PM,https://i.ytimg.com/vi/vhyZCVEk1A4/default.jpg,120,90,https://i.ytimg.com/vi/vhyZCVEk1A4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/vhyZCVEk1A4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/vhyZCVEk1A4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/vhyZCVEk1A4/maxresdefault.jpg,1280.0,720.0,lanell schumaker,,22,none,Johnny Depp-Amber Heard's apology video criticised by OZ Deputy PM,Johnny Depp-Amber Heard's apology video criticised by OZ Deputy PM,PT1M2S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,19,1,0,,0,
youtube#video,TIaFzK00B1dVDPxcGNkz1fjBcKw,vpBi4C6iZqg,2016-04-21T15:00:03Z,UCiBPdfG4rQd9WcM-ocgAITQ,Johnny Depp and Amber Heard's Apology Video: MrChinaman Moans,"Subscribe to be nudged when I put up new videos.

Subscribe: https://www.youtube.com/channel/UCiBP... 
Facebook: https://www.facebook.com/MrChinaman17/
Instagram: https://www.instagram.com/mrchinaman/
Twitter: https://twitter.com/chinaman0217
Tumblr: http://mr-chinaman.tumblr.com/",https://i.ytimg.com/vi/vpBi4C6iZqg/default.jpg,120,90,https://i.ytimg.com/vi/vpBi4C6iZqg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/vpBi4C6iZqg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/vpBi4C6iZqg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/vpBi4C6iZqg/maxresdefault.jpg,1280.0,720.0,MrChinaman17,"['#MrChinaman', '#asian', '#UK', '#fun', '#entertainment', '#crazy', '#china', '#johnny', '#johnnydepp', '#amberheard', '#amber', '#depp', '#rant', '#dog', '#yorkie', '#australia', '#animals', '#koala', '#people', '#trend', '#apology']",24,none,Johnny Depp and Amber Heard's Apology Video: MrChinaman Moans,"Subscribe to be nudged when I put up new videos.

Subscribe: https://www.youtube.com/channel/UCiBP... 
Facebook: https://www.facebook.com/MrChinaman17/
Instagram: https://www.instagram.com/mrchinaman/
Twitter: https://twitter.com/chinaman0217
Tumblr: http://mr-chinaman.tumblr.com/",PT5M16S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,161,2,0,en-GB,0,en-GB
youtube#video,256Lp4kL9ZH2H7dUFn9SBEjPjs0,zDlS_3AJk2g,2016-04-19T10:43:51Z,UCLgA-EKjwjQn4x5m1iKPung,Amber Heard and Jhonny depp Apology About Australian biosecurity,Amber Heard and Jhonny depp Apology About Australian biosecurity,https://i.ytimg.com/vi/zDlS_3AJk2g/default.jpg,120,90,https://i.ytimg.com/vi/zDlS_3AJk2g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/zDlS_3AJk2g/hqdefault.jpg,480,360,,,,,,,WorldTrendTV,"['johnny depp', 'communitychannel', 'amber heard', 'apology video', 'comedy', 'making of', 'parody', 'tran', 'community channel', 'natalie tran', 'nat tran', 'funny', 'quarintine', 'barnaby joyce', 'australia']",22,none,Amber Heard and Jhonny depp Apology About Australian biosecurity,Amber Heard and Jhonny depp Apology About Australian biosecurity,PT40S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2796,1,0,,0,
