kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultAudioLanguage,contentDetails.regionRestriction.blocked,snippet.defaultLanguage
youtube#video,3370exw6IrNnSw18bXWu2-wIrLg,jp4Muh_zfGg,2020-01-15T00:18:15Z,UCAVgFwnRKj2Ny8M2emfYm9w,Amber Heard  Stories   “Has the honor to work with this ABSOLUTE Inspiring Lady today,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",https://i.ytimg.com/vi/jp4Muh_zfGg/default.jpg,120,90,https://i.ytimg.com/vi/jp4Muh_zfGg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jp4Muh_zfGg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/jp4Muh_zfGg/sddefault.jpg,640.0,480.0,,,,Celebrity Scoop,,24,none,Amber Heard  Stories   “Has the honor to work with this ABSOLUTE Inspiring Lady today,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",PT16S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,12,,0,1,es,,
youtube#video,B65zO_7hP46EGeqotl4dOV7d1tg,KBJG_Ay6KF0,2021-03-17T00:00:11Z,UC_8jm3f8D3sxLerTEz7GBew,Johnny Depp Goes Off on Amber Heard    Hurls Wine Glass   TMZ,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",https://i.ytimg.com/vi/KBJG_Ay6KF0/default.jpg,120,90,https://i.ytimg.com/vi/KBJG_Ay6KF0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KBJG_Ay6KF0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/KBJG_Ay6KF0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/KBJG_Ay6KF0/maxresdefault.jpg,1280.0,720.0,Amber Heard's Evidence,,22,none,Johnny Depp Goes Off on Amber Heard    Hurls Wine Glass   TMZ,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",PT1M38S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,11,0,0,0,,,
youtube#video,O5Ym-leavSZVOdxduN9tpYgCJLk,nbZCoiBn7iY,2021-03-17T00:07:56Z,UC_8jm3f8D3sxLerTEz7GBew,Amber Heard BEGGING Johnny Depp To Control His Anger   EXCLUSIVE Audio,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",https://i.ytimg.com/vi/nbZCoiBn7iY/default.jpg,120,90,https://i.ytimg.com/vi/nbZCoiBn7iY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/nbZCoiBn7iY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/nbZCoiBn7iY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/nbZCoiBn7iY/maxresdefault.jpg,1280.0,720.0,Amber Heard's Evidence,,22,none,Amber Heard BEGGING Johnny Depp To Control His Anger   EXCLUSIVE Audio,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",PT1M41S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,13,0,0,1,,,
youtube#video,q1VCy-fybmzgziwnF5sFdoPpJy0,RUFfYxvrHsc,2020-11-14T16:55:11Z,UCUn6StO7aviJVu5oIG6qnKw,Is Amber Heard going to work at marvel?🤔,https://store.playstation.com/#!/tid=CUSA00572_00,https://i.ytimg.com/vi/RUFfYxvrHsc/default.jpg,120,90,https://i.ytimg.com/vi/RUFfYxvrHsc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/RUFfYxvrHsc/hqdefault.jpg,480,360,,,,,,,jay jay,"['#PS4share', 'PlayStation 4', 'Sony Interactive Entertainment', 'SHAREfactory™', '{f478c96d-0621-4b1f-b934-5f9eda5c0bf6}', 'Marvel', 'beeee18933481', 'Dc', 'DC', 'Amber heard', 'Johnny Depp', 'News', 'Aquaman', 'Mcu', 'Dceu']",20,none,Is Amber Heard going to work at marvel?🤔,https://store.playstation.com/#!/tid=CUSA00572_00,PT5M56S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,5,0,0,0,,,
youtube#video,ibKgvWCcigWh6C4SAqpk0It-B68,s6UYtGwQu7Y,2021-09-19T12:48:02Z,UCVtGyUvih1C5czOYezivnPQ,How to Draw face using Grid Method | Amber Heard Speed Drawing#youtubeshorts,How to Draw face using Grid Method | Amber Heard Speed Drawing#youtubeshorts#amberheard #amberhearddrawing,https://i.ytimg.com/vi/s6UYtGwQu7Y/default.jpg,120,90,https://i.ytimg.com/vi/s6UYtGwQu7Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/s6UYtGwQu7Y/hqdefault.jpg,480,360,,,,,,,Jaspal Art and Sketches,"['how to draw face using Grid Method', 'how to draw amber Heard', 'how to draw Amber Heard using Grid Method', 'how to draw amber Heard easy', 'how to draw amber Heard step by step', ""let's draw amber Heard"", 'Amber Heard Speed Drawing', 'amber Heard drawing', 'Amber Heard drawing YouTube Shorts', 'amber Heard Speed drawing YouTube Shorts', 'YouTube shorts']",24,none,How to Draw face using Grid Method | Amber Heard Speed Drawing#youtubeshorts,How to Draw face using Grid Method | Amber Heard Speed Drawing#youtubeshorts#amberheard #amberhearddrawing,PT58S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,679,26,0,2,,,
youtube#video,NhiEtLmJChV6ejOEVDxQOEWyOgA,TpzHVBhypd0,2021-03-16T23:58:44Z,UC_8jm3f8D3sxLerTEz7GBew,Video Amber Heard describes a physical altercation with Johnny Depp,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",https://i.ytimg.com/vi/TpzHVBhypd0/default.jpg,120,90,https://i.ytimg.com/vi/TpzHVBhypd0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/TpzHVBhypd0/hqdefault.jpg,480,360,,,,,,,Amber Heard's Evidence,,22,none,Video Amber Heard describes a physical altercation with Johnny Depp,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",PT3M50S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,1,0,0,0,,,
youtube#video,tIbCBXrzbjD1MHl7CL_49YdZQlk,TWq1BC7fdMk,2014-02-19T20:04:06Z,UCAqNlB8k8MchmNb2h68U1Cw,Amber hard at work before recording,via YouTube Capture,https://i.ytimg.com/vi/TWq1BC7fdMk/default.jpg,120,90,https://i.ytimg.com/vi/TWq1BC7fdMk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/TWq1BC7fdMk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/TWq1BC7fdMk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/TWq1BC7fdMk/maxresdefault.jpg,1280.0,720.0,amber Whitfield,['YouTube Capture'],22,none,Amber hard at work before recording,via YouTube Capture,PT20S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,100,0,0,,,,
youtube#video,F1mqxo17Q9onHdVbd1Tmm6LatDk,xwkejKqnZwA,2021-03-17T00:11:17Z,UC_8jm3f8D3sxLerTEz7GBew,Amber Heard Saying Johnny Depp KICKED Her,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",https://i.ytimg.com/vi/xwkejKqnZwA/default.jpg,120,90,https://i.ytimg.com/vi/xwkejKqnZwA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xwkejKqnZwA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/xwkejKqnZwA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/xwkejKqnZwA/maxresdefault.jpg,1280.0,720.0,Amber Heard's Evidence,,22,none,Amber Heard Saying Johnny Depp KICKED Her,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",PT2M7S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,24,0,0,1,,,
youtube#video,O8U9UZxXgiMKpiMUKo82080DD5M,YPzSNQT4FIM,2021-06-11T07:48:40Z,UCJXBsLJsJdt8OryEEQRk-WQ,Johnny Depp and His Wife Amber Heard Mass Entry| Captain Jack Sparrow Attitude,"Johnny Depp and His Wife Amber Heard Mass Entry| Captain Jack Sparrow Attitude

🔥Twitter(@vallepukumar2)
https://twitter.com/VallepuKumar2?s=09 

👣Facebook Page:
https://www.facebook.com/creativemindbykumar/

Instagram ID (kumar_youtuber)
https://www.instagram.com/invites/contact/?i=1cl2x1pz2i5ao&utm_content=l9dzxyz 

Creative's Family
Creative Mind By kumar 
https://youtube.com/channel/UCQiIuKY-m-TR1IA3L0Rb9MQ 

🔴None of these video clips , images and music were created/owned by us. 

☆We do not own all material we're posting on our channel. If you are a copyright owner want your work to be removed from our channel PLEASE contact us and don't keep a YouTube strike or claim.
NOTE we do not benefit from posting material and we're only helping new and emerging artists to be heard by supporting and promoting their work on various. 

➡️CONTACT workforcreativemind@gmail.com

IGNORE TAGS:
#amberheard,#johnny_depp_amber_heard,#johnny_depp,#amber_heard_fired,#johnny_depp_news",https://i.ytimg.com/vi/YPzSNQT4FIM/default.jpg,120,90,https://i.ytimg.com/vi/YPzSNQT4FIM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/YPzSNQT4FIM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/YPzSNQT4FIM/sddefault.jpg,640.0,480.0,,,,Creative Nation,"['amber heard', 'amber heard and johnny depp', 'amber heard aquaman 2', 'amber heard fired', 'amber heard johnny depp', 'johnny depp', 'johnny depp amber heard', 'johnny depp amber heard audio', 'johnny depp and amber heard', 'johnny depp fired', 'johnny depp news', 'justice for johnny depp', 'mass entry']",10,none,Johnny Depp and His Wife Amber Heard Mass Entry| Captain Jack Sparrow Attitude,"Johnny Depp and His Wife Amber Heard Mass Entry| Captain Jack Sparrow Attitude

🔥Twitter(@vallepukumar2)
https://twitter.com/VallepuKumar2?s=09 

👣Facebook Page:
https://www.facebook.com/creativemindbykumar/

Instagram ID (kumar_youtuber)
https://www.instagram.com/invites/contact/?i=1cl2x1pz2i5ao&utm_content=l9dzxyz 

Creative's Family
Creative Mind By kumar 
https://youtube.com/channel/UCQiIuKY-m-TR1IA3L0Rb9MQ 

🔴None of these video clips , images and music were created/owned by us. 

☆We do not own all material we're posting on our channel. If you are a copyright owner want your work to be removed from our channel PLEASE contact us and don't keep a YouTube strike or claim.
NOTE we do not benefit from posting material and we're only helping new and emerging artists to be heard by supporting and promoting their work on various. 

➡️CONTACT workforcreativemind@gmail.com

IGNORE TAGS:
#amberheard,#johnny_depp_amber_heard,#johnny_depp,#amber_heard_fired,#johnny_depp_news",PT20S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,9,2,0,0,en-US,,
youtube#video,V2YM9O8CWN3VaFBwe2XNS-euLyo,_4UzwhG_6jE,2018-08-10T11:51:14Z,UC52X5wxOL_s5yw0dQk7NtgA,"Heard, Malek, Theron, more, support HFPA’s charity work","(10 Aug 2018) Amber Heard, Rami Malek, Charlize Theron and Jennifer Garner were among the presenters at the Hollywood Foreign Press Association's star-studded grants dinner. (Aug. 10)

Subscribe for more Breaking News: http://smarturl.it/AssociatedPress 
Website: https://apnews.com
Twitter: https://twitter.com/AP
Facebook: https://facebook.com/APNews
Google+: https://plus.google.com/115892241801867723374
Instagram: https://www.instagram.com/APNews/
​

You can license this story through AP Archive: http://www.aparchive.com/metadata/youtube/277058e08900d73b93433941170faabd",https://i.ytimg.com/vi/_4UzwhG_6jE/default.jpg,120,90,https://i.ytimg.com/vi/_4UzwhG_6jE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/_4UzwhG_6jE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/_4UzwhG_6jE/sddefault.jpg,640.0,480.0,,,,Associated Press,"['Associated Press', '4167334', '877b705c6e174a84a59888c4f384a857', 'US HFPA Banquet (CR)', 'Nia Long', 'John Cho', 'Jennifer Garner', 'William H. Macy', 'Rami Malek', 'Cynthia Erivo', 'Christian Slater', 'Lena Waithe', 'Amber Heard', 'Charlize Theron', 'Arts and entertainment', 'Hollywood Foreign Press Association', 'HPFA', 'dinner', 'charity', 'entertainment', 'ap entertainment']",24,none,"Heard, Malek, Theron, more, support HFPA’s charity work","(10 Aug 2018) Amber Heard, Rami Malek, Charlize Theron and Jennifer Garner were among the presenters at the Hollywood Foreign Press Association's star-studded grants dinner. (Aug. 10)

Subscribe for more Breaking News: http://smarturl.it/AssociatedPress 
Website: https://apnews.com
Twitter: https://twitter.com/AP
Facebook: https://facebook.com/APNews
Google+: https://plus.google.com/115892241801867723374
Instagram: https://www.instagram.com/APNews/
​

You can license this story through AP Archive: http://www.aparchive.com/metadata/youtube/277058e08900d73b93433941170faabd",PT2M5S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,1029,11,0,,en-US,,
youtube#video,Khvjgv5UmfbEOh9M6_-7u37jj_s,_Q5V691-5IM,2018-12-25T17:11:37Z,UC1CWKmRjUJyat_EjBSHqE1w,Amber Heard Was Deeply Happy With 'Aquaman' Experience,"Amber Heard Was Deeply Happy With 'Aquaman' Experience

Aquaman has proven to be a holiday hit, so it's a given that you'll see an Aquaman 2 in the future. That's great news for Amber Heard, who plays Aquaman's significant other, Mera. She'll be looking forward to the sequel because she says she had so much fun working on this one!

Aquaman is playing now in theaters everywhere.",https://i.ytimg.com/vi/_Q5V691-5IM/default.jpg,120,90,https://i.ytimg.com/vi/_Q5V691-5IM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/_Q5V691-5IM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/_Q5V691-5IM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/_Q5V691-5IM/maxresdefault.jpg,1280.0,720.0,hollywoodoutbreak,"['Aquaman', 'Amber Heard', 'movies', 'movie news', 'entertainment', 'entertainment news']",24,none,Amber Heard Was Deeply Happy With 'Aquaman' Experience,"Amber Heard Was Deeply Happy With 'Aquaman' Experience

Aquaman has proven to be a holiday hit, so it's a given that you'll see an Aquaman 2 in the future. That's great news for Amber Heard, who plays Aquaman's significant other, Mera. She'll be looking forward to the sequel because she says she had so much fun working on this one!

Aquaman is playing now in theaters everywhere.",PT41S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,181,2,0,0,en,,en
youtube#video,omAahQBbkKYhtaiJ5QG2m9w6lm8,_TwscFAfw0k,2021-09-12T05:14:08Z,UCIv3TvWamoYCCuH72Wp2LyA,Amber Heard status #shots❤❤❤❤,"Like, Comment and Subscribe if you like the video and hit the bell icon so you get instant notification when i upload a new video
you can contact me for any video requests or ideas

Disclaimer
I don't own the audio and picture. The credits go to the respective owners. This video is purely fan-made, and will not be used for profit or illegal sharing.

Fair Use:
""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing.""
We do not own all the material we're posting on this channel. If you are a copyright owner and want your work to be removed from our channel PLEASE contact us via email (infodevilninja@gmail.com) or leave us a personal message here and we will remove your material right away. PLEASE do not opt for a youtube strike.
Let us keep each other happy :)
whatsapp status,whatsapp status video,whatsapp status new,whatsapp status boys,whatsapp status car driving,whatsapp status for girls,Amber Heard status #shots❤❤❤❤,amber heard apology,amber heard johnny depp,amber heard johnny depp fight video,Amber Heard,amber heard whatsapp status full screen,amber heard worst moments,amber heard workout,amber heard lifestyle,amber heard lifestyle 2021
whatsapp status,whatsapp status video,whatsapp status new,whatsapp status boys,whatsapp status car driving,whatsapp status for girls,Amber Heard status #shots❤❤❤❤,amber heard apology,amber heard johnny depp,amber heard johnny depp fight video,Amber Heard,amber heard whatsapp status full screen,amber heard worst moments,amber heard workout
whatsapp status video,
whatsapp status song,
whatsapp status islamic,
whatsapp status shayari,
whatsapp status new song,
whatsapp status sad,
whatsapp status love,
whatsapp status video song,
whatsapp status attitude,
whatsapp status attitude boy,
whatsapp status arijit singh,
whatsapp status app,
whatsapp status about life,
whatsapp status allah,
whatsapp status atif aslam,
whatsapp status attitude girl,
a whatsapp status video,
a whatsapp status song,
a whatsapp status love,
a whatsapp status video song,
a whatsapp status full screen,
a whatsapp status tamil,
a whatsapp status new,
a whatsapp status new song,
whatsapp status black screen,
whatsapp status black,
whatsapp status black background,
whatsapp status boys,
whatsapp status banane ka tarika,
whatsapp status boys attitude,
whatsapp status best,
whatsapp status badmashi,
b whatsapp status video,
b whatsapp status setting,
b whatsapp status video download,
b whatsapp status tamil,
b whatsapp status video tamil,
cardi b whatsapp status,
up cardi b whatsapp status,
big b whatsapp status malayalam,
whatsapp status channel,
whatsapp status car,
whatsapp status couple,
whatsapp status cute,
whatsapp status car driving,
whatsapp status chori karne ka tarika,
whatsapp status cartoon,
whatsapp status couple goals,
c whatsapp status video,
ravichandran c whatsapp status,
t m c whatsapp status,
sharvani c whatsapp status,
shamain malang c whatsapp status,
v o c whatsapp status tamil,
aidan nai c whatsapp status,
sundar c whatsapp status,
whatsapp status download,
whatsapp status dialogue,
whatsapp status drama,
whatsapp status download app,
whatsapp status dukhi,
whatsapp status download kaise kare,
whatsapp status dp,
whatsapp status download karne ka tarika,
d whatsapp status video,
d whatsapp status tamil,
d whatsapp status song,
d whatsapp status telugu,
d whatsapp status love,
d whatsapp status video download,
agust d whatsapp status,
s love d whatsapp status,
whatsapp status english,
whatsapp status eid mubarak,
whatsapp status english songs,
whatsapp status editing,
whatsapp status emotional,
whatsapp status eid,
whatsapp status ertugrul gazi music,
whatsapp status editing video,
e whatsapp status video,
e whatsapp status tamil,
e whatsapp status video download,
wall e whatsapp status,
eazy e whatsapp status,
e bull jet whatsapp status,
e sundara beladingala whatsapp status,
e sanje yakagide whatsapp status,
whatsapp status fathers day,
whatsapp status funny,
whatsapp status full screen,
whatsapp status funny video,
whatsapp status for girls,
whatsapp status female version,
whatsapp status for ramzan,
whatsapp status for father,
f whatsapp status song,
f whatsapp status video,
f whatsapp status new,
f whatsapp status tamil,
f whatsapp status video download,
k g f whatsapp status,
k g f whatsapp status telugu,
k g f whatsapp status tamil,
whatsapp status green screen,
whatsapp status girls,
whatsapp status gun,
whatsapp status girls attitude,
whatsapp status green,
whatsapp status good morning,",https://i.ytimg.com/vi/_TwscFAfw0k/default.jpg,120,90,https://i.ytimg.com/vi/_TwscFAfw0k/mqdefault.jpg,320,180,https://i.ytimg.com/vi/_TwscFAfw0k/hqdefault.jpg,480,360,https://i.ytimg.com/vi/_TwscFAfw0k/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/_TwscFAfw0k/maxresdefault.jpg,1280.0,720.0,Sillent Ninja,"['whatsapp status', 'whatsapp status video', 'whatsapp status new', 'whatsapp status boys', 'whatsapp status car driving', 'whatsapp status for girls', 'Amber Heard status #shots❤❤❤❤', 'amber heard apology', 'amber heard johnny depp', 'amber heard johnny depp fight video', 'Amber Heard', 'amber heard whatsapp status full screen', 'amber heard worst moments', 'amber heard workout', 'amber heard lifestyle', 'amber heard lifestyle 2021']",24,none,Amber Heard status #shots❤❤❤❤,"Like, Comment and Subscribe if you like the video and hit the bell icon so you get instant notification when i upload a new video
you can contact me for any video requests or ideas

Disclaimer
I don't own the audio and picture. The credits go to the respective owners. This video is purely fan-made, and will not be used for profit or illegal sharing.

Fair Use:
""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing.""
We do not own all the material we're posting on this channel. If you are a copyright owner and want your work to be removed from our channel PLEASE contact us via email (infodevilninja@gmail.com) or leave us a personal message here and we will remove your material right away. PLEASE do not opt for a youtube strike.
Let us keep each other happy :)
whatsapp status,whatsapp status video,whatsapp status new,whatsapp status boys,whatsapp status car driving,whatsapp status for girls,Amber Heard status #shots❤❤❤❤,amber heard apology,amber heard johnny depp,amber heard johnny depp fight video,Amber Heard,amber heard whatsapp status full screen,amber heard worst moments,amber heard workout,amber heard lifestyle,amber heard lifestyle 2021
whatsapp status,whatsapp status video,whatsapp status new,whatsapp status boys,whatsapp status car driving,whatsapp status for girls,Amber Heard status #shots❤❤❤❤,amber heard apology,amber heard johnny depp,amber heard johnny depp fight video,Amber Heard,amber heard whatsapp status full screen,amber heard worst moments,amber heard workout
whatsapp status video,
whatsapp status song,
whatsapp status islamic,
whatsapp status shayari,
whatsapp status new song,
whatsapp status sad,
whatsapp status love,
whatsapp status video song,
whatsapp status attitude,
whatsapp status attitude boy,
whatsapp status arijit singh,
whatsapp status app,
whatsapp status about life,
whatsapp status allah,
whatsapp status atif aslam,
whatsapp status attitude girl,
a whatsapp status video,
a whatsapp status song,
a whatsapp status love,
a whatsapp status video song,
a whatsapp status full screen,
a whatsapp status tamil,
a whatsapp status new,
a whatsapp status new song,
whatsapp status black screen,
whatsapp status black,
whatsapp status black background,
whatsapp status boys,
whatsapp status banane ka tarika,
whatsapp status boys attitude,
whatsapp status best,
whatsapp status badmashi,
b whatsapp status video,
b whatsapp status setting,
b whatsapp status video download,
b whatsapp status tamil,
b whatsapp status video tamil,
cardi b whatsapp status,
up cardi b whatsapp status,
big b whatsapp status malayalam,
whatsapp status channel,
whatsapp status car,
whatsapp status couple,
whatsapp status cute,
whatsapp status car driving,
whatsapp status chori karne ka tarika,
whatsapp status cartoon,
whatsapp status couple goals,
c whatsapp status video,
ravichandran c whatsapp status,
t m c whatsapp status,
sharvani c whatsapp status,
shamain malang c whatsapp status,
v o c whatsapp status tamil,
aidan nai c whatsapp status,
sundar c whatsapp status,
whatsapp status download,
whatsapp status dialogue,
whatsapp status drama,
whatsapp status download app,
whatsapp status dukhi,
whatsapp status download kaise kare,
whatsapp status dp,
whatsapp status download karne ka tarika,
d whatsapp status video,
d whatsapp status tamil,
d whatsapp status song,
d whatsapp status telugu,
d whatsapp status love,
d whatsapp status video download,
agust d whatsapp status,
s love d whatsapp status,
whatsapp status english,
whatsapp status eid mubarak,
whatsapp status english songs,
whatsapp status editing,
whatsapp status emotional,
whatsapp status eid,
whatsapp status ertugrul gazi music,
whatsapp status editing video,
e whatsapp status video,
e whatsapp status tamil,
e whatsapp status video download,
wall e whatsapp status,
eazy e whatsapp status,
e bull jet whatsapp status,
e sundara beladingala whatsapp status,
e sanje yakagide whatsapp status,
whatsapp status fathers day,
whatsapp status funny,
whatsapp status full screen,
whatsapp status funny video,
whatsapp status for girls,
whatsapp status female version,
whatsapp status for ramzan,
whatsapp status for father,
f whatsapp status song,
f whatsapp status video,
f whatsapp status new,
f whatsapp status tamil,
f whatsapp status video download,
k g f whatsapp status,
k g f whatsapp status telugu,
k g f whatsapp status tamil,
whatsapp status green screen,
whatsapp status girls,
whatsapp status gun,
whatsapp status girls attitude,
whatsapp status green,
whatsapp status good morning,",PT19S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,108,19,0,1,,,
