kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,contentDetails.contentRating.ytRating,snippet.tags,snippet.defaultLanguage,snippet.defaultAudioLanguage
youtube#video,GXCoh4A_qwhxrfEZzt0liw29jaI,HiYFpLJ6Pk0,2021-03-17T00:02:28Z,UC_8jm3f8D3sxLerTEz7GBew,PROOF Johnny Depp’s Lawyers Fabricated Lies About Amber Heard   AUDIO,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",https://i.ytimg.com/vi/HiYFpLJ6Pk0/default.jpg,120,90,https://i.ytimg.com/vi/HiYFpLJ6Pk0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HiYFpLJ6Pk0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/HiYFpLJ6Pk0/sddefault.jpg,640.0,480.0,Amber Heard's Evidence,22,none,PROOF Johnny Depp’s Lawyers Fabricated Lies About Amber Heard   AUDIO,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",PT1M24S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,13,0,0,1,https://i.ytimg.com/vi/HiYFpLJ6Pk0/maxresdefault.jpg,1280.0,720.0,,,,
youtube#video,dmCXxwI6R6ZnLAjfnDHNFBBTvII,htomQehm000,2021-12-10T12:31:35Z,UCX73wkoFjSOsjKC1TLo3Tmg,Amber Heard |,"Amber Heard 
Amber Heard New WhatsApp Status 
Amber Heard New Status 
Amber Heard WhatsApp Status 
Amber Heard Movies 
Amber Heard Hot 
Amber Heard Sexy 
Hollywood 
Actresses
Tara Rita By Dharia 
Dharia Songs
#AmberHeard 
#Dharia 
#TaraRita",https://i.ytimg.com/vi/htomQehm000/default.jpg,120,90,https://i.ytimg.com/vi/htomQehm000/mqdefault.jpg,320,180,https://i.ytimg.com/vi/htomQehm000/hqdefault.jpg,480,360,https://i.ytimg.com/vi/htomQehm000/sddefault.jpg,640.0,480.0,AR Entertainment,24,none,Amber Heard |,"Amber Heard 
Amber Heard New WhatsApp Status 
Amber Heard New Status 
Amber Heard WhatsApp Status 
Amber Heard Movies 
Amber Heard Hot 
Amber Heard Sexy 
Hollywood 
Actresses
Tara Rita By Dharia 
Dharia Songs
#AmberHeard 
#Dharia 
#TaraRita",PT28S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,266,8,0,1,https://i.ytimg.com/vi/htomQehm000/maxresdefault.jpg,1280.0,720.0,,,,
youtube#video,BraH6nzPCz4PO6uxn3tYgqxlIvM,Hu5x_d-mzFU,2022-01-02T11:53:52Z,UCpbvJO0TkJrB2fv2t7D1_gA,Eva green Elizabeth Olsen amber heard bad guy mashup whatsapp status 😈😈,,https://i.ytimg.com/vi/Hu5x_d-mzFU/default.jpg,120,90,https://i.ytimg.com/vi/Hu5x_d-mzFU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Hu5x_d-mzFU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Hu5x_d-mzFU/sddefault.jpg,640.0,480.0,ROYA sisters edits 🖤,22,none,Eva green Elizabeth Olsen amber heard bad guy mashup whatsapp status 😈😈,,PT34S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,148,16,0,6,https://i.ytimg.com/vi/Hu5x_d-mzFU/maxresdefault.jpg,1280.0,720.0,,,,
youtube#video,DMYxGzOqRXZikJNxMN0TmUjf2pk,iL4tJe_CpiM,2021-01-23T21:09:43Z,UCAk03rcNVtLK1_LlgRTOh2w,JOHNNY DEPP vs Amber Heard - MRA (Men's Rights Activist) Perspective ft. Kimmie H,"The Johnny Depp vs Amber Heard case is important to so many including Men's Rights Activists so this stream will be discussing that perspective and the Johnny Depp case overall with female MRA Kimmie H.

Join this channel to get access to perks:
https://www.youtube.com/channel/UCAk03rcNVtLK1_LlgRTOh2w/join
Art Of Elysium Donation Page - https://www.pledge.to/the-art-of-elysium

Justice For Johnny Depp T-Shirts (Proceeds Go To Charity):
Design 1 - https://t.co/uYcnDh9eBj?amp=1
Design 2 - https://t.co/hDmQ0wicKE?amp=1
Design 3 - https://t.co/LqMeOIdMJE?amp=1
Design 4 - https://t.co/LKTEqqDxhg?amp=1

Thanks for watching!!

Hit that Subscribe Button for more News & Entertainment.

Website - https://steviejraw.com/ 

Patreon support- https://www.patreon.com/user?u=21166375

Have an awesome day!

Let’s connect:

Instagram – Stevie_j_Raw

Twitter - https://twitter.com/StevieJRaw

Facebook - https://www.facebook.com/steviej.raw.3

Email - contact@steviejraw.com

THANKS FOR WATCHING!!
#JusticeForJohnnyDepp #StevieJRaw #JohnnyDepp",https://i.ytimg.com/vi/iL4tJe_CpiM/default.jpg,120,90,https://i.ytimg.com/vi/iL4tJe_CpiM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/iL4tJe_CpiM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/iL4tJe_CpiM/sddefault.jpg,640.0,480.0,Stevie J Raw,24,none,JOHNNY DEPP vs Amber Heard - MRA (Men's Rights Activist) Perspective ft. Kimmie H,"The Johnny Depp vs Amber Heard case is important to so many including Men's Rights Activists so this stream will be discussing that perspective and the Johnny Depp case overall with female MRA Kimmie H.

Join this channel to get access to perks:
https://www.youtube.com/channel/UCAk03rcNVtLK1_LlgRTOh2w/join
Art Of Elysium Donation Page - https://www.pledge.to/the-art-of-elysium

Justice For Johnny Depp T-Shirts (Proceeds Go To Charity):
Design 1 - https://t.co/uYcnDh9eBj?amp=1
Design 2 - https://t.co/hDmQ0wicKE?amp=1
Design 3 - https://t.co/LqMeOIdMJE?amp=1
Design 4 - https://t.co/LKTEqqDxhg?amp=1

Thanks for watching!!

Hit that Subscribe Button for more News & Entertainment.

Website - https://steviejraw.com/ 

Patreon support- https://www.patreon.com/user?u=21166375

Have an awesome day!

Let’s connect:

Instagram – Stevie_j_Raw

Twitter - https://twitter.com/StevieJRaw

Facebook - https://www.facebook.com/steviej.raw.3

Email - contact@steviejraw.com

THANKS FOR WATCHING!!
#JusticeForJohnnyDepp #StevieJRaw #JohnnyDepp",PT1H5M25S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2893,352,0,40,https://i.ytimg.com/vi/iL4tJe_CpiM/maxresdefault.jpg,1280.0,720.0,,"[""JOHNNY DEPP vs Amber Heard - MRA (Men's Rights Activist) Perspective ft. Kimmie H"", 'JOHNNY DEPP vs Amber Heard', ""JOHNNY DEPP vs Amber Heard - MRA (Men's Rights Activist)"", 'amber heard johnny depp', 'depp v heard', 'johnny depp v amber heard', 'Johnny depp male abuse', 'depp v heard mens rights', 'depp heard', 'stevie j raw', 'mens rights and johnny depp', '#justiceforjohnnydepp', ""JOHNNY DEPP vs Amber Heard - MRA (Men's Rights Activist) Perspective"", ""men's rights"", 'johnny depp', 'amber heard']",,en
youtube#video,V0iJWnBtgZLIjfPS59d8kbk4S7s,ip7f7Qn5-BM,2022-01-01T04:00:07Z,UCKCbgfZX9nny4KQYfFuF9vg,Cinespecial de hoje (01/01): SBT exibe filme Quebrando Regras,"Djimon Hounsou, Sean Faris, Amber Heard, Cam Gigandet, Leslie Hope, em cena de Quebrando Regras dublado; filme é atração do Cinespecial deste sábado (01).",https://i.ytimg.com/vi/ip7f7Qn5-BM/default.jpg,120,90,https://i.ytimg.com/vi/ip7f7Qn5-BM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ip7f7Qn5-BM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ip7f7Qn5-BM/sddefault.jpg,640.0,480.0,Novela & News,24,none,Cinespecial de hoje (01/01): SBT exibe filme Quebrando Regras,"Djimon Hounsou, Sean Faris, Amber Heard, Cam Gigandet, Leslie Hope, em cena de Quebrando Regras dublado; filme é atração do Cinespecial deste sábado (01).",PT54S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,338,15,0,0,https://i.ytimg.com/vi/ip7f7Qn5-BM/maxresdefault.jpg,1280.0,720.0,,"['Quebrando Regras', 'Cinespecial', '01/01', 'SBT', 'filme']",,pt-BR
youtube#video,d_JUHeBqohiiEP4AO9AtZF7eRdY,kEEfDgzDQc8,2022-01-01T22:32:00Z,UCvkmXiuvFMOZnlZAzOq0BLw,"12 inch Amber Heard - Queen Mera - Aquaman, Zack Snyder's Justice League - Spin Master - Bat Toast","12 inch Amber Heard - Queen Mera - Aquaman, Zack Snyder's Justice League - Spin Master
from the Bat Toast collection
#short #shorts
© copyright 2022 Bat Toast Productions
© copyright 2022 P.M. Krupocin",https://i.ytimg.com/vi/kEEfDgzDQc8/default.jpg,120,90,https://i.ytimg.com/vi/kEEfDgzDQc8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kEEfDgzDQc8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/kEEfDgzDQc8/sddefault.jpg,640.0,480.0,Bat Toast,10,none,"12 inch Amber Heard - Queen Mera - Aquaman, Zack Snyder's Justice League - Spin Master - Bat Toast","12 inch Amber Heard - Queen Mera - Aquaman, Zack Snyder's Justice League - Spin Master
from the Bat Toast collection
#short #shorts
© copyright 2022 Bat Toast Productions
© copyright 2022 P.M. Krupocin",PT22S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1438,54,0,0,https://i.ytimg.com/vi/kEEfDgzDQc8/maxresdefault.jpg,1280.0,720.0,,,,
youtube#video,uqndVw-8Nz5PyLV3XJuIQNMQRcM,kK34f9ii8GA,2022-01-01T15:06:02Z,UCWuhoRLLM6u0d1YN_JnOKVA,Amber Heard Imagenes,,https://i.ytimg.com/vi/kK34f9ii8GA/default.jpg,120,90,https://i.ytimg.com/vi/kK34f9ii8GA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kK34f9ii8GA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/kK34f9ii8GA/sddefault.jpg,640.0,480.0,MAX WAYNE,22,none,Amber Heard Imagenes,,PT4M51S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,6,1,0,1,,,,,['#vivavideo'],,
youtube#video,F6D78RCfvtwm5-vowJPDtVZks_E,KWQrDxXryao,2011-02-14T16:33:57Z,UCQMbqH7xJu5aTAPQ9y_U7WQ,"Amber Heard The Next ""Red Sonja""?","http://Twitter.com/ClevverMovies - Follow Us!

Could Red Sonja be getting the Amber heard Treatment?  The actress could be getting the gig- those details up next!

Hey Fellow Movie fans, I'm Chelsea Cannell coming to you from our Clevver Movies Headquarters here in Hollywood. 

A remake of Red Sonja is on the books but an actress to star as the comic book hottie has yet to be selected.

Word is Amber heard is being eyed as the fav to play the iconic character. .
Producer Avi Lerner recently told the media, that they are talking to a few girls for the role but since they just finished the film ""Drive Angry"" with Amber -- they are definitely taking a hard look at the blonde beauty.

Lerner also revealed, currently Amber is his favorite for the role... and proving this is more than JUST a rumor... he also added ""Amber is the new Red Sonja, She just doesn't know it yet!""

In the past Rose McGowan was rumored to be getting the role back when Robert Rodriquez was producing and Douglas Aarniokoski was directing. 

Now Lerner is supposedly in talks with director Simon West, who was the helmer behind ""The Mechanic.""

Lerner also added that the film is currently slated to shoot between Conan and it's sequel Conan 2.

The development process definitely seems to be heating up- so we'd love to hear how you think it's shaping up -- Is Amber heard your pick for Red Sonja? Or was Rose McGowan a better fit? And how about Simon West as the director? Make sure to fill us in.

And don't forget to follow us on twitter @clevvermovies or me @chelseacannell to make sure you stay up to date on all the latest Hollywood happenings.

Thanks for watching, see y'all next time!",https://i.ytimg.com/vi/KWQrDxXryao/default.jpg,120,90,https://i.ytimg.com/vi/KWQrDxXryao/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KWQrDxXryao/hqdefault.jpg,480,360,https://i.ytimg.com/vi/KWQrDxXryao/sddefault.jpg,640.0,480.0,Fandom Entertainment,1,none,"Amber Heard The Next ""Red Sonja""?","http://Twitter.com/ClevverMovies - Follow Us!

Could Red Sonja be getting the Amber heard Treatment?  The actress could be getting the gig- those details up next!

Hey Fellow Movie fans, I'm Chelsea Cannell coming to you from our Clevver Movies Headquarters here in Hollywood. 

A remake of Red Sonja is on the books but an actress to star as the comic book hottie has yet to be selected.

Word is Amber heard is being eyed as the fav to play the iconic character. .
Producer Avi Lerner recently told the media, that they are talking to a few girls for the role but since they just finished the film ""Drive Angry"" with Amber -- they are definitely taking a hard look at the blonde beauty.

Lerner also revealed, currently Amber is his favorite for the role... and proving this is more than JUST a rumor... he also added ""Amber is the new Red Sonja, She just doesn't know it yet!""

In the past Rose McGowan was rumored to be getting the role back when Robert Rodriquez was producing and Douglas Aarniokoski was directing. 

Now Lerner is supposedly in talks with director Simon West, who was the helmer behind ""The Mechanic.""

Lerner also added that the film is currently slated to shoot between Conan and it's sequel Conan 2.

The development process definitely seems to be heating up- so we'd love to hear how you think it's shaping up -- Is Amber heard your pick for Red Sonja? Or was Rose McGowan a better fit? And how about Simon West as the director? Make sure to fill us in.

And don't forget to follow us on twitter @clevvermovies or me @chelseacannell to make sure you stay up to date on all the latest Hollywood happenings.

Thanks for watching, see y'all next time!",PT1M48S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,5296,23,0,18,https://i.ytimg.com/vi/KWQrDxXryao/maxresdefault.jpg,1280.0,720.0,,"['amber heard', 'red sonja', 'avi lerner', 'movie news', 'casting update', 'Rose McGowan', 'Robert Rodriquez', 'Douglas Aarniokoski', 'simon west', 'the mechanic', 'conan']",,
youtube#video,dzN1U9-9W8lUyzTSMZlErEUjBiY,l5MYeGQc6Fk,2022-01-01T14:26:42Z,UCfZ70VdAATroJ8rxbj5W6KA,AQUAMAN | OLA LA | JASON MOMOA | AMBER HEARD | HD WHATSAPP STATUS | FULL SCREEN | 4K | BEATS_DP | DC,,https://i.ytimg.com/vi/l5MYeGQc6Fk/default.jpg,120,90,https://i.ytimg.com/vi/l5MYeGQc6Fk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/l5MYeGQc6Fk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/l5MYeGQc6Fk/sddefault.jpg,640.0,480.0,Team3ff100,20,none,AQUAMAN | OLA LA | JASON MOMOA | AMBER HEARD | HD WHATSAPP STATUS | FULL SCREEN | 4K | BEATS_DP | DC,,PT20S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,3,1,0,0,https://i.ytimg.com/vi/l5MYeGQc6Fk/maxresdefault.jpg,1280.0,720.0,,,,
youtube#video,3xnBVKMhFO96rbAf8OGGut7sHNY,OxhLjtylarE,2021-03-16T23:53:22Z,UC_8jm3f8D3sxLerTEz7GBew,Emily Wells   Fair Thee Well Amber Heard   Bound To Nowhere vid by Tasya van Ree,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",https://i.ytimg.com/vi/OxhLjtylarE/default.jpg,120,90,https://i.ytimg.com/vi/OxhLjtylarE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/OxhLjtylarE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/OxhLjtylarE/sddefault.jpg,640.0,480.0,Amber Heard's Evidence,22,none,Emily Wells   Fair Thee Well Amber Heard   Bound To Nowhere vid by Tasya van Ree,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",PT4M,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,19,1,0,0,https://i.ytimg.com/vi/OxhLjtylarE/maxresdefault.jpg,1280.0,720.0,,,,
youtube#video,9rghXX1E2Bcrp98YPKMpUYY5R-g,p-tM1lsKlF8,2014-01-20T10:24:26Z,UCAntA-ijsWLMvCRUwu-BxoQ,"Johnny Depp y Amber Heard, ¡boda a la vista!","Suenan campanas de boda para Johnny Depp. El famoso actor ha decidido dar un paso más en su relación con la tambien actriz Amber Heard, y le ha pedido matrimonio. Una relación para la que la diferencia de edad no ha sido un obstáculo pese a las 23 primaveras que le saca Depp a su ya prometida.

Visto en: http://www.youtube.com/chance",https://i.ytimg.com/vi/p-tM1lsKlF8/default.jpg,120,90,https://i.ytimg.com/vi/p-tM1lsKlF8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/p-tM1lsKlF8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/p-tM1lsKlF8/sddefault.jpg,640.0,480.0,CHANCE,22,none,"Johnny Depp y Amber Heard, ¡boda a la vista!","Suenan campanas de boda para Johnny Depp. El famoso actor ha decidido dar un paso más en su relación con la tambien actriz Amber Heard, y le ha pedido matrimonio. Una relación para la que la diferencia de edad no ha sido un obstáculo pese a las 23 primaveras que le saca Depp a su ya prometida.

Visto en: http://www.youtube.com/chance",PT1M17S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,6476,20,0,4,,,,,"['Johnny Depp', 'amber Heard', 'boda', 'Diarios del ron', '2014', '20/01/2014', '01/20/2014', 'famosos', 'moda', 'people', 'celebrity', 'star', 'chance', 'chance tv', 'chance canal', 'canal chance']",,
youtube#video,CX7FSGcheC_vyonJ5gZgcW3t9gM,P-wnsP3-cZ0,2020-07-24T21:43:47Z,UCMEzpv2C1Tovyv9-rC-7AIQ,Amber Heard Hottest Tribute - Best Scenes 2020,"The beautiful princess mere from aquaman, who is played by amber heard, who has been seen in many controversies with her ex-partner johnny depp lately, but no matter what happens we can not stop seeing this great actress in her incredible and sensual roles in all the movies in which it has come out and here I leave you a compilation of those scenes.

La hermosa princesa mera de aquaman, quien es interpretada por amber heard, quien ultimamente se a visto en muchas controversias con su ex pareja johnny depp, pero pase lo que pase no podemos dejar de ver a esta gran actriz en sus increibles y sensuales papeles en todas las peliculas en las que a salido y aqui te dejo una recopilación de esas escenas.

👽Si Te Gusto el video y quieres ayudar al Canal, Puedes Hacer una Donacion a Mi Paypal o Mercado Libre :) Te lo Agradecere Mucho!!
🎁🎁Paypal : https://paypal.me/NueveDoce?locale.x=es_XC
No tienes Paypal ?? Ingresa en el siguiente link y crea una cuenta Gratis ✅http://aklam.io/aKZFFO

🎁🎁Mercado Pago $50 : https://mpago.la/13hXUv8
🎁🎁Mercado Pago $100 : https://mpago.la/2kBWxKP",https://i.ytimg.com/vi/P-wnsP3-cZ0/default.jpg,120,90,https://i.ytimg.com/vi/P-wnsP3-cZ0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/P-wnsP3-cZ0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/P-wnsP3-cZ0/sddefault.jpg,640.0,480.0,Nueve Doce,22,none,Amber Heard Hottest Tribute - Best Scenes 2020,"The beautiful princess mere from aquaman, who is played by amber heard, who has been seen in many controversies with her ex-partner johnny depp lately, but no matter what happens we can not stop seeing this great actress in her incredible and sensual roles in all the movies in which it has come out and here I leave you a compilation of those scenes.

La hermosa princesa mera de aquaman, quien es interpretada por amber heard, quien ultimamente se a visto en muchas controversias con su ex pareja johnny depp, pero pase lo que pase no podemos dejar de ver a esta gran actriz en sus increibles y sensuales papeles en todas las peliculas en las que a salido y aqui te dejo una recopilación de esas escenas.

👽Si Te Gusto el video y quieres ayudar al Canal, Puedes Hacer una Donacion a Mi Paypal o Mercado Libre :) Te lo Agradecere Mucho!!
🎁🎁Paypal : https://paypal.me/NueveDoce?locale.x=es_XC
No tienes Paypal ?? Ingresa en el siguiente link y crea una cuenta Gratis ✅http://aklam.io/aKZFFO

🎁🎁Mercado Pago $50 : https://mpago.la/13hXUv8
🎁🎁Mercado Pago $100 : https://mpago.la/2kBWxKP",PT7M57S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2790,25,0,0,https://i.ytimg.com/vi/P-wnsP3-cZ0/maxresdefault.jpg,1280.0,720.0,ytAgeRestricted,"['DIVERTIDISIMO', 'RISAS', 'MEMES', 'CAIDAS', 'FAILS', 'TENDENCIA', 'TOP', 'NOPOR', 'VIRALES', 'FACEBOOK', 'ABURRIDO', 'COSAS RARAS', 'INTERESANTE', 'TIKTOKS', 'BAILANDO', 'CHICA LINDA', 'MIRON', 'CAMINANDO EN LA CALLE', 'ESPIANDO', 'BROMAS', 'SUSTOS', 'CUARENTENA', 'ALEGRIA', 'FELIZ', 'CONTENTO', 'johnny depp', 'amber heard', 'bob sponge', 'aquaman', 'mera', 'dc comic', 'marvel', 'peliculas']",,
youtube#video,YhEH0LJpwU4X8RABKjmdVkrM7Tw,PvYQ3xAETEo,2015-06-30T23:48:24Z,UCHa7Db3pO8w7fbH5Vabv3SQ,Amber Heard & Andie MacDowell - Magic Mike XXL Interview HD,"Amber Heard & Andie MacDowell - Magic Mike XXL Interview HD

Amber Heard and Andie MacDowell talk about their characters and what drew them to want to play roles in 'Magic Mike XXL.' The two actresses openly discuss the importance of women in society and the rights they should have.

Magic Mike XXL movie synopsis:

Three years after Mike (Channing Tatum) retired from stripping, he bumps into his former Kings of Tampa friends, who appear burned out from performing.

Ken (Matt Bomer), Big Dick Richie (Joe Manganiello) and Tito (Adam Rodriguez) collectively decide to throw in the towel and leave Myrtle Beach with a bang. While on the road to their final shows in Jacksonville and Savannah, the crew reunites with old friends, pick up a few new girls and a few new dance moves along the way. 

Starring: Channing Tatum, Matt Bomer, Joe Manganiello, Adam Rodriguez, Steven 'tWitch' Boss, Amber Heard, Andie MacDowell, Donald Glover, Jada Pinkett Smith, Kevin Nash

In theatres: July 1, 2015

Magic Mike XXL movie info: http://www.tribute.ca/movies/magic-mike-xxl/106810/
Amber Heard bio and filmography: http://www.tribute.ca/people/amber-heard/20600/
Andie MacDowell bio and filmography: http://www.tribute.ca/people/andie-macdowell/2149/",https://i.ytimg.com/vi/PvYQ3xAETEo/default.jpg,120,90,https://i.ytimg.com/vi/PvYQ3xAETEo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/PvYQ3xAETEo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/PvYQ3xAETEo/sddefault.jpg,640.0,480.0,Tribute Movies,24,none,Amber Heard & Andie MacDowell - Magic Mike XXL Interview HD,"Amber Heard & Andie MacDowell - Magic Mike XXL Interview HD

Amber Heard and Andie MacDowell talk about their characters and what drew them to want to play roles in 'Magic Mike XXL.' The two actresses openly discuss the importance of women in society and the rights they should have.

Magic Mike XXL movie synopsis:

Three years after Mike (Channing Tatum) retired from stripping, he bumps into his former Kings of Tampa friends, who appear burned out from performing.

Ken (Matt Bomer), Big Dick Richie (Joe Manganiello) and Tito (Adam Rodriguez) collectively decide to throw in the towel and leave Myrtle Beach with a bang. While on the road to their final shows in Jacksonville and Savannah, the crew reunites with old friends, pick up a few new girls and a few new dance moves along the way. 

Starring: Channing Tatum, Matt Bomer, Joe Manganiello, Adam Rodriguez, Steven 'tWitch' Boss, Amber Heard, Andie MacDowell, Donald Glover, Jada Pinkett Smith, Kevin Nash

In theatres: July 1, 2015

Magic Mike XXL movie info: http://www.tribute.ca/movies/magic-mike-xxl/106810/
Amber Heard bio and filmography: http://www.tribute.ca/people/amber-heard/20600/
Andie MacDowell bio and filmography: http://www.tribute.ca/people/andie-macdowell/2149/",PT9M41S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,5428,17,0,4,https://i.ytimg.com/vi/PvYQ3xAETEo/maxresdefault.jpg,1280.0,720.0,,"['Amber Heard', 'Andie MacDowell', 'Magic Mike XXL interview', 'tribute.ca', 'tribute movies']",,
youtube#video,OvhoPTvH0pzLe5PFTv9cfglvJhc,qti0EWfLLiU,2018-01-03T19:10:31Z,UCRJNKeG_dGauXnLZuHnTjEA,"Amber Heard on 'Aquaman', Hollywood abuse allegations and more (November 15, 2017)","Star of the upcoming Aquaman film and internationally acclaimed actress Amber Heard stunned as she arrived on the Red Carpet to accept her award GQ's Woman of the Year for 2017. 
She recounts how she found out Australia had voted 'Yes' on same sex marriage.
@GQ Australia
-------------
Connect with Amber Heard Online:
— Visit the PHOTO GALLERY SOURCE: https://amber-heard.org/photos",https://i.ytimg.com/vi/qti0EWfLLiU/default.jpg,120,90,https://i.ytimg.com/vi/qti0EWfLLiU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/qti0EWfLLiU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/qti0EWfLLiU/sddefault.jpg,640.0,480.0,amber heard online,22,none,"Amber Heard on 'Aquaman', Hollywood abuse allegations and more (November 15, 2017)","Star of the upcoming Aquaman film and internationally acclaimed actress Amber Heard stunned as she arrived on the Red Carpet to accept her award GQ's Woman of the Year for 2017. 
She recounts how she found out Australia had voted 'Yes' on same sex marriage.
@GQ Australia
-------------
Connect with Amber Heard Online:
— Visit the PHOTO GALLERY SOURCE: https://amber-heard.org/photos",PT4M28S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,129,2,0,2,https://i.ytimg.com/vi/qti0EWfLLiU/maxresdefault.jpg,1280.0,720.0,,"['amber heard', 'gq', 'gq australia']",,en
