kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultAudioLanguage,contentDetails.contentRating.ytRating
youtube#video,bxYSJl_NdQaUVi2mJTEHr8PyePc,ID43s9iBlN8,2019-03-08T01:53:35Z,UC0qUh8ky2Q5VvdFo7BGffoQ,Aquaman Tribute - Breaking Free [Skillet],"A tribute to Aquaman starring Jason Momoa, Amber Heard, Patrick Wilson and Nicole Kidman.

Enjoy and leave a Like and Comment about what you think about the video and Click the Subscribe Button to get notified about my new videos.

I do not own the film or the music.
All rights reserved.",https://i.ytimg.com/vi/ID43s9iBlN8/default.jpg,120,90,https://i.ytimg.com/vi/ID43s9iBlN8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ID43s9iBlN8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ID43s9iBlN8/sddefault.jpg,640.0,480.0,,,,EdgRms 22,1,none,Aquaman Tribute - Breaking Free [Skillet],"A tribute to Aquaman starring Jason Momoa, Amber Heard, Patrick Wilson and Nicole Kidman.

Enjoy and leave a Like and Comment about what you think about the video and Click the Subscribe Button to get notified about my new videos.

I do not own the film or the music.
All rights reserved.",PT3M57S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,9056,173,0,4,"['Song: Breaking Free', 'Artist: Skillet']",,
youtube#video,hpEsvN36vhi8gxksvwViOixje-U,iZfGLQjLQUM,2020-01-26T09:26:18Z,UCQGLKDL2_hbVg1iw_T2q7sw,Amber Torres - Draft King (Tribute Song),"Inihahandog ko ang kantang ito kay Idol Amber Torres Garcia bilang Pag-alala sa Kanyang Kabayanihan! ❤️🙏

Title: Amber Torres Garcia
Artist: Draft King
Recorded: AudioTechPinas811.

For More Music and Updates Follow My Official Fb Account: https://www.facebook.com/profile.php?id=100014581086502

And also My Official Fb Page:

#LikeAndShare.
#ClickSubscribeForUpdates.",https://i.ytimg.com/vi/iZfGLQjLQUM/default.jpg,120,90,https://i.ytimg.com/vi/iZfGLQjLQUM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/iZfGLQjLQUM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/iZfGLQjLQUM/sddefault.jpg,640.0,480.0,,,,Draft King Dk Official,10,none,Amber Torres - Draft King (Tribute Song),"Inihahandog ko ang kantang ito kay Idol Amber Torres Garcia bilang Pag-alala sa Kanyang Kabayanihan! ❤️🙏

Title: Amber Torres Garcia
Artist: Draft King
Recorded: AudioTechPinas811.

For More Music and Updates Follow My Official Fb Account: https://www.facebook.com/profile.php?id=100014581086502

And also My Official Fb Page:

#LikeAndShare.
#ClickSubscribeForUpdates.",PT5M29S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,196758,4213,0,470,"['amber garcia accident', 'amber garcia torres', 'amber torres', 'amber torres story', 'amber torres accident', 'amber torres last race', 'amber torres rap song']",en-US,
youtube#video,KfrM7nTqIW-MYEC-CZBnlf30LZk,kCbxSKfPSic,2019-04-20T14:18:22Z,UCI4GJo_emsK32PeZRHak1-A,Amber Davis Fap Tribute (HD) (NO MUSIC),All pictures are legally obtained from the internet. Amber is over the age of 18 in all of them.,https://i.ytimg.com/vi/kCbxSKfPSic/default.jpg,120,90,https://i.ytimg.com/vi/kCbxSKfPSic/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kCbxSKfPSic/hqdefault.jpg,480,360,,,,,,,MODELNOVA,22,none,Amber Davis Fap Tribute (HD) (NO MUSIC),All pictures are legally obtained from the internet. Amber is over the age of 18 in all of them.,PT2M43S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2029,8,0,0,"['Amber Davis', 'Amber Davis fap tribute', 'amber davis hot', 'amber davis sexy', 'amber davis bikini', 'modelnova']",,
youtube#video,kVzivm5C32Xm7uGzWoloOfyt6SI,Ll9KseT3agE,2012-08-12T22:28:48Z,UCnpnIH41pif6URMuPEe3KMw,Amber Riley Mahalia Jackson Tribute,"Mahalia Jackson
Jennifer Hudson
Amber Riley from Glee

""Tribute to the Mother of Gospel"" at the 2012 Celebration of Gospel",https://i.ytimg.com/vi/Ll9KseT3agE/default.jpg,120,90,https://i.ytimg.com/vi/Ll9KseT3agE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Ll9KseT3agE/hqdefault.jpg,480,360,,,,,,,Anthony Owens,10,none,Amber Riley Mahalia Jackson Tribute,"Mahalia Jackson
Jennifer Hudson
Amber Riley from Glee

""Tribute to the Mother of Gospel"" at the 2012 Celebration of Gospel",PT3M13S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,15719,226,0,9,"['Mahalia', 'Jackson', 'Jennifer', 'Hudson', 'Amber', 'Riley', 'Gospel', 'Celebration']",,
youtube#video,X3hVbewHTmU3Tlze6LcoJctB0d8,OTO2xw8lrqQ,2019-12-27T07:24:53Z,UClFtRZZJH5J9hnzSK992kzg,Vhin - Amber Disi-Sais - Tribute Song for Amber Torres 16,#DisiSais #AmberTorres,https://i.ytimg.com/vi/OTO2xw8lrqQ/default.jpg,120,90,https://i.ytimg.com/vi/OTO2xw8lrqQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/OTO2xw8lrqQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/OTO2xw8lrqQ/sddefault.jpg,640.0,480.0,,,,Kurt Jason Tison,10,none,Vhin - Amber Disi-Sais - Tribute Song for Amber Torres 16,#DisiSais #AmberTorres,PT3M9S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,138792,908,0,62,,,
youtube#video,65kOrxAgN3x08B3laNE0nEtzfao,r5k3oZc7kIo,2019-12-02T08:00:10Z,UCTUDQU14cflyR7KeTgWP4uA,Tribute to Liam Breunle,"a Tribute to an amazing man that changed my life forever. His daughter, Amber Joy, told me she heard this song and said it was written for her dad ... : )   : )",https://i.ytimg.com/vi/r5k3oZc7kIo/default.jpg,120,90,https://i.ytimg.com/vi/r5k3oZc7kIo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/r5k3oZc7kIo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/r5k3oZc7kIo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/r5k3oZc7kIo/maxresdefault.jpg,1280.0,720.0,Glenn Eads,10,none,Tribute to Liam Breunle,"a Tribute to an amazing man that changed my life forever. His daughter, Amber Joy, told me she heard this song and said it was written for her dad ... : )   : )",PT2M7S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1230,29,0,10,,,
youtube#video,O60W3xwlIRbgQ3rl_ZHAyTXXV2U,T3BYZDBK0p0,2008-05-29T03:07:37Z,UCZhNmuyGHwn7KHgY2H47BmA,Passing Afternoon-A Tribute To Amber,"After watching ""Wilsons Heart"" the finale of season 4 of House, and how Amber died, I knew I would have to make her a tribute video-this is that video! 

I never exactly hated Amber, but I never loved her. This is a little vieo I made that shows clips of her in the past as well as the hospital scene, the crash and death, and when she saved House.

I heard Passing Afternoon, and I knew this would be the song I used the video too. For one I liked it, and for another, this was the song that played when Amber saved House.



****** Disclaimer- I do not own House, or any actors, or the clips. 

Thanks to Kate J. for the ending of Wilsons Heart



Enjoy my tribute to Amber.


EDIT:

Oh yeah, I forgot to add, some of the clips were STUBBRON... so thats why they stopped for like 3 seconds and then worked... 

not everything was coorperative for me...",https://i.ytimg.com/vi/T3BYZDBK0p0/default.jpg,120,90,https://i.ytimg.com/vi/T3BYZDBK0p0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/T3BYZDBK0p0/hqdefault.jpg,480,360,,,,,,,ActingFireAqua,1,none,Passing Afternoon-A Tribute To Amber,"After watching ""Wilsons Heart"" the finale of season 4 of House, and how Amber died, I knew I would have to make her a tribute video-this is that video! 

I never exactly hated Amber, but I never loved her. This is a little vieo I made that shows clips of her in the past as well as the hospital scene, the crash and death, and when she saved House.

I heard Passing Afternoon, and I knew this would be the song I used the video too. For one I liked it, and for another, this was the song that played when Amber saved House.



****** Disclaimer- I do not own House, or any actors, or the clips. 

Thanks to Kate J. for the ending of Wilsons Heart



Enjoy my tribute to Amber.


EDIT:

Oh yeah, I forgot to add, some of the clips were STUBBRON... so thats why they stopped for like 3 seconds and then worked... 

not everything was coorperative for me...",PT4M,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,166376,688,0,148,"['House', 'MD', 'Passing', 'Afternoon', 'Iron', 'and', 'Wine', 'Wilsons', 'Heart', 'Amber', 'tribute', 'Cut', 'throat', 'bitch', 'death', 'ending', 'Finale', 'season', 'four']",,
youtube#video,HwbpexEt3XBV96q8TPwWGNrOR2Y,TFpMlC2hx4o,2019-12-13T04:37:36Z,UCB4R2uitli0y60bHP0HqqUw,Amber Disi-sais Part 2 (Tribute Story Song),"""AMBER DISI-SAIS PART 2""

Sa pagkakataong to ano kayang nararamdaman nya? Ano kayang gusto nyang sabihin? Ano kayang gusto nyang ikuwento satin? Ano kayang mensahe nya para sa lahat ng nagmamahal sa kanya? 

Sa pangalawang pagkakataong sumulat ako ng awit para sayo idol sinubukan kong ilagay yung sarili ko sayo para makapagkuwento at makapag-pasalamat sa lahat ng nagmamahal sayo. Para sayo to Disi-sais! Sana nagugustuhan mo yung mga awiting alay ko para sayo.

Muli, nakikiramay po ako ng lubos sa pamilya at lahat ng naiwan ni Amber.

Title: Amber Disi-sais Part 2 (Tribute Story Song)
Written and Performed by: Vhin
Recorderd at: Beatstyler Production 1850
Mix and Mastered by: DJ Ian Santos
Instrumental beat Produced by: Blastbeats",https://i.ytimg.com/vi/TFpMlC2hx4o/default.jpg,120,90,https://i.ytimg.com/vi/TFpMlC2hx4o/mqdefault.jpg,320,180,https://i.ytimg.com/vi/TFpMlC2hx4o/hqdefault.jpg,480,360,https://i.ytimg.com/vi/TFpMlC2hx4o/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/TFpMlC2hx4o/maxresdefault.jpg,1280.0,720.0,Vhin Official,22,none,Amber Disi-sais Part 2 (Tribute Story Song),"""AMBER DISI-SAIS PART 2""

Sa pagkakataong to ano kayang nararamdaman nya? Ano kayang gusto nyang sabihin? Ano kayang gusto nyang ikuwento satin? Ano kayang mensahe nya para sa lahat ng nagmamahal sa kanya? 

Sa pangalawang pagkakataong sumulat ako ng awit para sayo idol sinubukan kong ilagay yung sarili ko sayo para makapagkuwento at makapag-pasalamat sa lahat ng nagmamahal sayo. Para sayo to Disi-sais! Sana nagugustuhan mo yung mga awiting alay ko para sayo.

Muli, nakikiramay po ako ng lubos sa pamilya at lahat ng naiwan ni Amber.

Title: Amber Disi-sais Part 2 (Tribute Story Song)
Written and Performed by: Vhin
Recorderd at: Beatstyler Production 1850
Mix and Mastered by: DJ Ian Santos
Instrumental beat Produced by: Blastbeats",PT4M1S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,584064,7164,0,562,,,
youtube#video,Q2cNZXORXgYRvOh5Za3uwccko-Q,uS8VJYoUgoc,2016-03-12T15:09:13Z,UCpqiQ8q14kT1sdlZ0gD0bGg,Amber Heard's great 2015 - TRIBUTE,"www.facebook.com/AmberHeardItalia
www.twitter.com/AmberHeardIT
www.instagram.com/AmberHeardItalia",https://i.ytimg.com/vi/uS8VJYoUgoc/default.jpg,120,90,https://i.ytimg.com/vi/uS8VJYoUgoc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/uS8VJYoUgoc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/uS8VJYoUgoc/sddefault.jpg,640.0,480.0,,,,Amber Heard Italia,1,none,Amber Heard's great 2015 - TRIBUTE,"www.facebook.com/AmberHeardItalia
www.twitter.com/AmberHeardIT
www.instagram.com/AmberHeardItalia",PT3M1S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,741,4,0,0,['amber heard'],,
youtube#video,x_5V0qmgppQr6Fq1ohJO6_FUmfo,XYiT8bGujZs,2011-05-03T22:34:25Z,UCbm93RS1iHNEwNZWcWfCAvg,Never Back Down | Tribute | 15marco95 | FULL HD,"A Never Back Down tribute by me.
Never Back Down is a 2008 American action film starring Sean Faris, Amber Heard, Cam Gigandet, and Djimon Hounsou. It was theatrically released on March 14, 2008. The film's respective tagline/slogan is ""Win or lose... Everyone has their fight.""
The film is rated PG-13 for mature thematic material involving intense sequences of fighting/violence, some sexuality, partying, and language-all involving teens.",https://i.ytimg.com/vi/XYiT8bGujZs/default.jpg,120,90,https://i.ytimg.com/vi/XYiT8bGujZs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/XYiT8bGujZs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/XYiT8bGujZs/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/XYiT8bGujZs/maxresdefault.jpg,1280.0,720.0,15marco95,1,none,Never Back Down | Tribute | 15marco95 | FULL HD,"A Never Back Down tribute by me.
Never Back Down is a 2008 American action film starring Sean Faris, Amber Heard, Cam Gigandet, and Djimon Hounsou. It was theatrically released on March 14, 2008. The film's respective tagline/slogan is ""Win or lose... Everyone has their fight.""
The film is rated PG-13 for mature thematic material involving intense sequences of fighting/violence, some sexuality, partying, and language-all involving teens.",PT1M43S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1183,9,0,1,"['never', 'back', 'down', 'film', 'scontro', 'finale', 'music', 'soundtrack', 'sound', 'tribute', 'full', 'hd', 'mai', 'arrendersi']",,
youtube#video,S-tJXVQqjVKwxJZ8Wgb9iCkeyGo,zpfnnrRDHto,2015-01-06T21:35:33Z,UCpqiQ8q14kT1sdlZ0gD0bGg,#ArtHeals - AmberHeardItalia tribute,"This video was created on the occasion of the Heaven Gala, where Amber will receive the Spirit Of Elysium Award. This is our tribute to her endless social commitment and Art.
Congratulations, Amber!
http://facebook.com/AmberHeardItalia
http://twitter.com/AmberHeardIT
http://instagram.com/AmberHeardItalia",https://i.ytimg.com/vi/zpfnnrRDHto/default.jpg,120,90,https://i.ytimg.com/vi/zpfnnrRDHto/mqdefault.jpg,320,180,https://i.ytimg.com/vi/zpfnnrRDHto/hqdefault.jpg,480,360,https://i.ytimg.com/vi/zpfnnrRDHto/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/zpfnnrRDHto/maxresdefault.jpg,1280.0,720.0,Amber Heard Italia,1,none,#ArtHeals - AmberHeardItalia tribute,"This video was created on the occasion of the Heaven Gala, where Amber will receive the Spirit Of Elysium Award. This is our tribute to her endless social commitment and Art.
Congratulations, Amber!
http://facebook.com/AmberHeardItalia
http://twitter.com/AmberHeardIT
http://instagram.com/AmberHeardItalia",PT2M19S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1578,16,0,1,,,
youtube#video,7_5ZkSVKpGWiViZPnxQZiHMXzC4,ZtWDbrqoIB4,2021-10-28T14:33:37Z,UCMbijMKuJq_9QZswt2QN1wA,311 - Amber - Chad Sexton Tribute HD Drum Cover (1080p/60fps),"I first heard 311 in 1998. I was in middle school and it was an awesome time in my life. I was just beginning to play drums in the school band and I was discovering lots of new music. As soon as I heard Chad play drums I thought to myself, one day I want to be that good. He had that super tight style with an amazing sounding kit. So here we are 23 years later. A huge influence to me as a young drummer and I still love to play 311 on the drums. Seen them live 4-5 times and they put on a hell of a show. I hope I did it some justice. Thank you Chad!",https://i.ytimg.com/vi/ZtWDbrqoIB4/default.jpg,120,90,https://i.ytimg.com/vi/ZtWDbrqoIB4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ZtWDbrqoIB4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ZtWDbrqoIB4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/ZtWDbrqoIB4/maxresdefault.jpg,1280.0,720.0,STONE FIST DRUMS,24,none,311 - Amber - Chad Sexton Tribute HD Drum Cover (1080p/60fps),"I first heard 311 in 1998. I was in middle school and it was an awesome time in my life. I was just beginning to play drums in the school band and I was discovering lots of new music. As soon as I heard Chad play drums I thought to myself, one day I want to be that good. He had that super tight style with an amazing sounding kit. So here we are 23 years later. A huge influence to me as a young drummer and I still love to play 311 on the drums. Seen them live 4-5 times and they put on a hell of a show. I hope I did it some justice. Thank you Chad!",PT3M47S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,15,3,0,10,['#311'],,
