kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.tags,snippet.defaultAudioLanguage,snippet.defaultLanguage,contentDetails.regionRestriction.blocked
youtube#video,PMgUSQ6ETwlvFyz-wrlfAuxx-3s,jeh-R1rw6QQ,2017-12-18T08:34:31Z,UCkfJHkU2683NrIZx-FpxklA,World’s Top 10 Most Beautiful Women In 2017 - 2018,"World’s Top 10 Most Beautiful Women In 2017 - 2018
10. Pia Wurtzbach:,
9. Emilia Clarke,
8. Adriana Lima,
7. Amber Heard,
6. Priyanka Chopra,
5. Pixie Lott,
4. Deepika Padukone,
3. Nana Im Jin-Ah,
2. Liza Soberano,
1. Selena Gomez

It was wrong of me to originate your picture and information from your website with no permission; however, I don’t use them to make any trouble but to offer people new knowledge and worldwide events only. I know I have made a big mistake. So I am truly sorry. Please accept my sincere apology for not having permission on your items. Wish you success in your work.


What do you want to eat and drink? In these videos, I show you about some food and drink in the worlds please comment and share to surprise your friends right now…….!!!",https://i.ytimg.com/vi/jeh-R1rw6QQ/default.jpg,120,90,https://i.ytimg.com/vi/jeh-R1rw6QQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jeh-R1rw6QQ/hqdefault.jpg,480,360,Mindfulness,24,none,World’s Top 10 Most Beautiful Women In 2017 - 2018,"World’s Top 10 Most Beautiful Women In 2017 - 2018
10. Pia Wurtzbach:,
9. Emilia Clarke,
8. Adriana Lima,
7. Amber Heard,
6. Priyanka Chopra,
5. Pixie Lott,
4. Deepika Padukone,
3. Nana Im Jin-Ah,
2. Liza Soberano,
1. Selena Gomez

It was wrong of me to originate your picture and information from your website with no permission; however, I don’t use them to make any trouble but to offer people new knowledge and worldwide events only. I know I have made a big mistake. So I am truly sorry. Please accept my sincere apology for not having permission on your items. Wish you success in your work.


What do you want to eat and drink? In these videos, I show you about some food and drink in the worlds please comment and share to surprise your friends right now…….!!!",PT2M42S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,16,0,0,0,https://i.ytimg.com/vi/jeh-R1rw6QQ/sddefault.jpg,640.0,480.0,,,,"['10. Pia Wurtzbach:', '9. Emilia Clarke', '8. Adriana Lima', '7. Amber Heard', '6. Priyanka Chopra', '5. Pixie Lott', '4. Deepika Padukone', '3. Nana Im Jin-Ah', '2. Liza Soberano', '1. Selena Gomez', 'celebs']",,,
youtube#video,hzsrTQf0SwxFA1wHOgpaSvp3gLk,lUpl32eYj34,2021-01-14T17:44:08Z,UCZH4bORDrIoz5pqFj0wBbFQ,Operation Amber Sky | Ghost Recon Breakpoint R6 Siege Crossover Event LEAKED,"Mark your calendars Ghosts! Operation Amber Sky is the new Crossover event in Ghost Recon Breakpoint that will feature Rainbow Six Siege characters and this event is going live on January 21st! This is really exciting considering how slowly the Breakpoint updates have been rolling out lately and I can't wait to jump back into Breakpoint to check out this new content.
00:00 Intro
02:32 Open World PVP Idea
03:04 Wildlands 2 Idea

Here is my open world PVP idea as mentioned in the video: https://youtu.be/czkFlkh2GRE

Here is my community inspired idea for a Wildlands 2: https://youtu.be/Y-7uQpfRTgg",https://i.ytimg.com/vi/lUpl32eYj34/default.jpg,120,90,https://i.ytimg.com/vi/lUpl32eYj34/mqdefault.jpg,320,180,https://i.ytimg.com/vi/lUpl32eYj34/hqdefault.jpg,480,360,Ddubdan,20,none,Operation Amber Sky | Ghost Recon Breakpoint R6 Siege Crossover Event LEAKED,"Mark your calendars Ghosts! Operation Amber Sky is the new Crossover event in Ghost Recon Breakpoint that will feature Rainbow Six Siege characters and this event is going live on January 21st! This is really exciting considering how slowly the Breakpoint updates have been rolling out lately and I can't wait to jump back into Breakpoint to check out this new content.
00:00 Intro
02:32 Open World PVP Idea
03:04 Wildlands 2 Idea

Here is my open world PVP idea as mentioned in the video: https://youtu.be/czkFlkh2GRE

Here is my community inspired idea for a Wildlands 2: https://youtu.be/Y-7uQpfRTgg",PT3M50S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1039,17,0,21,https://i.ytimg.com/vi/lUpl32eYj34/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/lUpl32eYj34/maxresdefault.jpg,1280.0,720.0,"['ghost recon breakpoint', 'operation amber sky', 'ghost recon crossover event', 'rainbow six crossover event', 'breakpoint update', 'breakpoint 2021']",,,
youtube#video,ygX7Djzehd8FGGYfAlStCLdmkrQ,M73DOvG-jOE,2020-11-26T11:28:55Z,UCG2QYlhnYYxksvv6ve11ijw,@@@ Spiderman Part 2 Livestream,"I will give you the latest news on Entertainment and Star Wars as it pertains to the movies, The Johnny Depp vs Amber Heard Case, TV, Streaming Service, rumors, speculation, Star Wars battlefront 2 Livestreams, Livestream chats with you, Galaxy’s Edge and Disney Amusement Parks - Disneyland and Disney World.

Videos: Monday-Friday 

Livestreams depend on when other channels are available and 
depends on Life events of course.

Email Me at :

esw1977@yahoo.com

Follow me on Twitter :

EverythingStarWars@wars_everything

If you would like to donate to the channel to help me improve it by superchats or watching ads. These help any channel and it is greatly appreciated. 

PS4 : Resw1977",https://i.ytimg.com/vi/M73DOvG-jOE/default.jpg,120,90,https://i.ytimg.com/vi/M73DOvG-jOE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/M73DOvG-jOE/hqdefault.jpg,480,360,Rob's Rules,20,none,@@@ Spiderman Part 2 Livestream,"I will give you the latest news on Entertainment and Star Wars as it pertains to the movies, The Johnny Depp vs Amber Heard Case, TV, Streaming Service, rumors, speculation, Star Wars battlefront 2 Livestreams, Livestream chats with you, Galaxy’s Edge and Disney Amusement Parks - Disneyland and Disney World.

Videos: Monday-Friday 

Livestreams depend on when other channels are available and 
depends on Life events of course.

Email Me at :

esw1977@yahoo.com

Follow me on Twitter :

EverythingStarWars@wars_everything

If you would like to donate to the channel to help me improve it by superchats or watching ads. These help any channel and it is greatly appreciated. 

PS4 : Resw1977",PT4H37M44S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,161,20,0,0,https://i.ytimg.com/vi/M73DOvG-jOE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/M73DOvG-jOE/maxresdefault.jpg,1280.0,720.0,"['#PS4Live', 'PlayStation 4', 'Sony Interactive Entertainment', ""Marvel's Spider-Man"", 'RESW1977', 'Spiderman Livestream']",en,en,
youtube#video,pryStbV9tzCO8XyUAchxa_PWy3I,NNnqBCyLDkk,2020-12-12T11:07:40Z,UCG2QYlhnYYxksvv6ve11ijw,@@@ Spiderman Part 8 Livestream,"I will give you the latest news on Entertainment and Star Wars as it pertains to the movies, The Johnny Depp vs Amber Heard Case, TV, Streaming Service, rumors, speculation, Star Wars battlefront 2 Livestreams, Livestream chats with you, Galaxy’s Edge and Disney Amusement Parks - Disneyland and Disney World.

Videos: Monday-Friday 

Livestreams depend on when other channels are available and 
depends on Life events of course.

Email Me at :

esw1977@yahoo.com

Follow me on Twitter :

EverythingStarWars@wars_everything

If you would like to donate to the channel to help me improve it by superchats or watching ads. These help any channel and it is greatly appreciated. 

PS4 : Resw1977",https://i.ytimg.com/vi/NNnqBCyLDkk/default.jpg,120,90,https://i.ytimg.com/vi/NNnqBCyLDkk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/NNnqBCyLDkk/hqdefault.jpg,480,360,Rob's Rules,20,none,@@@ Spiderman Part 8 Livestream,"I will give you the latest news on Entertainment and Star Wars as it pertains to the movies, The Johnny Depp vs Amber Heard Case, TV, Streaming Service, rumors, speculation, Star Wars battlefront 2 Livestreams, Livestream chats with you, Galaxy’s Edge and Disney Amusement Parks - Disneyland and Disney World.

Videos: Monday-Friday 

Livestreams depend on when other channels are available and 
depends on Life events of course.

Email Me at :

esw1977@yahoo.com

Follow me on Twitter :

EverythingStarWars@wars_everything

If you would like to donate to the channel to help me improve it by superchats or watching ads. These help any channel and it is greatly appreciated. 

PS4 : Resw1977",PT4H53M2S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,79,13,0,0,https://i.ytimg.com/vi/NNnqBCyLDkk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/NNnqBCyLDkk/maxresdefault.jpg,1280.0,720.0,"['#PS4Live', 'PlayStation 4', 'Sony Interactive Entertainment', ""Marvel's Spider-Man"", 'RESW1977', 'Spiderman Livestream']",en,en,
youtube#video,SCRszDn4hpcA9OHZnbaJX2xoBL4,Ofc_JUNjRbc,2020-11-23T11:49:42Z,UCG2QYlhnYYxksvv6ve11ijw,@@@ Spiderman Spiderman Livestream,"I will give you the latest news on Entertainment and Star Wars as it pertains to the movies, The Johnny Depp vs Amber Heard Case, TV, Streaming Service, rumors, speculation, Star Wars battlefront 2 Livestreams, Livestream chats with you, Galaxy’s Edge and Disney Amusement Parks - Disneyland and Disney World.

Videos: Monday-Friday 

Livestreams depend on when other channels are available and 
depends on Life events of course.

Email Me at :

esw1977@yahoo.com

Follow me on Twitter :

EverythingStarWars@wars_everything

If you would like to donate to the channel to help me improve it by superchats or watching ads. These help any channel and it is greatly appreciated. 

PS4 : Resw1977",https://i.ytimg.com/vi/Ofc_JUNjRbc/default.jpg,120,90,https://i.ytimg.com/vi/Ofc_JUNjRbc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Ofc_JUNjRbc/hqdefault.jpg,480,360,Rob's Rules,20,none,@@@ Spiderman Spiderman Livestream,"I will give you the latest news on Entertainment and Star Wars as it pertains to the movies, The Johnny Depp vs Amber Heard Case, TV, Streaming Service, rumors, speculation, Star Wars battlefront 2 Livestreams, Livestream chats with you, Galaxy’s Edge and Disney Amusement Parks - Disneyland and Disney World.

Videos: Monday-Friday 

Livestreams depend on when other channels are available and 
depends on Life events of course.

Email Me at :

esw1977@yahoo.com

Follow me on Twitter :

EverythingStarWars@wars_everything

If you would like to donate to the channel to help me improve it by superchats or watching ads. These help any channel and it is greatly appreciated. 

PS4 : Resw1977",PT5H7M44S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,193,20,0,2,https://i.ytimg.com/vi/Ofc_JUNjRbc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Ofc_JUNjRbc/maxresdefault.jpg,1280.0,720.0,"['#PS4Live', 'PlayStation 4', 'Sony Interactive Entertainment', ""Marvel's Spider-Man"", 'RESW1977', 'Spiderman Livestream']",en,en,
youtube#video,YSJ2l1ZaU85vT9hiYcoMOHhqIfo,P6GUkrQm3tQ,2014-02-21T16:58:58Z,UCTQ-tc6YHBeeQddIt8HHVRg,"""3 Days To Kill"" - Behind The Scences  - Kevin Costner, Amber Heard, Hailee Steinfeld ,McG","Kevin Costner & Modern West official 
http://kevincostnermodernwest.com
Like Kevin Costner & Modern West on Facebook
https://www.facebook.com/kevincostnerandmodernwest
Follow @modernwest on twitter
http://twitter.com/#!/modernwest
Subscribe Kevin Costner & Modern West on YouTube
http://www.youtube.com/kevincostnermodwest
on  Instagram page  @kevincostnerandmodernwest
http://instagram.com/p/cdZWCBpUXX/
Join Kevin Costner & Modern West on Myspace
http://www.myspace.com/kevincostnerandmodernwest
Kevin Costner & Modern West  on itunes
http://itunes.apple.com/us/artist/kevin-costner-modern-west/id294853477 
Kevin Costner & Modern West on amazon
http://www.amazon.com/s?_encoding=UTF8&field-artist=Kevin%20Costner%20%26%20Modern%20West&search-alias=music
Kevin Costner & Modern West - ON TOUR - Tourdates  
http://kevincostnermodernwest.com/tour
https://www.facebook.com/kevincostnerandmodernwest/events?ref=ts
Kevin Costner official 
http://kevincostner.com/home.html
THE  BAND  
Kevin Costner: vocals, guitar
John Coinman: guitar, vocals
Teddy Morgan: guitar / producer
Blair Forward: bass
Larry Cobb: drums
Park Chisolm: guitar / Vocals 
Bobby Yang / Roddy Chong / Luke Bulla : fiddle
Guests:
Sarah Beck / Lily Costner : guitar, vocals
Kevin Costner @arqueonautas
http://www.arqueonautas.de/kevin-costner-kollektion",https://i.ytimg.com/vi/P6GUkrQm3tQ/default.jpg,120,90,https://i.ytimg.com/vi/P6GUkrQm3tQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/P6GUkrQm3tQ/hqdefault.jpg,480,360,ichiban akita,10,none,"""3 Days To Kill"" - Behind The Scences  - Kevin Costner, Amber Heard, Hailee Steinfeld ,McG","Kevin Costner & Modern West official 
http://kevincostnermodernwest.com
Like Kevin Costner & Modern West on Facebook
https://www.facebook.com/kevincostnerandmodernwest
Follow @modernwest on twitter
http://twitter.com/#!/modernwest
Subscribe Kevin Costner & Modern West on YouTube
http://www.youtube.com/kevincostnermodwest
on  Instagram page  @kevincostnerandmodernwest
http://instagram.com/p/cdZWCBpUXX/
Join Kevin Costner & Modern West on Myspace
http://www.myspace.com/kevincostnerandmodernwest
Kevin Costner & Modern West  on itunes
http://itunes.apple.com/us/artist/kevin-costner-modern-west/id294853477 
Kevin Costner & Modern West on amazon
http://www.amazon.com/s?_encoding=UTF8&field-artist=Kevin%20Costner%20%26%20Modern%20West&search-alias=music
Kevin Costner & Modern West - ON TOUR - Tourdates  
http://kevincostnermodernwest.com/tour
https://www.facebook.com/kevincostnerandmodernwest/events?ref=ts
Kevin Costner official 
http://kevincostner.com/home.html
THE  BAND  
Kevin Costner: vocals, guitar
John Coinman: guitar, vocals
Teddy Morgan: guitar / producer
Blair Forward: bass
Larry Cobb: drums
Park Chisolm: guitar / Vocals 
Bobby Yang / Roddy Chong / Luke Bulla : fiddle
Guests:
Sarah Beck / Lily Costner : guitar, vocals
Kevin Costner @arqueonautas
http://www.arqueonautas.de/kevin-costner-kollektion",PT1M56S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,375,8,0,0,,,,,,,"['kevin', 'costner', 'modern', 'west', 'live', 'rocknroll', 'country', 'movie', 'movies', 'awards', 'award', 'robin', 'hood', 'bodyguard', 'whitney', 'houston', 'man', 'of', 'steel', 'hatfields', 'and', 'mccoys', 'celebrity', 'hollywood', 'oscar', 'entertainment', 'red', 'river', 'famous', 'for', 'killing', 'each', 'other', 'turn', 'it', 'on', 'untold', 'truth', 'filme', 'singer', 'play', 'tour', 'youtube', 'google', 'mtv', 'music', '3 Days To Kill', 'Hailee Steinfeld (TV Actor)', 'Academy Award (Award)', 'Kevin Costner (Author)', 'Television (Invention)', 'Amber Heard (TV Actor)', 'ellen', 'behind', 'scenes', 'McG']",,,
youtube#video,7WtTkvWNJ3fVXQRVfRQHD5-d1jk,p8dMMqg9IDw,2014-02-19T21:01:41Z,UC0iKz7rHTINeZsPVO1wfGQA,"""3 Days To Kill "" - Character Files - Kevin Costner, Amber Heard, Hailee Steinfeld  ,McG,","Kevin Costner & Modern West official 
http://kevincostnermodernwest.com
Like Kevin Costner & Modern West on Facebook
https://www.facebook.com/kevincostnerandmodernwest
Follow @modernwest on twitter
http://twitter.com/#!/modernwest
Subscribe Kevin Costner & Modern West on YouTube
http://www.youtube.com/kevincostnermodwest
on  Instagram page  @kevincostnerandmodernwest
http://instagram.com/p/cdZWCBpUXX/
Join Kevin Costner & Modern West on Myspace
http://www.myspace.com/kevincostnerandmodernwest
Kevin Costner & Modern West  on itunes
http://itunes.apple.com/us/artist/kevin-costner-modern-west/id294853477 
Kevin Costner & Modern West on amazon
http://www.amazon.com/s?_encoding=UTF8&field-artist=Kevin%20Costner%20%26%20Modern%20West&search-alias=music
Kevin Costner & Modern West - ON TOUR - Tourdates  
http://kevincostnermodernwest.com/tour
https://www.facebook.com/kevincostnerandmodernwest/events?ref=ts
Kevin Costner official 
http://kevincostner.com/home.html
THE  BAND  
Kevin Costner: vocals, guitar
John Coinman: guitar, vocals
Teddy Morgan: guitar / producer
Blair Forward: bass
Larry Cobb: drums
Park Chisolm: guitar / Vocals 
Bobby Yang / Roddy Chong / Luke Bulla : fiddle
Guests:
Sarah Beck / Lily Costner : guitar, vocals
Kevin Costner @arqueonautas
http://www.arqueonautas.de/kevin-costner-kollektion",https://i.ytimg.com/vi/p8dMMqg9IDw/default.jpg,120,90,https://i.ytimg.com/vi/p8dMMqg9IDw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/p8dMMqg9IDw/hqdefault.jpg,480,360,ichiban2592007,10,none,"""3 Days To Kill "" - Character Files - Kevin Costner, Amber Heard, Hailee Steinfeld  ,McG,","Kevin Costner & Modern West official 
http://kevincostnermodernwest.com
Like Kevin Costner & Modern West on Facebook
https://www.facebook.com/kevincostnerandmodernwest
Follow @modernwest on twitter
http://twitter.com/#!/modernwest
Subscribe Kevin Costner & Modern West on YouTube
http://www.youtube.com/kevincostnermodwest
on  Instagram page  @kevincostnerandmodernwest
http://instagram.com/p/cdZWCBpUXX/
Join Kevin Costner & Modern West on Myspace
http://www.myspace.com/kevincostnerandmodernwest
Kevin Costner & Modern West  on itunes
http://itunes.apple.com/us/artist/kevin-costner-modern-west/id294853477 
Kevin Costner & Modern West on amazon
http://www.amazon.com/s?_encoding=UTF8&field-artist=Kevin%20Costner%20%26%20Modern%20West&search-alias=music
Kevin Costner & Modern West - ON TOUR - Tourdates  
http://kevincostnermodernwest.com/tour
https://www.facebook.com/kevincostnerandmodernwest/events?ref=ts
Kevin Costner official 
http://kevincostner.com/home.html
THE  BAND  
Kevin Costner: vocals, guitar
John Coinman: guitar, vocals
Teddy Morgan: guitar / producer
Blair Forward: bass
Larry Cobb: drums
Park Chisolm: guitar / Vocals 
Bobby Yang / Roddy Chong / Luke Bulla : fiddle
Guests:
Sarah Beck / Lily Costner : guitar, vocals
Kevin Costner @arqueonautas
http://www.arqueonautas.de/kevin-costner-kollektion",PT2M30S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,17162,38,0,2,https://i.ytimg.com/vi/p8dMMqg9IDw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/p8dMMqg9IDw/maxresdefault.jpg,1280.0,720.0,"['Kevin', 'Costner', 'Modern', 'West', 'rock', 'music', 'country', 'live', 'tour', 'movies', 'movie', 'concert', 'trailer', 'winner', 'robin', 'hood', 'singing', 'full', 'film', 'mcCoys', 'youtube', 'google', 'awards', 'TV', 'emmy', 'oskar', 'celebrity', 'famous', 'exclusive', 'red', 'river', 'and', 'action', 'actor', 'whitney', 'houston', 'hollywood', 'hatfield', 'mccoys', 'man', 'of', 'steel', 'disney', 'tv', 'rare', 'emmys', 'for', 'killing', 'each', 'other', 'turn', 'it', 'on', 'untold', 'truth', 'from', 'where', 'stand', 'angels', 'bodyguard', 'entertainment', 'celebrtiy', 'interview', 'exclusiv', 'amber heard', 'character', 'files', '3 days to kill']",,,"['BE', 'LU', 'NL']"
youtube#video,OxKND3_eO1dnaqHjaPy3cp1dme4,Qn_uRDkesj4,2020-12-08T09:45:59Z,UCG2QYlhnYYxksvv6ve11ijw,@@@ Spiderman Part 6 Livestream,"I will give you the latest news on Entertainment and Star Wars as it pertains to the movies, The Johnny Depp vs Amber Heard Case, TV, Streaming Service, rumors, speculation, Star Wars battlefront 2 Livestreams, Livestream chats with you, Galaxy’s Edge and Disney Amusement Parks - Disneyland and Disney World.

Videos: Monday-Friday 

Livestreams depend on when other channels are available and 
depends on Life events of course.

Email Me at :

esw1977@yahoo.com

Follow me on Twitter :

EverythingStarWars@wars_everything

If you would like to donate to the channel to help me improve it by superchats or watching ads. These help any channel and it is greatly appreciated. 

PS4 : Resw1977",https://i.ytimg.com/vi/Qn_uRDkesj4/default.jpg,120,90,https://i.ytimg.com/vi/Qn_uRDkesj4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Qn_uRDkesj4/hqdefault.jpg,480,360,Rob's Rules,20,none,@@@ Spiderman Part 6 Livestream,"I will give you the latest news on Entertainment and Star Wars as it pertains to the movies, The Johnny Depp vs Amber Heard Case, TV, Streaming Service, rumors, speculation, Star Wars battlefront 2 Livestreams, Livestream chats with you, Galaxy’s Edge and Disney Amusement Parks - Disneyland and Disney World.

Videos: Monday-Friday 

Livestreams depend on when other channels are available and 
depends on Life events of course.

Email Me at :

esw1977@yahoo.com

Follow me on Twitter :

EverythingStarWars@wars_everything

If you would like to donate to the channel to help me improve it by superchats or watching ads. These help any channel and it is greatly appreciated. 

PS4 : Resw1977",PT5H5M48S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,130,23,0,0,https://i.ytimg.com/vi/Qn_uRDkesj4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Qn_uRDkesj4/maxresdefault.jpg,1280.0,720.0,"['#PS4Live', 'PlayStation 4', 'Sony Interactive Entertainment', ""Marvel's Spider-Man"", 'RESW1977', 'Spiderman Livestream']",en,en,
youtube#video,LykEKw6Ku8yiAKmcJ4zMs7jhsFw,tGmzdreui-A,2014-11-24T07:33:48Z,UC_lYejjbR6avSnTjbERbAEQ,Johnny Depp’s Drunken Speech Angers Fiance Amber Heard,"Johnny Depp’s recent drunken speech at the Hollywood Film Awards may have been entertaining for most of the world but Amber Heard is far from impressed. The 28 year old actress who is engaged to Depp feels that he made a fool of himself at the awards. Watch the video for the full story!

For the latest events, news and updates in Hollywood,
log on and subscribe to http://www.YouTube.com/Hollywoodondemand",https://i.ytimg.com/vi/tGmzdreui-A/default.jpg,120,90,https://i.ytimg.com/vi/tGmzdreui-A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/tGmzdreui-A/hqdefault.jpg,480,360,HollywoodOnDemand,25,none,Johnny Depp’s Drunken Speech Angers Fiance Amber Heard,"Johnny Depp’s recent drunken speech at the Hollywood Film Awards may have been entertaining for most of the world but Amber Heard is far from impressed. The 28 year old actress who is engaged to Depp feels that he made a fool of himself at the awards. Watch the video for the full story!

For the latest events, news and updates in Hollywood,
log on and subscribe to http://www.YouTube.com/Hollywoodondemand",PT45S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1785,2,0,1,https://i.ytimg.com/vi/tGmzdreui-A/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/tGmzdreui-A/maxresdefault.jpg,1280.0,720.0,"['Johnny Depp', 'Amber Heard', 'Fiance', 'Jhonny Amber', 'amber heard upset', 'amber heard movies', 'never back down', 'drive angry', '3 days to kill', 'Johnny Depp drunk', 'Johnny Depp speech', 'Johnny Depp movies', 'johnny depp acting', 'johnny depp stoned', 'johnny depp marriage', 'transcendence', 'charlie and the chocolate factory', 'alice in the wonderland', 'johnny depp upcoming movie', 'into the woods', 'amber heard hot', 'amber heard bikini', 'kiss', 'hollywood movies', 'gossip', 'hollywood news']",,,
youtube#video,oiSkl34hP08dpjn610PlL17Z4YE,tyZ19bjta0U,2021-07-25T19:45:45Z,UCQWwzVebBvg-oownfNC7pZg,Amber Hardy - Wedding Singer - Demo - Vamos Events,"Wedding Entertainment - Corporate Events - Private Parties


Cover Songs performed by Amber Hardy:


1. Ed Sheeran - Thinking Out Loud 0:00 -1:12
2. The Temptations - My Girl 1:13 - 1:50
3. Ben E King - Stand By Me 1:51- 2:43
4. Nat King Cole - L.O.V.E. 2:44 - 3:35
5. Meghan Trainor - All About That Base 3:36 - 5:04",https://i.ytimg.com/vi/tyZ19bjta0U/default.jpg,120,90,https://i.ytimg.com/vi/tyZ19bjta0U/mqdefault.jpg,320,180,https://i.ytimg.com/vi/tyZ19bjta0U/hqdefault.jpg,480,360,Vamos Events Toronto,24,none,Amber Hardy - Wedding Singer - Demo - Vamos Events,"Wedding Entertainment - Corporate Events - Private Parties


Cover Songs performed by Amber Hardy:


1. Ed Sheeran - Thinking Out Loud 0:00 -1:12
2. The Temptations - My Girl 1:13 - 1:50
3. Ben E King - Stand By Me 1:51- 2:43
4. Nat King Cole - L.O.V.E. 2:44 - 3:35
5. Meghan Trainor - All About That Base 3:36 - 5:04",PT5M5S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,83,4,0,0,https://i.ytimg.com/vi/tyZ19bjta0U/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/tyZ19bjta0U/maxresdefault.jpg,1280.0,720.0,"['vamos events', 'amber hardy', 'wedding', 'entertainment', 'singer', 'artist', 'ed sheeran', 'thinking out loud', 'all about that bass']",,,
