kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultLanguage,contentDetails.regionRestriction.blocked
youtube#video,RzYgT6_7397MSO0UeinRe7V5f8w,CDJPuRjBJn0,2021-06-24T15:01:26Z,UCJfLpKCXCMzOehJkwZ0s1pQ,Amber Heard all new awesome WhatsApp status best ever,,https://i.ytimg.com/vi/CDJPuRjBJn0/default.jpg,120,90,https://i.ytimg.com/vi/CDJPuRjBJn0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CDJPuRjBJn0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/CDJPuRjBJn0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/CDJPuRjBJn0/maxresdefault.jpg,1280.0,720.0,Furious Editz,,24,none,Amber Heard all new awesome WhatsApp status best ever,,,PT41S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,39,5,0,0,,
youtube#video,n7xb06lFq2tfsq1ATzkbCW38xDg,drQLfx0dnjI,2018-11-29T16:46:21Z,UCyksRlQrWu4Q9-C7A3tdPrw,Aquaman - Bumper 06'' Awesome,"#Aquaman é cool e badass. No cinema a 13 de dezembro.

De James Wan
Com Jason Momoa, Nicole Kidman, Amber Heard, Dolph Ludgren, Patrick Wilson, Willem Dafoe e Djimon Hounsou.

Do realizador James Wan chega-nos “Aquaman” - com Jason Mamoa no principal papel - um filme cheio de ação e aventura que explora o deslumbrante e vasto mundo subaquático dos sete mares. O filme revela a origem da história de Arthur Curry, o meio-humano e meio-atlante, que irá ter a viagem da sua vida. Forçado a ver quem realmente é, Aquaman terá de descobrir se é merecedor do título para o qual nasceu - o de Rei.
O filme conta também com a presença de Amber Heard ( “Liga da Justiça”, “Magic Mike XXL”) que interpreta Mera, uma guerreira forte e a aliada de Aquaman na sua jornada; o nomeado para um Óscar Willem Dafoe (“Platoo - Os Bravos do Pelotão” e “Homem – Aranha 2”) como Vulko, conselheiro do trono de Atlântida; Patrick Wilson ( dos filmes “The Conjuring” e “Mercenários”) como Orm/Senhor dos Oceanos, o atual Rei de Atlântida; Dolph Lundgren (dos filmes “Os Mercenários”) como Neureus, Rei da tribo de Atlântida Xebel; Yahya Abdul-Mateen II ( da série da Netflix “The Get Down”) como o vingativo Black Manta; a vencedora de um Óscar Nicole Kidman (“As Horas” e “Lion - A Longa Estrada para Casa”) como a mãe de Artur, Atlanna; Ludi Lin (“Power Rangers”) como Capitão Murk, do Comando de Atlântida; e Temuera Morrison (“Star Wars: Episódio II -  O Ataque dos Clones”, “Green Lantern – Lanterna Verde”) interpreta o pai de Arthur, Tom Curry.
James Wan realiza a partir do argumento de David Leslie Johnson-McGoldrick (“The Conjuring 2 – A evocação”) e Will Beall (“Força Anti - Crime” e da série de TV “Dia de Treino”), história de Geoff Johns & James Wan e Will Beall, baseado nas personagens do universo DC – Aquaman, criado por Paul Norris e Mort Weisinger. O filme é produzido por Peter Safran e Rob Cowan, com Deborah Snyder, Zack Snyder, Jon Berg, Geoff Johns e Walter Hamada como produtores executivos.
A equipa criativa de Wan inclui os colaboradores habituais, como o diretor de fotografia nomeado para um Óscar, Don Burgess (“The Conjuring 2 – A Evocação” e “Forrest Gump”), o montador Kirk Morri, com quem já trabalhou cinco vezes (““The Conjuring 2 – A Evocação”, “Velocidade Furiosa 7” e dos filmes “Insidioso”), o designer de produção Bill Brzeski (“Velocidade Furiosa 7”). A direção de guarda roupa fica a cargo de Kym Barret (Trilogia “Matrix”, e “O Fantástico Homem – Aranha 2: O Poder do Electro”) e o compositor Rupert Grgson-Williams (“Mulher – Maravilha”
“Aquaman” tem estreia marcada em Portugal para dia 13 de Dezembro.",https://i.ytimg.com/vi/drQLfx0dnjI/default.jpg,120,90,https://i.ytimg.com/vi/drQLfx0dnjI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/drQLfx0dnjI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/drQLfx0dnjI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/drQLfx0dnjI/maxresdefault.jpg,1280.0,720.0,WarnerBrosPortugal,"['Warner', 'Bros', 'Portugal', 'Cinema', 'Filme', 'Oficial', 'Aquaman', 'jason momoa', 'liga da justiça', 'justice league', 'neptuno', 'dc comics', 'nicole kidman', 'amber heard', 'dolph lundgren', 'willem dafoe', 'patrick wilson', 'djimon hounson', 'dc', 'super-herois', 'superhero', 'batman', 'superman']",1,none,Aquaman - Bumper 06'' Awesome,"#Aquaman é cool e badass. No cinema a 13 de dezembro.

De James Wan
Com Jason Momoa, Nicole Kidman, Amber Heard, Dolph Ludgren, Patrick Wilson, Willem Dafoe e Djimon Hounsou.

Do realizador James Wan chega-nos “Aquaman” - com Jason Mamoa no principal papel - um filme cheio de ação e aventura que explora o deslumbrante e vasto mundo subaquático dos sete mares. O filme revela a origem da história de Arthur Curry, o meio-humano e meio-atlante, que irá ter a viagem da sua vida. Forçado a ver quem realmente é, Aquaman terá de descobrir se é merecedor do título para o qual nasceu - o de Rei.
O filme conta também com a presença de Amber Heard ( “Liga da Justiça”, “Magic Mike XXL”) que interpreta Mera, uma guerreira forte e a aliada de Aquaman na sua jornada; o nomeado para um Óscar Willem Dafoe (“Platoo - Os Bravos do Pelotão” e “Homem – Aranha 2”) como Vulko, conselheiro do trono de Atlântida; Patrick Wilson ( dos filmes “The Conjuring” e “Mercenários”) como Orm/Senhor dos Oceanos, o atual Rei de Atlântida; Dolph Lundgren (dos filmes “Os Mercenários”) como Neureus, Rei da tribo de Atlântida Xebel; Yahya Abdul-Mateen II ( da série da Netflix “The Get Down”) como o vingativo Black Manta; a vencedora de um Óscar Nicole Kidman (“As Horas” e “Lion - A Longa Estrada para Casa”) como a mãe de Artur, Atlanna; Ludi Lin (“Power Rangers”) como Capitão Murk, do Comando de Atlântida; e Temuera Morrison (“Star Wars: Episódio II -  O Ataque dos Clones”, “Green Lantern – Lanterna Verde”) interpreta o pai de Arthur, Tom Curry.
James Wan realiza a partir do argumento de David Leslie Johnson-McGoldrick (“The Conjuring 2 – A evocação”) e Will Beall (“Força Anti - Crime” e da série de TV “Dia de Treino”), história de Geoff Johns & James Wan e Will Beall, baseado nas personagens do universo DC – Aquaman, criado por Paul Norris e Mort Weisinger. O filme é produzido por Peter Safran e Rob Cowan, com Deborah Snyder, Zack Snyder, Jon Berg, Geoff Johns e Walter Hamada como produtores executivos.
A equipa criativa de Wan inclui os colaboradores habituais, como o diretor de fotografia nomeado para um Óscar, Don Burgess (“The Conjuring 2 – A Evocação” e “Forrest Gump”), o montador Kirk Morri, com quem já trabalhou cinco vezes (““The Conjuring 2 – A Evocação”, “Velocidade Furiosa 7” e dos filmes “Insidioso”), o designer de produção Bill Brzeski (“Velocidade Furiosa 7”). A direção de guarda roupa fica a cargo de Kym Barret (Trilogia “Matrix”, e “O Fantástico Homem – Aranha 2: O Poder do Electro”) e o compositor Rupert Grgson-Williams (“Mulher – Maravilha”
“Aquaman” tem estreia marcada em Portugal para dia 13 de Dezembro.",,PT7S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1026,11,0,0,,
youtube#video,ndL2QJbIGPSR6beBjsKnt1dTlwQ,Eb0VsW7-h54,2018-07-30T09:23:18Z,UCtHTJTBkuNzDxOSrN-QeDWA,Best photographs of amber heard,,https://i.ytimg.com/vi/Eb0VsW7-h54/default.jpg,120,90,https://i.ytimg.com/vi/Eb0VsW7-h54/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Eb0VsW7-h54/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Eb0VsW7-h54/sddefault.jpg,640.0,480.0,,,,Awesome Videos,,24,none,Best photographs of amber heard,,,PT2M17S,2d,hd,false,False,rectangular,processed,public,creativeCommon,True,True,False,70,1,0,0,,
youtube#video,iCOfeST9yWM4llFnqgkOHy91qcU,iDdOoJrrqsg,2021-07-22T04:46:36Z,UCWtf32RFiVg5HqRZ9NmnzZA,Amber Heard awesome full screen status #XTION HUNT,,https://i.ytimg.com/vi/iDdOoJrrqsg/default.jpg,120,90,https://i.ytimg.com/vi/iDdOoJrrqsg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/iDdOoJrrqsg/hqdefault.jpg,480,360,,,,,,,XTION HUNT 2.0,,22,none,Amber Heard awesome full screen status #XTION HUNT,,,PT29S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,23,3,0,0,,
youtube#video,SRuty3EjtK6kEJGfalKiDs67dJA,iovuJKivPgA,2021-11-10T07:19:25Z,UCsFLxexIN5iqxV3n38UhLRg,Amber Heard ♥️♥️🔥🔥,,https://i.ytimg.com/vi/iovuJKivPgA/default.jpg,120,90,https://i.ytimg.com/vi/iovuJKivPgA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/iovuJKivPgA/hqdefault.jpg,480,360,,,,,,,B A T S Y Shorts ,"['Amber Heard', 'Shorts']",1,none,Amber Heard ♥️♥️🔥🔥,,,PT22S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,25,1,0,1,,
youtube#video,qPjZwyBy7_yx39650YTOLL7-PZY,iShYpY5-cRI,2021-08-10T08:04:43Z,UCzBJ5aZL6VCadCEwLlAphRA,manike mage hithe Amber Heard whatsapp status tu anari man hari new tending music,"Amber Heard whatsapp status

manike mage hithe 

manike mage hithe 
manike mage hithe 

manike mage hithe 




tu anari man hari status 



like comment share kordo year",https://i.ytimg.com/vi/iShYpY5-cRI/default.jpg,120,90,https://i.ytimg.com/vi/iShYpY5-cRI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/iShYpY5-cRI/hqdefault.jpg,480,360,,,,,,,A.J BOSS OFFICIAL,,22,none,manike mage hithe Amber Heard whatsapp status tu anari man hari new tending music,"Amber Heard whatsapp status

manike mage hithe 

manike mage hithe 
manike mage hithe 

manike mage hithe 




tu anari man hari status 



like comment share kordo year",,PT35S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,258,18,0,0,,
youtube#video,sLU2Kj8JbjU3b7l-ZiuU02mMZJQ,I_WqMyczu_E,2021-07-18T12:57:52Z,UCjBLjn_50IKxhTazoZbxw2w,Amber Heard full screen status ❤️ Amber Heard status on chikni chamili song 😍🥰#amberheard#aquaman,"#fullscreen#whatsappstatus#shots


Hi viewrs,
Good morning.....have a nice day..🥰🤗❤️

Please subscribe my channel for more videos.......🔔



#4kstatus
#Amberheard
#amberheardhdstatus
#amberheard4kstatus
#amberheardwhatsappvideo
#amberheardbeststatus
#chikinichamili
#aquaman
#amberheardlook
#chikinichamilimontagesong
#alightmotion
#chikinichamilidj


#amberheardspecial
#asmanicreation
#fullscreenamberheard



Thank you ❤️❤️
      
                *Keep sharing this video*



Road to 1k SUBSCRIBER ✨🌼❤️🔔",https://i.ytimg.com/vi/I_WqMyczu_E/default.jpg,120,90,https://i.ytimg.com/vi/I_WqMyczu_E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/I_WqMyczu_E/hqdefault.jpg,480,360,https://i.ytimg.com/vi/I_WqMyczu_E/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/I_WqMyczu_E/maxresdefault.jpg,1280.0,720.0,Asmani Creation,"['asmani creation', 'hyper rynoo', 'Amber heard best status', 'amber heard best fullscreen status', 'Aquaman amber heard', 'amber heard in aquaman scene', 'Amber heard WhatsApp status', 'amber heard aquaman behind the scenes', 'amber heard whatsapp status full screen', 'amber heard whatsapp status full screen 4k', 'amber heard whatsapp status full screen hindi song', 'amber heard whatsapp status aquaman', 'amber heard status video', 'chikni chameli montage song', 'chikni chameli dj', 'amber heard', 'Aquaman']",22,none,Amber Heard full screen status ❤️ Amber Heard status on chikni chamili song 😍🥰#amberheard#aquaman,"#fullscreen#whatsappstatus#shots


Hi viewrs,
Good morning.....have a nice day..🥰🤗❤️

Please subscribe my channel for more videos.......🔔



#4kstatus
#Amberheard
#amberheardhdstatus
#amberheard4kstatus
#amberheardwhatsappvideo
#amberheardbeststatus
#chikinichamili
#aquaman
#amberheardlook
#chikinichamilimontagesong
#alightmotion
#chikinichamilidj


#amberheardspecial
#asmanicreation
#fullscreenamberheard



Thank you ❤️❤️
      
                *Keep sharing this video*



Road to 1k SUBSCRIBER ✨🌼❤️🔔",yue,PT21S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,98,22,0,13,,
youtube#video,80eXQPKG0FZY3ER27yy3GiSSOuY,LB0vc0ab_WM,2021-12-26T22:02:51Z,UCQl3RLCWCqM7kEHOB85XGZQ,Awesome Amber Christmas Day with a HUGE SHOCK !!! 2021,Preperation for the night before and Chrtimas Day ....BUT A NASTY SURPRISE is in store for Amber !!!!,https://i.ytimg.com/vi/LB0vc0ab_WM/default.jpg,120,90,https://i.ytimg.com/vi/LB0vc0ab_WM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LB0vc0ab_WM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/LB0vc0ab_WM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/LB0vc0ab_WM/maxresdefault.jpg,1280.0,720.0,Awesome  Amber,,22,none,Awesome Amber Christmas Day with a HUGE SHOCK !!! 2021,Preperation for the night before and Chrtimas Day ....BUT A NASTY SURPRISE is in store for Amber !!!!,,PT27M2S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,True,79,4,0,,,
youtube#video,Xtv6Ns6yly9rXDoTAG9t9j9BYnc,lWdxZK0B3eM,2020-11-15T19:53:43Z,UCOjjiajMBVaElmHDOQ09gBw,i think we ALL hate amber heard,justice for johnny depp,https://i.ytimg.com/vi/lWdxZK0B3eM/default.jpg,120,90,https://i.ytimg.com/vi/lWdxZK0B3eM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/lWdxZK0B3eM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/lWdxZK0B3eM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/lWdxZK0B3eM/maxresdefault.jpg,1280.0,720.0,stargirl,,22,none,i think we ALL hate amber heard,justice for johnny depp,,PT18S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,87,5,0,11,,
youtube#video,q4nZ2zjD2KuDCKhSQR6KVaZwCQU,mJgn-5dBX8I,2021-05-21T11:18:14Z,UCnHtMmDUJNXD_BXM0wK2REg,#amberheard Amber Heard / New status for whatsapp /2021 / Ada song status video /,"About my video:-
Status for whatsapp
Best of Amber Heard.",https://i.ytimg.com/vi/mJgn-5dBX8I/default.jpg,120,90,https://i.ytimg.com/vi/mJgn-5dBX8I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mJgn-5dBX8I/hqdefault.jpg,480,360,https://i.ytimg.com/vi/mJgn-5dBX8I/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/mJgn-5dBX8I/maxresdefault.jpg,1280.0,720.0,ESTUDIO,,20,none,#amberheard Amber Heard / New status for whatsapp /2021 / Ada song status video /,"About my video:-
Status for whatsapp
Best of Amber Heard.",hi,PT1M1S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,82,3,0,0,,
youtube#video,nkMH-WlmpdlpgGWKwDcdWL6UPTo,NeEUG4F3hiM,2021-09-19T21:04:39Z,UClr4pEZD9-XpVnPdG64VogA,Amber Heard Whatsapp Status Best Ever | Aquaman | Mera | ,"#aquman #mera #amber

Aquaman Jason Moama
Mera Amber Heard",https://i.ytimg.com/vi/NeEUG4F3hiM/default.jpg,120,90,https://i.ytimg.com/vi/NeEUG4F3hiM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/NeEUG4F3hiM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/NeEUG4F3hiM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/NeEUG4F3hiM/maxresdefault.jpg,1280.0,720.0,Vid Cuts,"['aquaman', 'amber', 'amber heard', 'amber heard whatsapp status', 'mera', 'aquaman whatsapp status', 'wonder woman', 'jason moama', 'justice league', 'snyder cut']",1,none,Amber Heard Whatsapp Status Best Ever | Aquaman | Mera | ,"#aquman #mera #amber

Aquaman Jason Moama
Mera Amber Heard",,PT1M,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,19,3,0,0,,
youtube#video,8JRsC1YWWKCKCA5vrmzCM2ck5Vo,Pb01UNHXlzE,2014-12-09T22:16:50Z,UCvnCHJo_xCj9TRhLjY-LHjQ,Amber Heard • Cause I'm AWESOME ♥,"""Just look at me.. ""

HD pleaaaase !! ♥♥

xx",https://i.ytimg.com/vi/Pb01UNHXlzE/default.jpg,120,90,https://i.ytimg.com/vi/Pb01UNHXlzE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Pb01UNHXlzE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Pb01UNHXlzE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Pb01UNHXlzE/maxresdefault.jpg,1280.0,720.0,belikovXlove,"['amber', 'heard', 'awesome']",10,none,Amber Heard • Cause I'm AWESOME ♥,"""Just look at me.. ""

HD pleaaaase !! ♥♥

xx",,PT55S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,549,16,0,2,,
youtube#video,wCvWQaMnwulDOWr_b2Y4NTh4qVk,pJ0cRt137Mw,2021-03-08T23:54:54Z,UCy8YFzbkvYTQOQxjgE3UTBQ,Are You A Simp Like My channel is awesome??  (Amber Heard Playlist!!),,https://i.ytimg.com/vi/pJ0cRt137Mw/default.jpg,120,90,https://i.ytimg.com/vi/pJ0cRt137Mw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/pJ0cRt137Mw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/pJ0cRt137Mw/sddefault.jpg,640.0,480.0,,,,The Amber Heard Playlist!!,['Johnny Depp Amber Heard'],22,none,Are You A Simp Like My channel is awesome??  (Amber Heard Playlist!!),,,PT10M13S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,55,,0,,,
youtube#video,hOQIgnBjLVm3uWB5baNgrNGXF8Y,qFvugJTogo0,2018-11-20T14:08:48Z,UCdSPt1DdKirFMm0--O85fig,"AQUAMAN - Final HD Trailer | Jason Momoa ,Amber Heard","From Warner Bros. Pictures and director James Wan comes an action packed adventure that spans the vast, visually breathtaking underwater world of the seven seas AQUAMAN, starring Jason Momoa in the title role,the film reveals the origin story of half-human, half-atlantean Arthur curry and takes him on the journey of his lifetime one that will not force him to face who he really is, but to discover if he is worthy of who he was born to be, a King


THANK YOU for watching, PLEASE share and subscribe, you are an awesome human being.",https://i.ytimg.com/vi/qFvugJTogo0/default.jpg,120,90,https://i.ytimg.com/vi/qFvugJTogo0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/qFvugJTogo0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/qFvugJTogo0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/qFvugJTogo0/maxresdefault.jpg,1280.0,720.0,Trailer Camp,,22,none,"AQUAMAN - Final HD Trailer | Jason Momoa ,Amber Heard","From Warner Bros. Pictures and director James Wan comes an action packed adventure that spans the vast, visually breathtaking underwater world of the seven seas AQUAMAN, starring Jason Momoa in the title role,the film reveals the origin story of half-human, half-atlantean Arthur curry and takes him on the journey of his lifetime one that will not force him to face who he really is, but to discover if he is worthy of who he was born to be, a King


THANK YOU for watching, PLEASE share and subscribe, you are an awesome human being.",,PT2M31S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,4,1,0,0,,
youtube#video,Nu-NakH8BJxMznVtMMCpPbqm28M,R5dvEE_3rcc,2020-02-13T07:48:25Z,UCRsS2j90G7sF-ArT1xIitjQ,Best GIFs | Amber Heard GIFs #1 | Celebrity Video Compilation with Instrumental Music,"Best GIFs | Amber Heard GIFs #1 | Celebrity Video Compilation with Instrumental Music

Enjoy these awesome GIFs influenced for celebrity addictions. 

This is great for parties, YouTube skits, Instagram stories, SnapChat videos, Facebook Live & compilations.

Great for usage below:

Shows
Parties
Animation
Backgrounds
Occasions
Celebrations
Design
Developers
Movies
Skits
Films
Holidays
Concerts

#GIFs #AmberHeard #Instrumentals #MusicVideos
#BackgroundMusic #InstrumentalMusic #Parties #ActorVideos  #AmberHeardVids #FunnyAmberHeardVideos #HollywoodStars #HollywoodActress #Actresses #AmericanActress #IGFamous",https://i.ytimg.com/vi/R5dvEE_3rcc/default.jpg,120,90,https://i.ytimg.com/vi/R5dvEE_3rcc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/R5dvEE_3rcc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/R5dvEE_3rcc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/R5dvEE_3rcc/maxresdefault.jpg,1280.0,720.0,Rijan Archer Music Group,"['Amber Heard', 'Hollywood Actress', 'Acresses', 'Celebrity', 'Amber Heard Videos', 'Johnny Depp', 'Background Music', 'Hollywood Music', 'Actress Videos', 'Instrumentals', 'Pop Music']",22,none,Best GIFs | Amber Heard GIFs #1 | Celebrity Video Compilation with Instrumental Music,"Best GIFs | Amber Heard GIFs #1 | Celebrity Video Compilation with Instrumental Music

Enjoy these awesome GIFs influenced for celebrity addictions. 

This is great for parties, YouTube skits, Instagram stories, SnapChat videos, Facebook Live & compilations.

Great for usage below:

Shows
Parties
Animation
Backgrounds
Occasions
Celebrations
Design
Developers
Movies
Skits
Films
Holidays
Concerts

#GIFs #AmberHeard #Instrumentals #MusicVideos
#BackgroundMusic #InstrumentalMusic #Parties #ActorVideos  #AmberHeardVids #FunnyAmberHeardVideos #HollywoodStars #HollywoodActress #Actresses #AmericanActress #IGFamous",en,PT6M31S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,432,5,0,5,,
youtube#video,f7rDN1kh2x_SF-59TBV88amSn0c,rFcq8L0pnZw,2021-05-09T07:35:42Z,UCIKQ--H8rzvD7WXsdsJhPbA,Aquaman🔱 Amber Heard💓 Full Screen HD WhatsApp Status🔥4K,"Aquaman🔱 Amber Heard💓 Full Screen HD WhatsApp Status🔥4K



#shorts #amberheard #aquaman​ #itsnitin #dccomics​ #batman​ #justiceleague​ #wonderwoman​ #dc​ #superman​ #dcuniverse​ #dceu​ #jasonmomoa​ #flash​ #cyborg​ #mera​ #theflash​ #comics​ #greenlantern​ #shazam​ #joker​ #aquamanmovie​ #marvel​ #amberheard​ #arthurcurry​ #prideofgypsies​ #releasethesnydercut​ #harleyquinn​ #gameofthrones​ #galgadot​ #khaldrogo​ #zacksnyder #Shorts

NOTICE :- These all things are copyrighted We just doing for promotional We just edited and published to audience for entertainment purpose only 👁️All Rights To Above Music Label Co.& No Copyright Infringement Intended 

👁️ Copyright Disclaimer under Section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use",https://i.ytimg.com/vi/rFcq8L0pnZw/default.jpg,120,90,https://i.ytimg.com/vi/rFcq8L0pnZw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/rFcq8L0pnZw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/rFcq8L0pnZw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/rFcq8L0pnZw/maxresdefault.jpg,1280.0,720.0,It's Ñitin{Ñk},"['#shorts', 'Shorts', 'shorts', '#Shorts', '#short', '#Short', 'short', 'Short', 'iamnitinnk', '#iamnitinnk', 'Curious Edits', 'Santro status', 'SANTRO STATUS', 'Status']",22,none,Aquaman🔱 Amber Heard💓 Full Screen HD WhatsApp Status🔥4K,"Aquaman🔱 Amber Heard💓 Full Screen HD WhatsApp Status🔥4K



#shorts #amberheard #aquaman​ #itsnitin #dccomics​ #batman​ #justiceleague​ #wonderwoman​ #dc​ #superman​ #dcuniverse​ #dceu​ #jasonmomoa​ #flash​ #cyborg​ #mera​ #theflash​ #comics​ #greenlantern​ #shazam​ #joker​ #aquamanmovie​ #marvel​ #amberheard​ #arthurcurry​ #prideofgypsies​ #releasethesnydercut​ #harleyquinn​ #gameofthrones​ #galgadot​ #khaldrogo​ #zacksnyder #Shorts

NOTICE :- These all things are copyrighted We just doing for promotional We just edited and published to audience for entertainment purpose only 👁️All Rights To Above Music Label Co.& No Copyright Infringement Intended 

👁️ Copyright Disclaimer under Section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use",,PT9S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,447,17,0,0,,
youtube#video,TlIofqySIM3xbbvWpZt1X0H75DQ,sKs---0FLVM,2021-09-22T20:40:59Z,UCy8YFzbkvYTQOQxjgE3UTBQ,David Anderson Thinks Rape Is Awesome part 2 (Amber Heard Playlist!!),,https://i.ytimg.com/vi/sKs---0FLVM/default.jpg,120,90,https://i.ytimg.com/vi/sKs---0FLVM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/sKs---0FLVM/hqdefault.jpg,480,360,,,,,,,The Amber Heard Playlist!!,,22,none,David Anderson Thinks Rape Is Awesome part 2 (Amber Heard Playlist!!),,,PT2M39S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,29,1,0,,,"['NZ', 'TR', 'ZA']"
youtube#video,Wni1z0tOD8kef9Lk2rpoBpQykzw,snaxVXINdcg,2018-10-22T00:36:25Z,UC4ebzPRORy-0a0gQlZdpNzg,"'Extended Trailer 2018   Jason Momoa, Amber Heard","Watch the official extended trailer for DCEU adventure ""Aquaman"" starring Jason Momoa, Amber Heard, Willem Dafoe, Temuera Morrison, Dolph Lundgren, Yahya Abdul-Mateen II, Patrick Wilson, and Nicole Kidman. Directed by James Wan.",https://i.ytimg.com/vi/snaxVXINdcg/default.jpg,120,90,https://i.ytimg.com/vi/snaxVXINdcg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/snaxVXINdcg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/snaxVXINdcg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/snaxVXINdcg/maxresdefault.jpg,1280.0,720.0,turky elsa7l,,22,none,"'Extended Trailer 2018   Jason Momoa, Amber Heard","Watch the official extended trailer for DCEU adventure ""Aquaman"" starring Jason Momoa, Amber Heard, Willem Dafoe, Temuera Morrison, Dolph Lundgren, Yahya Abdul-Mateen II, Patrick Wilson, and Nicole Kidman. Directed by James Wan.",,PT5M18S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,6,1,0,0,,
