kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultAudioLanguage,snippet.defaultLanguage,contentDetails.regionRestriction.blocked
youtube#video,zVDm6btHsmx9CM5uYn7Dt4fArSI,mnQ7ZoCYeQA,2015-11-22T06:17:50Z,UC04Oq9LYYryzq9uTXKaQ6WQ,"Johnny Depp's girlfriend, Amber Heard talks about her love for Muscle Cars","Check out our website @ 
http://belikewaterproduction.com/
This Video is owned by Be Like Water Production

If you want to use it please just credit us for the video.

Also, please feel free to Subscribe to our channel and Share our Videos

Thanks and enjoy!!!",https://i.ytimg.com/vi/mnQ7ZoCYeQA/default.jpg,120,90,https://i.ytimg.com/vi/mnQ7ZoCYeQA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mnQ7ZoCYeQA/hqdefault.jpg,480,360,Be Like Water Media,"['Amber Heard (Celebrity)', 'Johnny Depp (Celebrity)', 'Ford Mustang (Automobile Model)', 'Muscle Car (Product Category)', 'Ford (Automobile Make)', 'Automobile (TV Genre)', 'Fashion (Industry)', 'Ryan Fu', 'Be Like Water Production', 'BLW', 'TMZ', 'Celebrity', 'Hollywood', 'shopping', 'movies', 'tv', 'sexy', 'funny', 'interview', 'film', 'actress', 'actors', 'teens', 'reality tv', 'Love', 'music', 'Comedy', 'Fashion', 'News', 'Famous', 'Los Angeles']",24,none,"Johnny Depp's girlfriend, Amber Heard talks about her love for Muscle Cars","Check out our website @ 
http://belikewaterproduction.com/
This Video is owned by Be Like Water Production

If you want to use it please just credit us for the video.

Also, please feel free to Subscribe to our channel and Share our Videos

Thanks and enjoy!!!",PT49S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,510,3,0,0,https://i.ytimg.com/vi/mnQ7ZoCYeQA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/mnQ7ZoCYeQA/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,rGSgjmJeVSz-q791a7b6QZE0D9w,o5FV_IHocwU,2015-04-05T04:14:05Z,UCjroJE6UjOEKtgL-Phry6iQ,AMBER AND HYUNA friendships part2,,https://i.ytimg.com/vi/o5FV_IHocwU/default.jpg,120,90,https://i.ytimg.com/vi/o5FV_IHocwU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/o5FV_IHocwU/hqdefault.jpg,480,360,leelyamy 19,"['Hyuna (Award Winner)', 'Dance (Interest)', 'Amber']",24,none,AMBER AND HYUNA friendships part2,,PT4M58S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,24616,434,0,11,https://i.ytimg.com/vi/o5FV_IHocwU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/o5FV_IHocwU/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,fVXsGR-H_bYM5XQjXsLGTb6oNDw,O8jMKrZGFHY,2022-01-04T23:27:32Z,UC3upqEIXAwAp2DgDyI9NABQ,2022 HYDRATING WINTER FOUNDATION ROUTINE! | Amber v Cruz,"Happy new year loves! I thought for my first video of 2022 a hydrating and glowy winter foundation routine would be perfect ! I love how my skin looked afterwards- the catrice foundation is actually amazing. Wishing you all many blessing this year!
Like. Comment. Share. Subscribe ❤️

INSTAGRAM ✨ @ambervcruz
TIKTOK ✨ @ambervcruz | @cruzcrew4
--------------------------------------------------------------------
SHOP MY POSTS! ⬇️
https://obsw.it/ambervazqu
--------------------------------------------------------------------
MY FAVORITE THINGS ON AMAZON!
https://www.amazon.com/shop/ambervazquez 
--------------------------------------------------------------------
•PR & BUSINESS INQUIRIES 
beautybyavv@gmail.com
--------------------------------------------------------------------
USE MY CODES
@frankierosecosmetics
https://frankierosecosmetics.com/?ref=wmOnzS4dwh7F4
Dc:ambervazquez
@liquidiv
https://glnk.io/koyv/ambervazquez
Dc: ambervazquez_
@CocoandEve 
https://bit.ly/3emZWIy
Dc: AMBERV
@sandandskyaus
https://bit.ly/3t2WuXq
Dc: AMBERV
@blume
https://glnk.io/4wmx/ambervazquez
Dc: AMBER_SAVE10

Elf grip primer https://go.magik.ly/ml/1e1e7/
Catrice foundation https://amzn.to/3qLN9nG
Milk concealer https://go.magik.ly/ml/1avu0
Catrice concealer https://amzn.to/3JJKaEI
Milk setting powder- discontinued?
Givinchy powder- https://go.magik.ly/ml/1e1ef/
Butter bronzer https://go.magik.ly/ml/17qfp/
Tresluce blush
Makeup by Mario blush https://go.magik.ly/ml/1d98r/
Nyx nude beige lip liner https://go.magik.ly/ml/19ql3/
Catrice lip oil https://amzn.to/3zqGiDP

DISCLAIMER: Some links are affiliate links and I may receive a small commission if you make a purchase. Thank you for your support! I couldn’t do this without you!",https://i.ytimg.com/vi/O8jMKrZGFHY/default.jpg,120,90,https://i.ytimg.com/vi/O8jMKrZGFHY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/O8jMKrZGFHY/hqdefault.jpg,480,360,Amber V Cruz,"['Momlife', 'sahmlife', 'contentcreator', 'small influencer', 'nycinfluencer', 'easymakeuptutorials', 'everydaymakeup', 'makeupformoms']",26,none,2022 HYDRATING WINTER FOUNDATION ROUTINE! | Amber v Cruz,"Happy new year loves! I thought for my first video of 2022 a hydrating and glowy winter foundation routine would be perfect ! I love how my skin looked afterwards- the catrice foundation is actually amazing. Wishing you all many blessing this year!
Like. Comment. Share. Subscribe ❤️

INSTAGRAM ✨ @ambervcruz
TIKTOK ✨ @ambervcruz | @cruzcrew4
--------------------------------------------------------------------
SHOP MY POSTS! ⬇️
https://obsw.it/ambervazqu
--------------------------------------------------------------------
MY FAVORITE THINGS ON AMAZON!
https://www.amazon.com/shop/ambervazquez 
--------------------------------------------------------------------
•PR & BUSINESS INQUIRIES 
beautybyavv@gmail.com
--------------------------------------------------------------------
USE MY CODES
@frankierosecosmetics
https://frankierosecosmetics.com/?ref=wmOnzS4dwh7F4
Dc:ambervazquez
@liquidiv
https://glnk.io/koyv/ambervazquez
Dc: ambervazquez_
@CocoandEve 
https://bit.ly/3emZWIy
Dc: AMBERV
@sandandskyaus
https://bit.ly/3t2WuXq
Dc: AMBERV
@blume
https://glnk.io/4wmx/ambervazquez
Dc: AMBER_SAVE10

Elf grip primer https://go.magik.ly/ml/1e1e7/
Catrice foundation https://amzn.to/3qLN9nG
Milk concealer https://go.magik.ly/ml/1avu0
Catrice concealer https://amzn.to/3JJKaEI
Milk setting powder- discontinued?
Givinchy powder- https://go.magik.ly/ml/1e1ef/
Butter bronzer https://go.magik.ly/ml/17qfp/
Tresluce blush
Makeup by Mario blush https://go.magik.ly/ml/1d98r/
Nyx nude beige lip liner https://go.magik.ly/ml/19ql3/
Catrice lip oil https://amzn.to/3zqGiDP

DISCLAIMER: Some links are affiliate links and I may receive a small commission if you make a purchase. Thank you for your support! I couldn’t do this without you!",PT13M49S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1246,117,0,11,https://i.ytimg.com/vi/O8jMKrZGFHY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/O8jMKrZGFHY/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,lhhwGHl0jFmPCh-dZyAggFKXf00,Op7rs9HvjPQ,2021-07-04T05:04:37Z,UCHYKZ4Y2oQmvn-csm9Clw9A,Amber Heard ❤️Attitude status 😼🤘,#attitude status,https://i.ytimg.com/vi/Op7rs9HvjPQ/default.jpg,120,90,https://i.ytimg.com/vi/Op7rs9HvjPQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Op7rs9HvjPQ/hqdefault.jpg,480,360,Beat Artists,,22,none,Amber Heard ❤️Attitude status 😼🤘,#attitude status,PT11S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1044,29,0,0,,,,,,,,,
youtube#video,SMcj4Y8StmyxPv3ytqrDz3NRl5w,owzkp5zy3bo,2021-06-30T16:08:15Z,UCc3barqcxUtnDVEgESR6eww,🥰💋🌹||Amber Heard WhatsApp Status||🥰🌹💖#Shorts #Status #Amber,"🥰💋🌹||Amber Heard WhatsApp Status||🥰🌹💖#Shorts #Status #Amber🥰💋🌹||Amber Heard WhatsApp Status||🥰🌹💖#Shorts #Status #Amber


















girl's attitude tik tok attitude song 
girl's attitude level
girl's attitude video
girl's attitude WhatsApp Status Song
girl's attitude ringtone
girl's attitude WhatsApp Status Punjabi
girl's attitude status video
girl's attitude after breakup
girl's attitude angry
girl's attitude against girl
girl's attitude breakup
girl's attitude best
girl's attitude breakup status
girl's attitude Bollywood
girl's attitude bike
girl's attitude car
30 second WhatsApp Status
30 second sad WhatsApp Status
Emotional WhatsApp Status video
WhatsApp Status Hindi
Hindi WhatsApp Status
WhatsApp hit status video
WhatsApp Status Video's
WhatsApp videos
WhatsApp Status videos
WhatsApp Status video dawnload
WhatsApp Status dawnload
dawnload WhatsApp Status
dawnload WhatsApp Status video
video for WhatsApp Status
status video 30 second
30 second video
New love  status For WhatsApp
status videos for WhatsApp
WhatsApp Sad Status
WhatsApp Sad video
WhatsApp song
WhatsApp Emotional status
new love status
heart touching status video
Very sad status video
sad status video
heart touching status
heart broken status
broken heart status
new WhatsApp Status
very sad WhatsApp Status
very sad status
sad WhatsApp Status
Sad WhatsApp Status video
Sad WhatsApp video
sad video WhatsApp
New Sad status
New Sad WhatsApp Status video
New WhatsApp Status video
New Sad WhatsApp video
love breakup WhatsApp Status
heart touching WhatsApp Status
New Heartbroken WhatsApp Status video
best heart touching WhatsApp Status video
new Heartbroken WhatsApp Status video
new WhatsApp Status videos
New Very Sad WhatsApp Status
Punjabi WhatsApp Status
Punjabi status
Punjabi Sad WhatsApp Status
Punjabi Sad status
Sad status
Heart touching WhatsApp Status video
Heart touching WhatsApp Status
heart touching WhatsApp Status video Hindi
Sad WhatsApp Status video song Hindi
Heart touching WhatsApp Status song
Hindi WhatsApp Status

Ignore Tags only Like To Our Videos And Subscribe To Our Channel  Sandeep hk 🙏🏻",https://i.ytimg.com/vi/owzkp5zy3bo/default.jpg,120,90,https://i.ytimg.com/vi/owzkp5zy3bo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/owzkp5zy3bo/hqdefault.jpg,480,360,Sandeep Hk,"['Amber Heard WhatsApp Status', 'Amber Heard Hot WhatsApp Status', 'Amber Heard status Telugu', 'Amber Heard full screen WhatsApp Status', 'Amber Heard WhatsApp Status Tamil', 'Amber Heard New status', 'Amber Heard interview Status', 'Amber Heard and Johnny Depp status', 'Amber Heard Cute WhatsApp Status', 'Amber Heard', 'Amber Heard and Aquaman WhatsApp Status', 'Amber Heard smile status', 'Amber Heard play date WhatsApp Status', 'Sandeep hk', 'Shorts', 'Amber Heard full screen HD WhatsApp Status']",24,none,🥰💋🌹||Amber Heard WhatsApp Status||🥰🌹💖#Shorts #Status #Amber,"🥰💋🌹||Amber Heard WhatsApp Status||🥰🌹💖#Shorts #Status #Amber🥰💋🌹||Amber Heard WhatsApp Status||🥰🌹💖#Shorts #Status #Amber


















girl's attitude tik tok attitude song 
girl's attitude level
girl's attitude video
girl's attitude WhatsApp Status Song
girl's attitude ringtone
girl's attitude WhatsApp Status Punjabi
girl's attitude status video
girl's attitude after breakup
girl's attitude angry
girl's attitude against girl
girl's attitude breakup
girl's attitude best
girl's attitude breakup status
girl's attitude Bollywood
girl's attitude bike
girl's attitude car
30 second WhatsApp Status
30 second sad WhatsApp Status
Emotional WhatsApp Status video
WhatsApp Status Hindi
Hindi WhatsApp Status
WhatsApp hit status video
WhatsApp Status Video's
WhatsApp videos
WhatsApp Status videos
WhatsApp Status video dawnload
WhatsApp Status dawnload
dawnload WhatsApp Status
dawnload WhatsApp Status video
video for WhatsApp Status
status video 30 second
30 second video
New love  status For WhatsApp
status videos for WhatsApp
WhatsApp Sad Status
WhatsApp Sad video
WhatsApp song
WhatsApp Emotional status
new love status
heart touching status video
Very sad status video
sad status video
heart touching status
heart broken status
broken heart status
new WhatsApp Status
very sad WhatsApp Status
very sad status
sad WhatsApp Status
Sad WhatsApp Status video
Sad WhatsApp video
sad video WhatsApp
New Sad status
New Sad WhatsApp Status video
New WhatsApp Status video
New Sad WhatsApp video
love breakup WhatsApp Status
heart touching WhatsApp Status
New Heartbroken WhatsApp Status video
best heart touching WhatsApp Status video
new Heartbroken WhatsApp Status video
new WhatsApp Status videos
New Very Sad WhatsApp Status
Punjabi WhatsApp Status
Punjabi status
Punjabi Sad WhatsApp Status
Punjabi Sad status
Sad status
Heart touching WhatsApp Status video
Heart touching WhatsApp Status
heart touching WhatsApp Status video Hindi
Sad WhatsApp Status video song Hindi
Heart touching WhatsApp Status song
Hindi WhatsApp Status

Ignore Tags only Like To Our Videos And Subscribe To Our Channel  Sandeep hk 🙏🏻",PT19S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,830,20,0,0,https://i.ytimg.com/vi/owzkp5zy3bo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/owzkp5zy3bo/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,MpwNt6bwmkyt78RDmlP-5pj2jiE,QYZIdtmdNm4,2019-08-23T10:02:49Z,UCha4YwIM9oyE6NSgUmzVx7g,Nick Cave & The Bad Seeds - Girl in Amber - Live in Copenhagen,"Subscribe to the Nick Cave & The Bad Seeds YouTube channel here: https://ncandtbs.lnk.to/YouTube
Listen to Ghosteen, the new album from Nick Cave & The Bad Seeds here: https://ncandtbs.lnk.to/ghosteenretailersID

Taken from 'Nick Cave & The Bad Seeds Distant Sky - Live in Copenhagen'.

Subscribe to the Nick Cave & The Bad Seeds YouTube channel here: https://ncandtbs.lnk.to/YouTube
Listen to Lovely Creatures: The Best of Nick Cave & The Bad Seeds here: https://ncandtbs.lnk.to/LovelyCreaturesPlaylist

Find Nick Cave & The Bad Seeds on…
Official website: https://www.nickcave.com/
Facebook: https://ncandtbs.lnk.to/Facebook
Twitter https://ncandtbs.lnk.to/Twitter
Instagram https://ncandtbs.lnk.to/Instagram
Spotify https://ncandtbs.lnk.to/Spotify
Apple Music https://ncandtbs.lnk.to/AppleMusic",https://i.ytimg.com/vi/QYZIdtmdNm4/default.jpg,120,90,https://i.ytimg.com/vi/QYZIdtmdNm4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/QYZIdtmdNm4/hqdefault.jpg,480,360,Nick Cave & The Bad Seeds,"['Nick Cave & The Bad Seeds', 'Nick Cave', 'Warren Ellis', 'music', 'Skeleton Tree', 'One More Time With Feeling']",10,none,Nick Cave & The Bad Seeds - Girl in Amber - Live in Copenhagen,"Subscribe to the Nick Cave & The Bad Seeds YouTube channel here: https://ncandtbs.lnk.to/YouTube
Listen to Ghosteen, the new album from Nick Cave & The Bad Seeds here: https://ncandtbs.lnk.to/ghosteenretailersID

Taken from 'Nick Cave & The Bad Seeds Distant Sky - Live in Copenhagen'.

Subscribe to the Nick Cave & The Bad Seeds YouTube channel here: https://ncandtbs.lnk.to/YouTube
Listen to Lovely Creatures: The Best of Nick Cave & The Bad Seeds here: https://ncandtbs.lnk.to/LovelyCreaturesPlaylist

Find Nick Cave & The Bad Seeds on…
Official website: https://www.nickcave.com/
Facebook: https://ncandtbs.lnk.to/Facebook
Twitter https://ncandtbs.lnk.to/Twitter
Instagram https://ncandtbs.lnk.to/Instagram
Spotify https://ncandtbs.lnk.to/Spotify
Apple Music https://ncandtbs.lnk.to/AppleMusic",PT5M50S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,157689,1711,0,52,https://i.ytimg.com/vi/QYZIdtmdNm4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/QYZIdtmdNm4/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,J-srf0HXaj3D6IE3E3-rxN-2p8U,rb6Yf8tZLRI,2021-02-09T02:00:36Z,UCEEg3lRbpbOdWU6FZ6ZJe_Q,Girl In Amber full theatrical video (Nick Cave Cover Version Produced by The Flaming Lips),"Here is the full theatrical version of the video I shot with Alex Hanson of Hipgnosis Media in Fernie BC.

I have another video coming out soon but thought I'd share this one while the new one is getting edited. Hope you like it. :)

Thanks to Wayne Coyne, Michael Ivins, Steven Drozd, Dave Fridmann, Alex Hanson, Adam Laurin, Ross Janzen and Aiden Levesque!

#redhandfiles #nickcaveandthebadseeds #nickcave #flaminglips #theflaminglips",https://i.ytimg.com/vi/rb6Yf8tZLRI/default.jpg,120,90,https://i.ytimg.com/vi/rb6Yf8tZLRI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/rb6Yf8tZLRI/hqdefault.jpg,480,360,Nell Smith,"['Nick Cave', 'Nell Smith', 'The Flaming Lips', 'Fernie BC', 'Singer songwriter']",22,none,Girl In Amber full theatrical video (Nick Cave Cover Version Produced by The Flaming Lips),"Here is the full theatrical version of the video I shot with Alex Hanson of Hipgnosis Media in Fernie BC.

I have another video coming out soon but thought I'd share this one while the new one is getting edited. Hope you like it. :)

Thanks to Wayne Coyne, Michael Ivins, Steven Drozd, Dave Fridmann, Alex Hanson, Adam Laurin, Ross Janzen and Aiden Levesque!

#redhandfiles #nickcaveandthebadseeds #nickcave #flaminglips #theflaminglips",PT4M53S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,9974,361,0,31,https://i.ytimg.com/vi/rb6Yf8tZLRI/sddefault.jpg,640.0,480.0,,,,en-CA,,
youtube#video,r2aWZ2MnR5DjNEC_VsbFA9pGn6I,sGhcuRCtr2Y,2021-12-08T03:30:08Z,UCgraIsrJ3lmCZXjnA5qQ64g,CuTE GIRL💘| Amber Heard❌⭕| status🔥💥| #shorts | #ND_WorLD,"CuTE GIRL💘| Amber Heard❌⭕| status🔥💥| #shorts | #ND_WorLD

#Trending  #attitudestatusvideo  #killerattitude  #shortssss  #Status #crazystatus #memestatus #Meme  #Trend  #Shorts  #YouTubeshorts
#Viral #ND_WorLD  #ndWorld  #NDstatus #WasleyarrFR #MRBEATS123 #StatusWorld #FUN #ViralTrend 
#TRENDDailly #TrendingOP #TRENDOP #VIRAL #viralvideos #ViralTrending #Statustune #attitudestatus
#attitude #Massstatus #MoneyisLOve #MemesOP #ND_WorLD

@ND_WorLD",https://i.ytimg.com/vi/sGhcuRCtr2Y/default.jpg,120,90,https://i.ytimg.com/vi/sGhcuRCtr2Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/sGhcuRCtr2Y/hqdefault.jpg,480,360,ND_WorLD,"['CuTE GIRL', 'Amber Heard', 'status', '#shorts', '#ND_WorLD', 'status🔥', 'girl attitude status', 'boys attitude status', 'girls attitude status', 'boy attitude status', 'noor status', 'baorami', 'tiktok status', 'love at first sight status', 'tiktok love', 'tiktok love status', 'tiktok new love status', 'tiktok new video', 'love video', 'into your arms', 'into your arms whatsapp status', 'into your arms ringtone', 'into your arms slowed', 'into your arms remixe', 'into your arms status', 'into your arms song', '#YTshorts', '#ytshorts']",1,none,CuTE GIRL💘| Amber Heard❌⭕| status🔥💥| #shorts | #ND_WorLD,"CuTE GIRL💘| Amber Heard❌⭕| status🔥💥| #shorts | #ND_WorLD

#Trending  #attitudestatusvideo  #killerattitude  #shortssss  #Status #crazystatus #memestatus #Meme  #Trend  #Shorts  #YouTubeshorts
#Viral #ND_WorLD  #ndWorld  #NDstatus #WasleyarrFR #MRBEATS123 #StatusWorld #FUN #ViralTrend 
#TRENDDailly #TrendingOP #TRENDOP #VIRAL #viralvideos #ViralTrending #Statustune #attitudestatus
#attitude #Massstatus #MoneyisLOve #MemesOP #ND_WorLD

@ND_WorLD",PT26S,2d,hd,false,False,rectangular,processed,public,creativeCommon,True,True,False,34,4,0,0,https://i.ytimg.com/vi/sGhcuRCtr2Y/sddefault.jpg,640.0,480.0,,,,en,en,
youtube#video,0_fEsWxkQjnss5Oq86UI2Kh-BTg,T15cmONYhgg,2017-03-22T05:58:17Z,UCe1nQrzSbTZX_aDfZsr0WaA,"Amber, Taeyeon & Taemin - Dance Practice",,https://i.ytimg.com/vi/T15cmONYhgg/default.jpg,120,90,https://i.ytimg.com/vi/T15cmONYhgg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/T15cmONYhgg/hqdefault.jpg,480,360,Amber jtb,,23,none,"Amber, Taeyeon & Taemin - Dance Practice",,PT2M14S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,829945,17896,0,336,https://i.ytimg.com/vi/T15cmONYhgg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/T15cmONYhgg/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,W6P49phDEWtk2NB2rEAs1QvUoqo,u6Eh05_6yfQ,2016-09-24T14:17:48Z,UCI-kVxnq7bVD9MYed7YKhiA,Adorable Amber Liu with long hair,"* This video is used for the purpose of entertainment. All footage, audiovisual and subtitles belong to their respective owners. Non of these music & video clips were created/owned by us. 

* If you (owners) want to remove this video, feel free to contact us directly before doing anything. We will respectfully remove it.",https://i.ytimg.com/vi/u6Eh05_6yfQ/default.jpg,120,90,https://i.ytimg.com/vi/u6Eh05_6yfQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/u6Eh05_6yfQ/hqdefault.jpg,480,360,Show Comedy,,24,none,Adorable Amber Liu with long hair,"* This video is used for the purpose of entertainment. All footage, audiovisual and subtitles belong to their respective owners. Non of these music & video clips were created/owned by us. 

* If you (owners) want to remove this video, feel free to contact us directly before doing anything. We will respectfully remove it.",PT11M34S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,386914,8719,0,674,https://i.ytimg.com/vi/u6Eh05_6yfQ/sddefault.jpg,640.0,480.0,,,,,,
youtube#video,STGLdhtyzv1JKmY4aFLojprquJk,uodWChmJOP0,2016-09-20T23:44:27Z,UCIF5UlW3Yxi9xOlec0UVEnw,WEIRD SODA CHALLENGE BURP REEL - Keeping Up with Amber & Jules #2,"Heard of a gag reel? Well, here's the burp reel for the Weird Soda Challenge! Let us know if you want to see more of challenges!!

Amber & Jules here to be moderately funny 👽✌️    

Follow us on our official social media!

 Live.me: 2girls1stream 
Instagram: 2girls.1insta 
Twitter: 2girls1tw  

And on our mains!!  

Jules ~ 

Instagram: juliannecollins4 
Twitter: itsjuliannehere  

Amber ~ 
Instagram, Twitter, Snapchat, Musical.ly, Live.me: amberromero99  

Thanks for watching us!! 💚 💜",https://i.ytimg.com/vi/uodWChmJOP0/default.jpg,120,90,https://i.ytimg.com/vi/uodWChmJOP0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/uodWChmJOP0/hqdefault.jpg,480,360,Amber's YouTube,"['funny', 'comedy', 'girls', 'entertainment', 'improv', 'food', 'drinks', 'challenge']",23,none,WEIRD SODA CHALLENGE BURP REEL - Keeping Up with Amber & Jules #2,"Heard of a gag reel? Well, here's the burp reel for the Weird Soda Challenge! Let us know if you want to see more of challenges!!

Amber & Jules here to be moderately funny 👽✌️    

Follow us on our official social media!

 Live.me: 2girls1stream 
Instagram: 2girls.1insta 
Twitter: 2girls1tw  

And on our mains!!  

Jules ~ 

Instagram: juliannecollins4 
Twitter: itsjuliannehere  

Amber ~ 
Instagram, Twitter, Snapchat, Musical.ly, Live.me: amberromero99  

Thanks for watching us!! 💚 💜",PT2M45S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,36563,291,0,10,https://i.ytimg.com/vi/uodWChmJOP0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/uodWChmJOP0/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,BgFZgDempm1bt4vWjR5XD2pAiKk,Vh1PWgeO-rc,2021-11-05T18:19:15Z,UCyZ9PaSnsRqGNdVuxzOvXfQ,Amber Heard Cutest Moment #Shorts,Amber Heard Cutest Moment #Shorts,https://i.ytimg.com/vi/Vh1PWgeO-rc/default.jpg,120,90,https://i.ytimg.com/vi/Vh1PWgeO-rc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Vh1PWgeO-rc/hqdefault.jpg,480,360,GamerZ League,['Amber Heard Cutest Moment #Shorts'],24,none,Amber Heard Cutest Moment #Shorts,Amber Heard Cutest Moment #Shorts,PT15S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,30,9,0,0,https://i.ytimg.com/vi/Vh1PWgeO-rc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Vh1PWgeO-rc/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,-fiLoc1_FZwmjK5EVfMbvPFPkKY,wbF3pWwu5wc,2017-11-29T18:21:28Z,UCEnqO2bUHyGfGKgTXWyhcxA,The reason why i want to be amber fx,"Jealous banget sama amber, sumpeh dah. enak banget bisa dekat oppa sana oppa sini tanpa kena skandal. hahaha",https://i.ytimg.com/vi/wbF3pWwu5wc/default.jpg,120,90,https://i.ytimg.com/vi/wbF3pWwu5wc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/wbF3pWwu5wc/hqdefault.jpg,480,360,korean wave,"['amber fx', 'henry suju', 'henber', 'henry and amber', 'henber shipper']",24,none,The reason why i want to be amber fx,"Jealous banget sama amber, sumpeh dah. enak banget bisa dekat oppa sana oppa sini tanpa kena skandal. hahaha",PT5M31S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,35201,860,0,24,https://i.ytimg.com/vi/wbF3pWwu5wc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/wbF3pWwu5wc/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,tiUVyIthuv0nMyRWcWqIqLcmRZI,Wlg-3kiQs48,2017-06-11T22:32:25Z,UCe8J2YJcbTN2d1cyGJhnuNw,"""YOU HEARD THE LATEST?""   ---   NICK GORDON BEAT HIS GIRL / WHERE ARE AMBER ROSE'S PANTIES?","Thanks for watching
Please Like, comment, share, and SUBSCRIBE!

Follow me on Twitter:          https://twitter.com/Coco244110
Follow me on Instagram    https://www.instagram.com/Coco244110

LIKE me on Facebook:       https://www.facebook.com/groups/1068685486576008/
Email at  coco244110@hotmail.com",https://i.ytimg.com/vi/Wlg-3kiQs48/default.jpg,120,90,https://i.ytimg.com/vi/Wlg-3kiQs48/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Wlg-3kiQs48/hqdefault.jpg,480,360,CoCo_44110,"['AMBER ROSE', 'NICK GORDAN']",22,none,"""YOU HEARD THE LATEST?""   ---   NICK GORDON BEAT HIS GIRL / WHERE ARE AMBER ROSE'S PANTIES?","Thanks for watching
Please Like, comment, share, and SUBSCRIBE!

Follow me on Twitter:          https://twitter.com/Coco244110
Follow me on Instagram    https://www.instagram.com/Coco244110

LIKE me on Facebook:       https://www.facebook.com/groups/1068685486576008/
Email at  coco244110@hotmail.com",PT12M17S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,792,30,0,16,https://i.ytimg.com/vi/Wlg-3kiQs48/sddefault.jpg,640.0,480.0,,,,,,
