,snippet.topLevelComment.snippet.authorChannelId.value
3628,UCuJkdiiUSepPMvkG25LjI5A
3629,UCJWVW7PPhag5gjTB9J-Ia7g
3630,UCKqojN5f2BWlC7t4UXJ2JBw
3631,UCh9aFt53v_7aFhdkVvvIGBA
3632,UCP25sRNkAzcHYIRumCviSEw
3633,UCTZMJRTq1j7SnoCGEAPpRHQ
3634,UCHmZ0YBFw02DD-udQRX_QZw
3635,UCtkkXMx6QCfB8BT2r_4cM3A
3636,UCTDSeBC-TIoT0LJKFkcRP4w
3637,UC-CThiruifHV84kaLSOwQAg
3638,UCsZtv-pT5VIJfNkKvi1GkPQ
3639,UCFfBH3uKWlOHN6nu7bBMG1w
3641,UCBw_ygG5JdZ-LEVgyGvkqXA
3642,UCaKa88JZT_5hVbNDDAoJYyw
3643,UCf28s1cVOuDF9RJi_Zgj4WA
3646,UCzKhg9C87hUEKEi0evHvUGQ
3648,UCZewovwQXnWARFR1-ER8emA
3651,UCnzYhSyRKvq8QSYQRXxjOow
3652,UCtj-fgFY2qL34hCtStXPxag
3653,UCbVc8ceG_QSx6lzCqg61ySQ
3654,UCWwXP7x_xlL2JpFAZ5uwpdQ
3656,UCvMRxQlt9-B9LmI6Y8kLRjg
3657,UCdazoojJLJkbw_xMhhxIlyQ
3659,UCoLIYzmkht7Rmw6xRJ63J0w
3660,UCqpXAPIAPA3xJlydYhacsxA
3661,UCFzA6X5JkwdeUfpUqAW7pag
3662,UCP091SMjdTgRFw-qmAFZdqw
3663,UCL-WDk4vXXrRx_dHhwZDikg
3664,UCu25r5C3llY78DqYafL27nA
3665,UCsjJrlwpy-r6D3TdnxH2dEA
3666,UCJBCxw5o-nunAAzT2i3wfhQ
3667,UChd1lo7FDQ_O8vUZYx1-5nw
3668,UCrceY2cwB8RNwgaD0abHbag
3669,UCdrqjMeiolHf7efpQh969aA
3670,UCU5t1dISm5MrLQNiBMzbwVg
3672,UCNULUPkICxMjXdVJrVpfSKQ
3673,UComunn2rNkunNLgdH4elPQg
3674,UC-UVyEa1WsVaFkhXGkBgu5w
3675,UCYTAegx4Tj3COoevfVFJFzg
3676,UC-jgLEfn9Panl_p1xw8vJqQ
3678,UCMoQ26FcZcMUrW1Qw4iOPIw
3679,UCyongh9QwakCRjptwto99yQ
3680,UCELHfre64haTZ-jCRObe34g
3684,UC0L7YFibla9Sr7hCeczzQqQ
3686,UC6m8uJrUllAMw0px9MUoowQ
3687,UCaX0nbbZX2-K3tKW7H0Lcwg
3689,UCoXk4EP7SzP6ktrPcZBJCWA
3690,UCYfdTmmwkt5SVPFCOnVDfUg
3691,UCLIbuuVTqRXc14drjEy6dzg
3696,UCULgZjpN74qvNB6OcKy3aFA
3697,UCGxfloEi_xoFFpv88FcJtaA
3700,UCQf6sgVDTX4Di8xuKYtgOpg
3701,UCqdFi9_GVjk0zucHNCJ4hHA
3704,UCoULXxcwS5J7SXze2yfKn8g
3705,UCppOl3oofsMd-v4h0hUHRdQ
3706,UCdRnfaH9mmMpB4ZLJR1z27Q
3707,UCMj7kIpBmukrq_3CM-HT6xA
3708,UCPZQb3FFByCLpj2LQH-v1mQ
3709,UCt6SOsP_4apiOF_F9ldBAog
3710,UCfLqwh9CpiEa4dXyBG4pJkA
3711,UC9w8vfhy2Rqw1_dY0SCpMoQ
3713,UCB775jIRfFy0GBHI2m1ZgpQ
3714,UCHoRiEIPgFT0RxGg1GDdokA
3715,UCdZU-y7ztJZtChml7hoAIcQ
3716,UCm-ynnZJZyGNbL0ar71yxSQ
3717,UC4ldRI5fExoIAMIFgnbaG6Q
3718,UCf8wzStc2LopsDOE6lj7-WA
3719,UCmbgP37kM0rIo5_i2VeCyZw
3720,UCn0fwsQublcOzYSWwNUjKew
3721,UCjOexh31TOsQAFb0rEFpbXw
3722,UCzO4r0Qq5gT3WTAnLlvG5mw
3723,UCBNV8d0EvAZ3XjalmNNbdVw
3724,UCL3SOioqSOOCptyTuIapoOw
3726,UCCFRGNwWoxcDFVhK6fuDp4w
3727,UCFDaJ3O6h_YnrK49pGaDj6A
3728,UCgO0dYEIsXIBHzeDWBvzPEQ
3730,UCpssxgVEJKoiy673fhlxeNg
3731,UCy1R7-sWn5L7RC17g6Rey7g
3732,UCRYiUw5ovsR8PtuJF1xpRrw
3733,UCtj5v4w_zD5FciCoqW2mZwQ
3735,UChjQE5FRFsxHSbyOuAHPrPg
3736,UCnkfu5uGlNdvt5g8xH-BwhQ
3737,UC4w-DqPx_YsUsQwiZ6PFqEQ
3738,UCZCyOahrUaEpQHWCSJk11DA
3739,UCPXrQ0hBS-c7pPQVB1D9A1g
3740,UCf_Z8ZNQhl09ar1iaB7A1HQ
3741,UCTOHRXTKJEsccT_06JRWXtQ
3743,UCkwWOPx_3REyyUhDgrMIKtQ
3744,UC4ew9wbgNst73hCLv3a8eZA
3745,UCBupCFlwYcA0SuHiA5KOWtA
3746,UCJMm-uN6N0hyU_K1LK2I43A
3747,UCIXHkwgRH8ueBJf3KvZYZNA
3748,UCGKRv_LbfxXWmdRupi8CfgA
3749,UC4u2Hv5Mgpe9PuMA5tQMaNg
3750,UCVYDr3GRdCctF5ZFj3ZOTrw
3751,UCSURe8NJ28W3CLfTLhe43zg
3752,UCpZhNwLyKz_L4WGjycJtfAw
3753,UCzRE2ol1Bp-uHwMhxZcm7hw
3754,UCZoozMSrAbVZLU9o4REF-Pg
3755,UCzoUWf7aRJaE24Q_7Ce0SmA
3756,UC_qGqS924iuI6_eYX-yRNsA
3757,UCIUJcH2YBmEopHmJIgQpcQQ
3758,UCX8lV1_k7CuH9k5uyn1s_Mg
3759,UCNB-CNB_slGWLV2ybG7TEaw
3760,UCoc1s8Ze1WyuHaw0KPIOdTA
3761,UCzltSQX7EX0QqjG5XWPbE6g
3762,UCU51kQ7ljSb3YQ9dd5HD4yg
3763,UCCL_8ngC-qHSSUKtFGtx2EQ
3765,UCeGpWM4ZEJZPB8I6dSbXI4w
3766,UC-KfmIZq8Bq_2FTKpFSFN4Q
3768,UCxii57aIKUOk7DeSVfSNscw
3769,UCOD2k4d3ljsViwg9Vzb1oIA
3770,UCWroAAS21DRIh17NBOiib3A
3771,UCFKEAaXgmwBHlkexQ4PR-2Q
3772,UCNaO6vHPBZ1MFnlzMLDgDbg
3773,UCaXhcqAGB8j-u1vkYmoRIpQ
3774,UCpN0Sk1-n845OIWr95onf1Q
3775,UChyJTH3GO6Yt32QHdJ4cc6w
3776,UCPttio0AzlYVAsecIJEH1_Q
3777,UC5YMonzqd0FNvajfZkHt2Kw
3778,UCW85Eg27QEdOuhn9klZgSMg
3779,UCGMyjZR4RDYir11yel8uhKQ
3780,UCZLiwgTF8ZNV8gfjDXgdPcQ
3781,UCNLBSljyfn0xN_4NK6J80lA
3783,UCyv9UNdreM07vVNbZ_l7TBg
3785,UCzE_iJBYMnZbwSCJs0opY2A
3786,UCbsdQCsvgJpFDy0SUBlej4g
3787,UCRKOv7wEWoEaQhsT0adfyQg
3788,UCSkPydqH6ahmg6lkVcH4Caw
3789,UCmo7Gj4AQIN6hLBroKcKNfg
3790,UCsDb14s5q9JeMPHUa1Zm3kQ
3791,UC0IRzdDd7S7mu6xeFgJP_zw
3793,UCZmo3J7LO23UTz_mWvCHJ7g
3794,UCqeKYExzcmT-asXwY8qjuhA
3795,UCTgP4QbIU8tctL9Lspz1Tsw
3797,UCIVEvwPoRVMM0bMqePvYw0g
3798,UCexsfyXjdcPJWUXqg3sgOTA
3799,UCFCj6slOUZRr9sxOaFsDXFA
3800,UCFEk6OVV_cMkyNxEFyBvfWg
3801,UCZ-Fcrd3E4aRYq3N3Xl1Dpw
3808,UClkJyyZzE4ZHzueKS4kD5Ng
3809,UC1Qg0MGl1mEh2Sc4vRAwROw
3810,UCllD1aUHBExd228I6lKl6kQ
3811,UCPXf8htUvxA7hUzJr1eyQsg
3812,UCIfQ9aXmh0M4YV7W5O4Xm-Q
3813,UCqcuSNIuT_czK5w18M5ALzQ
3814,UCwT_EW7aoAnVGLUMl-Sa5dg
3815,UCsP-dEuVlZqkvPVpmaNl11A
3816,UCtg51ZKSBkzODSk6L76_v9w
3817,UCJkqOspRfJTUTz9Cmt17E8A
3818,UCAgj7LC4jpFR6f5POc9iZvg
3819,UCt44ouS_o5FfQOKt09muSYQ
3820,UCTbdDyI5RXbIoPwXmKLZW3g
3821,UCZnH6KjmLSjQIECKhu6lWRA
3822,UC55yD-kXFMsv1_82R1MnAng
3823,UCFb7Gn9EhYghkca8EXxgiEg
3824,UCsNRP72wBDO5Iw_qy8v4S7g
3825,UCs6X28j-TnjLUnW3T2ZX_EQ
3826,UCS_3BFN5kiCXoRnyYOH94_A
3827,UCwt6hp8W7oFi8kjisj02MbQ
3828,UChqfu_-bpBEMhwxi_Ui6ddQ
3829,UCqoy60Z1vBbnHAefwEnKERg
3830,UCMCNR65CuJkEp4ahu88hRYA
3831,UC28HEalw25IJoyg_HyM6Z1w
3832,UCAk03rcNVtLK1_LlgRTOh2w
3833,UCknIsa44cKPvJaOfGuKOgPA
3834,UCr89azJfXtR3kJ3bE-B_qXg
3835,UCMP5nZMj6hKWroPbpQLueiQ
3838,UCUKQO1M_YXcn2gpmXa0otmg
3839,UCOniN-lYXJSCIAnRBLvtwZw
3840,UCq7E2wJBQuuydXFmgtC9L5Q
3841,UC0ZVVKrFPmn31LwFV-YfGsg
3842,UC-6YFsjkHEVP_UlZPJb8j0w
3843,UC8JjT2qZYNZJWukZHTXsn5g
3844,UC4HRj_QcdeLhhkFYv6c9ruA
3845,UCYadWFmHx0kyNKIQm_CLF0g
3846,UCtlWaFk3wBen3C9v1T-naUQ
3848,UCM77C79N_ueXgFj2CRJyXUQ
3850,UCr0u-wUY6dsosubg33JwjWQ
3851,UCTdsNOzsxRGqE9Pg-RDV5Mg
3855,UCsyWfKQ0CE3tUOKpFWBbOOg
3856,UCKsB6QoU8DFvZ3hGq7Aiifg
3859,UCgvavft2JjyMj3sX3Jgxt6A
3862,UCaSatGLox71PECL8qsRgOWA
3863,UCQDNsWuWnhBZbUQRuv0MnYw
3865,UCSjWB_SBqPeWUqNnjJHllIw
3866,UCMOkUXlhWthMwOBVErFa8aw
3867,UC0qCVBZigY52eCe-vSExmzQ
3869,UCiu4vXww58Ox0PpWGztjY3Q
3871,UCflmd17jQNkeX_WP6i91dOA
3872,UCE0J7fjDAx7cpVCq0bDPPnQ
3873,UCgR15M-9kSXpNSKqI2V1stQ
3875,UC3TOeFpT-_LnVwhJXcd4smw
3876,UCkgp-obkE6eCxi-X0tsy6KQ
3877,UCpLFi0g-4hFWHDJAbc_jKyA
3878,UCnv6KVCDPgsH4nvJ7H2sW-g
3880,UCdSIUjYpK9dYpAl2BeBS7Gw
3881,UCxqV9s_bsKXeL_RuTSYs4yQ
3882,UC8WUQRFp7aoq7ARZSVW8HrA
3883,UC_BfGpJBCLc55li8y0JyquA
3884,UCxtEOhRTrtgbC7lU-rnNauw
3885,UCPliOAEg-vHrK4QxENS-sgw
3886,UCMKXcjn23BtiK7-E_C6K5yw
3887,UCciTmvIF6P_eVEOEVcnQ71w
3888,UCdlK2IKBKJg9MjD8ho_e0EQ
3889,UClPDwollHKvGsyycNpK4tdw
3890,UCI6hs2wUtkCGkpU3OJPdO6w
3891,UCqYjMeh3HOADz9dKovrWy-w
3892,UCowhpPxIYIM6zmrs0-nI9eA
3894,UCMaHd77RZGYGBu__edELnLA
3895,UCFFkxp0ORUQ-4H2PLE39MHA
3896,UCsxqBCscxTuKFK1dLUqNAIA
3897,UCayh1snkWAaY781Rwi06ptQ
3898,UCcBqb0M49_PEsCTn2KRuIBA
3899,UCCj5D3EwHNmUX0tcNPgK0xw
3900,UC6ScbxmoKYG385xWeqLmBhA
3901,UCXQR5b0xZB_hJzg2Jy5W5Xw
3902,UC75wTlEGSjwTpp_t_92eOjQ
3903,UClCovQxJByfwsH7jmWUUCJg
3904,UCkBAsexKcwEsbmNOssNPzQA
3905,UCoL-goFnKIR-fgOyz4qWNsA
3906,UC1tbWxiOf8EpOVsdYH6LV_g
3907,UCfY-aa9v_PxcmRgm9baKBZQ
3909,UCdVYPtlwJWXjIg13RwSfwYQ
3910,UC3lhhCaO9XwzZjSB_grSTBw
3911,UCfipvELP4xuvSv01qLqy_Gw
3912,UCtYXydqkj5BBnORJ8zV0Y7g
3913,UCH2PTZr19oZ0KnLIjxcui3Q
3914,UCldffv4fgbP_FeWJF-ZDihA
3917,UCYWmMazwtq-HXyQ95Y51eog
3920,UCXW-XL0n4jhzB827NWoptkw
3924,UC3chAHMFZci4vI2eM2wZHtQ
3925,UCrZGS2JaYuZ5fWsfdH9ljVA
3926,UC4ni0of_UXikVpYyIoIaAFA
3929,UC7mErZTMIB81cPgK6DOsjNQ
3931,UC0uCAZYk28FS9bLke3VzlWw
3932,UC4NPwGTfvxpWEnSJODF5Jxw
3933,UCp4cuWZKxR5ZNbcWrP1DozA
3938,UCKTLvgnD6mZeFjRC1thLjtw
3940,UC3FqJSmhOLY2pIwoyOda3DA
3941,UCbir-35oR4YYcJ_mqHayxog
3942,UC_QKk9-S-TQbXdVJuVIAE0g
3945,UCSLQLV9k_wmunZMT7ltUFcw
3947,UC23srPnfc8G3HFfEyd8p9qg
3952,UCDYcL1TNtblDHZNw1fAf60w
3955,UCfupACwUQmP2H6pDehATVXA
3959,UCW8bCSVfH2_AkBcgMyOGaVw
3960,UCoM4D3uCfn8PvPWejOdYouw
3961,UClFcumx_Bzvsdaa0JaaPGNw
3963,UCFR-kwy5ZgBjA4DxASILChA
3964,UC5hjF8Gyxh1J-k69s6TqOpg
3965,UC_22DiO9uqmLTMaeW1JZTJw
3969,UCNYPRwL1eggT739HEdDK2cw
3970,UC1tJaIhasVUj9SzP3i6HNnA
3971,UCAehFWDkAD0zDmW1LCG-fMw
3973,UCLcCSBnWThpVswCnhcLTtGg
3974,UCxK-JwteILkU_u_FC8RNRgQ
3975,UCDbhoTIExAg00gzAju0N26Q
3976,UCjZwiJx1D1PFtyJEGam32TA
3977,UC9x0jCo30-dJsEIzm_1qx0w
3978,UCziiv640A8An6u-Mvz0qs5Q
3980,UCkxCrdmXsEYiQnRxoZUJchw
3981,UCbEd5UWlI8IIDNsY2jkEt_Q
3982,UC4HIZB1OnE_wqUnFWP9a4jg
3983,UCUXVx-dJeJ67zhuma0hVAyw
3984,UC0EUSHESXjL9URZjt7pElKg
3985,UCAEJ7A9yyvQ71YQLYPjw2WA
3986,UCkfj04xQ8SA4nIYHstjx08Q
3987,UCcumFuRmbjkhax27DLgVQuQ
3988,UCTXwULhyp1_LsFgBcKBD4tA
3989,UC_N-uNKJLYMWook1JV85PYA
3990,UCJ1tDZHxfHVZSczA_BYVyeA
3991,UCP89IdEv555oorrBYTIRUrg
3992,UCDMovz7x8A5Xe-OaH6T9cew
3994,UCS4ehh-DTqJvUAjcaHBsl-Q
3996,UCrLgAp5G7aPuGvECGQM3OSA
3997,UCNjx2PqSU396aKho6rLq4ww
3998,UC2xZLAPxh4h8evCkSgFBxAw
3999,UCB7jVSOIL2zNf0tx5nwki4g
4000,UCC23pryWpoia_sGYgx8XpOQ
4001,UCE_Qip7UBbzr9Nx04XylCBQ
4002,UC2xZZnAXVB_OfFXzGPzlUdw
4003,UC5V0gt7cMi0v550Ktay75Rw
4004,UCETvU59Yi5QhIwsah-XIv4A
4005,UCqFgykJJuBQq7WB3ZuyuYcQ
4006,UCJM0V1nIkfK-rwiWAAEAnWA
4007,UC-1FaPDhIEq68Y147QuenlQ
4009,UCLPDe59ctHYUexJR54V73Zw
4011,UCdBnOC0g1B6js8gasyZv0dA
4012,UCrtGkkHHWVT40_KmIdYzyzw
4013,UCaCNF9hCY3X4JNPhyc0QC8w
4014,UCCLxL6atrnhvk2KNS9r1NwQ
4015,UC7P5xfx6ecXd3ApTULlfZHQ
4016,UCpgfD1bLjZ07t8a8GB8ICuA
4018,UCDS5H4behriKSyxJI8sfwNg
4019,UCfr2TX05wj4esVwmnBuG0gQ
4024,UCiMp_M3Bbvwl7LyIjXVudrw
4030,UC5qSY-Hl4ODEt9n1OBD1Gtg
4031,UC3LZs18zwrNIB5uLKP736lg
4034,UCVSVk7-aVCrWHrEP398eyyA
4035,UCDQmOy4ACbCfOPiYodbPJFQ
4036,UCvJibMR5V64JxoLr0DoECxw
4037,UC-nWjrywdLg5qtzBJWSztcg
4038,UCbZiuf23YNXwDJiTlXA0VcQ
4039,UC-gGvsqBeCf-sletSuNcagQ
4040,UCQk_AxwHxm26Bktw3-y-Ecw
4042,UCafx6OD8rOz5TbJPR0Gywig
4045,UCMKIfyAuR5VohP4zikObmNw
4046,UCt5LuIklI5hFPFtsOBbx56Q
4047,UCDO6AxClzC7lidGfTZ8gZmg
4048,UCpz_H4IJ9OxsvzyFxWcPRvA
4049,UC_y6V8VUUhwQVr0si5XjuEA
4050,UCVSYXe0NaIYkAEXTXrDqVsQ
4051,UCYirgRV4FzmCIY0crlSQr9A
4052,UCDLcF-QtXZXLBR8ZRkeYokQ
4053,UC08mVYiXhcHlFR-DRDKuisw
4061,UCHMzexUjx7G0TyomZ36VIIQ
4063,UCIas5u8PJFi8DD66eSw8tcg
4065,UCH3J68IJykK5G93rpvLpw2g
4066,UCCZPgrH9KOHx3J7CuVzQHPQ
4067,UCaMDAs2uMLEtSGMlQ9Ozu4A
4068,UCQztm4Sdec56crkwFxPRBVw
4069,UC4xl22peHFRC9yVn_K6aUXw
4070,UCIJI1GR6xemNapAIwQXYP7w
4072,UCj1BdmE27yFopYq4bL1kRlg
4073,UCFq_2HULn7SrEo0SNlEGABg
4075,UCKZA3t7KrRVFQ-aycXkPN-w
4077,UCfas8eTtalbYr0joMs9t3-w
4078,UCLtfwxpG4aBMA8FsQRu9gaw
4079,UCHd3XqXT5qst1ywY_RB81sA
4080,UCShKdGkCNghyqoQMluEmv1A
4081,UC0JaqJ9KnUfigJIrlONMpIg
4082,UCb5wpdGSy1VF9Q0EpfFi4yQ
4083,UCAe4KOJptEZfmDDecqk85kQ
4084,UCCQvsgHvXHZKA2ZPEA-MylA
4085,UCmpSGwyibHBwoZJY_b-8SSg
4087,UCFzPvP0BW6_W7HB7SfqTNLg
4088,UCaHCt-IvW6pFEzzMnSVxLgA
4089,UCv5NNgxjZtsXv0k9S3rxGCQ
4090,UCV0yGqFR4qV_BbB8NALZfCQ
4091,UC4nO_g3AbTnnBZIjT-MpKew
4093,UCrfTKtgeMi5QP9T9YNfyJfw
4094,UCEk3c8Eu8vsfZGbk13QwkUA
4095,UCnHyvZqA37XtcIq3eNeWu2g
4096,UC5Bwp0YVvtOXRt5NQgM4F1g
4097,UC2I76jJNJNljgpVMtMxAviA
4098,UCcBf0siqjbfQXV3a9EZoupQ
4099,UCwj9vJKQnvh3Z282ezerOow
4100,UCjyVNauzX5G7M2JigqhG3SA
4101,UCM7FC3ouHPgbtBei-r69Yqg
4102,UCngSOkH6-bHq4E-FJrKDxug
4103,UCHzPnxsWdf73mCKs4aycg6A
4104,UCsbWWp20uY4IChcy7l-iLLg
4105,UCFe1C3Ysjxv4vQ1tjdUZjoQ
4106,UChT4lS9hiKK9Qg7cHT9LDcg
4107,UCAGaZkvJ_j0ARJEpgWOuDvA
4109,UCkeiwDrjT8lIyDGUGXuYczA
4111,UCPHffSlO3bY0dUvxEk6wIaA
4113,UCd-FDYKwuTZprbBvOXJWZuA
4114,UCR1wgIuYSZb2cCHE0lm-zmA
4116,UC6s7fLQR4r8z0v5sZ0g1PRg
4117,UCGVVAg5BlUN-j81hzfbFy-g
4118,UCRBBX5IhwK7S8oEwolUO_4A
4119,UCYKftPuydF9dZtoDKV6yuaA
4120,UCWSbezmT5e-4DJWsPYtF9Dw
4121,UCtZNe-YkgAhMQDcXmv2iAWQ
4123,UCDoAAe-9CRatzy0hEYUDPLg
4124,UCtQH5XzmuiJkUlr1WqKSHzw
4126,UCLw6wkB9hUunjyGEMdj2Vqw
4127,UCGl9hxFXep_3KMe662E_pzQ
4128,UCqsrmUyxb37ZUu94whnkYTg
4129,UCmv2oAT8OQjqvgod4ZJWI0g
4130,UCz-EpmWFxBbEfgLS11ZY0HA
4131,UCY_gUkXRgYWsigI2oDH_l7w
4132,UCi5P7_cTJ9NibfInX7MNeDw
4133,UCiFfZ6gX1nTFqIVPsOjGCJA
4134,UCLJj8pKzPz-JvM1rsZbwpiw
4135,UCH9JvN8czQzvTY_H-n5JrTA
4136,UCGLuy6BX_-o-KnfWsqBxHFg
4137,UCld4of1rUeKBU8PICO6Oy9w
4140,UCkPXOmmg89uae5havl6A_MQ
4142,UC_HB1SMwIu6sP2lQRlXmkMQ
4143,UC1zxmeM6RKk6UJ1Skf_G9fQ
4144,UCgmwVjHD_dJrp89O32vO9UA
4146,UCk2XkFwXt2-_ULE65NkQMeQ
4148,UChnAQr3X6aRVbZM0TG364ig
4149,UCklsop2IXt4__-fcLG4QMaA
4151,UCfWART9PJWKwezmu7-Z4owQ
4152,UC04zQMxoZM83NdwPBaeeK3w
4154,UCo_iAcMHdmUNk1aIJncxfbA
4155,UC0MdH57_dPPCFOBahoHALMQ
4156,UCdOOJgxLno0TBp5fKQSNSjg
4158,UCLxJvOC5YhRJS1LBsqOGQnw
4159,UCpD925v6N45gRs0SS-uy9JQ
4160,UCY-9WOSnYVrLJzMgRrMDC0Q
4161,UCbMVgJVEQzZFq0RMkeqCO-Q
4163,UC7KHwybhE76X582WwFckosQ
4164,UCXLhX3CAu5sk25lZ_ebQYLA
4165,UCIf6aJb77DBnmOedC9voGfg
4166,UCv7y54zcAZVxizsTq5-Ax7A
4168,UC80GnSZwWciAsXhjWBjpMDg
4169,UC9vQrRbeb84Mvg5ww7cV49w
4170,UCKRi-Qe6QsEAbb0YWI5T9Sw
4173,UCWg4vjAlyq_O4eLYfD77MvQ
4174,UC2NsKRdJ9Jf6DNwIijRts-Q
4175,UCh1yEX0TI4OpQMRGBwEVwNA
4182,UCunoQ2Pe1QQBgLohmVrpTcQ
4183,UC4ryZVS65RBbavMimUej2HQ
4187,UCcDlfG0vCtFLoLo_xp4QybA
4190,UCj3qlJQWJG6qVRCJNGUUVbw
4191,UCXPe5gUryqa9tEbdX1RmnAA
4192,UCSsrlHaF6EW5rCIMsH0BGDA
4193,UC-ZMxqtzxIrcc9vu9JKlbRA
4194,UCC7ysnOvs5FTPwbI_AOxLcQ
4195,UCd6aUc0VvRlIUzz1oV_Sp1w
4196,UCQTeZz-nSPr3LQmCjUAOgBw
4198,UCdrCtw61m9eiLUj6uMe5flQ
4199,UCD1VJNQDGX7C0ZE6mLiHstQ
4200,UCaGefT3Vnh4jURbw_3Izo4g
4201,UCR--AGlBIN-h6KWgNnoMaaw
4202,UCparvXcUylJNPE0dT2bGz6A
4204,UCM-T2oS-K6isoAVu__QFtoQ
4205,UCw2JRNty2MVYOh1ghCtt7ng
4206,UCHcrA8MZ2DVvtV5Ez7pfsuw
4207,UCZtH70_UeOgfqkNesEIuGZQ
4208,UCgc60ea96ndh3jMGy2fJG8Q
4210,UC_hNzxpaKbN3qJeASDdzVgw
4211,UCjiVMLzRJYszDiFVynyLCPA
4212,UCzRzm3uLTx8UQ0HfOGCBOew
4214,UCrbv_xgp-5_dhQpANuQGhPg
4215,UCJ8Ghldh_SYmkE2P66-cMWQ
4216,UCXAwF3t8YF17CJX2FacQLvg
4218,UCU4wYusCbWoypHtVPsHzPOw
4219,UCNpwkhb_2ixehi6chxcTjiQ
4220,UCTx9_ITkGq3HSEhlYoFvIZQ
4221,UC-EnAESVQ58bbhyEIM7WKcg
4222,UCI3jxlGqjbzn_ec33lR-9KA
4223,UCxk4wKy-9RFilGpPslO6s-w
4225,UCr8zMcaxRjgWmmoWA5xRhZw
4229,UCIZ06t7KVHdTxUsDsgSdZLQ
4230,UCPFXYDv9NQfWj9kgbQl-6qw
4231,UCHEpI9rBUpCUXxH-GGQEjiA
4232,UCEuHhJNkZp9eCluZvo01yIw
4233,UCuc7XFSE2cWKscOdR87XoNw
4235,UCIYoL3Q4ZUlgxopgX3d5kng
4236,UCXsJGEyxV29uyeLkybHwjEw
4239,UCr8bOAyb_0gsiU9lONFlskg
4240,UCIe1l8l4ISzgbW6Lz9d1ZGw
4241,UCxHtGTtN-Ljck7-L5CkonSQ
4242,UCMI-fN1eIk9tsoBwl2gEMvg
4243,UCtNBs1lSzfmxnNdCs5fghlw
4244,UCC4S4_qo0_h8OyczvELvb0g
4245,UC5EYB5OXKnbfA0JKpF_YG1Q
4246,UCj20as0tx6TXbX1dyhtpMIQ
4247,UC_byoh_l3xIjP5J6sBxCE5A
4248,UCvVV_tcNc8G8BMSkPuwZgLA
4249,UC5JDFZJhKtpikPCGCL9G3Sg
4250,UC6WyqumIBKv_RSUDmA1gKmA
4251,UCFrq_sn4WqtQOXugULLdEgQ
4252,UCQ7jNYXdHdom1GgxGEQAH9A
4253,UC_Df4xgOy-IG4z_qlhc6XZg
4254,UCLci1atxHgW2RJwy735rbFg
4255,UC3htRo8VRjDfn3oeWnmY8DQ
4256,UCLRtH1Z3QKKcyo700azu71Q
4257,UCW_T4lfcMCb7zDP45BdipKA
4258,UCt0gQaSdn6a1GmTfQu1MfmA
4259,UChCW--3R6Jg8avjFh5L-R9w
4260,UCKRR8k2eGjLyz21CDQ6Q6Uw
4261,UCMJ1x-UJ9Cyf8pdTlPeup-A
4262,UCYuew2Ka71bCd0yMofaHs0g
4263,UCPn6Eibq9WMqvMrof2Cw5ng
4264,UCIJMSzU9BfkFMlX_whrgWCw
4265,UCRZyP7Ooy8D4NZPUx8n46KA
4266,UC6d7MY0Ib04kJ8luY3KsI9g
4267,UCiPHtGJGFDQ21HUkobWkTXA
4268,UCL1Sj6nR4REE52hUmOIQBJQ
4269,UC-IhlMpsk1JacuWRurEtT-Q
4270,UCuNJ20GYLn08G83Uszzo_UQ
4271,UCesPp-Tl666pKsEOM2dKkMg
4272,UCqc-QNfa-uOZt2Z6tVMGfMg
4274,UCgi1Sy6zUe1paGvhFLFL-oQ
4275,UCD-6kQbJFF9O9_49Buy7xng
4276,UCKWH8A83-th9IeeGKMqyDlg
4277,UCAl45vkaqi6omZK8ER7gXRQ
4278,UCOhN65Z9drc0ZybYnB4pnHA
4279,UC0gMvnL7uJ5kztz9ybGLsQQ
4280,UCazYhEoCKqKuc2c25A80i1g
4281,UCzUvHo4hRFp3lToFHzStV5Q
4282,UCyeU0ttRm1CPQAR82gE2Xgg
4283,UCF6-4AAY3qgSnRd22bzFMIg
4284,UCTMPfkreEwIzGxn8Yh9xhxA
4285,UCipH3oKRCwUVtSTkgE7N3FQ
4286,UCF2J-aCNXLOU65NzI44NDsw
4287,UCR4khE6z3UKCc6yyARCX1nQ
4288,UCIMV3r_WnCrfC4xXfn4YtgA
4289,UCM2lKuVgfJx7NAWoNOXlLLA
4292,UCe8EBjynwKxlNR7eygN3h8w
4293,UCqU3a5VI9wD9Ez2Bp3Vf0sg
4295,UClD5qHtyuwqEfyAbMuJg03Q
4299,UCg29pFafO8IIwBkqhOrMUcA
4300,UCjA3kkRX7B_dW60kU5SmlDw
4303,UC4Bn7FQiRRiU0HAGkssAvRg
4304,UCMVR5czXhxe3ES1K13dSRtQ
4305,UCH9epiliBie09UxLtCwOPzA
4306,UCFOEnL5zR0SAP3wELTSCNkA
4307,UCph3SXQM8XMuw9hwaw_03SA
4309,UCtTzn027Ofl90fd9Y41M01g
4310,UC9nGyAzsV1iOHEU90bSrfmw
4311,UCPBT2_hvSXXVEcXkVhj3-1g
4312,UCC1-_JJgxZm_4QMFEt7fE6A
4313,UCf4gAd3YJM-MXyTKk99E6sw
4317,UC-u4pAw-gouVef3U6GehmEA
4320,UCwK6i490GK3UhBj-Kf9RoKA
4322,UCXPSjQkY7RHPOHnz9mH8Bbg
