kind,etag,id,snippet.title,snippet.description,snippet.publishedAt,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.localized.title,snippet.localized.description,contentDetails.relatedPlaylists.likes,contentDetails.relatedPlaylists.uploads,statistics.viewCount,statistics.subscriberCount,statistics.hiddenSubscriberCount,statistics.videoCount,status.privacyStatus,status.isLinked,status.longUploadsStatus,brandingSettings.channel.title,brandingSettings.image.bannerExternalUrl,topicDetails.topicIds,topicDetails.topicCategories,brandingSettings.channel.unsubscribedTrailer,brandingSettings.channel.description,snippet.country,brandingSettings.channel.keywords,brandingSettings.channel.moderateComments,brandingSettings.channel.country,snippet.customUrl,status.madeForKids,brandingSettings.channel.trackingAnalyticsAccountId,snippet.defaultLanguage,brandingSettings.channel.defaultLanguage
youtube#channel,I24FTvHI921L7UbIvL_ZKMVGV-Q,UCg7tbmQUEa4JPo3rQOSrnWw,Crimzonanims,"Hello, my name is Crimzon, and I'm just your average green haired dude. I do drawings, animations (sometimes), stream (with the bois), vlog, etc.

I also have a second channel called Crimzobros, where I just do random stuff on that channel.

The channel is in the process of more uploads, so stay tooned.

I also like milkshakes, yeah.",2016-06-29T20:01:09Z,https://yt3.ggpht.com/ytc/AKedOLSOqtgDVQfW6kSq49CB-4W4ng2NL0oMdSGbqFQU=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLSOqtgDVQfW6kSq49CB-4W4ng2NL0oMdSGbqFQU=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLSOqtgDVQfW6kSq49CB-4W4ng2NL0oMdSGbqFQU=s800-c-k-c0x00ffffff-no-rj,800,800,Crimzonanims,"Hello, my name is Crimzon, and I'm just your average green haired dude. I do drawings, animations (sometimes), stream (with the bois), vlog, etc.

I also have a second channel called Crimzobros, where I just do random stuff on that channel.

The channel is in the process of more uploads, so stay tooned.

I also like milkshakes, yeah.",,UUg7tbmQUEa4JPo3rQOSrnWw,20481,118,False,538,public,True,longUploadsUnspecified,Crimzonanims,https://yt3.ggpht.com/mfy1jubo5xR9rgzftCf7vRR5hQbY6eQgFvhJxhgVHDYeAqUjsPHAhoj1mEdOXcS49O2gNvrpVg,"['/m/04rlf', '/m/02vxn', '/m/02jjt']","['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Entertainment']",tiR0TWrQMcw,"Hello, my name is Crimzon, and I'm just your average green haired dude. I do drawings, animations (sometimes), stream (with the bois), vlog, etc.

I also have a second channel called Crimzobros, where I just do random stuff on that channel.

The channel is in the process of more uploads, so stay tooned.

I also like milkshakes, yeah.",US,,,US,,,,,
youtube#channel,qmRZixQW8-wSTSz07-pa4MtRQPk,UCG837qz-X8yupBoPbP9zX_w,Kieran Gray,Hi,2016-09-15T18:21:11Z,https://yt3.ggpht.com/ytc/AKedOLSTa1b27KwgAEKon3iU5evilmdea11MJzUohhl6=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLSTa1b27KwgAEKon3iU5evilmdea11MJzUohhl6=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLSTa1b27KwgAEKon3iU5evilmdea11MJzUohhl6=s800-c-k-c0x00ffffff-no-rj,800,800,Kieran Gray,Hi,,UUG837qz-X8yupBoPbP9zX_w,0,37,False,0,public,True,longUploadsUnspecified,Kieran Gray,https://lh3.googleusercontent.com/U-M-awauo5zpNgoMSziWCLdJHmNNlWnDC_dzbAO7M22lUrTEccS3zWIS2J5vwYYzhcVP7JxukJo,,,,Hi,,,,,,,,,
youtube#channel,qksbEF-YZYz_0opBf1Or9Y1uFqs,UCG8M9njyRc9rusQI5IyNOrg,Sinn Rmz,,2015-07-09T20:15:20Z,https://yt3.ggpht.com/ytc/AKedOLTnER2MKFsVkpNE-weU9n-1yzERfB7sA6o-DSwM=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLTnER2MKFsVkpNE-weU9n-1yzERfB7sA6o-DSwM=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLTnER2MKFsVkpNE-weU9n-1yzERfB7sA6o-DSwM=s800-c-k-c0x00ffffff-no-rj,800,800,Sinn Rmz,,,UUG8M9njyRc9rusQI5IyNOrg,0,2,False,0,public,True,longUploadsUnspecified,Sinn Rmz,,,,,,,,,,,,,,
youtube#channel,42r81SQDs1QRQF7xTiEhTkC-TgA,UCg8TVP6-rnQNpkNT2eIn4NQ,Laura Rogers,,2014-06-02T16:57:48Z,https://yt3.ggpht.com/ytc/AKedOLQtK3nXEe0zjZJ79zeid7LlrWK6u6Fk5QGGMA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLQtK3nXEe0zjZJ79zeid7LlrWK6u6Fk5QGGMA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLQtK3nXEe0zjZJ79zeid7LlrWK6u6Fk5QGGMA=s800-c-k-c0x00ffffff-no-rj,800,800,Laura Rogers,,,UUg8TVP6-rnQNpkNT2eIn4NQ,0,1,False,0,public,True,longUploadsUnspecified,Laura Rogers,,,,,,,,,,,,,,
youtube#channel,tVkjl9bYf-Y8kkAlr6AUL5bSKyw,UCG8vrZBqOPGQB42nquTjCtw,El At,,2016-10-08T15:10:36Z,https://yt3.ggpht.com/ytc/AKedOLSRKOVNhHJ4x2a07Kq0S3WIN5fg1LGjHmGR8Y88hg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLSRKOVNhHJ4x2a07Kq0S3WIN5fg1LGjHmGR8Y88hg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLSRKOVNhHJ4x2a07Kq0S3WIN5fg1LGjHmGR8Y88hg=s800-c-k-c0x00ffffff-no-rj,800,800,El At,,,UUG8vrZBqOPGQB42nquTjCtw,87,16,False,1,public,True,longUploadsUnspecified,El At,,,,,,,,,,,,,,
youtube#channel,caIBz_2p7MMUL0eVdtYgofNJvn8,UCg8yVi0K_1f1qGp2F84vE4w,Stephanie Lopez,"I have realized I only want good Vibes. Yes, hood vibes only. Leave your negativity at the door I have enough with my own. 😂",2012-12-09T10:59:02Z,https://yt3.ggpht.com/n7Nody8E3_LZavmEjNvIUnbXDLPWmkQs9Ycjq18Bm9mJcbiC7rQdaBZEKUL9I4RZ2DUTMQoG=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/n7Nody8E3_LZavmEjNvIUnbXDLPWmkQs9Ycjq18Bm9mJcbiC7rQdaBZEKUL9I4RZ2DUTMQoG=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/n7Nody8E3_LZavmEjNvIUnbXDLPWmkQs9Ycjq18Bm9mJcbiC7rQdaBZEKUL9I4RZ2DUTMQoG=s800-c-k-c0x00ffffff-no-rj,800,800,Stephanie Lopez,"I have realized I only want good Vibes. Yes, hood vibes only. Leave your negativity at the door I have enough with my own. 😂",,UUg8yVi0K_1f1qGp2F84vE4w,0,7,False,0,public,True,longUploadsUnspecified,Stephanie Lopez,https://lh3.googleusercontent.com/zCSIJx6tVyBblfN_ZSQI368qsa44nfbfaS1P7GxM5ZsvRK8fNsxlbSOD8BTzi0_Ku3QHMRgAZI0,,,,"I have realized I only want good Vibes. Yes, hood vibes only. Leave your negativity at the door I have enough with my own. 😂",,,,,,,,,
youtube#channel,4lHWMVzoYy740DrTDhL_OEcKSt8,UCG9UhKhzWeZMXEQ5RNx9okg,Irivng Thomas,,2016-12-19T11:54:02Z,https://yt3.ggpht.com/ytc/AKedOLQNeV07r0APetFvdwtCEC4ZBOIa8wlSw2m67g=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLQNeV07r0APetFvdwtCEC4ZBOIa8wlSw2m67g=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLQNeV07r0APetFvdwtCEC4ZBOIa8wlSw2m67g=s800-c-k-c0x00ffffff-no-rj,800,800,Irivng Thomas,,,UUG9UhKhzWeZMXEQ5RNx9okg,5,0,False,2,public,True,longUploadsUnspecified,Irivng Thomas,,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],,,,,,,,,,,
youtube#channel,s6IGJI60dfTAY9B1KZMb9FdLA1I,UCgacqRtx3pjae0vyAbhd-bA,Nathan Jones,,2013-12-16T23:28:38Z,https://yt3.ggpht.com/ytc/AKedOLTbR2OK7LuSWe-DYUFlQWnboNApS0D_EUsX6w=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLTbR2OK7LuSWe-DYUFlQWnboNApS0D_EUsX6w=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLTbR2OK7LuSWe-DYUFlQWnboNApS0D_EUsX6w=s800-c-k-c0x00ffffff-no-rj,800,800,Nathan Jones,,,UUgacqRtx3pjae0vyAbhd-bA,0,2,False,0,public,True,longUploadsUnspecified,Nathan Jones,,,,,,,,,,,,,,
youtube#channel,GxuH7N9ifdLQCUc-LBfezsDMYzs,UCgadJuUE81XdkycBsJdy1Xw,KunaiDragon,shannel for shoret but good knife throwing videos,2009-07-12T05:45:41Z,https://yt3.ggpht.com/ytc/AKedOLTBi9gj1dZYgM4czgYeSXsigbYPYNumFdzYhlRe=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLTBi9gj1dZYgM4czgYeSXsigbYPYNumFdzYhlRe=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLTBi9gj1dZYgM4czgYeSXsigbYPYNumFdzYhlRe=s800-c-k-c0x00ffffff-no-rj,800,800,KunaiDragon,shannel for shoret but good knife throwing videos,,UUgadJuUE81XdkycBsJdy1Xw,15610,25,False,31,public,True,longUploadsUnspecified,KunaiDragon,https://lh3.googleusercontent.com/YYBwvbJ76sGeQKrOeuZ8sKuDRz6W9HwM8a3G3I97nLrNYszoPDJ1gdiOXbQO1RB15U6QKDpYPA,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],2W2V1DgRCLI,shannel for shoret but good knife throwing videos,,knife throwing knives BUDK kunai tricks blades smok bomb,,,,,,,
youtube#channel,OzIOltLSOSTkgbo6Y5CZosmDmOA,UCgAdVcaw8YBny3mtRqy6H4Q,Hillside Comics,Artist and Filmmaker. ,2010-09-03T21:17:11Z,https://yt3.ggpht.com/ytc/AKedOLTsjvMcavEITf4LPripHJ_-qOl_MdBVuurj1BBCRA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLTsjvMcavEITf4LPripHJ_-qOl_MdBVuurj1BBCRA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLTsjvMcavEITf4LPripHJ_-qOl_MdBVuurj1BBCRA=s800-c-k-c0x00ffffff-no-rj,800,800,Hillside Comics,Artist and Filmmaker. ,,UUgAdVcaw8YBny3mtRqy6H4Q,132844,374,False,92,public,True,longUploadsUnspecified,Hillside Comics,https://yt3.ggpht.com/eZ5ofx4pk8BwdLmC_R9vj0DARZRUkWt7wQkJ4Vy-nWz-0cWYGI6ShxuGuvZAclK28gDXNUQNsw,"['/m/02vxn', '/m/019_rr', '/m/02jjt']","['https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Entertainment']",adcGRkR13RA,Artist and Filmmaker. ,GB,,,GB,hillsidecomics,,,,
youtube#channel,MQd0uvPY8ySnKMBtwn2scQJXipQ,UCGb7ZnLJAOGWLBysKdmqUGw,Krissy Fizzle,"Hi, my name is Krystle and I love to sing. I will be singing covers of different songs by my favourite artists. I hope you enjoy viewing my channel and hope my videos cheer you up or inspire you in some way :) I may be also doing random videos, so it may not just be covers.
Don't forget to SUBSCRIBE!",2015-01-06T18:21:25Z,https://yt3.ggpht.com/ytc/AKedOLRo1TENFXoyLdCG1lJ_sVFtt2urw4pg8cpuA8umO5Q=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLRo1TENFXoyLdCG1lJ_sVFtt2urw4pg8cpuA8umO5Q=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLRo1TENFXoyLdCG1lJ_sVFtt2urw4pg8cpuA8umO5Q=s800-c-k-c0x00ffffff-no-rj,800,800,Krissy Fizzle,"Hi, my name is Krystle and I love to sing. I will be singing covers of different songs by my favourite artists. I hope you enjoy viewing my channel and hope my videos cheer you up or inspire you in some way :) I may be also doing random videos, so it may not just be covers.
Don't forget to SUBSCRIBE!",,UUGb7ZnLJAOGWLBysKdmqUGw,2640,151,False,12,public,True,longUploadsUnspecified,Krissy Fizzle,https://lh3.googleusercontent.com/1yDI5FCoSNG1XKOhFLZbsBe7ejlxpXs2i8aqSFYjBGlJaMwPMSDG_6HffcsKFoKtCY2eugEI,"['/m/04rlf', '/m/064t9', '/m/019_rr']","['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",hES5Z7_cvoo,"Hi, my name is Krystle and I love to sing. I will be singing covers of different songs by my favourite artists. I hope you enjoy viewing my channel and hope my videos cheer you up or inspire you in some way :) I may be also doing random videos, so it may not just be covers.
Don't forget to SUBSCRIBE!",GB,,,GB,krissyfizzle,,,,
youtube#channel,grYaSSgP2pmvlwQdCFedW9g5Pas,UCgBffQfM8aJi4mrlP0LKMaQ,Cyotis,,2007-04-19T03:53:01Z,https://yt3.ggpht.com/ytc/AKedOLTy9v1cxHTbQZRjA9b5I0BB3ddZi7msKNx5SA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLTy9v1cxHTbQZRjA9b5I0BB3ddZi7msKNx5SA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLTy9v1cxHTbQZRjA9b5I0BB3ddZi7msKNx5SA=s800-c-k-c0x00ffffff-no-rj,800,800,Cyotis,,,UUgBffQfM8aJi4mrlP0LKMaQ,627,8,False,103,public,True,longUploadsUnspecified,Cyotis,,"['/m/0bzvm2', '/m/025zzc', '/m/0403l3g', '/m/02ntfj', '/m/03hf_rm']","['https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Strategy_video_game']",,,,,,,,,,,
youtube#channel,G4hdTNgfs4aHEVSjBqF3lsGlaNA,UCGbM9iJvyvNJ4WtpmWp_ovA,Peter,,2015-05-18T22:02:20Z,https://yt3.ggpht.com/9mPVrQR7UnEf6eTpNcwUUDYqu4N24zVBAZ5topU0-Pa9rDcY6MMND76_EnntVRklupKpVL9DHg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/9mPVrQR7UnEf6eTpNcwUUDYqu4N24zVBAZ5topU0-Pa9rDcY6MMND76_EnntVRklupKpVL9DHg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/9mPVrQR7UnEf6eTpNcwUUDYqu4N24zVBAZ5topU0-Pa9rDcY6MMND76_EnntVRklupKpVL9DHg=s800-c-k-c0x00ffffff-no-rj,800,800,Peter,,,UUGbM9iJvyvNJ4WtpmWp_ovA,0,14,False,0,public,True,longUploadsUnspecified,Peter,https://yt3.ggpht.com/c_JusIcsbbG5tWiGx-reNt2yKLryPbQr41Rftyv3BzNSvSiJM8qwAbRlgrJv3U9NYOuvWVtfD7w,,,,,,,,,,,,,
youtube#channel,uCu3GO7U76G5RC3z5wzOUtOS854,UCGbVYdMDp9RdUYzpx2tlrAw,Jeremy JMIAH Williamson,"Uplifters!!!

Thanks so much for checking out the EXPOSÉ and JW Branding & Production Channel!

My name is Jeremy Williamson (aka, ""JMIAH"") and I'm committed to UPLIFTING YOU and YOUR BUSINESS BRANDING. 

On this YouTube Channel, you will find a variety of shows... from EXPOSÉ UPLIFT (Encouragement in 3 Minutes or Less), Fandom Exposé's, my Video Production portfolio, and even LIVE STREAMS!

If you are inspired, motivated & encouraged, then it can also affect your passion in your business. You can build a CAR, but without FUEL, it'll never go anywhere! ;) 

MY PASSION is FUELING YOUR PASSION!!! 

This is YouTube, so you ALREADY KNOW about #LIKES, #SUBSCRIBES, #SHARES, & #COMMENTS, but come on, SAY HELLO, ASK QUESTIONS, & GIVE ME YOUR IDEAS FOR TOPICS of FUTURE VIDEOS!!

I look forward to UPLIFTING you to higher levels of passion in your pursuit.

YOU ROCK, SO KEEP ROCKIN IT & LET’S DO THIS!!!

@JMIAHONLINE (all socials)",2006-05-09T15:19:31Z,https://yt3.ggpht.com/ytc/AKedOLQWhk3XXAJjvanmg1d3B5TBTis_tCJ7EnChUHWD8w=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLQWhk3XXAJjvanmg1d3B5TBTis_tCJ7EnChUHWD8w=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLQWhk3XXAJjvanmg1d3B5TBTis_tCJ7EnChUHWD8w=s800-c-k-c0x00ffffff-no-rj,800,800,Jeremy JMIAH Williamson,"Uplifters!!!

Thanks so much for checking out the EXPOSÉ and JW Branding & Production Channel!

My name is Jeremy Williamson (aka, ""JMIAH"") and I'm committed to UPLIFTING YOU and YOUR BUSINESS BRANDING. 

On this YouTube Channel, you will find a variety of shows... from EXPOSÉ UPLIFT (Encouragement in 3 Minutes or Less), Fandom Exposé's, my Video Production portfolio, and even LIVE STREAMS!

If you are inspired, motivated & encouraged, then it can also affect your passion in your business. You can build a CAR, but without FUEL, it'll never go anywhere! ;) 

MY PASSION is FUELING YOUR PASSION!!! 

This is YouTube, so you ALREADY KNOW about #LIKES, #SUBSCRIBES, #SHARES, & #COMMENTS, but come on, SAY HELLO, ASK QUESTIONS, & GIVE ME YOUR IDEAS FOR TOPICS of FUTURE VIDEOS!!

I look forward to UPLIFTING you to higher levels of passion in your pursuit.

YOU ROCK, SO KEEP ROCKIN IT & LET’S DO THIS!!!

@JMIAHONLINE (all socials)",,UUGbVYdMDp9RdUYzpx2tlrAw,43498,126,False,49,public,True,longUploadsUnspecified,Jeremy JMIAH Williamson,https://lh3.googleusercontent.com/9d4B970N7mf8dRRprB6Sapzzq8GZMYacG0dAYQqCVFkzXhAXWo5IUgIoTH21saYc_a-reAeI,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],nM9CK7fYiUQ,"Uplifters!!!

Thanks so much for checking out the EXPOSÉ and JW Branding & Production Channel!

My name is Jeremy Williamson (aka, ""JMIAH"") and I'm committed to UPLIFTING YOU and YOUR BUSINESS BRANDING. 

On this YouTube Channel, you will find a variety of shows... from EXPOSÉ UPLIFT (Encouragement in 3 Minutes or Less), Fandom Exposé's, my Video Production portfolio, and even LIVE STREAMS!

If you are inspired, motivated & encouraged, then it can also affect your passion in your business. You can build a CAR, but without FUEL, it'll never go anywhere! ;) 

MY PASSION is FUELING YOUR PASSION!!! 

This is YouTube, so you ALREADY KNOW about #LIKES, #SUBSCRIBES, #SHARES, & #COMMENTS, but come on, SAY HELLO, ASK QUESTIONS, & GIVE ME YOUR IDEAS FOR TOPICS of FUTURE VIDEOS!!

I look forward to UPLIFTING you to higher levels of passion in your pursuit.

YOU ROCK, SO KEEP ROCKIN IT & LET’S DO THIS!!!

@JMIAHONLINE (all socials)",US,"MOTIVATION SUCCESS PURPOSE POWER TEENAGERS Diabetes FUN health fitness ""Star Wars"" comedy silly",,US,jeremywilliamson,,,,
youtube#channel,_Xnx_ogFcbGfhuYlxs0ssVNsKO4,UCGBxu0rAS7rh6ZnurGA8sYg,Michael Jimenez,,2010-12-10T17:11:12Z,https://yt3.ggpht.com/ytc/AKedOLS6Nyf2CdNc7Ae559ZQ-mxFzIbZlmiXPlE8sooJ=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLS6Nyf2CdNc7Ae559ZQ-mxFzIbZlmiXPlE8sooJ=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLS6Nyf2CdNc7Ae559ZQ-mxFzIbZlmiXPlE8sooJ=s800-c-k-c0x00ffffff-no-rj,800,800,Michael Jimenez,,,UUGBxu0rAS7rh6ZnurGA8sYg,366567,835,False,21,public,True,longUploadsUnspecified,Michael Jimenez,,"['/m/0bzvm2', '/m/02ntfj', '/m/019_rr', '/m/04rlf', '/m/07c1v']","['https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Technology']",,,,,,,michaeljimenez10,,,,
youtube#channel,4mSQ8U80hedb2pTcC6xjIaimLMk,UCGcBxWIRPvTudolin3iAN_w,Rahul Kumar Lakra,,2011-12-04T10:57:12Z,https://yt3.ggpht.com/ytc/AKedOLScQPBi6f-NnSM7urMjX-30oUTvvuuZRLEpJDMhag=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLScQPBi6f-NnSM7urMjX-30oUTvvuuZRLEpJDMhag=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLScQPBi6f-NnSM7urMjX-30oUTvvuuZRLEpJDMhag=s800-c-k-c0x00ffffff-no-rj,800,800,Rahul Kumar Lakra,,,UUGcBxWIRPvTudolin3iAN_w,0,0,False,0,public,True,longUploadsUnspecified,Rahul Kumar Lakra,,,,,,,,,,,,,,
youtube#channel,puIO9pIQ8iUehi4Oz4bpbPa9zkQ,UCgD2hTK0YAWQec3enIJCiXA,Luke Meiners,Hey guys this is my channel plz subscribe!!!!!!! that would be nice XD,2016-09-25T11:40:25Z,https://yt3.ggpht.com/ytc/AKedOLSOvBt8iyljCc5pKQp5PrFMl2X9BnqysG-pbOvr=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLSOvBt8iyljCc5pKQp5PrFMl2X9BnqysG-pbOvr=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLSOvBt8iyljCc5pKQp5PrFMl2X9BnqysG-pbOvr=s800-c-k-c0x00ffffff-no-rj,800,800,Luke Meiners,Hey guys this is my channel plz subscribe!!!!!!! that would be nice XD,,UUgD2hTK0YAWQec3enIJCiXA,776,15,False,3,public,True,longUploadsUnspecified,Luke Meiners,https://lh3.googleusercontent.com/1kBIWA6Ef4zjSMAc0OiP9AJbR6kGf3unuxvdgL0_3YnfeJuzsrM7ze1X5tHroMV6fWr-WWIgTg,,,,Hey guys this is my channel plz subscribe!!!!!!! that would be nice XD,,,,,,,,,
youtube#channel,Bp8mRbACoeWT0GGIDNZwJotLUp8,UCGdJRRmHcSFQVrw-bfz_iEQ,Yaya Dabest,,2014-08-09T20:53:53Z,https://yt3.ggpht.com/ytc/AKedOLSLg3g4-WVMM8R-l9XEQhBLd-izphTtS4ozY_HPmw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLSLg3g4-WVMM8R-l9XEQhBLd-izphTtS4ozY_HPmw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLSLg3g4-WVMM8R-l9XEQhBLd-izphTtS4ozY_HPmw=s800-c-k-c0x00ffffff-no-rj,800,800,Yaya Dabest,,,UUGdJRRmHcSFQVrw-bfz_iEQ,0,2,False,0,public,True,longUploadsUnspecified,Yaya Dabest,,,,,,,,,,,,,,
youtube#channel,_2CCP4qmGuqNaN0J-osozvt-AW8,UCGEc5KkaR0M4uwL-coPhILA,Gdioc,,2013-10-16T20:24:07Z,https://yt3.ggpht.com/ytc/AKedOLRB5l-L4RkeWvXMNVPrtJlMwPG0rvljOIyh3-zYcw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLRB5l-L4RkeWvXMNVPrtJlMwPG0rvljOIyh3-zYcw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLRB5l-L4RkeWvXMNVPrtJlMwPG0rvljOIyh3-zYcw=s800-c-k-c0x00ffffff-no-rj,800,800,Gdioc,,,UUGEc5KkaR0M4uwL-coPhILA,0,0,False,0,public,True,longUploadsUnspecified,Gdioc,https://lh3.googleusercontent.com/AbBqmOWNMNMH1TK79Csmp4Xt76SDDKQat1gWyzgDzQTphfMd6s2cIl9ZKB7ZN0blUNR3a5Em,,,,,,change the world,,,,,,,
youtube#channel,8TzWBPkq6VSFfQV1rWGvLTbE770,UCgFViHFYTnE1AxZOXT2zlDg,MusicOrGetMugged,,2012-01-09T02:47:11Z,https://yt3.ggpht.com/ytc/AKedOLT6QyhbWMoxKkenWAlOxoRddtI7lxaqba18dSqc=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLT6QyhbWMoxKkenWAlOxoRddtI7lxaqba18dSqc=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLT6QyhbWMoxKkenWAlOxoRddtI7lxaqba18dSqc=s800-c-k-c0x00ffffff-no-rj,800,800,MusicOrGetMugged,,,UUgFViHFYTnE1AxZOXT2zlDg,39505,106,False,5,public,True,longUploadsUnspecified,MusicOrGetMugged,https://lh3.googleusercontent.com/VHrFlhs9h_D3Ff3VztWkbqoSZXMV_w8N4JED_fG3Is0FqfwkhfPQjJJLdfgAcwse7mFWBcnW4A,"['/m/025zzc', '/m/0bzvm2', '/m/02ntfj', '/m/0403l3g']","['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game']",RaS-pnpUwIU,,,Monkey,,,,,,,
youtube#channel,8njU6PPpYJNNukWqFWeGIYMISAE,UCgHAjSumAThoxvT40FtjXMQ,big mon,,2015-09-14T01:28:56Z,https://yt3.ggpht.com/8e_qQCTVKyk6y0XxVUzk5OYozmac6n575HRwvRxbUGzM9_hEq6-uICryfRHG9AKPXOtXGHI1Fw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/8e_qQCTVKyk6y0XxVUzk5OYozmac6n575HRwvRxbUGzM9_hEq6-uICryfRHG9AKPXOtXGHI1Fw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/8e_qQCTVKyk6y0XxVUzk5OYozmac6n575HRwvRxbUGzM9_hEq6-uICryfRHG9AKPXOtXGHI1Fw=s800-c-k-c0x00ffffff-no-rj,800,800,big mon,,,UUgHAjSumAThoxvT40FtjXMQ,0,7,False,0,public,True,longUploadsUnspecified,big mon,https://yt3.ggpht.com/Cya0IFsxvF5jRTneWNEvVhDZEgY8gQi0l9e_b2c5ralJzKbUOlHP8zF_aU5XirxXTJSzAn52axg,,,,,,,,,,,,,
